,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Themes,Demographics
10,"I'm standing on 1,000,000 lives.",100万の命の上に俺は立っている,I'm Standing on a Million Lives,"I'm standing on 1,000,000 lives.","I'm standing on 1,000,000 lives.","I'm standing on 1,000,000 lives.",['TV'],12,Finished Airing,"Oct 2, 2020 to Dec 18, 2020",['Fall 2020'],Fridays at 22:00 (JST),"['Lantis', 'Warner Bros. Japan']",['Crunchyroll'],['Maho Film'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']",['Isekai'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.51,#6982,#820,"313,055",685,156832,"Yuusuke Yotsuya has always disliked Tokyo, but he especially hates the people who live in it. He would rather thrive in a virtual world than try to get along with those around him. At the end of one school day, he sees the popular athlete Iu Shindou talking to Kusue Hakozaki, who spends less time in school due to illness. But when he looks away from the two and back again, they have seemingly disappeared. Mere moments later, Yotsuya enters a state of free-fall, and the world begins to change around him. Dropping into a large pool of water, the first thing he sees when he comes to his senses is an assortment of enormous monsters. He soon finds out that he has been brought into a game world by Shindou and Hakozaki and that he must complete a quest within 14 days. There is one thing that separates this world from the real world: anyone who dies will be brought back to life in 30 seconds as long as one party member is alive. Tasked with numerous quests that increase in difficulty over time, Yotsuya, Shindou, and Hakozaki attempt to discover the mystery behind the perplexing game world. [Written by MAL Rewrite]","['Sequel (TV) 100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season', 'Adaptation (Manga) 100-man no Inochi no Ue ni Ore wa Tatteiru']",100-man no Inochi no Ue ni Ore wa Tatteiru,,,
11,노블레스,NOBLESSE -ノブレス-,Noblesse,,,,['TV'],13,Finished Airing,"Oct 8, 2020 to Dec 31, 2020",['Fall 2020'],Thursdays at 00:00 (JST),"['Glovision', 'Crunchyroll', 'Naver Webtoons']","None found,",['Production I.G'],['Web manga'],"['Action', 'Supernatural']",,,23 min. per ep.,R - 17+ (violence & profanity),6.89,#4896,#838,"309,378","1,243",131979,"The ""Noblesse"" Cadis Etrama di Raizel, also known as ""Rai,"" is enrolled in Ye Ran High School by his servant Frankenstein to stay hidden from the sights of the Union, a mysterious organization out for Rai's blood. Rai commences his life as a student, making himself familiar with his classmates and the daily activities of humans. However, his new life is far from peaceful, and Rai is soon forced to save his new friends from the hands of the Union that had abducted them. Meanwhile, M-21—a Union agent gone rogue during Rai's rescue operation—joins the Ye Ran High School security staff after a proposition by the school's director, who happens to be none other than Frankenstein himself. On the surface, M-21 is a prim and proper employee, but in truth he is shackled by his former ties to the Union and the inevitable consequences of betraying the organization. To further complicate matters, Nobles Regis K. Landegre and Seira J. Loyard enroll in the same school to investigate the Noblesse. While the Union conducts a manhunt for M-21 to extract clues regarding their missing agents, Rai is forced to keep his identity hidden while protecting all that he holds dear. [Written by MAL Rewrite]","['Prequel (ONA) Noblesse: Awakening', 'Adaptation (Manhwa) Noblesse']",Noblesse,,"['School', 'Vampire']",
12,"When They Cry, Higurashi: When They Cry - New, Higurashi no Naku Koro ni (2020), When the Cicadas Cry, The Moment the Cicadas Cry",ひぐらしのなく頃に業,Higurashi: When They Cry – Gou,Higurashi: When They Cry GOU,Cuando las Cigarras Lloran,Higurashi: When They Cry - GOU,['TV'],24,Finished Airing,"Oct 1, 2020 to Mar 19, 2021",['Fall 2020'],Thursdays at 23:30 (JST),"['Frontier Works', 'Sotsu', 'MAGES.', 'Tokyo MX', 'Infinite', 'BS11', 'Daiichi Shokai', 'Kadokawa', 'ELF-IN']",['Funimation'],['Passione'],Visual novel,"['Horror', 'Mystery', 'Suspense']",,,23 min. per ep.,R - 17+ (violence & profanity),7.20,#3361,#899,"287,562","1,593",95943,"Rika Furude and her group of friends live in the small mountain village of Hinamizawa; in June 1983, they welcome transfer student Keiichi Maebara into their ranks, making him the only boy in their group. After school, they have fun playing games and spending each day living their lives to the fullest. Despite this seemingly normal routine, Keiichi begins noticing strange behavior from his friends, who seem to be hiding the town's dark secrets from him. Elsewhere, a certain person watches these increasingly unsettling events unfold and remembers all the times that this, and other similar stories, have played out. Using that knowledge, this person decides to fix these broken worlds. However, when certain variables change, the individual is faced with a horrifying realization: they have no idea what to expect or how to stop the impending tragedy. [Written by MAL Rewrite]","['Prequel (OVA) Higurashi no Naku Koro ni Rei', 'Sequel (TV) Higurashi no Naku Koro ni Sotsu', 'Adaptation (Manga) Higurashi no Naku Koro ni Gou', '']",Higurashi no Naku Koro ni Gou,,"['Gore', 'Psychological']",
13,,神様になった日,The Day I Became a God,The Day I Became a God,,The Day I Became a God,['TV'],12,Finished Airing,"Oct 11, 2020 to Dec 27, 2020",['Fall 2020'],Sundays at 00:00 (JST),"['Aniplex', 'Movic', 'Visual Arts', 'Tokyo MX', 'Nagoya Broadcasting Network', 'ABC Animation']",['Funimation'],['P.A. Works'],Original,"['Drama', 'Fantasy']",['Urban Fantasy'],,24 min. per ep.,PG-13 - Teens 13 or older,6.80,#5335,#941,"272,795","1,613",121799,"Dressed in a conspicuous outfit and armed with an eccentric spirit, Hina Satou goes around insisting that she is the Asgardian god ""Odin."" When she crosses paths with a boy named Youta Narukami, she uses her precognition abilities to warn him about an impending catastrophe threatening the end of the world. But being a teenager preoccupied with his problems, Youta finds it hard to believe such a preposterous claim. Somehow forced to tag along with her antics, he witnesses the effectiveness of Hina's skills with his own eyes and realizes that she truly is capable of divination. Nevertheless, despite her persistence in being a god, Hina is still a child who desires to see and experience the wonders life has to offer. With the world ending in 30 days, Hina, Youta, and their friends venture forward to create lasting memories they will cherish forever. [Written by MAL Rewrite]","['Adaptation (Manga) Kamisama ni Natta Hi', '']",Kamisama ni Natta Hi,,,
14,"The man picked up by the gods, Kamihiro, Kamitachi ni Hirowareta Otoko",神達に拾われた男,By the Grace of the Gods,By the Grace of the Gods,,By the Grace of the Gods,['TV'],12,Finished Airing,"Oct 4, 2020 to Dec 20, 2020",['Fall 2020'],Sundays at 23:30 (JST),"['Lantis', 'Toei Video', 'KlockWorx', 'Nikkatsu', 'Asmik Ace', 'Hobby Japan', 'AMG MUSIC', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Amusement Media Academy', 'Exa International', 'Bandai Namco Arts']",['Funimation'],['Maho Film'],['Light novel'],"['Fantasy', 'Slice of Life']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.97,#4492,#1105,"233,773","1,100",120673,"Deep in the forest, far from any human contact, there lives a child named Ryouma Takebayashi. He engages in the rather strange hobby of keeping various types of slimes as pets. Furthermore, despite his young age, he has a sturdy physique and good compatibility for magic. All of this is because, having endured much hardship in his previous life, three gods grace Ryouma with a second chance to pursue one goal: savor the wonders of life. After three years of comfortable solitude pass by, Ryouma meets people that will change his current life forever. When he encounters and helps some soldiers tend to their wounded comrade, the group convinces him to accompany them to visit the nearby town's ducal family. Ryouma agrees and soon embarks on a journey to explore the vast world beyond his home. [Written by MAL Rewrite]","['Sequel (TV) Kami-tachi ni Hirowareta Otoko 2nd Season', 'Adaptation (Manga) Kami-tachi ni Hirowareta Otoko', 'Adaptation (Light Novel) Kami-tachi ni Hirowareta Otoko', '']",Kami-tachi ni Hirowareta Otoko,,"['Isekai', 'Iyashikei', 'Reincarnation']",
15,Sleeping in Devil's Castle,魔王城でおやすみ,Sleepy Princess in the Demon Castle,Sleepy Princess in the Demon Castle,,Sleepy Princess in the Demon Castle,['TV'],12,Finished Airing,"Oct 6, 2020 to Dec 22, 2020",['Fall 2020'],Tuesdays at 02:00 (JST),"['Lantis', 'FuRyu']",['Funimation'],['Doga Kobo'],['Manga'],"['Comedy', 'Fantasy']",['Parody'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.96,#708,#1128,"229,739","2,418",105124,"The Demon Lord Tasogare's castle is a dark and frightening place, filled to the brim with various monsters. Any soul unfortunate enough to be imprisoned here is sure to be terrified by the horrors within. However, the human princess Aurora Suya Rhys ""Syalis"" Kaymin is a different case. Rather indifferent to her situation, Syalis worries about one thing and one thing only—sleep. Ever since the demon lord kidnapped her from her kingdom, she has not had a single good night's rest. To alleviate her dozen dozing issues, the princess makes do with what she can find in the castle. Whether it be the fur of fluffy demonic teddy bears or the silky, blanket-like bodies of ghost shrouds, everything is but a means to ensure a peaceful slumber. With so many potential materials to craft items that can help her sleep at her disposal, nothing will stop the sleepy princess—not even death. [Written by MAL Rewrite]","['Adaptation (Manga) Maoujou de Oyasumi', '']",Maoujou de Oyasumi,,,
16,Adashima,安達としまむら,Adachi and Shimamura,Adachi and Shimamura,,Adachi and Shimamura,['TV'],12,Finished Airing,"Oct 9, 2020 to Dec 25, 2020",['Fall 2020'],Fridays at 01:58 (JST),"['Pony Canyon', 'Kadokawa']",['Funimation'],['Tezuka Productions'],['Light novel'],,['School'],,24 min. per ep.,PG-13 - Teens 13 or older,7.09,#3959,#1267,"200,355","1,600",79483,"Somewhere in the school at noon, one might hear the sound of two girls playing table tennis together as they wait for time to pass by. As if by fate, two students—Sakura Adachi and Hougetsu Shimamura—stumble upon each other on the second floor of the school gymnasium. As they gradually foster a budding friendship, their feelings for one another only become more ambiguous. Growing closer by the day, the two must learn to navigate their contrasting personalities as well as determine the depth of their affection for each other. The nature of this relationship gradually shifts when one of them starts to develop feelings beyond the boundaries of a platonic relationship. Even so, Adachi and Shimamura must realize if forming a bond stronger than friendship will bring them closer or tear them apart. [Written by MAL Rewrite]","['Adaptation (Manga) Adachi to Shimamura', 'Adaptation (Manga) Adachi to Shimamura', 'Adaptation (Light Novel) Adachi to Shimamura', '']",Adachi to Shimamura,['Girls Love'],,
17,,ゴールデンカムイ,Golden Kamuy Season 3,Golden Kamuy Staffel 3,Golden Kamuy Temporada 3,Golden Kamuy Saison 3,['TV'],12,Finished Airing,"Oct 5, 2020 to Dec 21, 2020",['Fall 2020'],Mondays at 23:00 (JST),"['Magic Capsule', 'NBCUniversal Entertainment Japan', 'Twin Engine']",['Funimation'],['Geno Studio'],['Manga'],"['Action', 'Adventure']",,['Seinen'],23 min. per ep.,R - 17+ (violence & profanity),8.43,#179,#1398,"181,213","1,533",89017,"After obtaining information about Asirpa from the foreteller Inkarmat, Saichi ""The Immortal"" Sugimoto, Genjirou Tanigaki, and Cikapasi join the Seventh Division's Otonoshin Koito and Hajime Tsukishima on a journey to Karafuto. Heading further north into the freezing Russian territory, they collect any clues about Asirpa's whereabouts they can find and rush after her. Meanwhile, Asirpa is unaware of what truly transpired at Abashiri Prison. Deeply disturbed and confused by her father Wilk's past actions, Asirpa follows his old friend Kiroranke to the place where Wilk was born and raised in order to better understand his motives. However, Kiroranke and the master sniper Hyakunosuke Ogata are scheming behind her back. Even if they were to obtain all 24 tattooed skins that form a map to the lost Ainu gold, the various factions searching for it now understand that the map is useless without Asirpa. Realizing the danger she could be in, Sugimoto desperately hopes to reach Asirpa first and protect her from the greedy clutches of those who plan to drag her into their sins. [Written by MAL Rewrite]","['Prequel (TV) Golden Kamuy 2nd Season', 'Sequel (TV) Golden Kamuy 4th Season', 'Adaptation (Manga) Golden Kamuy', '']",Golden Kamuy 3rd Season,,"['Adult Cast', 'Historical', 'Military']",
18,The Bears Bear a Bare Kuma,くま クマ 熊 ベアー,Kuma Kuma Kuma Bear,Kuma Kuma Kuma Bär,,,['TV'],12,Finished Airing,"Oct 7, 2020 to Dec 23, 2020",['Fall 2020'],Wednesdays at 21:00 (JST),"['AT-X', 'Nippon Columbia', 'Tokyo MX', 'Good Smile Company', 'Kadokawa Media House', 'Kadokawa', 'Crest', 'Shufu to Seikatsusha']",['Funimation'],['EMT Squared'],['Light novel'],"['Adventure', 'Comedy', 'Fantasy']",['Isekai'],,23 min. per ep.,PG-13 - Teens 13 or older,7.23,#3207,#1432,"175,247","1,010",87225,"After fanatically playing the VRMMO World Fantasy Online for almost a year, the shut-in yet relatively affluent 15-year-old Yuna receives a bear costume from the game's administrators. The outfit, while somewhat embarrassing to wear, turns out to have overpowered stats and effects that make her character significantly more powerful. After accepting the bear equipment, she finds herself transported to another in-game world that prevents her from returning to reality. Confused and unable to log out, Yuna sets out to explore this new environment. She rescues a girl named Fina from wild wolves, who then guides her to the city of Crimonia. With her eccentric bear attire, however, Yuna stands out wherever she goes, and alongside her boosted fighting prowess, her reputation quickly rises—to the point that people give her the nickname ""Bloody Bear."" Undeterred by this change in her life, Yuna decides to take on the role of an adventurer and fully enjoy herself in her new world. [Written by MAL Rewrite]","['Sequel (TV) Kuma Kuma Kuma Bear Punch!', 'Adaptation (Manga) Kuma Kuma Kuma Bear', 'Adaptation (Light Novel) Kuma Kuma Kuma Bear', '']",Kuma Kuma Kuma Bear,,,
19,,半妖の夜叉姫 -戦国御伽草子-,Yashahime: Princess Half-Demon,Yashahime: Princess Half-Demon,Yashahime: Princess Half-Demon,Yashahime: Princess Half-Demon,['TV'],24,Finished Airing,"Oct 3, 2020 to Mar 20, 2021",['Fall 2020'],Saturdays at 17:30 (JST),"['Shogakukan', 'Yomiuri TV Enterprise']",['VIZ Media'],['Sunrise'],Original,"['Action', 'Adventure', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.70,#5916,#1855,"127,549",650,38318,"Half-demon twins Towa and Setsuna were always together, living happily in Feudal Japan. But their joyous days come to an end when a forest fire separates them and Towa is thrown through a portal to modern-day Japan. There, she is found by Souta Higurashi, who raises her as his daughter after Towa finds herself unable to return to her time. Ten years later, 14-year-old Towa is a relatively well-adjusted student, despite the fact that she often gets into fights. However, unexpected trouble arrives on her doorstep in the form of three visitors from Feudal Japan; Moroha, a bounty hunter; Setsuna, a demon slayer and Towa's long-lost twin sister; and Mistress Three-Eyes, a demon seeking a mystical object. Working together, the girls defeat their foe, but in the process, Towa discovers to her horror that Setsuna has no memory of her at all. Hanyou no Yashahime: Sengoku Otogizoushi follows the three girls as they endeavor to remedy Setsuna's memory loss, as well as discover the truth about their linked destinies. [Written by MAL Rewrite]","['Prequel (TV) InuYasha: Kanketsu-hen', 'Sequel (TV) Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou', 'Adaptation (Manga) Iden Ehon Zoushi: Hanyou no Yashahime', '']",Hanyou no Yashahime: Sengoku Otogizoushi,,"['Historical', 'Mythology', 'Time Travel']",
20,IWGP,池袋ウエストゲートパーク,Ikebukuro West Gate Park,,,,['TV'],12,Finished Airing,"Oct 6, 2020 to Dec 22, 2020",['Fall 2020'],Tuesdays at 21:00 (JST),"['Nippon Columbia', 'Kadokawa']",['Funimation'],['Doga Kobo'],Novel,"['Drama', 'Mystery']",['Delinquents'],,23 min. per ep.,PG-13 - Teens 13 or older,6.87,#4968,#1885,"124,624",371,38477,"Ikebukuro is home to many different businesses and gangs. This includes Makoto Majima: the infamous ""troubleshooter"" who mediates between warring factions. Makoto knows all of the ins and outs of the bustling Tokyo district and strives to maintain peace alongside the G-Boys, who assist Makoto in his troubleshooting endeavors. Led by the charismatic and ruthless Takashi Andou, the G-Boys is the most influential gang in all of Ikebukuro. However, when the new faction ""Red Angels"" begins to move in on the G-Boys' turf, immediate tensions rise between them. With numerous enemies scattered around and within the G-Boys, navigating through the streets becomes more difficult for Makoto. While continuing to troubleshoot problems, he slowly unravels a plot that may trigger an all-out war and threaten the entirety of Ikebukuro. [Written by MAL Rewrite]","['Adaptation (Manga) Ikebukuro West Gate Park', '']",Ikebukuro West Gate Park,,,
21,Hang On! Climbing Girls,いわかける！ -Sport Climbing Girls-,,Iwakakeru -Sport Climbing Girls-,Iwakakeru -Sport Climbing Girls-,Iwakakeru -Sport Climbing Girls-,['TV'],12,Finished Airing,"Oct 4, 2020 to Dec 20, 2020",['Fall 2020'],Sundays at 02:00 (JST),"['Lantis', 'AT-X', 'Magic Capsule', 'KlockWorx', 'Nagoya Broadcasting Network', 'ABC Animation', 'Cygames', 'Bandai Namco Arts', 'Happinet', 'NetEase', 'Heart Company']","None found,",['Blade'],['Web manga'],,['School'],,23 min. per ep.,PG-13 - Teens 13 or older,6.48,#7191,#2213,"99,247",205,38201,"Video games, especially puzzle games, were always at the center of Konomi Kasahara's life. However, upon entering Hanamiya High School, she decides to break away from this lifestyle. As Konomi wanders the halls in search of a new activity to engage herself in, she stumbles upon a gigantic wall owned by the school's rock climbing team. Fascinated, she attempts to scale the wall, discovering that she can use her puzzle-solving skills to help her reach the top. Certain that she has found her calling, Konomi immediately joins the club. As she strives to improve her climbing skills, Konomi, alongside the rest of the Hanamiya Climbing Team, will learn what it truly means to be a ""sports climber"" and work to achieve victory in the upcoming competitions. [Written by MAL Rewrite]","['Adaptation (Manga) Iwa Kakeru!: Climbing Girls', '']",Iwa Kakeru! Sport Climbing Girls,['Sports'],,
22,,アサルトリリィ Bouquet,,Assault Lily Bouquet,,,['TV'],12,Finished Airing,"Oct 2, 2020 to Dec 25, 2020",['Fall 2020'],Fridays at 01:28 (JST),['Bushiroad'],['Funimation'],['Shaft'],Mixed media,"['Action', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.50,#7062,#2348,"90,822",312,31372,"Fifty years ago, mysterious creatures known as the ""Huge"" suddenly appeared all over the world, posing an existential threat to humanity. To defend against these menaces, soldiers in the form of teenage girls known as ""Lilies"" use the energy ""Magie"" within their bodies to power weapons called ""Counter Huge ARMS"" or ""CHARMS."" After being saved by a Lily two years ago while evacuating from a Huge attack, Riri Hitotsuyanagi vowed to become a Lily herself. She enrolls in the prestigious academy of Yurigaoka, a training ground for Lilies, and discovers that one of her classmates is Yuyu Shirai—the same Lily who rescued her. Much to her confusion, however, the person she thought to be cheerful turns out to be quite antisocial and prefers to fight alone. Even so, Riri still desires to get along with Yuyu and is willing to do anything she can to reach that goal. With Yuyu and the other Lilies by her side, Riri's journey on becoming one of them has just bloomed! [Written by MAL Rewrite]",[],Assault Lily: Bouquet,,,
23,,ラブライブ! 虹ヶ咲学園スクールアイドル同好会,Love Live! Nijigasaki High School Idol Club,Love Live! Nijigasaki High School Idol Club,Love Live! Nijigasaki High School Idol Club,Love Live! Nijigasaki High School Idol Club,['TV'],13,Finished Airing,"Oct 3, 2020 to Dec 26, 2020",['Fall 2020'],Saturdays at 22:30 (JST),"['Bushiroad', 'Sunrise Music', 'Kadokawa', 'Bandai Namco Arts']",['Funimation'],['Sunrise'],Other,,,,24 min. per ep.,PG-13 - Teens 13 or older,7.48,#2019,#2504,"81,675","1,112",33846,"Buried within the numerous clubs at Nijigasaki High School lies the school idol club. The club, while lacking popularity, definitely does not lack potential. During their debut performance, they were able to seize a sizable audience, along with the attention of their schoolmates Ayumu Uehara and Yuu Takasaki. Enamored, the duo makes their way to join the club; however, they are disappointed to find out that the club had just been disbanded. Nevertheless, Ayumu does not believe that it should have ended there. Together with Yuu, they begin restoring the school idol club, hoping to recreate the idol performances that dazzled them before. Love Live! Nijigasaki Gakuen School Idol Doukoukai shines its spotlight over the reformed school idol club as they recruit both former members of the club alongside newcomers. Taking the first step towards their dreams, how will these girls achieve idol stardom? [Written by MAL Rewrite]","['Sequel (TV) Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season', '']",Love Live! Nijigasaki Gakuen School Idol Doukoukai,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",
24,I Tried Asking In Dogeza,土下座で頼んでみた,Dogeza: I Tried Asking While Kowtowing.,Dogeza: I Tried Asking While Kowtowing,Dogeza: I Tried Asking While Kowtowing,Dogeza: I Tried Asking While Kowtowing,['TV'],12,Finished Airing,"Oct 14, 2020 to Dec 30, 2020",['Fall 2020'],Wednesdays at 23:05 (JST),"['DAX Production', 'DMM pictures', 'DMM Music']","None found,",['Adonero'],['Web manga'],"['Comedy', 'Fantasy', 'Ecchi']",,,3 min. per ep.,R+ - Mild Nudity,5.56,#11912,#2567,"78,583",207,29841,"""Grovel enough, and you'll get what you want."" This is the motto that Suwaru Doge firmly stands by, believing that kneeling and begging will grant him the majestic view of a woman's naked body. After realizing the power of groveling in the dogeza stance, Doge wastes no time in exploiting it for lewd requests. Targeting the cutest and hottest girls in the school, he is one step closer to his goal of beholding their nude bodies, no matter what harm it may cause to his social standing. [Written by MAL Rewrite]","['Sequel (Special) Dogeza de Tanondemita: Isekai-hen', 'Adaptation (Manga) Dogeza de Tanondemita']",Dogeza de Tanondemita,,,
25,Dragon Quest: Dai's Great Adventure,ドラゴンクエスト ダイの大冒険,Dragon Quest: The Adventure of Dai,Dragon Quest: The Adventure of Dai,Dragon Quest: La Aventura de Dai,Dragon Quest: The Adventure of Dai,['TV'],100,Finished Airing,"Oct 3, 2020 to Oct 22, 2022",['Fall 2020'],Saturdays at 09:30 (JST),"['TV Tokyo', 'Square Enix', 'Shueisha']","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.73,#1215,#2609,"76,285",643,25870,"A long time ago, there was a valiant swordsman who came to be known simply as ""the hero."" There was a demon who has caused people suffering. The hero and his companions arrived to challenge the demon to a battle and by combining their powers, the battle was brought swift conclusion. With no one around to cause trouble, the island became a quiet place where everyone could live together in peace. Several years later, the demon is revived. Our present-day protagonist, Dai, lives on a remote island in the southern seas and dreams of becoming a great hero. When he hears about the demon's revival, Dai and his friends take it upon themselves to stop him and the evil force that revived him. Along the way, Dai discovers the identity of ""the hero,"" the truth behind the evil force who revived the demon, and Dai's own hidden powers that surface in times of peril. (Source: MU, edited)","['Adaptation (Manga) Dragon Quest: Dai no Daibouken', '']",Dragon Quest: Dai no Daibouken (2020),,,
26,,キングスレイド 意志を継ぐものたち,King's Raid: Successors of the Will,King’s Raid: Successors of the Will,,King’s Raid: Successors of the Will,['TV'],26,Finished Airing,"Oct 3, 2020 to Mar 27, 2021",['Fall 2020'],Saturdays at 01:23 (JST),"None found,",['Funimation'],"['OLM', 'Sunrise Beyond']",Game,"['Action', 'Adventure', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.04,#9693,#2644,"74,567",163,21310,"Long ago, the king of Orvelia, Kyle, defeated the demon king Angmund and brought peace to the world. However, one hundred years later, demons have been sighted in the forests, threatening humanity once more. A scouting expedition is sent to verify the claim but only one member returns. Meanwhile, Riheet, the leader of a dark elf mercenary group, plots to take over Orvelia to exact revenge against the humans who forsook their race a century ago. The knight apprentice Kasel, accompanied by the priestess Frey, sets out to rescue Clause, an old friend who went missing in the tragic mission. However, along the way, Kasel discovers that he is the son of the revered King Kyle and the only one who can wield the Holy Sword Aea—the same sword that slew the demon king. To fulfill this destiny, the young knight must embark on a perilous quest, unseal the sword, and end the fear instilled by demons. As Kasel's journey to bring hope to humanity and Riheet's vow for vengeance intertwine, what fate could possibly await them? [Written by MAL Rewrite]",[],King's Raid: Ishi wo Tsugumono-tachi,,,
27,"Gochuumon wa Usagi desu ka? 3, GochiUsa 3",ご注文はうさぎですか? BLOOM,Is the Order a Rabbit? Bloom,Is the Order a Rabbit? Bloom,Is the Order a Rabbit? Bloom,Is the Order a Rabbit? Bloom,['TV'],12,Finished Airing,"Oct 10, 2020 to Dec 26, 2020",['Fall 2020'],Saturdays at 21:30 (JST),"None found,",['Sentai Filmworks'],['Encourage Films'],['4-koma manga'],,,,24 min. per ep.,PG-13 - Teens 13 or older,7.92,#779,#2812,"67,777",491,24660,"Although the year is coming close to an end, there is no lack of fun for Kokoa Hoto and the other café waitresses! From bazaars to festivals, life is as enjoyable as it gets. As for Chino Kafuu and her middle school friends—the friendly Megumi Natsu and the playful Maya Jouga—they begin to look towards the future and decide on a high school to enroll in. Bonds of friendship and exciting adventures blend into Gochuumon wa Usagi Desu ka? Bloom as the joyful lives of the café waitresses continue. [Written by MAL Rewrite]","['Prequel (OVA) Gochuumon wa Usagi desu ka?? Sing for You', 'Adaptation (Manga) Gochuumon wa Usagi desu ka?']",Gochuumon wa Usagi desu ka? Bloom,['Slice of Life'],"['CGDCT', 'Iyashikei', 'Workplace']",
28,Hypmic,ヒプノシスマイク -Division Rap Battle- Rhyme Anima,,Hypnosis Mic -Division Rap Battle- Rhyme Anima,,Hypnosis Mic -Division Rap Battle- Rhyme Anima,['TV'],13,Finished Airing,"Oct 3, 2020 to Dec 26, 2020",['Fall 2020'],Saturdays at 00:00 (JST),"['Aniplex', 'Half H.P Studio', 'Evil Line Records']",['Aniplex of America'],['A-1 Pictures'],Mixed media,,,,24 min. per ep.,R - 17+ (violence & profanity),6.81,#5272,#2875,"64,975",734,21354,"In a world overtaken by war and conflict, ""Hypnosis Microphones""—devices through which a user channels lyrics that can affect the listener's brain and even cause physical damage—were introduced to the masses by the Party of Words. Revolutionizing warfare, Hypnosis Mics have transformed words and music into the sole weapons used by gangsters, terrorists, and the military, with physical weapons having been banned from use. As a result of swooping in during the chaos, the all-female Party of Words rules over the Japanese government. Women in Japan now live in Chuuouku, while men battle over surrounding territories outside the ward through rap battles. With intentions unknown, the Party of Words begins to gather the former members of the now-disbanded legendary rap crew The Dirty Dawg to fight not for territory or war, but for their respective crew's pride and honor in the greatest rap battle of all time. The first Division Rap Battle is about to commence, and practice is not something these rappers are going to need. [Written by MAL Rewrite]","['Sequel (TV) Hypnosis Mic: Division Rap Battle - Rhyme Anima +', 'Adaptation (Manga) Hypnosis Mic: Division Rap Battle - side B.B & M.T.C', 'Adaptation (Manga) Hypnosis Mic: Division Rap Battle - side F.P & M', '']",Hypnosis Mic: Division Rap Battle - Rhyme Anima,['Sci-Fi'],"['Adult Cast', 'Music']",
