,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,Genres,Theme,Synonyms,French,Demographic,Themes,Demographics
65,3月のライオン 第2シリーズ,March Comes In Like a Lion 2nd Season,['TV'],22,Finished Airing,"Oct 14, 2017 to Mar 31, 2018",['Fall 2017'],Saturdays at 23:00 (JST),"['Aniplex', 'Dentsu', 'NHK', 'Hakusensha', 'Asmik Ace', ""Toy's Factory""]",['Aniplex of America'],['Shaft'],['Manga'],['Drama'],25 min. per ep.,PG-13 - Teens 13 or older,8.91,#19,#590,"417,164","15,273",206238,"Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career. [Written by MAL Rewrite]","['Prequel (TV) 3-gatsu no Lion', 'Adaptation (Manga) 3-gatsu no Lion']",3-gatsu no Lion 2nd Season,March Come in Like a Lion Staffel 2,March Comes in like a Lion Temporada 2,,,Sangatsu no Lion Second Season,March Comes in like a Lion Saison 2,['Seinen'],"['Childcare', 'Strategy Game']",
66,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],,24 min.,PG-13 - Teens 13 or older,8.17,#433,#704,"360,650","15,327",164260,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,Case Closed,,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Detective Conan,,['Shounen'],,
67,ポケットモンスター サン＆ムーン,Pokémon the Series: Sun & Moon,['TV'],146,Finished Airing,"Nov 17, 2016 to Nov 3, 2019",['Fall 2016'],Sundays at 18:00 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions']",['The Pokemon Company International'],['OLM'],Game,,24 min. per ep.,PG - Children,6.95,#4611,#1922,"122,069",595,65598,"After his mother wins a free trip to the islands, Pokémon trainer Satoshi and his partner Pikachu head for Melemele Island of the beautiful Alola region, which is filled with lots of new Pokémon and even variations of familiar faces. Eager to explore the island, Satoshi and Pikachu run wild with excitement, quickly losing their way while chasing after a Pokémon. The pair eventually stumbles upon the Pokémon School, an institution where students come to learn more about these fascinating creatures. At the school, when he and one of the students—the no-nonsense Kaki—have a run-in with the nefarious thugs of Team Skull, Satoshi discovers the overwhelming might of the Z-Moves, powerful attacks originating from the Alola region that require the trainer and Pokémon to be in sync. Later that night, he and Pikachu have an encounter with the guardian deity Pokémon of Melemele Island, the mysterious Kapu Kokeko. The Pokémon of legend bestows upon them a Z-Ring, a necessary tool in using the Z-Moves. Dazzled by their earlier battle and now in possession of a Z-Ring, Satoshi and Pikachu decide to stay behind in the Alola Region to learn and master the strength of these powerful new attacks. Enrolling in the Pokémon School, Satoshi is joined by classmates such as Lillie, who loves Pokémon but cannot bring herself to touch them, Kaki, and many others. Between attending classes, fending off the pesky Team Rocket—who themselves have arrived in Alola to pave the way for their organization's future plans—and taking on the Island Challenge that is necessary to master the Z-Moves, Satoshi and Pikachu are in for an exciting new adventure. [Written by MAL Rewrite]","['Prequel (TV) Pokemon XY&Z', 'Sequel (TV) Pokemon (2019)']",Pokemon Sun & Moon,Pokémon Die TV-Serie: Sonne und Mond Staffel 20,Pokémon Serie: Sol y Luna Temporada 20,"['Action', 'Fantasy']",,"Pocket Monsters Sun & Moon, Pokémon Sun & Moon",Pokémon La Serie: Soleil et Lune Saison 20,['Kids'],"['School', 'Strategy Game']",
68,アグレッシブ烈子,Aggretsuko,['TV'],100,Finished Airing,"Apr 2, 2016 to Mar 31, 2018",['Spring 2016'],Saturdays at 12:00 (JST),['Sanrio'],"None found,",['Fanworks'],Other,['Comedy'],1 min. per ep.,PG-13 - Teens 13 or older,7.62,#1489,#2075,"110,792",679,52931,"Whether it be facing misogynistic remarks from her boss or being pressured by condescending co-workers, stress is just another part of the job for 25-year-old red panda Retsuko. Despite being one of the most diligent workers at her office, her diminutiveness and modesty often lead her to be exploited by her colleagues. However, when her irritation hits the limit, Retsuko brings forth her unique brand of letting off steam: aggressive death metal karaoke bashing the idiocy and hypocrisy of her co-workers' actions and work life. Although this venting only takes place in her mind, it gives her an outlet to counter her frustration in a world where hierarchy and appearances reign supreme. [Written by MAL Rewrite]",[],Aggressive Retsuko,,,,,,,,"['Anthropomorphic', 'Music', 'Workplace']",
69,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],,21 min.,G - All Ages,7.80,#1028,#2400,"88,019","1,330",42174,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,Shin Chan,Shin Chan,"['Comedy', 'Ecchi']",['School'],,,['Seinen'],,
70,牙狼〈GARO〉-VANISHING LINE-,GARO -VANISHING LINE-,['TV'],24,Finished Airing,"Oct 7, 2017 to Mar 31, 2018",['Fall 2017'],Saturdays at 01:23 (JST),['Tohokushinsha Film Corporation'],['Funimation'],['MAPPA'],Original,,24 min. per ep.,R - 17+ (violence & profanity),7.12,#3827,#2598,"77,444",135,24345,"Corruption looms over the prosperous Russell City, where manifestations of negative emotions called Horrors cause chaos and mayhem. The Makai Order is the last bastion of hope against these unholy creatures. Using several small businesses as fronts, they deploy powerful Makai Knights and magical Makai Alchemists to combat the Horror threat. Within this secretive order, the highest rank of Golden Knight has been bestowed upon a large, powerful man named Sword, granting him use of the Garo armor and blade. He alone knows of a plot that threatens the entire Makai Order, with his only hint being the phrase “El Dorado."" While fighting a Horror, he encounters Sophia ""Sophie"" Hennis, a teenage girl whose brother's disappearance years ago is also linked to the same phrase. The two agree to work together to uncover the truth behind ""El Dorado"" and the disappearance of Sophie's brother. [Written by MAL Rewrite]",[],Garo: Vanishing Line,,,"['Action', 'Fantasy']",,,,,"['Mythology', 'Urban Fantasy']",
71,おそ松さん 第2期,Mr. Osomatsu 2,['TV'],25,Finished Airing,"Oct 3, 2017 to Mar 27, 2018",['Fall 2017'],Tuesdays at 01:35 (JST),"['TV Tokyo', 'Dentsu', 'Rakuonsha', 'AT-X', 'Avex Pictures', 'Daiichi Shokai']",['VIZ Media'],['Pierrot'],['Manga'],['Comedy'],23 min. per ep.,R - 17+ (violence & profanity),7.61,#1563,#3114,"56,244",241,23249,Second season of Osomatsu-san.,"['Prequel (TV) Osomatsu-san', 'Sequel (TV) Osomatsu-san 3rd Season', 'Adaptation (Manga) Osomatsu-san', '']",Osomatsu-san 2nd Season,Mr. Osomatsu Staffel 2,Osomatsu-san Temporada 2,,,,Osomatsu-san Saison 2,,"['Gag Humor', 'Parody']",
72,遊戯王VRAINS,Yu-Gi-Oh! VRAINS,['TV'],120,Finished Airing,"May 10, 2017 to Sep 25, 2019",['Spring 2017'],Wednesdays at 18:25 (JST),"['TV Tokyo', 'Nihon Ad Systems']",['Konami Cross Media NY'],['Gallop'],Card game,,24 min. per ep.,PG-13 - Teens 13 or older,6.70,#5912,#3340,"49,406",267,20295,"The world of Duel Monsters is once again evolving with the development of a network called Link Vrains and a new summoning mechanic introduced as Link Summoning. By using this cyberspace, duelists can now create their own avatars and duel their way to glory within a virtual reality. However, much like the real world, the digital world is not free from war, conflict, and mysteries. Years ago, a hacker organization known as the Knights of Hanoi unleashed an attack on Link Vrains. Led by the anonymous Revolver, their aim was to annihilate the artificial intelligence program known as the Cyberse. After a failed attempt, one of their targets, Ignis, managed to escape and hide the Cyberse somewhere in the network. Five years later, high school student Yuusaku Fujiki encounters a strange artificial intelligence program while dueling in Link Vrains. Under the guise of his avatar named Playmaker, Yuusaku and his partner in crime, Shouichi Kusanagi, decide to join forces with the peculiar existence. As he seeks the truth behind a mysterious incident of the past, Yuusaku battles against the Knights of Hanoi and SOL Technologies in a race that might alter the fate of the world. [Written by MAL Rewrite]",[],Yu☆Gi☆Oh! VRAINS,Yu-Gi-Oh! Vrains,Yu-Gi-Oh! Vrains,"['Action', 'Fantasy', 'Sci-Fi']",['Strategy Game'],"Yuu Gi Ou!, Yugioh",Yu-Gi-Oh! Vrains,['Shounen'],,
73,ピングー in ザ・シティ,Pingu in the City,['TV'],26,Finished Airing,"Oct 7, 2017 to Mar 31, 2018",['Fall 2017'],Saturdays at 09:20 (JST),"['NHK', 'Polygon Pictures', 'NHK Enterprises', 'Mattel Creations']","None found,",['DandeLion Animation Studio'],Other,['Comedy'],7 min. per ep.,G - All Ages,6.51,#7020,#3640,"42,587",746,23860,"Pingu and his family move from their small village to the big city; in which there are many people with many different occupations. The ever-curious Pingu tries to join them at their jobs, but his mischievous side gets the better of him and he ends up messing things up. (Source: ANN)","['Sequel (TV) Pingu in the City (2018)', '']",Pingu in the City,Pingu in der Stadt,Pingu en la Ciudad,,['Anthropomorphic'],,,['Kids'],,
74,妖怪ウォッチ,Yo-kai Watch,['TV'],214,Finished Airing,"Jan 8, 2014 to Mar 30, 2018",['Winter 2014'],Fridays at 18:30 (JST),"['TV Tokyo', 'Dentsu']",['Dentsu Entertainment USA'],['OLM'],Game,,23 min. per ep.,G - All Ages,6.68,#6013,#3993,"35,140",270,16270,"Primary school student Keita Amano's curiosity is as innocent as any other child's his age. But when one day he decides to venture deeper into the forest, he encounters a small and mysterious capsule. Out from its depths comes Whisper. After 190 years of imprisonment, this ghost-like creature is glad that someone has been kind enough to set him free. He decides to reward Keita by becoming his guardian against supernatural forces. Whisper is one of many Youkai that exist in the world, and provides Keita with a special Youkai Watch, which enables him to see and interact with all the other Youkai. Youkai Watch follows Keita, Whisper and the cat spirit Jibanyan as they encounter Youkai, befriend them, fix all the trouble that they so often cause, and, with the help of the watch, use the powers of previously encountered Youkai to aid them. Young Keita may have been just an ordinary primary school student when he first encountered the Youkai, but the many adventures that follow his discovery provide him with invaluable experiences and precious life lessons that help him grow.","['Sequel (TV) Youkai Watch!', 'Adaptation (Manga) Youkai Watch']",Youkai Watch,Yo-Kai Watch,Yo-Kai Watch,"['Comedy', 'Supernatural']",['Mythology'],Yokai Watch,Yo-Kai Watch,['Kids'],,
75,アイカツスターズ！,,['TV'],100,Finished Airing,"Apr 7, 2016 to Mar 29, 2018",['Spring 2016'],Thursdays at 18:25 (JST),"['TV Tokyo', 'Echoes']","None found,",['Bandai Namco Pictures'],Original,['Slice of Life'],24 min. per ep.,PG - Children,7.62,#1490,#4998,"21,425",308,7315,"Yume Nijino has been accepted into Four Stars academy, home of the beautiful and talented S4 idol group. She and the other newcomers are determined to discover their talent, with a choice of specializing in beauty, singing, dancing, or drama. A tough road lies ahead of them, and they must rely on each other to overcome their weaknesses and develop their unique strengths. At the first-years' opening performances, Yume performs stellarly but faints and is unable to remember being on stage at all. Struggling to find her talent, she meets Rola ""Laura"" Sakuraba, and the two develop a friendly rivalry, working together to learn and improve. Though they have their differences, all the students share the same goal: to become the next S4 idol. But hard work and determination, along with teamwork, are needed if they want to join the elite S4. [Written by MAL Rewrite]",[],Aikatsu Stars!,,,,,,,,"['Idols (Female)', 'Music', 'School']",
76,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],,25 min.,PG - Children,7.72,#1247,#5000,"21,405",239,9584,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,"['Comedy', 'Sci-Fi']",['Anthropomorphic'],,,,,"['Kids', 'Shounen']"
