,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genre,Theme,Demographic,Spanish,German,French,Demographics
236,태일이,Chun Tae-il,['Movie'],1,Finished Airing,"Dec 1, 2021",,,"None found,","None found,",['Myung Films'],Original,"['Drama', 'Slice of Life']",,1 hr. 39 min.,PG-13 - Teens 13 or older,[],#14644,#16859,517,0,,"Chun Taeil was an assistant who once bought bread for hungry girls working in factories; a tailor who could not turn a blind eye to the poor working conditions in Pyeonghwa Market; and a worker who had no choice but to shout to defend the Labor Standards Act. Instead of honoring Chun Taeil as a patriotic martyr, Chun Tae-il deals with his personality and destiny. It depicts the eldest son, who had to be the pillar of a poor family, and a worker who had no choice but to set fire to the labor movement by collaborating with his colleagues, who did not even know how to protest. At the same time, the film depicts the scenery and characters of the more lyrical time in which Chun Taeil lived. Chun Tae-il is a detailed portrait of the people who wanted to live like human beings in impossible times presented as a painful and beautiful animated film. The voice actors include actors Jang Dongyoon as Chun; Yeom Hyeran as Chun′s mother, Lee Sosun; and Jin Seonkyu; Park Chulmin; and Kwon Haehyo. (HONG Eunmi) (Source: Busan International Film Festival)",[],Tae-il,Taeil,,,,,,,
237,映画 妖怪ウォッチ♪ ケータとオレっちの出会い編だニャン♪ワ、ワタクシも〜♪♪,,['Movie'],1,Finished Airing,"Nov 12, 2021",,,"None found,","None found,",['OLM'],Game,"['Comedy', 'Supernatural']",,47 min.,PG - Children,[],#16096,#17221,482,1,,A compilation film with new added scenes. (Source: AniDB),[],"Youkai Watch ♪ Movie 7: Keita to Orecchi no Deai Hen da Nyan ♪ Wa, Watakushi mo ♪♪",,,['Mythology'],['Kids'],,,,
238,プックラポッタと森の時間,Pukkulapottas and Hours in the Forest,['Movie'],1,Finished Airing,"Nov 5, 2021",,,['Taiyo Kikaku'],"None found,",['Tecarat'],Original,"['Award Winning', 'Slice of Life']",,15 min.,G - All Ages,[],#18677,#17490,457,0,,"This account summarizes what I experienced between spring and summer of that special year when all human and material activities came to a standstill. I had retreated to my highland forest lodging away from the city, and while I was pent up there avoiding human contact, I chanced upon evidence of mysterious creatures in my yard. So I set up a surveillance camera, which to my surprise captured images of miniature humanlike beings about 15 centimeters tall. I named them ""Pukkulapottas"" and followed their activities daily with my camera, but as spring turned to summer and people began moving about again, I lost my ability to see them. This experience has prompted me to ask the question whether all the truths in this world are confined to what our eyes can see. (Source: Official Site)",[],Pukkulapottas to Mori no Jikan,,,,,,,,
239,雪解けをきいて,Hear the Snow Melt,['Movie'],1,Finished Airing,"Oct 7, 2021",,,['Geidai Animation'],"None found,","None found,",Original,,,4 min.,G - All Ages,5.77,#11087,#18563,376,0,160,A girl made of unmelted snow has fallen in love with the dragon who brings spring. A story of changing seasons and thawing hearts. (Source: Geidai Animation),[],Yukidoke wo Kiite,,,['Music'],,,,,
240,劇場版 総集編 マジカパーティ,,['Movie'],1,Finished Airing,"Dec 3, 2021",,,"None found,","None found,","None found,",Original,,,Unknown,G - All Ages,[],#17596,#19624,304,0,,Compilation movie for the TV series Mazica Party.,[],Mazica Party Movie,Gekijouban Soushuuhen Mazica Party,['Fantasy'],['Strategy Game'],,,,,
241,リクはよわくない,,['Movie'],1,Finished Airing,"Oct 1, 2021",,,"['MMDGP', 'CHANCE iN']","None found,","['Kachidoki Studio', 'Jumonji']",Picture book,,,1 hr. 2 min.,G - All Ages,[],#18889,#19701,300,0,,"Based on Sakagami's own life, the story follows the carefree daily lives of a 5-year-old and a puppy named Riku. In addition to the Italian greyhound Riku, the characters include the chihuahua Tsutomu, the miniature dachshund Yousuke, the French bulldog Maruchan, and the pug Paguzоou. (Source: ANN)",[],Riku wa Yowakunai,,['Drama'],['Pets'],['Kids'],,,,
242,野見宿禰,,['Movie'],1,Finished Airing,"Nov 3, 2021",,,"None found,","None found,","None found,",Original,,,1 min.,G - All Ages,[],#18234,#20802,239,0,,"In ancient legend, ""NOMINO SUKUNE"" was the creator of Japanese Sumo wrestling. He also aborted the live human sacrifices in the tombs of the emperor and made terra-cotta clay sculptures instead.",[],Nomino Sukune,,['Avant Garde'],,,,,,
243,極夜,Depths of Night,['Movie'],1,Finished Airing,"Nov 13, 2021",,,"None found,","None found,","None found,",Original,,,12 min.,PG-13 - Teens 13 or older,[],#20836,#21566,198,0,,"The film portrays the author's fear of how Hong Kong has changed and how she faces her emotions. It feels like the soul is broken into many pieces, but if we survive, depths of night will eventually pass. (Source: Goldenhorse)",[],Goku Yoru,,['Drama'],['Psychological'],,,,,
244,轉啊,Spinning,['Movie'],1,Finished Airing,Oct 2021,,,"None found,","None found,","None found,",Original,,,4 min.,G - All Ages,[],#16367,#21921,177,0,,"After hearing the trip proposal from Grandma, Hao Hao and his grandparents venture on a journey to explore the fun places in Taichung and certain locations that hold the cherished memories of the past. (Source: TIAF)",[],Zhuan A,,['Slice of Life'],,,,,,
245,劇場版オトッペ　パパ・ドント・クライ,,['Movie'],1,Finished Airing,"Oct 15, 2021",,,"None found,","None found,",['Robot Communications'],Original,,,1 hr.,G - All Ages,[],#18427,#22247,164,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],"Otoppe Movie: Papa, Don't Cry",,,,['Kids'],,,,
246,猪迪克之蓝海奇缘,Dezico: Legend Of Blue Ocean,['Movie'],1,Finished Airing,"Nov 6, 2021",,,"None found,","None found,","None found,",Original,,,1 hr. 25 min.,G - All Ages,[],#16335,#22276,162,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Zhu Dike: Lanhai Gi Yuan,,['Adventure'],,['Kids'],,,,
247,ブルネット先生、ここにおいででしたか？,"Are you here, Ser Brunetto?",['Movie'],1,Finished Airing,"Oct 31, 2021",,,"None found,","None found,","None found,",Unknown,,,4 min.,None,[],#19663,#24875,95,0,,"Dante ""The Divine Comedy"" The Inferno, Canto XV, Circle Seven, Round Three In this circle of Hell, homosexuals are being tortured for violating the order of nature. It is here that Dante finds his mentor, Ser Brunetto Latino. Fast forward 700 years to a fictional modern Japan where Dante the cat is a university student. His town has put a ban on alcohol. (Source: Official website)",[],"Brunetto-sensei, Koko ni Oide deshita ka?",,['Avant Garde'],,,,,,
248,老鹰抓小鸡,Goldbeak,['Movie'],1,Finished Airing,"Oct 1, 2021",,,"None found,","None found,","None found,",Original,"['Adventure', 'Drama']",,1 hr. 34 min.,G - All Ages,[],#17269,#25038,93,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Laoying Zhua Xiao Ji,Gold Beak,,['Anthropomorphic'],['Kids'],,,,
249,魔法科高校の劣等生 追憶編,The Irregular at Magic High School: Reminiscence Arc,['TV Special'],1,Finished Airing,"Dec 31, 2021",,,"['Aniplex', 'Square Enix', 'Movic', 'Studio Mausu', 'Straight Edge', 'Kadokawa']",['Aniplex of America'],['8bit'],['Light novel'],"['Action', 'Fantasy', 'Sci-Fi']",,1 hr. 11 min.,PG-13 - Teens 13 or older,7.67,#1376,#2318,"93,401",341,34887,"The extremely talented siblings Tatsuya and Miyuki Shiba shine bright in their own right as they start their second year at First High School, the premier institute for magicians. Seeing as the pair are inseparable, it seems unimaginable that their loving bond did not exist just four years ago. Back then, the middle schooler Miyuki was uncomfortable around her older brother. She and her family thought of Tatsuya as nothing more than a lowly servant to perform guardian duties for Miyuki; a mere tool lacking emotions and his own will. However, their relationship was fated to change forever once their innocuous family trip to Okinawa transformed into a life-threatening incident. [Written by MAL Rewrite]","['Sequel (TV) Mahouka Koukou no Rettousei', 'Adaptation (Manga) Mahouka Koukou no Rettousei: Tsuioku-hen', 'Adaptation (Manga) Mahouka Koukou no Rettousei: Ichijou Masaki Tenkou-hen', 'Adaptation (Light Novel) Mahouka Koukou no Rettousei']",Mahouka Koukou no Rettousei: Tsuioku-hen,,,['Urban Fantasy'],,,,,
250,ミニドラ,Miss Kobayashi's Dragon Maid S Short Animation Series,['Special'],8,Finished Airing,"Jul 8, 2021 to Jan 19, 2022",,,"None found,","None found,",['Kyoto Animation'],['Manga'],"['Slice of Life', 'Supernatural']",,1 min. per ep.,PG-13 - Teens 13 or older,7.44,#2193,#3609,"43,031",126,17121,Includes 3 special Mini Dragon episodes released within Kobayashi-san Chi no Maid Dragon S's broadcast period and 5 BD/DVD extras.,[],Mini Dragon Specials,"Mini Dragon EX, Mini Dragon SP",,,,,,,
251,ヴァイオレット・エヴァーガーデン特別総集版,Violet Evergarden: Recollections,['Special'],1,Finished Airing,"Oct 29, 2021",,,"None found,","None found,",['Kyoto Animation'],['Light novel'],,,1 hr. 35 min.,PG-13 - Teens 13 or older,8.35,#234,#3867,"37,698",163,11991,Recap of Violet Evergarden.,[],Violet Evergarden: Recollections,Violet Evergarden: Pour Mémoire,['Drama'],,,,,,
252,ロード・エルメロイⅡ世の事件簿 -魔眼蒐集列車 Grace note- 特別編,"Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note - Waver, Reunion, and the Magic Lantern",['TV Special'],1,Finished Airing,"Dec 31, 2021",,,"None found,","None found,",['TROYCA'],['Light novel'],"['Fantasy', 'Mystery']",,52 min.,R - 17+ (violence & profanity),7.50,#1962,#4390,"28,803",41,14785,"A letter is delivered to Lord El-Melloi II informing him of a Clock Tower reunion. One morning, as the reunion's date draws near, Lord El-Melloi II takes a look in the mirror and reels in shock. He is suddenly a full decade younger! Lord El-Melloi II has become Waver Velvet, his former self! Believing himself to be in the grip of a powerful, magically induced delusion, Lord El-Melloi II immediately begins investigating how this could have happened. On the day of the reunion, he makes his way to the gathering of his contemporaries, planning to confront whoever transformed his body and hoping to reveal their intentions. However, when Touko Aozaki arrives, things take a sudden turn... (Source: Crunchyroll)","['Adaptation (Manga) Lord El-Melloi II-sei no Jikenbo', 'Adaptation (Light Novel) Lord El-Melloi II-sei no Jikenbo']",Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note Special,Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note - Special Episode,,['Urban Fantasy'],,,,,
253,８６―エイティシックス― Special Edition,,['TV Special'],2,Finished Airing,"Nov 28, 2021 to Mar 5, 2022",,,"None found,","None found,",['A-1 Pictures'],['Light novel'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",23 min. per ep.,R - 17+ (violence & profanity),6.69,#5938,#5257,"18,851",69,9042,Recap episodes of 86 Part 2.,[],86 Part 2 Recaps,"86 Part 2 Special Edition: Shishite Kai Aru Mono Nareba, 86 Episode 18.5, 86 Eighty-Six Episode 18.5 – If There's Something Worth Dying For, 86 Part 2 Special Edition: Semete Ningen Taran to, 86 Episode 21.5, 86 Eighty-Six Episode 21.5",,,,,,,
254,がんばれ同期ちゃん 格差社会に悩む会社の同期,Ganbare Douki-chan: The Coworker is Suffering from Social Inequality,['Special'],1,Finished Airing,"Dec 24, 2021",,,"None found,","None found,",['Atelier Pontdarc'],['Web manga'],"['Comedy', 'Romance', 'Ecchi']","['Adult Cast', 'Love Status Quo', 'Workplace']",5 min.,PG-13 - Teens 13 or older,6.41,#7649,#5376,"17,747",33,5916,Unaired episode 13 included with the Blu-ray release of Ganbare Douki-chan.,"['Prequel (ONA) Ganbare Douki-chan', 'Adaptation (Manga) Ganbare Douki-chan']",Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki,"Ganbare Douki-chan Episode 13, Ganbare Douki-chan Special",,,,,,,
255,月曜日のたわわ 2,Tawawa on Monday 2: Episode 13,['Special'],1,Finished Airing,"Dec 24, 2021",,,"['NBCUniversal Entertainment Japan', 'Yokohama Animation Laboratory']","None found,",['Cloud Hearts'],Other,"['Slice of Life', 'Ecchi']",,7 min.,PG-13 - Teens 13 or older,6.64,#6277,#5582,"16,074",16,5820,Unaired episode 13 included with the Blu-ray release of Getsuyoubi no Tawawa 2.,"['Prequel (ONA) Getsuyoubi no Tawawa 2', '']",Getsuyoubi no Tawawa 2 Special,Tawawa on Monday 2 Special,,,,,,,
256,空色ユーティリティ,Sorairo Utility,['TV Special'],1,Finished Airing,"Dec 31, 2021",,,"None found,","None found,",['Yostar Pictures'],Original,,,14 min.,PG-13 - Teens 13 or older,6.52,#6950,#5604,"15,931",31,8090,"The special follows high school girl Minami, who is a beginner at golf, and her friends Haruka and Ayaka. (Source: ANN)",[],Sorairo Utility,Sky Blue Utility,['Sports'],['CGDCT'],,,,,
257,バルトの秘密の部屋!,One Piece: Barto's Secret Room,['TV Special'],4,Finished Airing,"Dec 26, 2021 to Oct 8, 2023",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,6.23,#8704,#5833,"14,350",24,6839,Bartolomeo and a few mysterious guests recap the adventures of the Straw Hat Crew in the Land of Wano. From Monkey D. Luffy's first encounter with Otama to even the worst generation pirates' final confrontation with Big Mom and Kaido on the roof of Onigashima. The retelling of this exciting tale is just as riveting as the first. [Written by MAL Rewrite],[],One Piece: Barto no Himitsu no Heya!,"One Piece Episode 1004.5, One Piece Episode 1015.5, One Piece Episode 1073.5, One Piece Episode 1078.5, One Piece Special Episodes: Barto's Secret Room",,,['Shounen'],,,,
258,最果てのパラディン「道行」,The Faraway Paladin: Michiyuki,['TV Special'],1,Finished Airing,"Nov 27, 2021",,,"None found,","None found,","[""Children's Playground Entertainment""]",['Light novel'],"['Action', 'Adventure', 'Fantasy']",,23 min.,PG-13 - Teens 13 or older,5.80,#10935,#6035,"13,119",40,5494,Recap of the first 7 episodes.,[],Saihate no Paladin: Michiyuki,"Saihate no Paladin Recap, Saihate no Paladin Episode 7.5",,,,,,,
259,「ヴァニタスの手記」スペシャル特番 ～Le chemin parcouru depuis la rencontre～,,['Special'],1,Finished Airing,"Dec 31, 2021",,,"None found,","None found,",['Bones'],['Manga'],"['Action', 'Fantasy', 'Mystery']","['Historical', 'Urban Fantasy', 'Vampire']",44 min.,R - 17+ (violence & profanity),7.03,#4258,#6987,"9,223",38,2914,Recap of first cours of Vanitas no Karte narrated by Toshiyuki Morikawa. Includes a short preview of the second cours.,"['Sequel (TV) Vanitas no Karte Part 2', '']",Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,"The Case Study of Vanitas Recap, Vanitas no Karte Special Tokuban, Vanitas no Karte Recap, Vanitas no Carte Recap",,,['Shounen'],,,,
260,『ガールズ＆パンツァー 最終章』第3話,,['Special'],2,Finished Airing,"Dec 24, 2021",,,"None found,","None found,",['Actas'],Original,,"['CGDCT', 'Military', 'School']",14 min. per ep.,PG-13 - Teens 13 or older,7.23,#3192,#7764,"7,056",15,2452,Specials included with Girls & Panzer: Saishuushou Part 3 Blu-ray and DVD.,[],Girls & Panzer: Saishuushou Part 3 Specials,"Girls und Panzer das Finale OVA, Girls & Panzer: Daikon War!, Fushou Akiyama Yukari no Sensha Kouza: Unique na Suiriku Ryouyou Sensha-hen, The Humble Akiyama Yukari's Tank Course: Unique Amphibious Tank",['Comedy'],,,,,,
261,ルパン三世 PART6 EPISODE 0 ―時代―,Lupin the Third Part 6: The Times,['TV Special'],1,Finished Airing,"Oct 10, 2021",,,"None found,",['Sentai Filmworks'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Mystery']",,22 min.,PG-13 - Teens 13 or older,7.33,#2666,#7944,"6,699",16,3058,Episode 0 of Lupin III: Part 6 series.,"['Prequel (TV) Lupin III: Part 5', 'Sequel (TV) Lupin III: Part 6']",Lupin III: Part 6 - Jidai,Lupin III: Part 6 Episode 0 - The Times,,['Adult Cast'],['Seinen'],,,,
