,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Demographic,French,Genre,German,Spanish,Demographics
106,,R,,['ONA'],1,Finished Airing,Feb 2006,,,"None found,","None found,",['Robot Communications'],Original,,,Unknown,PG-13 - Teens 13 or older,[],#21318,#28000,45,0,,"Tells the story of a battle between a tailor's daughter who protects a pair of legendary rose jeans that are endowed with magical powers when worn, and a witch who wants to obtain those powers. (Source: PHILE WEB, translated)",[],R,,,,['Fantasy'],,,
107,,HELLSING OVA,Hellsing Ultimate,['OVA'],10,Finished Airing,"Feb 10, 2006 to Dec 26, 2012",,,"['GDH', 'Geneon Entertainment USA', 'Shounen Gahousha']",['Funimation'],"['Madhouse', 'Satelight', 'Graphinica']",['Manga'],"['Action', 'Horror', 'Supernatural']",,49 min. per ep.,R - 17+ (violence & profanity),8.35,#243,#181,"971,216","22,618",502504,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead. Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil. In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare. [Written by MAL Rewrite]","['Prequel (Special) Hellsing: The Dawn', 'Adaptation (Manga) Hellsing']",Hellsing Ultimate,"['Adult Cast', 'Gore', 'Military', 'Vampire']",['Seinen'],,,,,
108,"State Alchemists vs Seven Homunculi, Enkai-hen, Chibi Party, Kodomo-hen, Kids, FMA",鋼の錬金術師 PREMIUM COLLECTION,Fullmetal Alchemist: Premium OVA Collection,['OVA'],3,Finished Airing,"Mar 29, 2006",,,"['Aniplex', 'Square Enix']",['Funimation'],['Bones'],['Manga'],"['Comedy', 'Fantasy']",,7 min. per ep.,PG-13 - Teens 13 or older,7.29,#2860,#2726,"72,389",92,35160,"1. State Alchemists vs Seven Homunculi A 10 minute film featuring: Ed, Al, Mustang and many other members of the State doing battle with the deadly Homonculi in an alternate reality Amestris. 2. Chibi Party (Enkai-hen) Short 6 minute Skit drawn in Super Deformed style where every character in the series (including bad guys) are celebrating an ""After Party"" of the Conqueror of Shambala movie. 3. Kids (Kodomo-hen) Short 3 minute story which features Edward and his grandkids in present day 2005. (Source: ANN)",[],Fullmetal Alchemist: Premium Collection,,['Shounen'],,,,,
109,"PoT OVA, Tennis no Ouji-sama: Zenkoku Taikai hen, Prince of Tennis: The National Tournament",テニスの王子様 Original Video Animation 全国大会編,The Prince of Tennis: National Championship Chapter,['OVA'],13,Finished Airing,"Mar 24, 2006 to Mar 23, 2007",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Shueisha']","None found,",['M.S.C'],['Manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.88,#857,#3391,"47,917",64,26183,"Freshman tennis prodigy Ryouma Echizen and the Seishun Academy Boys' Tennis Team have finally reached the National Tournament, eager to fight for the championship title and claim it as their own. Seishun's first match is against Higa Middle School, the Okinawa-based team labeled as the ""dark horse"" of the tournament. After watching Higa defeat their first round of opponents using dirty tactics, the Seishun team is determined to show them the value of a fair, hard-earned victory. Awaiting the winners of the matchup in the quarterfinals is one of Seishun's old rivals: Hyoutei Academy, who are determined to restore their pride after the events at the Kanto Regionals. Hyoutei seeks to prove to everyone that they deserve to be at the Nationals despite only qualifying through a special invitation. Tennis no Oujisama: Zenkoku Taikai-hen covers the beginning of the long-awaited National Tournament as Ryouma and the Seishun team meet foes of past and present, each with their own unique ideals on how tennis should be played! [Written by MAL Rewrite]","['Prequel (TV) Tennis no Oujisama', 'Sequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal', 'Adaptation (Manga) Tennis no Oujisama', '']",Tennis no Oujisama: Zenkoku Taikai-hen,,['Shounen'],,['Sports'],,,
110,Hellsing I OVA: Digest for Fleaks,HELLSING I OVA DIGEST FOR FREAKS,,['OVA'],1,Finished Airing,"Jan 22, 2006",,,"None found,","None found,",['Satelight'],['Manga'],"['Action', 'Horror', 'Supernatural']",,28 min.,R - 17+ (violence & profanity),7.60,#1595,#3476,"46,242",71,15965,"This OVA is a summary of the first three episodes of Hellsing, with the animation style of Hellsing Ultimate and following the events of the Hellsing manga.",[],Hellsing: Digest for Freaks,"['Adult Cast', 'Gore', 'Military', 'Vampire']",['Seinen'],,,,,
111,Daimahou Touge,大魔法峠,Magical Witch Punie-Chan,['OVA'],4,Finished Airing,"Mar 20, 2006 to Mar 21, 2007",,,"['Diomedéa', 'Geneon Entertainment']",['Media Blasters'],['Studio Barcelona'],['Manga'],"['Comedy', 'Fantasy']",,24 min. per ep.,R - 17+ (violence & profanity),6.92,#4731,#3991,"35,199",118,13505,"Punie is next in line to become queen of Magical Land. However, she must spend a year on Earth before she can inherit the throne, so she transfers into a school in Japan. She's usually a sweet and gentle girl... that is unless someone does something to displease her, then she'll drop the act. She won't hesitate to whip out her magic stick and cheerfully rain bloody destruction down on the hapless fool, or barring that, simply use wrestling moves she calls ""Submission"" to punish them. Accompanied by her animal mascot Paya-tan, who makes regular attempts on her life (still bitter about being defeated and then forcibly recruited from Waku Waku Mascot Village), and forced to fend off random attacks by various people from her Kingdom who all have different reasons for wanting her dead, she must complete this year of training on Earth without fail.","['Adaptation (Manga) Dai Mahou Touge', '']",Dai Mahou Touge,"['Gag Humor', 'Mahou Shoujo', 'School']",['Shounen'],,,,,
112,"Kyo no Gononi, Kyou no Go no Ni",今日の５の２,Today in Class 5-2,['OVA'],4,Finished Airing,"Mar 24, 2006 to Mar 21, 2007",,,['Omnibus Promotion'],"None found,","['Shinkuukan', 'Lyrics']",['Manga'],"['Comedy', 'Ecchi']",['School'],29 min. per ep.,PG-13 - Teens 13 or older,7.18,#3452,#4208,"31,450",43,14700,"Kyou no Go no Ni revolves around Sato Ryota, a 5th grader in an elementary school. He is a bright and active boy but always manages to get in to a bit of ecchi trouble with his female classmates.","['Adaptation (Manga) Kyou no 5 no 2', '']",Kyou no 5 no 2,,['Seinen'],,,,,
113,Ghost in the Shell: SAC 2nd GIG Movie,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,['OVA'],1,Finished Airing,"Jan 27, 2006",,,"['Bandai Visual', 'Tokuma Shoten', 'Fonishia']","['Bandai Entertainment', 'Manga Entertainment']",['Production I.G'],['Manga'],"['Action', 'Sci-Fi']",,2 hr. 41 min.,R - 17+ (violence & profanity),7.97,#710,#4257,"30,687",45,11447,"Compilation movie of the ""Individual Eleven"" story from Ghost in the Shell: SAC 2nd Gig series. (Source: AniDB)","['Prequel (OVA) Koukaku Kidoutai: Stand Alone Complex - The Laughing Man', '']",Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,"['Adult Cast', 'Mecha']",,Ghost in The Shell: Stand Alone Complex - Individual Eleven,,Ghost in the Shell: Stand Alone Complex 2nd GIG,Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven,
114,,ストリンジェンド～エンジェルたちのプライベートレッスン～,Stringendo,['OVA'],12,Finished Airing,"Jan 27, 2006 to Apr 27, 2012",,,['Pink Pineapple'],"None found,","['Flavors Soft', 'Maboroshi Koubou']",['Manga'],,,27 min. per ep.,Rx - Hentai,7.37,N/A,#5434,"17,279",153,6395,Story about how each popular girls in high school ended up having sex with some of the less popular guys. Each of them have their own temptation for desire and lust which they could not control - that is Sex. (Source: ANN),"['Sequel (OVA) Stringendo+Accelerando Ultimatum Sera', 'Adaptation (Manga) Stringendo']",Stringendo: Angel-tachi no Private Lesson,,,,['Hentai'],,,
115,,名探偵コナン 消えたダイヤを追え! コナン・平次vsキッド!,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,['OVA'],1,Finished Airing,"Mar 15, 2006",,,['Polydor Records'],"None found,",['TMS Entertainment'],['Manga'],"['Comedy', 'Mystery']",['Detective'],23 min.,PG-13 - Teens 13 or older,7.37,#2499,#5511,"16,631",2,8154,"One day Mori Kogoro's private detective agency receives a blackmail call. It turns out that the caller has dialed the wrong number. Conan is able to identify the voice on the phone, it's similar to that of his old friend Heiji, who's also a high school detective but in Osaka. They join once again forces to solve the case and find the jewel which was stolen. But they are not the only ones who are after the jewel. The notorious master thief Kaitou Kid has taken an interest in this piece, which is worth 100,000,000 Yen, as well and now it's up to Heiji and Conan to be the first to find the culprit and acquire the jewel. (Source: AniDB)",[],Meitantei Conan OVA 06: Kieta Daiya wo Oe! Conan & Heiji VS Kid!,,['Shounen'],,,,,
116,,クレイヴィジ,Cleavage,['OVA'],2,Finished Airing,"Feb 24, 2006 to Jun 23, 2006",,,"['D3', 'White Bear', 'Mediabank']",['Kitty Media'],['Studio 9 Maiami'],Visual novel,,,27 min. per ep.,Rx - Hentai,6.66,N/A,#5674,"15,428",96,6722,"From the authors of Bible Black and Discipline comes this new OVA based on a game with the same name. When their father is given a transfer, Todo Yuto and Todo Erika are left alone. They are siblings, but they are not blood related. When Yuto was a child, his mother died. His father remarried a woman who, herself, had a child from a previous relationship, Erika. His stepmother was quite gentle, but she, too, has since passed away. Living alone, they begin to love each other as a man and a woman. However, an art teacher, Sayaka, notices their relationship and... (Source: AnimeNfo)","['Adaptation (Light Novel) Cleavage: Koibito wa Oneesan', '']",Cleavage,,,,['Hentai'],,,
117,Ar Tonelico: The Girl Who Sings at the End of the World,アルトネリコ 世界の終わりで詩い続ける少女,,['OVA'],1,Finished Airing,"Mar 22, 2006",,,['Banpresto'],"None found,",['Trans Arts'],Game,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,24 min.,PG-13 - Teens 13 or older,6.09,#9419,#5948,"13,718",15,6784,"Based on the RPG game of the same name. Aurica Nestmile is a young Reyvateil, or ""singing maiden"" who feels her song magic is not of much use to anyone. From high up on the tower Ar Tonelico comes Lyner Barsett, whose airship is totaled upon impact with the ground. These two meet up, and in the search for someone who can repair the ship, end up helping both each other and themselves.",[],Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,,,,,,,
118,"Tomei Ningen, Invisible Man",透明人間,The Invisible Stud,['OVA'],2,Finished Airing,"Feb 10, 2006 to May 12, 2006",,,['Digital Works'],['Critical Mass Video'],['Y.O.U.C'],Original,,,27 min. per ep.,Rx - Hentai,6.54,N/A,#6753,"10,067",31,4465,"Mie happened to pick up medicine that an old man dropped. When he took the medicine, his figure disappeared. Soon he went to a public bath to peep, and began to molest. Then, he went to an all-girls school. (Source: AnimeNfo)","['Sequel (OVA) Toumei Ningen R', '']",Toumei Ningen (OVA),,,,['Hentai'],,,
119,Consenting Adultery,ミセスジャンキー,,['OVA'],2,Finished Airing,"Feb 25, 2006 to Jan 25, 2007",,,"['Milky Animation Label', 'MS Pictures']","['Media Blasters', 'Kitty Media']",['T-Rex'],Visual novel,,,29 min. per ep.,Rx - Hentai,6.69,N/A,#6959,"9,350",36,3481,Another tale in the Milk Junkies series about two busty female characters interacting with a male protagonist.,"['Adaptation (Light Novel) Mrs. Junkie', '']",Mrs. Junkie,,,,['Hentai'],,,
120,"Inda no Himekishi Janne The Animation, The Princess Knight Janne",淫堕の姫騎士ジャンヌ,,['OVA'],2,Finished Airing,"Jan 26, 2006 to Apr 27, 2007",,,"None found,","None found,",['Himajin Planning'],Visual novel,"['Fantasy', 'Horror', 'Hentai']",,29 min. per ep.,Rx - Hentai,6.27,N/A,#7441,"7,850",23,2642,"There is a beautiful princess, Janne, in a beautiful country. She has a special ability in sword technique and magic. The country is peaceful but monsters called ogres start to attack them. Janne takes an initiative and battles the ogres but her younger sister Yuwa is taken by them. Janne goes to Dark Elf's fastness by herself but she is trapped and caught by them. Janne is given a sexual training there and her body and spirit gradually change...","['Adaptation (Light Novel) Inda no Himekishi Janne', '']",Inda no Himekishi Janne,,,,,,,
121,,秘湯めぐり The Animation 「若女将、拉致る」,,['OVA'],1,Finished Airing,"Mar 24, 2006",,,['Armor'],"None found,","None found,",Visual novel,,,27 min.,Rx - Hentai,6.07,N/A,#8040,"6,504",19,2295,"Yukino Chitose had just entered Kunoe Girls' School when her mother eloped, leaving her to fend for herself and manage the onsen inn in which she lives. It isn't long before she is raped by a tourist from Tokyo and kidnapped by some men seeking to evict her from her inn.",[],"Hitou Meguri The Animation: Wakaokami, Rachiru",,,,['Hentai'],,,
122,Ki ni Naru Roommate,気になるルームメイト,The Roommate,['OVA'],2,Finished Airing,"Feb 25, 2006 to Sep 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Studio Ten'],['Manga'],,,28 min. per ep.,Rx - Hentai,6.51,N/A,#8225,"6,137",12,2352,"Based on the manga by Yuunagi Kaoru. The main character, Yu, was at the depths of despair; he was dumped by his lover, and failed in the entrance exams. He moved to a new apartment to engage in studying for the entrance exam next year. However, he found that his new room was above an erotic night club. When he entered the room, there was a girl changing her clothes. (Source: AnimeNfo)","['Adaptation (Manga) Kininaru Roommate', '']",Kininaru Roommate,,,,['Hentai'],,,
123,,戦乙女ヴァルキリー 真章,Battle-Maiden Valkyrie True Chapter,['OVA'],2,Finished Airing,"Feb 24, 2006 to May 25, 2007",,,['Himajin Planning'],"None found,","None found,",Visual novel,,,28 min. per ep.,Rx - Hentai,6.04,N/A,#9277,"4,474",5,1569,"Goddess of war, Valkeries, are fierce in battle and can't be beaten by anyone in the world. But they have the defect of being attracted to normal male humans, that's what the inhabitants of the overworld noticed and decided to use to their advantage. Not only to win battles, but to take some Valkeries under their control turning them into sex slaves, ones just lose themselves and become soulless sex slaves but others deny to lose their pride and keep fighting almost every time, with words. Freiya was captured and the devils can now see where exactly is each goddess which is leading to disaster. (Source: ANN)","['Prequel (OVA) Ikusa Otome Valkyrie', 'Adaptation (Light Novel) Ikusa Otome Valkyrie: ""Anata ni Subete wo Sasagemasu"" - Megami Hijoku-hen']",Ikusa Otome Valkyrie Shinshou,,,,['Hentai'],,,
124,,クライミライ,Dark Future,['OVA'],2,Finished Airing,"Jan 25, 2006 to Sep 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Studio Jam'],Visual novel,,,28 min. per ep.,Rx - Hentai,5.74,N/A,#9789,"3,806",8,1282,"To the public eye, it looks like any other ordinary school; however, one club is secretly recruiting girls to make them their personal sex slaves and brainwashing the newly recruited males into enjoying one another. Which club is responsible for these demented activities, and how is it affecting the other clubs? One thing is for sure: the only thing that's left is a dark and hopeless future.","['Adaptation (Light Novel) Kurai Mirai: if', '']",Kurai Mirai,,,,['Hentai'],,,
125,Project Boobs,姦獄～淫辱の実験棟～,No Way Out,['OVA'],2,Finished Airing,"Mar 25, 2006 to Nov 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Eshoya Honpo'],Visual novel,,,25 min. per ep.,Rx - Hentai,5.47,N/A,#9824,"3,777",9,1236,"Miyagawa Yuki is a secret agent of governmental organization. She and her colleagues, Reiko Carrere Yukiko and Morishita Kana were ordered to spy on a pharmaceutical company that is under susption for producing illegal drugs. However, their activities are known to the company, and they are caught by research workers. Then they are molested on the pretext of experiments.",[],Kangoku: Injoku no Jikkentou,,,,['Hentai'],,,
126,"Memories Off #5, Memories Off #5 The Broken Off Film",Memories Off #5 とぎれたフィルム THE ANIMATION,,['OVA'],1,Finished Airing,"Mar 29, 2006",,,"None found,","None found,",['Doga Kobo'],Visual novel,"['Drama', 'Romance']",,26 min.,PG-13 - Teens 13 or older,5.94,#10226,#9985,"3,564",2,1503,"Kawai Haruto belongs to a cinema club to realize his dream to make his own movie. But he is losing his passion of the movie because Hina Yusuke, his best friend as well as a good rival, died suddenly last year. One day, he meets Sendo Mahiro. She asks him to make a movie with her. Also she says that she was at the place where Yusuke died, and that he died because of her. On the other hand, Yusuke’s little sister Hina Asuka blames him for killing her brother. (Source: ANN)","['Prequel (OVA) Memories Off 3.5', '']",Memories Off #5 Togireta Film The Animation,,,,,,,
127,,sin in the rain,,['OVA'],1,Finished Airing,"Mar 24, 2006",,,['Omnibus Promotion'],"None found,",['Mook Animation'],Original,,,22 min.,PG-13 - Teens 13 or older,4.69,#13528,#10012,"3,541",2,1479,"It is raining in Tokyo at night. A woman, named Kimura Yu, is caught in the rain. She has had lots of trauma in her life, because her parents were killed, and to make things worse she experiences another tragedy, her reliable councilor, Kanzaki, is killed. But Yu is ""saved"" by a mysterious detective named Takamizawa Kyosuke.",[],Sin in the Rain,,,,['Mystery'],,,
128,Kakyuusei 2 (2006),下級生2～季花詞集〔Anthology〕～,,['OVA'],2,Finished Airing,"Mar 24, 2006 to Jun 23, 2006",,,['Pink Pineapple'],"None found,",['Inugoya'],Visual novel,"['Drama', 'Hentai']",['Harem'],29 min. per ep.,Rx - Hentai,5.88,N/A,#10110,"3,424",4,1051,"Childhood friends, Rouma and Tamaki, are not just friends. Actually, they have sexual intercourse, but they're not lovers, either. One day, Tamaki gets angry with Rouma and announces to break with him because he didn't take contraception measure while they were doing things. However, because they belong to the same club, they have to meet. Seeing their cold attitudes, Yuuri tries to make them friends again. However, she can't hide her love toward Rouma, and confesses her love. Then, they make love, but... (Source: AnimeNfo)","['Prequel (TV) Kakyuusei 2: Hitomi no Naka no Shoujo-tachi', '']",Kakyuusei 2: Anthology,,,,,,,
129,"Keisatsu Sensha Tai TANK S.W.A.T. 01, Keisatsu Sensha Tai TANK SWAT 01",警察戦車隊,TANK S.W.A.T. 01,['OVA'],1,Finished Airing,"Mar 24, 2006",,,"None found,","None found,",['DOGA Productions'],Original,,,29 min.,PG-13 - Teens 13 or older,4.65,#13560,#10222,"3,312",0,1329,Masamune Shirow presents a story about the Dominion Tank Police dealing with terrorists taking over the NT Building with AI driven tanks.,[],TANK S.W.A.T. 01,"['Detective', 'Mecha']",,,,,,
130,"Recapture Ourin Gakuen, Footsteps of Spring",はるのあしおと The Movie - 桜鈴奪還,,['OVA'],1,Finished Airing,"Mar 31, 2006",,,"None found,","None found,",['Asahi Production'],Visual novel,"['Action', 'Comedy']",['School'],20 min.,PG-13 - Teens 13 or older,4.75,#13479,#11324,"2,389",0,1017,"One day the else so peaceful mood in the Ourin Gakuen suddenly changes. Kusunoki-sensei, the so-called subheroine, along with most of the students takes over the school after a coup d'état. The principal is beaten and now it`s up to Yuu Sakurano, Yuzuki Kaede and Nagomi Fujikura to take back the school from her and return it to the former peaceful days. This is the start of a full-scale war, one that this school has never seen before. (Source: ANN)",[],Haru no Ashioto The Movie: Ourin Dakkan,,,,,,,
131,,くりぃむレモン ニュージェネレーション,,['OVA'],4,Finished Airing,"Mar 23, 2006 to May 31, 2006",,,['Fairy Dust'],"None found,",['Radix'],Unknown,"['Drama', 'Romance']",,30 min. per ep.,R - 17+ (violence & profanity),5.66,#11556,#11622,"2,187",2,440,A remake of the old Cream Lemon OVA series.,[],Cream Lemon: New Generation,,,,,,,
132,Ryusei Tenshi Primaveil,流聖天使プリマヴェール,,['OVA'],1,Finished Airing,"Feb 24, 2006",,,"['Jam', 'MS Pictures']","None found,",['Anime Antenna Iinkai'],Visual novel,,,26 min.,Rx - Hentai,5.16,N/A,#12583,"1,603",1,520,Magical girls battle aliens. One of the girls gets captured and you know the rest...,[],Ryuusei Tenshi Primaveil,,,,['Hentai'],,,
133,,ガンパレード・オーケストラ,,['OVA'],3,Finished Airing,"Jan 12, 2006 to Jul 20, 2006",,,"None found,","None found,","[""Brain's Base""]",Game,,['Mecha'],30 min. per ep.,PG-13 - Teens 13 or older,5.79,#10978,#13546,"1,218",0,386,3 original anime episodes bundled on a DVD's together with their respective games. For more detailed information see the More Info tab.,[],Gunparade Orchestra OVA,,,,,,,
134,Beyond the Train Tracks,鉄路の彼方,,['OVA'],1,Finished Airing,"Jan 18, 2006",,,['Directions'],"None found,","None found,",Unknown,,,11 min.,None,[],#14820,#15183,770,0,,"A boy encounters a trace of his lost father on tracks where time comes and goes, at a station where time stops. With the help of a mysterious projectionist, the boy and station master search for the truth of the father's image. (Source: AniDB)",[],Tetsuro no Kanata,,,,['Adventure'],,,
135,"One Piece The Movie: Karakurijou no Mecha Kyohei, One Piece: Karakuri Shiro no Mecha Kyohei, Karakuri Castle's Mecha Giant Soldier",ワンピース THE MOVIE カラクリ城のメカ巨兵,One Piece: The Giant Mechanical Soldier of Karakuri Castle,['Movie'],1,Finished Airing,"Mar 4, 2006",,,"['Fujipacific Music', 'Shueisha']","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,1 hr. 34 min.,PG-13 - Teens 13 or older,7.17,#3532,#2539,"80,907",20,43398,"The Straw Hat crew salvages a treasure chest from a sinking wreck, inside which they find an old lady. To get the pirates to take her home, she promises them the treasure of a golden crown on her island: Mecha Island. Upon arrival, the crew is attacked by the lord of the island but he has a change of heart and decides to seek their help to solve the mystery of the Golden Crown. (Source: ANN, edited)",[],One Piece Movie 07: Karakuri-jou no Mecha Kyohei,,['Shounen'],One Piece Film 7: Le Mecha Géant du Château Karakuri,,One Piece Film 7: Schloss Karakuris Metall-Soldaten,One Piece Película 7: El Gran Soldado Mecánico del Castillo Karakuri,
136,"Gin-iro no Kami no Agito, Silver-Haired Agito",銀色の髪のアギト,Origin: Spirits of the Past,['Movie'],1,Finished Airing,"Jan 7, 2006",,,"['GDH', 'Dentsu', 'Media Factory', 'Shochiku', 'Victor Entertainment', 'Yahoo! Japan', 'Asahi Broadcasting', 'Fonishia']",['Funimation'],['Gonzo'],Original,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",,1 hr. 34 min.,PG-13 - Teens 13 or older,7.04,#4197,#2636,"75,892",204,36666,"Three hundred years ago, a genetic experiment gone wrong caused the mutation of all forests on Earth. Armed with consciousness, the vegetation sought to destroy all of humankind, and the war that ensued turned the planet into a hellish dystopia. In the present day, Agito, a young boy, lives with his father in Neutral City—a village maintaining an uneasy truce with the neighboring forest. One day, Agito, on his way to collect water, becomes separated from his friend and stumbles upon a relic of the past: a girl sleeping in a mysterious machine. Agito awakens the girl, Toola Cm Sacl, and introduces her to the village. But outside forces have ulterior motives for the girl, who holds the key to restore the Earth. Misguided by Shunack, a soldier from the old world hellbent on destroying the forest, Toola follows him despite Agito's warning. Determined to save Toola and unify humankind with the forest, Agito borrows the power of the forest and pursues her. [Written by MAL Rewrite]",[],Giniro no Kami no Agito,,,Origine: Spirit of the Past,,Origin: Spirits of the Past,Origen: Espíritus del Pasado,
137,,映画 ドラえもん のび太の恐竜2006,Doraemon the Movie: Nobita's Dinosaur 2006,['Movie'],1,Finished Airing,"Mar 4, 2006",,,['Shogakukan Productions'],"None found,",['Shin-Ei Animation'],Unknown,"['Adventure', 'Comedy']",['Time Travel'],1 hr. 47 min.,PG - Children,7.62,#1500,#5428,"17,336",30,11647,"Nobita finds a fossilized dinosaur egg by accident, and with the help of Doraemon's tools, they hatched the egg and began raising the dinosaur. Knowing that they can't keep the dinosaur forever, Nobita was forced to send it back to prehistoric times where a group of hunters from the future threatens to endanger the dinosaurs. Determined to save the dinosaurs from the claws of the hunters, Doraemon and the gang returns to the past and sets out in a prehistoric adventure. (Source: ANN)",[],Doraemon Movie 26: Nobita no Kyouryuu 2006,,['Kids'],,,,Doraemon Película 26: Doraemon Y el Pequeño Dinosaurio.,
138,Shin Kyuuseishu Densetsu Hokuto no Ken Raou-den Junai no Shou,真救世主伝説 北斗の拳 ラオウ伝 殉愛の章,Fist of the North Star: Raoh Side Story Junai Arc,['Movie'],1,Finished Airing,"Mar 11, 2006",,,['North Stars Pictures'],['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure']",['Martial Arts'],1 hr. 35 min.,R - 17+ (violence & profanity),7.45,#2179,#6166,"12,477",20,5614,"Kenshiro is the heir of the legendary martial arts known as Hokuto Shinken, which can kill a man with a single blow, by striking the pressure points in the enemy's body. Hokuto Shinken can be passed only to one successor at a time. When he was chosen as the successor, he parted ways with his brothers, Toki and Raoh. The former decided to use what he knew of the art to cure people... while the latter has chosen to use his supreme strength to install peace in the world by power. Kenshiro is accompanied by Lynn and Bart, and the movie's story begins when an overlord starts kidnapping children to use them as slaves for building his own pyramid... (Source: AniDB)","['Sequel (OVA) Hokuto no Ken: Yuria-den', '']",Hokuto no Ken: Raoh Gaiden Junai-hen,,['Shounen'],,,,,
139,Kido Senshi Z Gundam III - Hoshi no Kodo wa Ai,機動戦士ZガンダムⅢ-星の鼓動は愛-,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,['Movie'],1,Finished Airing,"Mar 4, 2006",,,['Sotsu'],"['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],Original,"['Drama', 'Sci-Fi']",,1 hr. 38 min.,PG-13 - Teens 13 or older,7.05,#4146,#6181,"12,397",7,5981,Final of three remastered Zeta Gundam compilation movies. (Source: AniDB),"['Prequel (Movie) Kidou Senshi Z Gundam II: Koibito-tachi', '']",Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,"['Mecha', 'Military', 'Space']",,,,,,
140,"The Day I Cropped a Star, The Day I Harvested a Star, The Day I Harvested a Planet",星をかった日,The Day I Bought a Star,['Movie'],1,Finished Airing,"Jan 3, 2006",,,"None found,","None found,",['Studio Ghibli'],Original,,,16 min.,G - All Ages,7.00,#4407,#7216,"8,559",8,811,"A young boy, tired of the city, escapes into the country. When trying to bring vegetables to the market to sell, his cart breaks down and he exchanges the vegetables for a mystical seed. Returning home he plants the seed in a normal pot—only to find it growing into a planet. (Source: ANN)",[],Hoshi wo Katta Hi,,['Kids'],,['Sci-Fi'],,,
141,"Chou Gekijouban Keroro Gunsou, Keroro Gunsou the Movie",超劇場版 ケロロ軍曹,Sergeant Frog Movie,['Movie'],1,Finished Airing,"Mar 11, 2006",,,"None found,","None found,",['Sunrise'],['Manga'],"['Comedy', 'Sci-Fi']",,59 min.,PG - Children,7.22,#3269,#7793,"7,017",16,3543,"Sergeant Keroro and his four subordinates came from the planet Keron to the Earth to conquer. However, without notice, they began to enjoy the life on the Earth. Keroro was supposed to stay with Hitana to get the chance to conquer the Earth, but he became friend with Hinata's son, Fuyuki. Today, as usual, Keroro goes to buy his favorite Gundam plastic model with Fuyuki. On their way home, they find a small shrine, and enter. There, they find a vase, and happens to break it. Since the next day, strange things happen all over the town and people are in panic. Inside the vase, Kiruru, Keron's ancient ultimate weapon was sealed. At the moment, Mirara who holds the secret of the Kiruru appears and informs them of the only method to save the Earth. However... (Source: AnimeNfo)",[],Keroro Gunsou Movie 1,,['Shounen'],,,,,
142,,水グモもんもん,Mon Mon the Water Spider,['Movie'],1,Finished Airing,"Jan 3, 2006",,,"None found,","None found,",['Studio Ghibli'],Original,"['Fantasy', 'Romance']",,15 min.,G - All Ages,6.54,#6835,#9475,"4,184",4,1176,"The short film's main character is a water spider who seems to have fallen in love with a water strider. Though she is scared of him at first, the water strider soon gets used to the presence of the spider. (Source: Wikipedia)",[],Mizugumo Monmon,,['Kids'],,,,,
