,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Theme,Genre,Demographics
133,小绿和小蓝,Beryl and Sapphire,,,,['ONA'],72,Finished Airing,"Aug 27, 2018 to Feb 16, 2019",,,['Tencent Animation & Comics'],"None found,",['Haoliners Animation League'],['Web manga'],"['Boys Love', 'Comedy', 'Drama', 'Sci-Fi']",,,12 min. per ep.,PG-13 - Teens 13 or older,7.45,#2164,#6499,"10,954",104,2155,"""I've been holding a few words back for a long time — I like you!"" ""Beryl and Sapphire"" is a popular manhua created by artist Ocarina. Here includes protagonists with the most random names in history — the mild-mannered Beryl (Green) and the easily-embarrassed Sapphire (Blue). At times the closest of friends, at others the worst of enemies… In this donghua where each episode is set in a different world, how would they encounter each other time and again?? Only angst? Too painful! Nothing but fluff? Too sugary! Come watch B&S, the show where you'll never guess the ending… (Source: Guodong Subs)","['Sequel (ONA) Xiao Lu He Xiao Lan 2nd Season', '']",Xiao Lu He Xiao Lan,"Xiaolu He Xiaolan, Xiao Lv He Xiao Lan, Xiaolv He Xiaolan, Green and Blue, Lil' Green and Lil' Blue",['School'],,
134,喂，看见耳朵啦 第二季,,,,,['ONA'],12,Finished Airing,"Feb 2, 2019 to Apr 13, 2019",,,"['bilibili', 'Alchemy Bros.']","None found,",['monofilmo'],['Web manga'],"['Boys Love', 'Comedy']",,,3 min. per ep.,PG-13 - Teens 13 or older,7.37,#2480,#6585,"10,599",35,5354,"Second season of Wei, Kanjian Erduo La!.","['Prequel (ONA) Wei, Kanjian Erduo La!', '']","Wei, Kanjian Erduo La! 2","Hora, Mimi ga Mieteru yo! 2, Look, I Can See Your Ears! 2",['Anthropomorphic'],,
135,おとなの防具屋さん(裏面),Armor Shop for Ladies & Gentlemen Flips the Script,,,,['ONA'],3,Finished Airing,"Mar 6, 2019 to Mar 20, 2019",,,"None found,",['Anime Limited'],['IMAGICA Lab.'],['4-koma manga'],"['Comedy', 'Fantasy', 'Ecchi']",,,5 min. per ep.,PG-13 - Teens 13 or older,5.43,#12337,#6833,"9,767",5,4045,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Otona no Bouguya-san', 'Sequel (ONA) Otona no Bouguya-san II', 'Adaptation (Manga) Otona no Bouguya-san', '']",Otona no Bouguya-san (Rimen),,,,
136,武动乾坤,Martial Universe,,,,['ONA'],12,Finished Airing,"Jan 27, 2019 to Apr 7, 2019",,,"['Tencent Penguin Pictures', 'China Literature Limited', 'Bytehoo']","None found,",['Motion Magic'],Novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,24 min. per ep.,PG-13 - Teens 13 or older,7.45,#2163,#7106,"8,866",62,3602,"The Great Yan Empire exists in a world where respect can only be earned through strength. Within this Great Yan Empire, the four great clans have always stood above the rest. Among them, a particular incident in the Lin Clan resulted in the banishment of a certain individual who went on to start his own family, in hopes of one day being recognized again by the Lin Clan, and rejoining them… Hailing from a banished family of the Great Lin Clan, when Lin Dong was very young, he watched, powerless, as his talented father was easily crushed and crippled by the overwhelming genius of the great Lin Clan, Lin Langtian. With a despairing father, a heartbroken grandfather, and a suffering family, ever since that fateful day, Lin Dong has been driven by a deep purpose; to take revenge on the man who had taken everything and more from his family. Armed with nothing but willpower and determination, join Lin Dong as he unknowingly discovers a destiny greater than he could ever hope to imagine when he stumbles upon a mysterious stone talisman… (Source: Novel Updates)","['Sequel (ONA) Wu Dong Qian Kun 2nd Season', 'Adaptation (Manhua) Wu Dong Qian Kun', 'Adaptation (Novel) Wu Dong Qian Kun', '']",Wu Dong Qian Kun,"Martial Movement Upheaval, Earth-Shattering Martial Arts",,,
137,ガンダムvsハローキティ,,,,,['ONA'],3,Finished Airing,"Mar 29, 2019 to Jan 15, 2020",,,"['Sunrise', 'Sanrio', 'Sunrise Beyond']","None found,","None found,",Mixed media,"['Comedy', 'Fantasy', 'Sci-Fi']","['Mecha', 'Space']",['Kids'],2 min. per ep.,G - All Ages,6.63,#6311,#7526,"7,616",28,3695,"While preparing for a tea party, Hello Kitty receives a distress signal from Haro. She travels to the Universal Century timeline to help Amuro Ray and the Gundam end the One Year War. Cross-promotion to commemorate the 40th anniversary of Gundam and the 45th anniversary of Hello Kitty. (Source: ANN)",[],Gundam vs Hello Kitty,,,,
138,狐妖小红娘 竹业,Fox Spirit Matchmaker 7th Season,,,,['ONA'],12,Finished Airing,"Mar 1, 2019 to May 17, 2019",,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures']","None found,","['Haoliners Animation League', 'Garden Culture']",['Manga'],"['Comedy', 'Drama', 'Romance', 'Supernatural']",,,18 min. per ep.,PG-13 - Teens 13 or older,7.33,#2702,#8585,"5,566",16,1307,The 7th season of Huyao Xiao Hongniang.,"['Prequel (ONA) Huyao Xiao Hongniang: Nan Guo', 'Sequel (ONA) Huyao Xiao Hongniang: Wei Sheng', 'Adaptation (Manhua) Xiangsishu Xia', '']",Huyao Xiao Hongniang: Zhu Ye,"Little Foxspirit Matchmaker Season 7, Enmusubi no Youko-chan",['Historical'],,
139,灵剑尊,,,,,['ONA'],30,Finished Airing,"Jan 15, 2019 to Apr 26, 2019",,,['Quyue Technology'],"None found,",['Suoyi Technology'],Novel,"['Action', 'Adventure', 'Fantasy', 'Romance']",,,10 min. per ep.,PG-13 - Teens 13 or older,6.92,#4748,#8744,"5,288",21,1864,"A big dream and a young man determined to change the status quo and work hard to create a new world. The rare and precious treasures, the martial arts, and the lost strong caves, in this era of genius, full of challenges and opportunities. See the adventure of how the Lord lost the mainland and became the supreme Emperor of the storm. The former enemy, now, will never let go! The regret in the dream, now, must make up! When the spirit sword shouts, the heavens and the earth, I am the supreme! (Source: Anilist)","['Sequel (ONA) Ling Jian Zun 2nd Season', '']",Ling Jian Zun,Spirit Sword Sovereign,['Martial Arts'],,
140,领风者,The Leader,,,,['ONA'],7,Finished Airing,"Jan 28, 2019 to Mar 4, 2019",,,['bilibili'],"None found,",['Wawayu Animation'],Original,"['Drama', 'Romance', 'Slice of Life']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.13,#9204,#9202,"4,578",28,1215,"The life of German thinker Karl Marx, focusing on his political and economic theories, his romance with Jenny von Westphalen, and his friendship with Friedrich Engels. (Source: TMDB)",[],Ling Feng Zhe,Karl Marx The Animation,['Historical'],,
141,ファイトリーグ ギア・ガジェット・ジェネレーターズ,Fight League: Gear Gadget Generators,,,,['ONA'],26,Finished Airing,"Feb 14, 2019 to Aug 8, 2019",,,"None found,","None found,","['Bandai Namco Pictures', 'XFLAG']",Game,"['Action', 'Sci-Fi']",,,10 min. per ep.,PG-13 - Teens 13 or older,6.05,#9676,#9233,"4,537",17,1180,"Hot-blooded in nature, Adjust Wrench competes with her team Boltechs in a popular tournament known as the ""Fight League,"" where two teams fight using personalized weapons called ""Gadgets"" until only one team is left standing. However, despite their best efforts, Wrench and her friends have only achieved moderate success in the Fight League—winning just as often as they lose. Aiming to gain more strength, Wrench installs a mysterious computer chip that her grandfather possessed into her Gadget and inadvertently summons an overwhelmingly powerful girl. Naming herself Mona Chrome, she joins Boltechs, and together, the group starts rising through the ranks with their new teammate's abilities. But as the other teams push themselves to become stronger, everyone begins to question Chrome's identity and the source of her power. [Written by MAL Rewrite]",[],Fight League: Gear Gadget Generators,,['Mecha'],,
142,刹界エイトレイド,The Exciting Eight,,,,['ONA'],1,Finished Airing,"Feb 2, 2019",,,['Bandai Namco Entertainment'],"None found,","['CUCURI', 'Digital Network Animation']",Original,"['Action', 'Fantasy']",,,Unknown,None,[],#21517,#9386,"4,302",7,,"The story takes place in a universe where countless parallel universes known exist. There is always a link — called ""Prism"" — connecting the modern world and these parallel worlds, and sometimes energy and substance comes through. One day, monsters known as ""Eight"" come from a parallel world and begin attacking. Humanity begins its counterattack using a power called ""Skuld,"" which harnesses the power of tomorrow. The government gathers Skuld users into an army known as ""Norn,"" but the Eight still wreak destruction over the years. Then, a boy named Asuma who can use an ancient weapon is discovered. (Source: ANN)",[],Sakkai Eightraid,,,,
143,万界神主,,,,,['ONA'],60,Finished Airing,"Feb 6, 2019 to Aug 31, 2019",,,"None found,","None found,",['Ruo Hong Culture'],['Manga'],"['Adventure', 'Fantasy']",,,9 min. per ep.,PG-13 - Teens 13 or older,6.92,#4727,#9915,"3,642",16,1026,"Ye Chen, an ancient god, who fell from the world of the gods into a heavenly and peaceful world. In this world there are hundreds of countries, surrounded by thousands of states, who are strong and arrogant. Ye Chen has been in this world for hundreds of years and has established great strength, moreover his existence has always been a legend. But the power of the gods' world extends slowly into this world, beginning one of the most cruel and ferocious battles.","['Sequel (ONA) Wan Jie Shen Zhu 2nd Season', '']",Wan Jie Shen Zhu,"Wanjie Shenzhu, Lord of the Universe",,,
144,19天 漫动画,,,,,['ONA'],60,Finished Airing,"Jan 28, 2019 to Apr 22, 2019",,,['Shenfan Animation'],"None found,","None found,",['Web manga'],"['Boys Love', 'Comedy']",,,1 min. per ep.,PG-13 - Teens 13 or older,6.50,#7063,#10338,"3,178",35,587,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manhua) 19 Tian', '']",19 Tian,"19 Days, One Day",,,
145,A New Journey,,,,,['ONA'],1,Finished Airing,"Jan 18, 2019",,,"None found,","None found,",['P.A. Works'],Game,,,,1 min.,PG-13 - Teens 13 or older,6.10,#9416,#11064,"2,568",4,1296,"League of Legends commercial animated by P.A. Works, published on League of Legends YouTube channel.",[],A New Journey,Season 2019: A New Journey | League of Legends,['Video Game'],['Action'],
146,そばへ,,,,,['ONA'],1,Finished Airing,"Mar 6, 2019",,,"None found,","None found,",['Orange'],Original,,,,2 min.,G - All Ages,6.12,#9295,#11634,"2,174",2,1080,"The ad Soba e centers on a boy named Osamu who receives an umbrella as a gift from Sayu, but it goes missing. That umbrella transforms into a girl who goes gallivanting around town on a rainy day. (Source: ANN)",[],Soba e,To be Near You,['Music'],['Fantasy'],
147,おジャ魔女どれみ お笑い劇場,,,,,['ONA'],26,Finished Airing,"Mar 23, 2019 to Mar 22, 2020",,,['Toei Animation'],"None found,","None found,",Unknown,,,,1 min. per ep.,G - All Ages,6.46,#7318,#11705,"2,134",2,582,Ojamajo Doremi: Owarai Gekijou is an special deformed chibi anime for the 20th anniversary of Doremi.,[],Ojamajo Doremi: Owarai Gekijou,,,['Comedy'],
148,池袋PRアニメ,Ikebukuro PR Anime,,,,['ONA'],1,Finished Airing,"Jan 17, 2019",,,['animate'],"None found,",['Shaft'],Original,,,,3 min.,G - All Ages,6.05,#9682,#12066,"1,909",1,675,"The anime's story takes place in the year 2020, near the Hareza Tower building plaza. This is an area under development currently but is expected to be completed by 2020. A girl gives chase to an owl she sees in Ikebukuro. Over the course of the anime, the audience witnesses the girl grow and learns about the charm of Ikebukuro, a place where ""everyone can be the lead player."" (Source: ANN)",[],Ikebukuro PR Anime,,,['Fantasy'],
149,万古仙穹 Ⅲ 恶人谷篇,,,,,['ONA'],13,Finished Airing,"Mar 8, 2019 to May 17, 2019",,,['iQIYI'],"None found,",['ASK Animation Studio'],Novel,"['Adventure', 'Comedy', 'Fantasy']",,,16 min. per ep.,PG-13 - Teens 13 or older,6.43,#7530,#12262,"1,780",2,283,Third season of Wangu Xian Qiong.,"['Prequel (ONA) Wangu Xian Qiong II', 'Sequel (ONA) Wangu Xian Qiong IV: Yin Yue Cheng Pian']",Wangu Xian Qiong III: Eren Gu Pian,"Everlasting Immortal Firmament 3rd Season, Wan Gu Xian Qiong 3rd Season, 万古仙穹 第三季",,,
150,Beyond Creation,Beyond Creation,,,,['ONA'],1,Finished Airing,"Feb 16, 2019",,,"None found,","None found,",['Live2D Creative Studio'],Original,,,,4 min.,G - All Ages,6.30,#8254,#12257,"1,783",2,782,"Short animation produced and planned by the Live2D Creative Studio design team, starring Natsumi Fujiwara as the drawing boy Louie, and Haruka Tomatsu as the mysterious girl Epsilon. (Source: ANN)",[],Beyond Creation,,,['Fantasy'],
151,ぷそ煮コミ,,,,,['ONA'],20,Finished Airing,"Jan 8, 2019 to May 21, 2019",,,"['Sega', 'Sega Games']","None found,",['Point Pictures'],['Web manga'],"['Action', 'Comedy', 'Sci-Fi']","['Parody', 'School', 'Video Game']",,3 min. per ep.,PG-13 - Teens 13 or older,6.44,#7489,#12562,"1,616",5,443,"An anime adaptation of Sega's Phantasy Star Online 2 game's official web manga Puso Ni Comi: Phantasy Star Online 2 Comic. The story follows the lax, less than weighty daily life of the ARKS force members. (Source: ANN)","['Sequel (ONA) Puso Ni Comi: Okawari', 'Adaptation (Manga) Phantasy Star Online 2: Puso Ni Comi']",Puso Ni Comi,Phantasy Star Online 2 Comic,,,
152,えいがのおそ松さん 劇場公開記念 オリジナル短編劇場,,,,,['ONA'],7,Finished Airing,"Mar 1, 2019 to Mar 15, 2019",,,"None found,","None found,",['Pierrot'],['Manga'],,,,2 min. per ep.,R - 17+ (violence & profanity),6.34,#8027,#13026,"1,398",0,317,"A short series depicting side stories about the brothers' daily life, released on dTV streaming service. It received an advance screening together with the movie on March 7 in Tokyo. (Source: AniDB)",[],Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou,"Eiga no Osomatsu-san: Gekijou Koukai Kinen - Original Tanpen Gekijou, Mr. Osomatsu the Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou",['Parody'],['Comedy'],
153,男友总在修罗场,My Boyfriend's Love Complex,,,,['ONA'],6,Finished Airing,"Jan 15, 2019 to Feb 19, 2019",,,"None found,","None found,","None found,",['Manga'],"['Boys Love', 'Comedy']",,,3 min. per ep.,PG-13 - Teens 13 or older,[],#20581,#13365,"1,276",3,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Nanyou Zong Zai Xiuluochang,My Four Masters,['School'],,
154,ポケモン いないいないばあ!,Pokémon Kids TV: Peek-a-boo!,,,,['ONA'],1,Finished Airing,"Mar 15, 2019",,,"None found,","None found,","None found,",Game,,,['Kids'],5 min.,PG - Children,5.09,#13113,#13891,"1,102",0,401,What's in store for us today? Can you see the hiding Pokémon? All will be revealed in the end! (Source: Official YouTube Channel),[],Pokemon Inai Inai Baa!,Pokemon Fun Video,,['Fantasy'],
155,ポケモンだいこうしん!,Pokémon Kids TV: Great March of Pokémon,,,,['ONA'],2,Finished Airing,"Jan 31, 2019 to Aug 18, 2024",,,"None found,","None found,","None found,",Game,,,['Kids'],5 min. per ep.,PG - Children,5.23,#12851,#14027,"1,068",0,383,Pokémon don't seem to mind marching along if it is to a fun tune like this! Look closely and you might find some Pokémon that stand out in the marching lines. (Source: Official YouTube Channel),[],Pokemon Dai Koushin!,Pokemon Fun Video,['Music'],['Fantasy'],
156,愛姫MEGOHIME,,,,,['ONA'],3,Finished Airing,"Mar 29, 2019 to Feb 20, 2021",,,"None found,","None found,",['Gaina'],Game,,,,11 min. per ep.,PG-13 - Teens 13 or older,5.49,#12151,#14897,835,0,181,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Megohime,Aihime Megohime,['Historical'],['Fantasy'],
157,エロ◆ラバ,,,,,['ONA'],30,Finished Airing,"Mar 22, 2019 to 2019",,,"['Anime Beans', 'Cloud22']","None found,",['Asura Film'],['Manga'],"['Romance', 'Ecchi']",,,1 min. per ep.,R+ - Mild Nudity,[],#17893,#14977,821,1,,"There is a dorm where male and female students live together in order to have children. Miyu enrolls at the school with this dorm, and the domineering yet attractive dorm leader Heiji becomes her roommate. Miya resists Heiji at first, but the two gradually grow closer by living together. (Source: ANN)","['Adaptation (Manga) Ero◆Lover', '']",Ero◆Lover,,['School'],,
158,まほうのルミティア,Luminary Tears,,,,['ONA'],10,Finished Airing,"Mar 29, 2019",,,"['Bandai', 'Oddjob']","None found,","None found,",Other,,,['Shoujo'],3 min. per ep.,G - All Ages,5.73,#11248,#15214,760,1,259,"Based on Bandai's candy-toy brand aimed at girls yearning for glitter and cute dreams. The candy is sold in very decorated perfume style bottles. This eventually developed into a regular toy line with Takara Tomy. This is the story about the children of the stars, born from a shining star in the night sky. Petel Tear, Syuna Tear, and Proro Tear always play by collecting star drops. One day, glittering LumiTear Sticks are born from the drops when they wish upon their collection. The sticks have the ability to make magic and their days become more joyful.",[],Mahou no LumiTear,,,['Fantasy'],
159,コロコロモンスターボール,Pokémon Kids TV: Rolling Poké Balls,,,,['ONA'],Unknown,Currently Airing,"Feb 22, 2019 to ?",,,"None found,","None found,","None found,",Game,,,['Kids'],5 min.,PG - Children,5.47,#12217,#15349,729,1,253,A rhythm video made for Pokémon Kids TV! Check it out and see if your favorite Pokémon is inside one of the rolling Poké Balls! The Poké Balls just keep on coming! But just what types of Pokémon do they contain? (Source: Official YouTube Channel),[],CoroCoro Monster Ball,Pokemon Fun Video,,['Fantasy'],
160,朱,,,,,['ONA'],1,Finished Airing,"Mar 6, 2019",,,"None found,","None found,","None found,",Original,"['Action', 'Fantasy']",,,2 min.,PG - Children,6.59,#6509,#15538,697,0,351,Marie Yasui's graduation film.,[],Shu,"Aka, Scarlet, Vermilion",,,
161,라바 아일랜드 시즌2,Larva Island Season 2,Larva Island: Staffel 2,Larva: Aventuras en la Isla Temporada 2,Larva Island: Saison 2,['ONA'],13,Finished Airing,"Mar 1, 2019",,,['TUBA'],"None found,","None found,",Original,,,['Kids'],7 min. per ep.,G - All Ages,6.10,#9375,#15747,662,1,294,"The 2nd season of Larva Island. Chuck's life on the island turns for the worse when the volcano becomes active, a hurricane visits, and of course all the critters getting in his way with their antics.","['Prequel (ONA) Larva Island', 'Sequel (ONA) Larva Island Movie']",Larva Island Season 2,Larva 5th Season,,['Comedy'],
162,ノーナビデオ日記,Choukadou Girl ⅙: Nona Video Diary,,,,['ONA'],40,Finished Airing,"Feb 13, 2019 to Jul 1, 2019",,,"None found,","None found,",['Studio A-CAT'],['Manga'],,,,50 sec. per ep.,PG-13 - Teens 13 or older,5.62,#11738,#15991,625,1,136,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Choukadou Girl ⅙: Nona Video Nikki,,,['Comedy'],
163,雄兵连II诸天降临,,,,,['ONA'],26,Finished Airing,"Jan 24, 2019 to Jul 18, 2019",,,"None found,","None found,",['Transcendence Picture'],Original,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']","['Military', 'Space']",,19 min. per ep.,R - 17+ (violence & profanity),6.70,#5910,#16981,506,1,121,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Xiong Bing Lian', 'Sequel (ONA) Xiong Bing Lian 3: Leiting Wan Jun']",Xiong Bing Lian: Zhu Tian Jianglin,Super Seminary Sixth Season,,,
164,カラーサイクリング,Color Cycling,,,,['ONA'],1,Finished Airing,"Jan 10, 2019",,,['Decovocal'],"None found,","None found,",Original,,,,2 min.,G - All Ages,5.17,#12979,#16985,507,0,224,"A work with the theme of color following a soul and the circle of life as color and colorlessness wax and wane. The short had an updated version uploaded on February 21, 2019 which has some minor color changes for some scenes.",[],Color Cycling,,,['Avant Garde'],
165,凹凸世界 3,,,,,['ONA'],40,Finished Airing,"Jan 25, 2019 to Jun 19, 2020",,,"None found,","None found,",['7doc'],['Web manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,,19 min. per ep.,PG-13 - Teens 13 or older,[],#16604,#17127,492,7,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) AOTU Shijie 2', 'Sequel (ONA) AOTU Shijie 4', 'Adaptation (Manhua) AOTU Shijie', '']",AOTU Shijie 3,"AOTU World 3, AOTU Shijie Di San Ji",['Super Power'],,
166,けんけつ,,,,,['ONA'],1,Finished Airing,"Mar 19, 2019",,,"None found,","None found,","None found,",Original,,,,2 min.,G - All Ages,5.84,#10749,#17770,436,0,196,A Japanese Red Cross Society commissioned work promoting blood donations by helping people overcome their fear of the process.,[],Kenketsu,,['Music'],['Slice of Life'],
167,请吃红小豆吧! 第二季,Beanie's Daily,,,,['ONA'],16,Finished Airing,"Jan 13, 2019 to Apr 25, 2019",,,['bilibili'],"None found,",['Making Animation'],Original,,,,5 min. per ep.,G - All Ages,6.41,#7666,#18015,418,0,115,A daily of a cute red bean struggles to get eaten everyday.,"['Prequel (ONA) Qing Chi Hong Xiaodou Ba!', 'Sequel (ONA) Qing Chi Hong Xiaodou Ba! 3rd Season']",Qing Chi Hong Xiaodou Ba! 2nd Season,Qing Chi Hong Xiaodou Ba! Di Er Ji,['Anthropomorphic'],['Slice of Life'],
168,百鬼幼儿园 第二季,,,,,['ONA'],12,Finished Airing,"Mar 26, 2019 to Jun 11, 2019",,,"None found,","None found,",['Painting Dream'],Game,,,,5 min. per ep.,PG-13 - Teens 13 or older,6.04,#9730,#18388,391,0,129,Second season of Bai Gui Youeryuan.,"['Prequel (ONA) Bai Gui Youeryuan', 'Sequel (ONA) Bai Gui Youeryuan 3rd Season']",Bai Gui Youeryuan 2nd Season,Bai Gui Youeryuan Di 2 Ji,,['Comedy'],
169,貝社員！農林水産省へ行く,,,,,['ONA'],1,Finished Airing,"Mar 1, 2019",,,"None found,","None found,","None found,",Original,,,,4 min.,G - All Ages,[],#19206,#18596,375,0,,"A collaboration between Asa da yo! Kaishain and Japanese Ministry of Agriculture, Forestry, and Fisheries (MAFF); specifically the Fisheries department. As the Kaishain cast get lost in MAFF and learn about the work culture and business done at the ministry. This is in part to promote new job openings there.",[],Kaishain! Nourin Suisan-shou e Iku,,,['Comedy'],
170,MAN WITH A MISSION アニメティザー ショートムービー,,,,,['ONA'],1,Finished Airing,"Mar 25, 2019",,,['Tower Records'],"None found,","None found,",Original,,,,2 min.,PG-13 - Teens 13 or older,5.72,#11301,#18760,361,0,125,"A short preview for the Man with a Mission The Animation web series. The video introduces the story and band members, who are dressed as famous pop culture characters.",[],Man with a Mission Animated Short Movie,Man with a Mission The Animation Episode 0,['Music'],['Comedy'],
171,バンブルビー初めての地球生活,,,,,['ONA'],3,Finished Airing,"Mar 20, 2019 to Apr 11, 2019",,,"None found,","None found,","None found,",Other,"['Comedy', 'Sci-Fi']","['Mecha', 'Parody']",,1 min. per ep.,G - All Ages,5.69,#11424,#18728,364,0,125,"Transformers' Bumblebee continues his tour in Japan with new chibi-fied versions of the robot by Pop Team Epic's Bkub Okawa and animator Yuzo Yamamoto promoting the Japanese release of the Bumblebee film. The Transformers film franchise prequel stars Hailee Steinfeld as Charlie Watson, a girl who comes into possession of the Bumblebee autobot in 1987. The alien robot has lost his voice and has his memory bank damaged before taking the form of an old Volkswagen Beetle and going into hiding. When teenager Charlie Watson gets the Beetle for her birthday, she discovers it to be the mute and amnesiac B-127 and names him ""Bumblebee"", but his presence triggers the arrival of Decepticons Shatter and Dropkick, who receive assistance from Sector 7 to hunt him down. The film premiered in Japanese theaters March 22, 2019. (Source: ANN)",[],Bumblebee Hajimete no Chikyuu Seikatsu,,,,
172,誕生!!KKT21,,,,,['ONA'],1,Finished Airing,"Mar 28, 2019",,,"None found,","None found,","None found,",Original,,,,5 min.,G - All Ages,5.54,#11983,#19110,337,0,109,Enlightenment anime produced to have young people have an interest in blood donation.,[],Tanjou!! KKT21,,,['Slice of Life'],
173,ヒトトキ桐生足利,,,,,['ONA'],4,Finished Airing,"Mar 19, 2019",,,['Cloud22'],"None found,",['Asura Film'],Original,,,,1 min. per ep.,G - All Ages,5.98,#10037,#19420,318,0,114,"A Kiryu & Ashikaga heritage tourism promotion anime. Kiryu is located in the Gunma prefecture, Ashikaga is located in the Tochigi prefecture. The two cities are side-by-side (only a 30 minute car ride away) and share similar heritages. Each episode focuses on 1 season about the people (hito) and time (toki) of Kiryu and Ashikaga.",[],Hito Toki Kiryu Ashikaga,Hito Toki Kiryuu Ashikaga,,['Slice of Life'],
174,ヤンキーハムスター シーズン2,Delinquent Hamsters Season 2,,,,['ONA'],50,Finished Airing,"Mar 29, 2019 to Aug 27, 2021",,,"None found,",['Sentai Filmworks'],['Piso Studio'],Original,,"['Delinquents', 'Pets']",,2 min. per ep.,PG-13 - Teens 13 or older,[],#15983,#20281,270,0,,The second season of Yankee Hamster.,"['Prequel (ONA) Yankee Hamster', 'Sequel (ONA) Yankee Hamster Season 3']",Yankee Hamster Season 2,Delinquent Hamsters Second Season,,['Comedy'],
175,おしゃマニ,,,,,['ONA'],3,Finished Airing,"Feb 5, 2019 to Nov 8, 2019",,,['Kamio Japan'],"None found,","None found,",Original,,,['Kids'],1 min. per ep.,G - All Ages,[],#20872,#20686,247,0,,"Fashionable, hipster, and ironic--these gruff voiced kawaii characters star in a new web anime from Kamio Japan.",[],Oshamani,,,,
176,出せ！イケボ学園,,,,,['ONA'],4,Finished Airing,"Jan 8, 2019 to Aug 21, 2019",,,"None found,","None found,","None found,",Original,"['Comedy', 'Romance']",,,3 min. per ep.,G - All Ages,[],#17564,#20837,238,1,,"Dase! Ikevo Gakuen is an original anime produced by the ESP College of Entertainment Fukuoka Department of Voice Acting, in collaboration with Takashi Taniguchi. Set in Ikevo Academy, we follow the comedic love story of a young man aspiring to become a voice actor. In the spirit of promoting voice acting education, members of the general public auditioned to voice the characters in the show.",[],Dase! Ikevo Gakuen,"Dase! Ikebo Gakuen, Cheer up! Ikevo Academy",,,
177,レペゼン地球コラボアニメ,Represent Chikyuu Collaboration Anime,,,,['ONA'],2,Finished Airing,"Mar 5, 2019 to Aug 19, 2019",,,"None found,","None found,","None found,",Original,,,,3 min. per ep.,PG-13 - Teens 13 or older,[],#21348,#21067,226,0,,Animated web videos by Takashi Taniguchi for the music and YouTuber group Represent Chikyuu.,[],Represent Chikyuu Collab Anime,,,['Comedy'],
178,梦幻书院,Dream Academy,,,,['ONA'],14,Finished Airing,"Mar 30, 2019 to Jun 22, 2019",,,"None found,","None found,",['Painting Dream'],Game,"['Comedy', 'Fantasy']",,,2 min. per ep.,None,[],#20157,#21084,225,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Menghuan Shuyuan: Youxue Ji', '']",Menghuan Shuyuan,,,,
179,ケシっこ,Keshiko,,,,['ONA'],Unknown,Currently Airing,"Jan 7, 2019 to ?",,,['Kamio Japan'],"None found,","None found,",Original,,,['Kids'],1 min.,G - All Ages,[],#19391,#21031,227,0,,"Keshikko is Kamio Japan's new character line. Based in a stationary world, these are animals that live in erasers (keshigomu).",[],Keshikko,,['Music'],,
180,博多バスターミナル吾郎,,,,,['ONA'],4,Finished Airing,"Mar 31, 2019 to Jan 30, 2020",,,"None found,","None found,","None found,",Original,,,,3 min. per ep.,PG - Children,[],#18381,#21192,218,0,,"Absurd web series by Takashi Taniguchi for the Hakata Bus Terminal in Fukuoka, Japan.",[],Hakata Bus Terminal Gorou,,,['Comedy'],
181,中通りく アニメーション 非常用持ち出し袋を用意しよう,,,,,['ONA'],1,Finished Airing,"Mar 11, 2019",,,['Vanikey'],"None found,",['Ekakiya'],Original,,,,4 min.,G - All Ages,[],#20537,#21287,213,0,,"For the 8th anniversary of the Great East Japan Earthquake, Fukushima Prefecture support character Nakado Riku and her friends teach us how to prepare an earthquake survival kit.",[],Nakado Riku Animation: Hijouyou Mochidashi Bukuro wo Youi Shiyou,,,['Slice of Life'],
