,Synonyms,Japanese,English,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Genre,Themes,Spanish,Demographics
118,"DOGS, Dogs: Bullets and Carnage, Dogs: Stray Dogs Howling in the Dark",ドッグズ／バレッツ＆カーネイジ,,,['OVA'],4,Finished Airing,"May 19, 2009 to Jul 17, 2009",,,"['Atelier Musa', 'Shueisha', 'Omnibus Promotion']","None found,",['David Production'],['Manga'],"['Action', 'Drama', 'Sci-Fi']",,['Seinen'],15 min. per ep.,R - 17+ (violence & profanity),7.28,#2924,#2945,"62,686",248,29380,"It is sometime in the future, where a certain European city extends far underground, even secret, dark levels that have the key to the past. Ex-assassin Mihai has returned and is living with Kiri, who now runs a restaurant. Sword-wielding Naoto, Haine (white hair), a mysterious product of genetic engineering and his sometime partner Badou (eyepatch). (Source: ANN)","['Adaptation (Manga) Dogs: Stray Dogs Howling in the Dark', 'Adaptation (Manga) Dogs: Bullets & Carnage']",Dogs: Bullets & Carnage,,,"['Adult Cast', 'Gore', 'Organized Crime']",,
119,,百日の薔薇,Maiden Rose,,['OVA'],2,Finished Airing,"May 29, 2009 to Oct 23, 2009",,,['On-Lead'],"None found,",['PrimeTime'],['Manga'],"['Boys Love', 'Drama', 'Erotica']",['Adult Cast'],,24 min. per ep.,R+ - Mild Nudity,6.47,N/A,#4018,"34,742",85,18705,"Two soldiers from warring countries are bound by a pledge as master and servant. Taki Reizen is a Commander of sublime beauty, shouldering the fate of his nation. Called ""Mad Dog"" because of his rough temperament, Klaus has sworn his loyalty to him as a knight. Despite this, those around them are cold and disapproving, full of various misgivings. For all their genuine feelings, what will come of love made cruel by the violence of war?","['Adaptation (Manga) Hyakujitsu no Bara', '']",Hyakujitsu no Bara,,,,,
120,"Minami-ke OVA, Minami-ke OAD",みなみけ べつばら,,,['OVA'],1,Finished Airing,"Jun 23, 2009",,,"None found,","None found,",['asread.'],['Manga'],"['Comedy', 'Slice of Life']",['CGDCT'],['Seinen'],25 min.,PG-13 - Teens 13 or older,7.48,#2023,#4296,"30,205",10,15771,"Valentine's Day is approaching; Hosaka is still trying to express his love to Haruka by cooking, cross-dressing Mako-chan fears to be found out, Kana-""sensei"" teaches the other girls how to ""win"" Valentine's Day, and Fujioka is desperately trying to receive Kana's chocolate.","['Adaptation (Manga) Minami-ke', '']",Minami-ke Betsubara,,,,,
121,,デンゼルを中心としたオリジナルアニメ,,,['OVA'],1,Finished Airing,"Apr 16, 2009",,,['Square Enix'],"None found,",['A-1 Pictures'],Novel,"['Action', 'Fantasy']",['Super Power'],,28 min.,PG-13 - Teens 13 or older,7.08,#3996,#4537,"26,978",11,13474,"After the three-pronged conflict between tyrannical electric company Shinra, rebel group Avalanche, and the maniacal Sephiroth, the damaged planet slowly heals its wounds. A rural town dubbed Edge sprouts up on the outskirts of Midgar's ruins. Reeve Tuesti, former Head of Urban Development at Shinra, interviews a young boy named Denzel for potential membership in Reeve's World Regenesis Organization, a group devoted to the restoration and protection of the planet. Denzel recounts his tragic history to Reeve, detailing how the aftermath of the heroic Avalanche's actions laid waste to Midgar and took the lives of everyone the boy knew. Through reminiscing to Reeve, Denzel discovers a newfound purpose. [Written by MAL Rewrite]","['Adaptation (Light Novel) Final Fantasy VII: On the Way to a Smile', '']",Final Fantasy VII: On the Way to a Smile - Episode: Denzel,,,,,
122,Isshoni Training: Training with Hinako,いっしょにとれーにんぐ,,Training with Hinako,['OVA'],1,Finished Airing,"Apr 24, 2009",,,['Primastea'],"None found,",['Studio Hibari'],Original,"['Sports', 'Ecchi']",,,24 min.,PG-13 - Teens 13 or older,4.72,#13504,#4854,"22,953",41,10974,"""First muscle training animation ever,"" a 16-year-old girl named Hinako leads exercises in push-ups, sit-ups, and squats. Hinako was once a human, but she was turned into an anime character when she was a second-year middle-school student. (Source: ANN)",[],Issho ni Training: Training with Hinako,Training mit Hinako,,,,
123,"Utawareru Mono OVA, The One Being Sung OVA",OVA うたわれるもの,Utawarerumono OVA,,['OVA'],3,Finished Airing,"Jun 5, 2009 to Jun 23, 2010",,,['Frontier Works'],['Sentai Filmworks'],['Chaos Project'],Visual novel,"['Action', 'Comedy', 'Fantasy']",,,29 min. per ep.,R+ - Mild Nudity,7.17,#3555,#4911,"22,267",13,9765,A three part OVA of Utawarerumono. The animation work will be done by the same staff that did the opening of the game the show was based on. The story will cover parts that weren't shown in the anime series. (Source: Moon Phase),[],Utawarerumono OVA,,,,,
124,,名探偵コナン～10年後の異邦人[ストレンジャー]～,Detective Conan OVA 09: The Stranger in 10 Years...,,['OVA'],1,Finished Airing,"Jun 17, 2009",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",['Detective'],['Shounen'],22 min.,PG-13 - Teens 13 or older,7.90,#817,#4972,"21,719",15,11229,"This OVA takes place ten years in the future and chronicles the possible events if Conan Edogawa and Ai Haibara do not take the antidote to APTX 4869 and grow up alongside their friends Genta, Mitsuhiko, and Ayumi, while still maintaining their detective endeavors.",[],Meitantei Conan OVA 09: 10-nengo no Stranger,,,,,
125,Tennis no Ouji-sama OVA Another Story: Kako to Mirai no Message,テニスの王子様　OVA ANOTHER STORY ～過去と未来のメッセージ,The Prince of Tennis: Another Story - Messages From Past and Future,,['OVA'],4,Finished Airing,"May 26, 2009 to Sep 25, 2009",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Shueisha']","None found,",['M.S.C'],['Manga'],,['School'],['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.58,#1639,#5582,"16,126",22,7326,1. Naniwa no Oujisama: Zenpen 2. Fuun Shounen Atobe 3. Naniwa no Oujisama: Kouhen 4. Rikkai Retsuden: Ouja ni Idomu Hangyakuji,"['Prequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen - Final', 'Sequel (OVA) Tennis no Oujisama: Another Story II - Ano Toki no Bokura']",Tennis no Oujisama: Another Story - Kako to Mirai no Message,,['Sports'],,,
126,"The Dark Knight Ingrid, Taimanin Murasaki",魔界騎士イングリッド,Hell Knight Ingrid,,['OVA'],4,Finished Airing,"Jun 26, 2009 to Aug 27, 2010",,,['Pixy'],"None found,",['Anime Antenna Iinkai'],Visual novel,"['Fantasy', 'Hentai']",,,29 min. per ep.,Rx - Hentai,6.93,N/A,#5719,"15,189",204,5915,"Dark existences were secretly invading Tokyo, the diabolic city. Behind the success of ninjas of justice called Taimanin, the darkness starts the action... Hell knight Ingrid revealed the betrayal of a diabolic doctor, Sabato Kiryuu, who has belonged to a group of darkness, Kanomado. She follows after him who managed to escape from the spot. However, she gets the counterattack from Kiryuu in a certain hideous church and becomes captive. With vengeance, Kiryuu tries to destroy Ingrid's noble soul and decoy her boss, Edwin Black the vampire, into coming to save her. He encourages a group of monsters who have the desire for revenge against Ingrid to disgrace her body... (Source: DLsite)","['Prequel (OVA) Taimanin Asagi', 'Sequel (OVA) Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi', 'Adaptation (Light Novel) Taimanin Murasaki: Kunoichi Kairai Dorei ni Otsu', '']",Makai Kishi Ingrid,,,"['Martial Arts', 'Mythology']",,
127,Detective Conan Movie 13 Side-Story OVA,名探偵コナン Magic File 3 新一と蘭 麻雀牌と七夕の思い出,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,,['OVA'],1,Finished Airing,"Apr 18, 2009",,,"None found,","None found,",['TMS Entertainment'],['Manga'],,,['Shounen'],20 min.,PG-13 - Teens 13 or older,7.42,#2258,#6084,"12,852",14,5826,Another Shinichi and Ran pre-story.,[],Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,,['Mystery'],,,
128,,ストレッタ THE ANIMATION,,,['OVA'],2,Finished Airing,"May 29, 2009 to Jul 31, 2009",,,['Pink Pineapple'],"None found,",['Maboroshi Koubou'],['Manga'],,,,27 min. per ep.,Rx - Hentai,6.90,N/A,#6445,"11,163",50,4805,"Ruma is the most beautiful and popular girl on school, she acts nice and polite with her classmates and friends, but she has a side that almost every male student knows and that is that she has the perfect sex body and she likes to have sex with any student she wants, where she wants and when she wants. Actually she only feeds with the sperm of her sexual encounters. The couples from Stringendo & Accelerando also appear in this OVAs and are Stretta's photo-targets so she can masturbate later with their sexual encounters. (Source: ANN)","['Adaptation (Manga) Stretta', '']",Stretta The Animation,,['Hentai'],,,
129,Prison Battleship,監獄戦艦,,,['OVA'],4,Finished Airing,"May 23, 2009 to Dec 30, 2010",,,['Pixy'],"None found,",['Anime Antenna Iinkai'],Visual novel,,,,27 min. per ep.,Rx - Hentai,6.91,N/A,#6530,"10,848",168,4160,"Lieri Bishop, an up-and-coming New Solars Commander and her aide, Major Naomi Evans board a battleship to earth to report the Neo Terrors' crimes to the Universal Federeation. The captain of the ship who is of the Neo Terrors, Donny Bogan, has had a grudge on them since four years ago when they had sabotaged a kidnapping mission on earth and got him arrested. So he has his chance and brainwashes them. Now when the lights change in the battleship, their personalities switches to one that suits the crew and thats when the ""sexual"" party begins...","['Adaptation (Light Novel) Kangoku Senkan: Hidou no Sennou Kaizou Koukai', '']",Kangoku Senkan,,['Hentai'],,,
130,Koihime†Musou OVA,"恋姫†無双 群雄, 生徒会長の座を狙って相争うのこと ~あと, ポロリもあるよ!~",,,['OVA'],1,Finished Airing,"Apr 1, 2009",,,['Marvelous Entertainment'],['Sentai Filmworks'],['Doga Kobo'],Visual novel,"['Comedy', 'Fantasy', 'Ecchi']",['School'],,29 min.,R+ - Mild Nudity,6.59,#6543,#6549,"10,757",2,5020,"OVA of Koihime Musou in a school environment, where factions of 4 individuals fight off in school athletic events to obtain the positions of Student Council seats.","['Sequel (OVA) Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!', '']","Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",,,,,
131,,ゆるめいつ,,,['OVA'],1,Finished Airing,"Apr 24, 2009",,,"['Indeprox', 'Takeshobo', 'indigo line']","None found,","None found,",['4-koma manga'],"['Comedy', 'Slice of Life']",,['Seinen'],37 min.,PG-13 - Teens 13 or older,6.33,#8115,#7659,"7,328",3,3430,"After graduating high school, Yurume Aida joins the ranks of ""ronin,"" students taking an extra year to prepare for college entrance exams. She decides to move from her rural hometown to Tokyo, hoping to take advantage of the cram schools and get a taste of city life. However, the country girl is shocked to learn that her boarding house, the Maison du Wish, is much less glamorous than she had imagined. As Yurume joins her neighbors and fellow ronin in scraping by with their meager funds, she finds a place in her community—even if she rarely ends up studying. [Written by MAL Rewrite]","['Sequel (OVA) Yurumates wa?', 'Adaptation (Manga) Yurumates']",Yurumates,,,,,
132,Hitoriga Counseling,独蛾 THE ANIMATION,,,['OVA'],4,Finished Airing,"Jun 26, 2009 to Sep 22, 2010",,,['Pink Pineapple'],"None found,","['Office Take Off', 'Cafe de Jeilhouse']",['Manga'],,,,28 min. per ep.,Rx - Hentai,6.22,N/A,#7825,"6,954",18,2540,"On the train to school one day, Shirakawa Sumire is molested. However, when she confides in teacher Takahashi, the nightmare escalates... (Source: AniDB)","['Adaptation (Manga) Hitoriga', '']",Hitoriga The Animation,,['Hentai'],,,
133,,恥熱カルテ The Devilish Cherry,,,['OVA'],2,Finished Airing,"Jun 26, 2009 to Jul 31, 2009",,,"None found,","None found,",['Suzuki Mirano'],['Manga'],,,,29 min. per ep.,Rx - Hentai,6.53,N/A,#8010,"6,555",15,2158,"Chinetsu Karte is a tale about a young man who seduces the very beautiful nurse assigned to his room while he's in the hospital. He soon has her coming back again and again until she becomes his sex slave. In time, he makes a move on other nurses and even on one of the female doctors in the hospital until they, too, come under his spell. (Source: AniDB)","['Adaptation (Manga) Chinetsu Karte', '']",Chinetsu Karte: The Devilish Cherry,,['Hentai'],,,
134,"ToHeart 2: Another Days Plus, To Heart 2: Another Days Plus, ToHeart2adplus",ToHeart2 adplus,,,['OVA'],2,Finished Airing,"Apr 24, 2009 to Oct 7, 2009",,,['Frontier Works'],"None found,",['Chaos Project'],Visual novel,,,,28 min. per ep.,PG-13 - Teens 13 or older,6.69,#5986,#8035,"6,506",9,2446,"Volume 1 Silfa the robot maid is currently working at Takaaki's house. However, she seems to have a little trouble with her duties as part of it involves going out in public to buy groceries, and she's a bit ""shy"" in a sense. But when it comes to Haruka Yuzuhara's special curry, she'll do what she has to in order to make this special dish for Takaaki. And that includes some competition from Milfa (Harumi). Volume 2 Involves summer, swimsuits and photography. (Source: AniDB)","['Prequel (OVA) To Heart 2 AD', 'Sequel (OVA) To Heart 2 Adnext', 'Adaptation (Manga) To Heart 2: Another Days', '']",To Heart 2 AD Plus,,['Romance'],,,
135,Mesu Kyoshi Injoku no Kyoshitu,牝教師 淫辱の教室,,,['OVA'],3,Finished Airing,"Jun 25, 2009 to May 21, 2010",,,"['Milky Animation Label', 'MS Pictures']",['Kitty Media'],['Anime Antenna Iinkai'],Visual novel,,,,27 min. per ep.,Rx - Hentai,6.29,N/A,#8152,"6,293",11,2006,"Based on the adult game by Bishop. Toudou Miyuki and Sanada Eiji are teachers in the same school and lovers. They had decided that they would preserve their chastity until they are married. However, Miyuki is assaulted and loses her virginity to Takuya, Eiji's step-brother. Furthermore, it doesn't stop there as Takuya turns his attention on the other female teachers one after the other. (Source: hanime)","['Adaptation (Light Novel) Mesu Kyoushi: Injoku no Kyoushitsu', '']",Mesu Kyoushi: Injoku no Kyoushitsu,,['Hentai'],,,
136,,きみはぐ,Forbidden Love Club,,['OVA'],2,Finished Airing,"May 25, 2009 to Aug 25, 2009",,,"['Milky Animation Label', 'MS Pictures']",['Kitty Media'],['Studio Soul'],Visual novel,,,,29 min. per ep.,Rx - Hentai,6.66,N/A,#8320,"5,967",6,2307,"The main character is in his second year of high school. One day, he falls in love with Kasumi, who has just moved to his school. But he is too shy to talk to her. Minami, his childhood friend, advises him to join the ""Love Club"". This club is to help the students who are in love take action. He immediately joins it, and Kasumi also joins the club. It seems she is in love with someone but has no courage to tell her love to him. He is happy to become friends with Kasumi, but she loves someone else.... (Source: ErogeShop)",[],Kimihagu,,['Hentai'],,,
137,"Hunting for Bakunyuu Maids, Bakunyuu Maid Gari",爆乳メイド狩り,,,['OVA'],2,Finished Airing,"Apr 24, 2009 to Jul 24, 2009",,,"['Hot Bear', 'Mediabank']","None found,",['Studio Ten Carat'],Original,,,,29 min. per ep.,Rx - Hentai,6.24,N/A,#8452,"5,790",29,1916,"Miwako Shirasaki is hired by her schoolmate Ai to work by her side at a maid cafe. But none of them know that somewhere in Akihabara an underground organisation called ""Maid masters"" abduct young waitresses to confine and rape them...","['Adaptation (Doujinshi) Bakunyuu Maid Kari', '']",Bakunyuu Maid Kari,,['Hentai'],,,
138,,COBRA THE ANIMATION タイム・ドライブ,,,['OVA'],2,Finished Airing,"Apr 24, 2009 to Jun 26, 2009",,,"None found,",['Sentai Filmworks'],['Magic Bus'],['Manga'],"['Action', 'Adventure', 'Sci-Fi']",,['Shounen'],28 min. per ep.,R+ - Mild Nudity,6.83,#5182,#8903,"5,054",5,2244,Lady has disappeared so Cobra must dive into her past to save her. This is the story of who Lady used to be and how she got that metal body.,"['Prequel (OVA) Cobra The Animation: The Psycho-Gun', 'Sequel (TV) Cobra The Animation', 'Adaptation (Manga) Cobra: Time Drive', '']",Cobra The Animation: Time Drive,,,"['Adult Cast', 'Space']",,
139,"Cartagra: Disease of Moon Confusion, Karutagura ~Tsuki Kyou Ino Byou~",カルタグラ ツキ狂イノ病,,,['OVA'],2,Finished Airing,"Apr 25, 2009 to Jun 25, 2009",,,"['Milky Animation Label', 'MS Pictures', 'Innocent Grey']","None found,",['Blue Cat'],Visual novel,,,,31 min. per ep.,Rx - Hentai,5.69,N/A,#9149,"4,673",7,1520,"The hero of this story is Takashiro Shugo. An ex-police officer that is now unemployed and freeloading at a brothel. From time to time he takes on detective work from his former superior. As the story starts off, a missing persons case is dumped onto him. The person he is supposed to find is Kohzuki Yura. A girl he had an intimate relationship with before being sent off to war. While all this is being played out, a series of brutal killings occur in the background. As they strike closer to home, Shugo is no longer able to turn a blind eye and is dragged into the spiraling web of events. (Source: VNDB)","['Adaptation (Light Novel) Cartagra: Tsuki Gurui no Yamai', '']",Cartagra: Tsuki Gurui no Yamai,,['Hentai'],,,
140,,ravex in Tezuka World,,,['OVA'],1,Finished Airing,"Apr 29, 2009",,,['Avex Entertainment'],"None found,","None found,",Unknown,,,,18 min.,G - All Ages,5.61,#11764,#12516,"1,645",1,631,"As ""another story"" set after the end of the original manga, this what-if ""Return"" plot depicts what happens to the title character after his final act to save Earth. After drifting in space, the robot boy is rescued by the three members of ravex, and he is miraculously revived — not by Tezuka's Black Jack surgeon character, but by ""Space Jack."" The newly evolved robot boy will be named ""Ratom."" The Princess Knight and other Tezuka characters will appear in this all-new story. Musical artists BoA, Maki Goto, Anna Tsuchiya, Tohoshinki, and TRF are contributing to the album, and an event is planned at Tokyo's National Museum of Emerging Science and Innovation on April 10. The album marks Avex's 20th anniversary and what would have been Tezuka's 80th birthday. (Source: ANN)",[],Ravex in Tezuka World,,,"['Music', 'Space']",,
141,,珍遊記　～太郎とゆかいな仲間たち～,,,['OVA'],3,Finished Airing,"Jun 12, 2009 to Aug 7, 2009",,,"['Panda Factory', 'Liverpool', 'Shueisha']","None found,","None found,",Unknown,,,,40 min. per ep.,PG-13 - Teens 13 or older,[],#17313,#16951,511,1,,"A violent, trouble-making kabuki player joins a traveling monk, who happens to be have been transformed into a monkey by a curse, on a colorful journey west to ancient southern Asia. (Source: Animesonfire)","['Adaptation (Manga) Chinyuuki: Tarou to Yukai na Nakama-tachi', '']",Chinyuuki: Tarou to Yukai na Nakama-tachi,,['Comedy'],,,
142,,サンリオぽこあぽこ シナモンの おうちでチャレンジ,,,['OVA'],1,Finished Airing,"Jun 16, 2009",,,['Sanrio'],"None found,","None found,",Original,,,['Kids'],42 min.,PG - Children,[],#13930,#20543,256,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sanrio Pokoapoko Cinnamon no Ouchi de Challenge,,,,,
143,,サンリオぽこあぽこ シナモンの みんなともだち,,,['OVA'],1,Finished Airing,"Jun 16, 2009",,,['Sanrio'],"None found,","None found,",Original,,['Educational'],['Kids'],46 min.,PG - Children,[],#13929,#20823,240,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sanrio Pokoapoko Cinnamon no Minna Tomodachi,,,,,
144,,サル太郎 地震には負けないぞ！ ～地震への備え大作戦～,,,['OVA'],1,Finished Airing,"Jun 25, 2009",,,"None found,","None found,","None found,",Unknown,,['Educational'],['Kids'],15 min.,G - All Ages,[],#13943,#21091,225,0,,An educational earthquake disaster safety video for kids.,[],Saru Tarou Jishin ni wa Makenai zo!: Jishin e no Sonae Dai Sakusen,,['Drama'],,,
145,Tengen Toppa Gurren Lagann Movie 2,劇場版 天元突破グレンラガン 螺巌篇,Gurren Lagann The Movie: The Lights in the Sky are Stars,,['Movie'],1,Finished Airing,"Apr 22, 2009",,,['Aniplex'],['Aniplex of America'],['Gainax'],Original,"['Action', 'Sci-Fi']",,,2 hr. 5 min.,R+ - Mild Nudity,8.59,#102,#1152,"225,981","1,108",106752,"Humans have enjoyed their lavish, peaceful, and prosperous lives for seven years since the day the almighty Spiral King was defeated—the day they reclaimed their homeland, Earth. However, the boon of this lifestyle leaves them unprepared when an unknown, hostile threat arises due to the ever-growing human population. This calamity is the Anti-Spiral—a fearsome enemy with unparalleled power. As the Spiral King's prognosis postulating the destruction of ""The Spiral's World"" begins to come true, the pieces are in place, and Team Dai-Gurren is ready. With his late brother's hope to see a better future for mankind, Simon—along with Nia Teppelin and the rest of the team—is determined to overthrow the mighty Anti-Spiral in order to revive humanity's lost hope. [Written by MAL Rewrite]","['Prequel (Movie) Tengen Toppa Gurren Lagann Movie 1: Gurren-hen', '']",Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,,,"['Mecha', 'Space', 'Super Power']",Gurren Lagann Película II: Las Luces en el Cielo son Estrellas,
146,,名探偵コナン漆黒の追跡者(チェイサー),Detective Conan Movie 13: The Raven Chaser,Detective Conan Film 13: Le Chasseur Noir de Jais,['Movie'],1,Finished Airing,"Apr 18, 2009",,,['Shogakukan-Shueisha Productions'],"None found,","['Tokyo Movie Shinsha', 'TMS Entertainment']",['Manga'],"['Action', 'Mystery']",['Detective'],['Shounen'],1 hr. 51 min.,PG-13 - Teens 13 or older,8.20,#389,#2962,"62,150",77,35060,"Kudou Shinichi is living his life as Edogawa Conan, but those days seem like they might end pretty soon. The Black Syndicate is coming dangerously close to learning the truth about Shinichi having survived. Conan and everybody around him may end up dead if he doesn't manage to find Irish—a member of the Black Organization who has infiltrated the police forces, currently investigating a big serial murder case.","['Adaptation (Manga) Meitantei Conan: Shikkoku no Chaser', '']",Meitantei Conan Movie 13: Shikkoku no Chaser,Detektiv Conan Film 13: Der nachtschwarze Jäger,,,Detective Conan Película 13: El Perseguidor Negro,
147,"Eureka Seven Movie, Psalms of Planets Eureka Seven: Pocket Full of Rainbows",交響詩篇エウレカセブン ポケットが虹でいっぱい,"Eureka Seven - good night, sleep tight, young lovers","Eureka Seven Le Film - Good Night, Sleep Tight, Young Lovers",['Movie'],1,Finished Airing,"Apr 25, 2009",,,['Fonishia'],"['Funimation', 'Bandai Entertainment']","['Bones', 'Kinema Citrus']",Original,"['Adventure', 'Romance', 'Sci-Fi']",['Mecha'],,1 hr. 55 min.,PG-13 - Teens 13 or older,7.12,#3785,#3474,"46,268",101,23330,"Renton, son of scientists, and Eureka, a girl who can't live under the sun, are raised together when very young and become very attached to each other. One day, Eureka is taken away. Powerless at the time, Renton vows to rescue her. He enters the military and is soon is assigned to the Independent Youths Unit 303 of the First Mobile Forces thanks to his exceptional performance alongside his Nirvash, a bio-mechanical armor/control system. Unknown to Renton, lies a plot to extinguish the alien invasion that is currently happening involving not only him, but Eureka too. (Source: ANN)",[],Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,"Eureka Seven der Film - Good Night, Sleep Tight, Young Lovers",,,,
148,"Pervyi Otryad, Первый Отряд",ファーストスクワッド,First Squad: The Moment of Truth,,['Movie'],1,Finished Airing,"May 13, 2009",,,"None found,","['Anchor Bay Films', 'Manga Entertainment']",['Studio 4°C'],Original,"['Action', 'Supernatural']",,,1 hr.,R - 17+ (violence & profanity),5.93,#10278,#3644,"42,542",56,20800,"As the Second World War rages on throughout Europe and the German forces advance closer to Moscow, the days of the Soviet Union seem numbered. Their only hope is the First Squad, a special unit operating within the Soviet intelligence service that consists of teenagers possessing supernatural abilities. However, the unit's sole surviving member Nadya Ruslanova suffers from memory loss and is unlikely to take part in any combat operation. The next Moment of Truth—an event that happens once every 700 years, when the actions of a single man can change the entire course of history—is rapidly approaching the Eastern Front. In hopes of breaking the stalemate at the frontlines, a German occult organization called Ahnenerbe plans to summon Baron von Wolff, a medieval knight from the Northern Crusades, and his undead army from the underworld. To prevent this from happening, First Squad must gather once again, and it is up to Nadya to bring back her deceased friends to stop the Nazis from taking over the world. [Written by MAL Rewrite]",[],First Squad: The Moment of Truth,First Squad: Moment der Wahrheit,,"['Historical', 'Military', 'Super Power']",,
149,"Munto Movie, Munto Finale, Last War of Heavenloids and Akutoloids, Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai Movie",天上人とアクト人最後の戦い,,,['Movie'],1,Finished Airing,"Apr 18, 2009",,,"None found,","None found,",['Kyoto Animation'],Original,"['Action', 'Fantasy', 'Supernatural']",['Super Power'],,1 hr. 30 min.,PG-13 - Teens 13 or older,7.06,#4104,#7253,"8,441",9,2727,"A movie finale to Munto, a director's cut of the climactic scenes with new footage.",[],Tenjoubito to Akutobito Saigo no Tatakai,,,,,
150,,宮本武蔵 ―双剣に馳せる夢―,Musashi: The Dream of the Last Samurai,,['Movie'],1,Finished Airing,"Jun 13, 2009",,,"None found,","None found,",['Production I.G'],Unknown,,,,1 hr. 12 min.,R - 17+ (violence & profanity),6.33,#8090,#7761,"7,085",7,1869,"The film's story centers on Musashi Miyamoto, one of the most famous swordsmen in Japanese history. He pioneered the Hyouhou Niten Ichi-ryuu style of two-sword fighting and wrote The Book of Five Rings, a book that has been compared to Sun Tzu's The Art of War for its insight on tactics and strategy.",[],Miyamoto Musashi: Souken ni Haseru Yume,,['Action'],"['Historical', 'Martial Arts', 'Samurai']",,
151,"Eiga Crayon Shin-chan: Otakebe! Kasukabe Yasei Oukoku, Crayon Shin-chan: Roar! Kasukabe Animal Kingdom",クレヨンしんちゃん オタケベ!カスカベ野生王国,,,['Movie'],1,Finished Airing,"Apr 18, 2009",,,"['TV Asahi', 'Futabasha']","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,['Seinen'],1 hr. 36 min.,G - All Ages,6.84,#5120,#9138,"4,687",5,2409,"Comical action adventure film including a caricature of radical ecoactivism and theme of bond between mother and children. The new mayor of Futaba Town, Kasukabe-City, Saitama Prefecture, Mamoru Shizan promotes ecology activities, but his true identity is the leader of an eco-terrorist organization ""SKBE: Save Keeping Beautiful Earth"", and he launches a plan to transform human into animals by making them take a drink to change into animals. By taking the drink, Shinnosuke's father, Hiroshi changes into a chicken, and his mother changes into a panther. With a mystery woman Victoria, the Nohara Family and half-animalized members of Kasukabe Defense Forces fight against SKBE to stop Shizen's plan. (Source: Manabu Tsuribe)","['Prequel (Movie) Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha', 'Sequel (Movie) Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome']",Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,,,,Shin Chan Película 17: Esto es una Animalada,
152,,バトン,,,['Movie'],3,Finished Airing,"Apr 28, 2009 to Sep 27, 2009",,,"None found,","None found,","None found,",Original,"['Adventure', 'Sci-Fi']",,,20 min. per ep.,PG-13 - Teens 13 or older,5.67,#11505,#10747,"2,835",0,846,"Project to mark Yokohama City's 150th anniversary. On Planet Abel, humans and robots co-exist. One day a mysterious stowaway on a transport vessel tries to invade the planet, but is discovered by Apollo (Hayato Ichihara), a robot that looks like a human; and Mikaru (Aya Ueto), a human that looks like a robot. The stowaway had in his possession a memory chip containing the latest in camouflage software, the mysterious ""Cipher"" OS. Apollo takes the Cipher chip simply for fun, but has no idea what he's getting himself into. He suddenly starts acting strange, but Mikaru has no idea what's wrong or that Cipher is behind it. What exactly is Cipher? What sort of secrets does it hold? Apollo and Mikaru will unravel a mystery encompassing the past, present, and future to find out. (Source: Nippon Cinema)",[],Baton,,,,,
153,,アニマルダンス,,,['Movie'],1,Finished Airing,"Jun 9, 2009",,,"None found,","None found,","None found,",Original,,['Music'],,5 min.,PG - Children,4.77,#13454,#13488,"1,236",1,610,"A myriad of shadows resembling humans, animals and bacteria constantly move and merge with each other, while piano music plays in the background. (Source: AniDB)",[],Animal Dance,,['Avant Garde'],,,
