,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Synonyms,Demographics
20,邪神ちゃんドロップキック,Dropkick On My Devil!,Dropkick on My Devil!,¡Patada Voladora a mi Demonio!,Dropkick on My Devil!,['TV'],11,Finished Airing,"Jul 10, 2018 to Sep 17, 2018",['Summer 2018'],Tuesdays at 01:05 (JST),"['BS Fuji', 'Strawberry Meets Pictures', 'Hokkaido Cultural Broadcasting', 'Kanetsu Investment', 'BookLive', 'ibis Capital Partners', 'Global Solutions', 'Y&N Brothers']","None found,",['Nomad'],['Web manga'],"['Comedy', 'Supernatural']","['Gag Humor', 'Mythology']",,23 min. per ep.,PG-13 - Teens 13 or older,7.05,#4141,#1813,"132,244",482,46087,"The demon Jashin-chan has been summoned to Earth by Yurine Hanazono, a girl with a knack for the occult. Unfortunately, Yurine does not actually know how to send Jashin-chan back to Hell. Now stuck on Earth, she must live at Yurine's apartment as her familiar. The only way for Jashin-chan to return would be to kill her summoner, but this is easier said than done for the incompetent demon. Since Jashin-chan is immortal and can regenerate her body, Yurine does not hold back in attacking her with a range of weapons, punishing her in gruesome manners for her evil schemes. Jashin-chan is also often visited by her demon friends: the kindhearted Gorgon Medusa and the energetic minotaur Minosu, who seem much more well-behaved in contrast, and disapprove of her plans to kill Yurine. Jashin-chan Dropkick is a comedy focusing on these two reluctant roommates and their bizarre antics as they get by with their cat-and-mouse relationship. [Written by MAL Rewrite]","['Sequel (ONA) Jashin-chan Dropkick Episode 12', 'Adaptation (Manga) Jashin-chan Dropkick']",Jashin-chan Dropkick,,,False God My Dropkick,
21,ちおちゃんの通学路,Chio's School Road,Chio's School Road,Chio's School Road,Chio's School Road,['TV'],12,Finished Airing,"Jul 6, 2018 to Sep 21, 2018",['Summer 2018'],Fridays at 22:00 (JST),"None found,",['Funimation'],['Diomedéa'],['Manga'],,,['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.45,#2171,#1895,"124,484",435,53817,"For the average Japanese high school student, walking to school can be a chore, but for first-year Chio Miyamo, it's always an adventure. Constantly running late due to her long night sessions playing video games, she is forced to come up with new routes to make it to Samejima Private Academy on time. On her many bizarre journeys to school, Chio contends with obstacles like street-blocking detours, overzealous kabaddi players, and befuddled motorcycle gang leaders. But these minor hindrances are no match for the special ops training that Chio, AKA the legendary assassin ""Bloody Butterfly,"" has received from her extensive gaming obsession. Together with her best friends Manana Nonomura and Yuki Hosokawa, Chio will do whatever it takes to avoid her school's harsh penalties for tardiness. [Written by MAL Rewrite]","['Adaptation (Manga) Chio-chan no Tsuugakuro', '']",Chio-chan no Tsuugakuro,,['Comedy'],,
22,はるかなレシーブ,Harukana Receive,,,,['TV'],12,Finished Airing,"Jul 6, 2018 to Sep 21, 2018",['Summer 2018'],Fridays at 21:00 (JST),"['AT-X', 'Houbunsha', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa']",['Funimation'],['C2C'],['Manga'],,,,23 min. per ep.,PG-13 - Teens 13 or older,6.65,#6196,#2005,"115,943",177,43405,"In beach volleyball, there is no room for aces. To achieve victory, each player must find their one, irreplaceable partner that they can rely on in the court of sand. At least, that is what Haruka Oozora learns on her first day in Okinawa after moving in with her grandmother and her cousin Kanata Higa. While touring a nearby beach, Haruka stumbles upon some girls practicing beach volleyball and is quickly invited to join. This friendly practice game suddenly turns into a match when one of the girls, Narumi Tooi, notices Kanata approaching the court. Although the two suffer a devastating defeat, Haruka finally realizes the reason for her cousin’s quiet and distant behavior. Kanata and Narumi used to be an exceptionally talented beach volleyball duo, until Kanata quit due to her short height causing problems for Narumi. Now, with the Junior Tournament just weeks away, Haruka must learn the intricacies of competitive beach volleyball and help Kanata overcome her crippling anxiety towards the sport that she once used to love. [Written by MAL Rewrite]","['Adaptation (Manga) Harukana Receive', '']",Harukana Receive,['Team Sports'],['Sports'],,
23,少女☆歌劇 レヴュースタァライト,Revue Starlight,,,,['TV'],12,Finished Airing,"Jul 13, 2018 to Sep 28, 2018",['Summer 2018'],Fridays at 01:28 (JST),"['Pony Canyon', 'TBS', 'Bushiroad', 'Overlap', 'Nelke Planning', 'APDREAM']",['Sentai Filmworks'],['Kinema Citrus'],Original,,"['Music', 'Performing Arts', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,7.66,#1392,#2331,"92,299","1,569",33027,"As preparations begin for Seishou Music Academy's yearly Seishou Festival, the girls of the 99th class are gearing up to perform their very own rendition of Starlight, the tragic tale of two goddesses drawn together by the glow of the heavens but destined to be pulled apart, never to meet again. Created to foster the next generation of theatrical talent, this girls' only school works to improve the singing, acting, and dancing skills of its students. One student is 16-year-old Karen Aijou, an easygoing girl who has dreamed of performing on stage since she was a child. Her love for theater is further invigorated when her childhood friend Hikari Kagura transfers to Seishou Academy. Through her old friend, Karen stumbles upon a secret elevator leading to a massive theater underneath the school. Hosted by a talking giraffe, this arena serves as a battleground where her classmates participate in duels to determine who among them deserves the title of ""Top Star,"" earning them the right to play one of the lead roles in Starlight. Emboldened by the promise she made with Hikari to someday be stars together, Karen enters these mysterious battles in the hopes of making their dream a reality. [Written by MAL Rewrite]","['Sequel (Movie) Shoujo☆Kageki Revue Starlight Movie', 'Adaptation (Manga) Butai Shoujo☆Kageki Revue Starlight: The Live - Show Must Go On', 'Adaptation (Manga) Shoujo☆Kageki Revue Starlight: Overture', '']",Shoujo☆Kageki Revue Starlight,,['Drama'],Girls'☆Opera Revue Starlight,
24,Fate/EXTRA Last Encore イルステリアス天動説,Fate/Extra: Last Encore - Illustrias Geocentric Theory,Fate/EXTRA Last Encore: Illustrias Tendousetsu,Fate/EXTRA Last Encore: Geocentrismo Ilustre,Fate/EXTRA: Last Encore - Illustre géocentrisme,['TV'],3,Finished Airing,"Jul 29, 2018",['Summer 2018'],Sundays at 19:00 (JST),"None found,",['Aniplex of America'],['Shaft'],Game,"['Action', 'Fantasy']",,,32 min. per ep.,R - 17+ (violence & profanity),6.52,#6975,#2571,"79,050",62,40071,"After defeating the various Floor Masters of the six prior levels, Hakuno Kishinami and Saber arrive at the top floor of the Moon Cell. Their opponent will be Leonardo B. Harwey—the strongest Master in the history of the Holy Grail War and the current fan favorite, following his previous victory. As they reach a field of flowers among floating isles, Hakuno, Saber, and Rin Toosaka come across a hooded man tending to the blossoms. Saber immediately draws her blade before the cloaked figure, who reveals himself as Prince Gawain: the Platinum Saber and Knight of the Round Table. However, when Gawain insists that he has no interest in fighting, the four discuss the infinite possibilities for the Holy Grail, with Hakuno determined to return the Moon Cell to its original form. Their discussion ends with a clangor from afar, ringing through the skies. The threadbare Gawain, knowing its significance, informs the three that not much time remains for their lives. He beckons them towards the final battleground, where the two Sabers shall duel once more to determine the future of mankind. [Written by MAL Rewrite]","['Prequel (TV) Fate/Extra: Last Encore', 'Adaptation (Manga) Fate/Extra']",Fate/Extra: Last Encore - Illustrias Tendousetsu,,,Fate/Extra: Last Encore - Irusterias Ptolemaic Theory,
25,京都寺町三条のホームズ,Holmes of Kyoto,Holmes of Kyoto,Holmes of Kyoto,Holmes of Kyoto,['TV'],12,Finished Airing,"Jul 10, 2018 to Sep 25, 2018",['Summer 2018'],Tuesdays at 02:10 (JST),"['MediaNet', 'AT-X', 'Futabasha', 'Hakuhodo', 'A-Craft', 'Tohan Corporation', 'Crunchyroll SC Anime Fund', 'AQUA ARIS']",['Discotek Media'],['Seven'],Novel,"['Drama', 'Mystery']","['Detective', 'Workplace']",,23 min. per ep.,PG-13 - Teens 13 or older,6.74,#5685,#2816,"67,892",122,25151,"High schooler Aoi Mashiro moved from home six months ago, but her recent breakup has made her want to return to tell off her ex-boyfriend. In need of money for a train ticket, she steals two hanging scrolls from her grandfather's attic and takes them to be appraised at an antique shop in the heart of Kyoto's Teramachi Sanjou shopping district. Little does she know that a fateful encounter awaits her during this visit. Upon entering the shop, Aoi is greeted by Kiyotaka Yagashira, the owner's grandson and a graduate student at Kyoto University. Nicknamed ""Holmes"" for a pun involving his surname, as well as for his incredible deductive skills, Kiyotaka inspects the scrolls that Aoi brought with her. Based on the items she selected to sell, Kiyotaka senses that Aoi possesses great intuition not unlike his own. Seeing her potential and sympathizing with her story, Kiyotaka offers Aoi a part-time job so she can earn the required money herself. Aoi and Kiyotaka begin working together soon after—not only within the antique shop, but also around town whenever the locals ask for help with their various problems. With Kiyotaka's deduction and Aoi's intuition, no case is too tough for this modern-day Holmes and Watson duo! [Written by MAL Rewrite]","['Adaptation (Novel) Kyoto Teramachi Sanjou no Holmes', 'Adaptation (Manga) Kyoto Teramachi Sanjou no Holmes']",Kyoto Teramachi Sanjou no Holmes,,,Holmes at Kyoto Teramachi Sanjo,
26,アンゴルモア 元寇合戦記,Angolmois: Record of Mongol Invasion,Angolmois: Record of Mongol Invasion,Angolmois: Record of Mongol Invasion,Angolmois: Chronique de L'Invasion Mongole,['TV'],12,Finished Airing,"Jul 11, 2018 to Sep 26, 2018",['Summer 2018'],Wednesdays at 00:30 (JST),['HOTZIPANG'],"None found,",['NAZ'],['Web manga'],"['Action', 'Drama']","['Historical', 'Military', 'Samurai']",,23 min. per ep.,R - 17+ (violence & profanity),7.12,#3814,#2941,"62,729",133,27203,"The year is 1274. After conquering most of the known world, the Mongols turn their sights on Japan and their first step on the road to a full invasion of the mainland is taking Tsushima Island. Kuchii Jinzaburou and a group exiles are sent by the Kamakura Shogunate to the island at the request of Princess Teruhi. There they will face overwhelming odds and the fate of Tsushima will be decided!","['Adaptation (Manga) Angolmois: Genkou Kassenki', '']",Angolmois: Genkou Kassenki,,,,
27,プラネット・ウィズ,,,,,['TV'],12,Finished Airing,"Jul 8, 2018 to Sep 23, 2018",['Summer 2018'],Sundays at 22:30 (JST),"['Movic', 'Q-Tec', 'Hakuhodo DY Music & Pictures', 'Medicos Entertainment', 'BS11', 'Bandai Namco Arts']",['Discotek Media'],['J.C.Staff'],Original,"['Action', 'Sci-Fi']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.14,#3702,#3021,"59,578",147,24419,"According to the theories of oneiromancy, dreams of dragons represent the struggle of losing yourself to your own anger. Fittingly, Souya Kuroi wakes up from a nightmare of a massive dragon destroying everything around him in a blaze of rainbow colored light. After being told that he lost his parents and memory in a strange accident, the waking world becomes another nightmare in itself. With this dream being his only memory, he has no choice but to be taken care of by his two strange guardians: the spunky and energetic maid Ginko, and a huge cat known only as ""Sensei."" His new life is turned upside down when the denizens of Saromisaka City are beset by a teddy bear-shaped UFO. When military power proves to be ineffective, seven mysterious people rise up to fight off the monstrosity. These heroes destroy the invader in a flurry of rainbow colored lights, the very same lights that Souya saw in his nightmare. With the alien threat repelled, these seven strangers find themselves facing a new adversary: Souya. Swearing vengeance upon the people who decimated his old life, he begins his crusade against these ""heroes"" and becomes embroiled in a struggle of galactic proportions. [Written by MAL Rewrite]","['Adaptation (Manga) Planet With', '']",Planet With,['Mecha'],,,
28,ムヒョとロージーの魔法律相談事務所,Muhyo & Roji's Bureau of Supernatural Investigation,Muhyo & Roji's Bureau of Supernatural Investigation,Muhyo & Roji's Bureau of Supernatural Investigation,Muhyo & Rôji: Bureau d'investigation des affaires du paranormal,['TV'],12,Finished Airing,"Aug 3, 2018 to Oct 19, 2018",['Summer 2018'],Fridays at 21:30 (JST),"['Sony Pictures Entertainment', 'Lantis', 'Animax', 'Shueisha', 'JY Animation', 'Bandai Namco Arts', 'SKY PerfecTV!']",['Funimation'],['Studio Deen'],['Manga'],"['Mystery', 'Supernatural']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.71,#5864,#3152,"54,833",60,14792,"Are you a victim of unwanted spirit possession? Is there a ghost you need sent up and away...or down to burn for all eternity? If the answer is yes, then you need Muhyo and Roji, experts in magic law. Serving justice to evil spirits is their specialty. (Source: VIZ Media)","['Sequel (TV) Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season', 'Adaptation (Manga) Muhyo to Rouji no Mahouritsu Soudan Jimusho']",Muhyo to Rouji no Mahouritsu Soudan Jimusho,['Mythology'],,,
29,One Room セカンドシーズン,,One Room Zweite Staffel,One Room Temporada 2,One Room Saison 2,['TV'],12,Finished Airing,"Jul 10, 2018 to Sep 24, 2018",['Summer 2018'],Tuesdays at 01:35 (JST),"None found,","None found,",['Zero-G'],Original,,,,4 min. per ep.,PG-13 - Teens 13 or older,6.10,#9388,#3188,"53,682",44,23047,Second season of One Room.,"['Prequel (TV) One Room', 'Prequel (TV Special) One Room: Second Season - Hanasaka Yui no Prologue', 'Sequel (TV) One Room: Third Season', '']",One Room: Second Season,,['Slice of Life'],One Room 2nd Season,
30,兄に付ける薬はない! 2,,,,,['TV'],24,Finished Airing,"Jul 9, 2018 to Dec 17, 2018",['Summer 2018'],Mondays at 21:54 (JST),['Tencent Penguin Pictures'],"None found,","['Fanworks', 'Imagineer']",['Web manga'],,,,3 min. per ep.,PG-13 - Teens 13 or older,7.72,#1245,#3196,"53,428",93,27281,"As always, Shi Miao is tired of her brother's ridiculous antics, and Shi Fen can only hope to escape the clutches of his violent sister. With their friends and classmates in tow, the two continue their dysfunctional relationship as reluctant but devoted siblings. [Written by MAL Rewrite]","['Prequel (TV) Ani ni Tsukeru Kusuri wa Nai!', 'Sequel (TV) Ani ni Tsukeru Kusuri wa Nai! 3', 'Adaptation (Manhua) Kuai Ba Wo Ge Dai Zou', '']",Ani ni Tsukeru Kusuri wa Nai! 2,['School'],['Comedy'],"Please Take My Brother Away 2, Kuai Ba Wo Ge Dai Zou 2",
31,ファントム イン ザ トワイライト,,,Phantom in The Twilight,Phantom in The Twilight,['TV'],12,Finished Airing,"Jul 10, 2018 to Sep 25, 2018",['Summer 2018'],Mondays at 00:30 (JST),['Happy Elements'],"None found,",['LIDENFILMS'],Original,"['Action', 'Supernatural']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.41,#7665,#3290,"50,825",104,15920,"Set in modern day London, the story takes place in a world where ""Shadows"" are born from human fear and anxiety. A young girl arrives to study abroad, only to be caught in a bizarre incident as she enters university. In a city with no acquaintances, the helpless girl wanders into ""Café Forbidden,"" a mysterious café that exclusively opens at midnight. She meets an assortment of handsome men employed at the café, where guardians who protect the boundary between humans and shadow convene. (Source: MAL News)",[],Phantom in the Twilight,['Vampire'],,,
