,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genre,Demographic,French,Theme,German,Spanish,Demographics
104,淫娘 ~いんこ~,The Sleazy Family (2),['OVA'],3,Finished Airing,"Jul 29, 2005 to Nov 18, 2005",,,"['D3', 'White Bear', 'Mediabank']",['Kitty Media'],['Anime Antenna Iinkai'],Original,,,10 min. per ep.,Rx - Hentai,5.65,N/A,#8532,"5,682",4,2103,"The female employees of a hamburger joint are subject to their manager's perversions while on the clock. Lena and Ayaka, both working at the shop, participate in these covert workplace activities while also enjoying each other's company in secret. But when they are caught messing around in the locker room by their manager, he has a special punishment in mind. Responding to the mysterious call from the end of Inbo, the two girls' classmate Masaru soon arrives to help the manager... [Written by MAL Rewrite]","['Prequel (OVA) Inbo', '']",Inko,,['Hentai'],,,,,,
105,大失禁へレナ,Elfen Laid,['OVA'],2,Finished Airing,"Aug 12, 2005 to Nov 11, 2005",,,['Digital Works'],['Kitty Media'],['Y.O.U.C'],Original,,,26 min. per ep.,Rx - Hentai,5.75,N/A,#8678,"5,413",11,2026,"Theodora and Helena are daughters of the royal family of Burgundia, a country known for its courage. Regardless, and unfortunately, the country of Melven invades and succeeds in conquering Burgundia. Theodora and Helena are captured by Melven soldiers who are known to rape female Burgund captives. When Theodora, who thought only herself at first, hears that her sister had also been captured, she initially wants to commit suicide. As time goes on however, she decides to devote herself to the men's desires in order to help her sister.",[],Daishikkin Helena,,['Hentai'],,,,,,
106,人妻x人妻[つまつま],Wife with Wife,['OVA'],2,Finished Airing,"Jul 29, 2005 to Sep 30, 2005",,,['Animac'],['JapanAnime'],['Studio Ten'],Visual novel,,,28 min. per ep.,Rx - Hentai,6.35,N/A,#8970,"4,957",7,1896,"Sakuraba Kotaro succeeded to a little grocery store from his dead father. With help of Nagisha, his mother-in-law, and Nagisa, his sister, he managed to keep the store. One day, a big supermarket, Kaneyu, urged him to deliver the shop. The man in charge of Kaneyu was his brother who had run away from home giving up his father's business. (Source: AnimeNfo)",[],Tsuma Tsuma,Tsuma Tsuma Hitoduma x Hitoduma,['Hentai'],,,,,,
107,魔女っ娘つくねちゃん,,['OVA'],6,Finished Airing,"Aug 24, 2005 to Jan 25, 2006",,,['Starchild Records'],"None found,",['Xebec'],['Manga'],,,13 min. per ep.,R - 17+ (violence & profanity),6.61,#6425,#9609,"4,014",13,1720,"In this surreal comedy, the witch Tsukune-chan travels the countryside doling out just deserts, be they good or bad. (Source: AniDB)","['Adaptation (Manga) Majokko Tsukune-chan', '']",Majokko Tsukune-chan,,['Comedy'],['Seinen'],,['Gag Humor'],,,
108,輪奸学園「やめてっ! …お母さん、見ないで!」,,['OVA'],1,Finished Airing,"Aug 5, 2005",,,"None found,","None found,",['Himajin Planning'],Visual novel,,,27 min.,Rx - Hentai,5.34,N/A,#9951,"3,611",7,1176,Based on the game by Lune loves K.,[],"Rinkan Gakuen: Yamete! ...Okaasan, Minaide!",Gangrape School,['Hentai'],,,,,,
109,自主制作ムービー びんちょうタン,,['OVA'],1,Finished Airing,"Aug 14, 2005",,,['TBS'],"None found,",['Ishikawa Pro'],['Manga'],,"['Iyashikei', 'Music']",4 min.,G - All Ages,6.14,#9166,#10447,"3,097",8,1511,"Binchou-tan wakes up in her tattered wooden hut only to discover that her water barrel is almost empty. She decides to go to the nearby stream, only to find the fast-flowing water to be brown. Walking the path to town, past green fields, Binchou-tan finally reaches an old water pump on the central marketplace, and fills her wooden bucket. On the way home it starts to rain, so she lets the rain fill the bucket to the rim, preparing herself for the next work day. (Source: AniDB)",[],Jishu Seisaku Movie Binchou-tan,"Bincho-Tan OVA, Binchou-tan Jishu Seisaku Movie: Aozora ni Wasure Mono",['Slice of Life'],,,,,,
110,学校の怪談,,['OVA'],10,Finished Airing,"Jul 6, 2005 to Aug 15, 2009",,,"None found,","None found,","['Trinet Entertainment', 'WAO World', 'Studio Ranmaru']",Mixed media,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",,10 min. per ep.,PG-13 - Teens 13 or older,6.37,#7888,#12394,"1,709",3,418,"OVAs included in the August and September issues of Comic Bun Bun between 2005 and 2009. In 2005 and 2006, the anime came on VHS tapes. It switched to DVD in 2007.","['Adaptation (Manga) Gakkou no Kaidan', '']",Gakkou no Kaidan (OVA),,,,,,,,
111,プレイヤーズ,,['OVA'],2,Finished Airing,"Aug 26, 2005 to Nov 25, 2005",,,"['KSS', 'Soft Garage']","None found,",['PPM'],Original,,,27 min. per ep.,R - 17+ (violence & profanity),5.40,#12429,#12573,"1,615",0,556,"It is the year of 2014, Shibuya is independent from Japan, and it becomes an independent nation. It is a town of chaos where only young people are living. The life necessity, such as electricity, water, and food are transported by the pipelines out from the Shibuya. The pipelines are running like cobweb in the sky, the young people in Shibuya looked like bugs trapped in the cobweb. In this city, there are people called ""Prayers"". They earn money by the battle of music. They turn music into electric signals and inject them into brains, and destroy opponents' mind and bodies each others. (Source: AnimeNfo) Originally created as 4-episode-OVA, it was canceled after 2 episodes.",[],Prayers,,['Sci-Fi'],,,,,,
112,とっとこハム太郎ひらがなたんけん,,['OVA'],1,Finished Airing,"Jul 20, 2005",,,"None found,","None found,","None found,",['Manga'],,,35 min.,G - All Ages,6.06,#9637,#15852,650,0,154,An educational Hamtarou video that teaches small hiragana sentences to children.,[],Tottoko Hamtarou: Hiragana Tanken,,,['Kids'],,,,,
113,ふしぎ星の☆ふたご姫姫 まるごとDVD,,['OVA'],1,Finished Airing,"Jul 31, 2005",,,"None found,","None found,",['HAL Film Maker'],['Manga'],"['Comedy', 'Fantasy']",,21 min.,G - All Ages,[],#18056,#17513,459,0,,"An appendix and recap OVA bundled with the September 2005 issue of Youchien, a kindergartner magazine, that is published by the same parent company as Fushigiboshi no☆Futagohime's manga (which ran in the magazine Chao). The OVA's intro starts with an animegao kigurumi of Rein and Fine speaking to the viewer when it then delves into the animated body recapping the series but primarily explaining the mechanics and politics of the world. The OVA ends with the animegao kigurumi again, where the actors dance the same dance as the ED of the anime. The OVA was released in the day after the 18th episode aired.",[],Fushigiboshi no☆Futagohime: Marugoto DVD,Fushigiboshi no☆Futagohime Recap,,,,['Mahou Shoujo'],,,
114,輝け!友情のVサイン,,['OVA'],1,Finished Airing,Jul 2005,,,['Shinano Kikaku'],"None found,",['Toei Animation'],Unknown,,,30 min.,PG-13 - Teens 13 or older,[],#19187,#18670,370,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kagayake! Yuujou no V Sign,,['Sports'],,,,,,
115,劇場版 鋼の錬金術師 シャンバラを征く者,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,['Movie'],1,Finished Airing,"Jul 23, 2005",,,"['Aniplex', 'Square Enix', 'Shochiku', 'Mainichi Broadcasting System']",['Funimation'],['Bones'],['Manga'],"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']","['Historical', 'Military']",1 hr. 44 min.,R - 17+ (violence & profanity),7.50,#1954,#759,"338,423",668,210081,"In desperation, Edward Elric sacrificed his body and soul to rescue his brother Alphonse, and is now displaced in the heart of Munich, Germany. He struggles to adapt to a world completely foreign to him in the wake of the economic crisis that followed the end of World War I. Isolated and unable to return home with his alchemy skills, Edward continues to research other methods of escaping the prison alongside colleagues who bear striking resemblances to many of the people he left behind. As dissent brews among the German citizenry, its neighbors also feel the unrest of the humiliated nation. Meanwhile, Alphonse continues to investigate Edward's disappearance, delving into the science of alchemy in the hopes of finally reuniting with his older brother. [Written by MAL Rewrite]","['Prequel (TV) Fullmetal Alchemist', '']",Fullmetal Alchemist: The Conqueror of Shamballa,"Gekijyouban Hagane no Renkinjutsushi - Shanbara wo Yuku Mono, Fullmetal Alchemist the Movie: Conqueror of Shamballa, FMA Movie",,['Shounen'],Fullmetal Alchemist: Conqueror of shamballa,,Fullmetal Alchemist: Der Eroberer von Shamballa,Fullmetal Alchemist: El Conquistador de Shamballa,
116,劇場版　NARUTO　大激突！幻の地底遺跡だってばよ,Naruto the Movie 2: Legend of the Stone of Gelel,['Movie'],1,Finished Airing,"Aug 6, 2005",,,['Bandai'],['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,1 hr. 37 min.,PG-13 - Teens 13 or older,6.88,#4923,#1053,"245,485",172,142453,"In a tumultuous effort, the Sunagakure ninjas attempt to repel an unforeseen invasion of mysterious armored warriors on the Land of Wind. Shortly afterwards, the same armored troops led by Temujin—a skilled knight of impressive power—ambush Naruto Uzumaki, Sakura Haruno, and Shikamaru Nara, who are on a mission to recover a lost ferret. Naruto and Temujin engage in a fierce fight that ends with both of them falling off a cliff. Taken aback by their friend's sudden misfortune, Sakura and Shikamaru witness yet another alarming development: a massive moving structure appears out of nowhere, ravaging any trees and rocks in its path. While Sakura sets off to find Naruto, Shikamaru infiltrates the imposing fortress in hopes of learning more about the critical situation. Entangled in a relentless conflict, the Konohagakure ninjas join forces with their Sunagakure counterparts to defeat the common enemy. However, amidst the turmoil, a clash between two different visions of an ideal world emerges. [Written by MAL Rewrite]","['Adaptation (Light Novel) Gekijouban Naruto: Dai Gekitotsu! Maboroshi no Chitei Iseki Datteba yo', '']",Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Naruto THE Movie vol.2, Naruto Movie 2, Gekijouban Naruto",,['Shounen'],Naruto Film 2: La légende de la Pierre de Guelel,,Naruto Film 2: Die Legende des Steins von Gelel,Naruto Película 2: Las Ruinas Ilusorias en lo Profundo de la Tierra,
117,ファイナルファンタジーVII アドベントチルドレン,,['Movie'],1,Finished Airing,"Sep 14, 2005",,,['Square Enix'],['Sony Pictures Entertainment'],['Square Enix Visual Works'],Game,"['Action', 'Fantasy']",,1 hr. 41 min.,PG-13 - Teens 13 or older,7.71,#1266,#1197,"216,860","1,096",146519,"Two years ago, the world was changed forever. The young Cloud Strife and his band of friends may have defeated Sephiroth and thwarted his plan to crash a giant meteor into the Earth, but this victory was not without great cost. The highly populated city of Midgar was nearly ripped apart in the conflict. Fortunately, many of the city's citizens were able to evacuate to safety, and in the years afterward have formed a new home called Edge. Final Fantasy VII: Advent Children revolves around Cloud and Tifa as they try to make new lives for themselves, as well as for those around them, in this new city. Together they run a courier service, and tend to their mutual friend Barret’s adopted daughter Marlene and a young orphan by the name of Denzel. Denzel, Cloud, and scores of children are suffering from a mysterious new illness called ""Geostigma."" The children of the city have one other threat looming over their heads—a trio of powerful men are kidnapping infected kids for unknown reasons. Cloud is determined to save these young ones, not only from Geostigma, but from the kidnappers as well. He has no idea, however, that these men share a link to his old enemy, Sephiroth, and Cloud’s quest to vanquish them will bring him back into conflict with the demons of his past. If there is any hope in conquering these threats, it lays within the bonds of friendship between Cloud and his allies who saved the world once, and now must do so again.","['Prequel (Special) Final Fantasy VII: Last Order', '']",Final Fantasy VII: Advent Children,Final Fantasy 7: Advent Children,,,Final Fantasy VII Film: Advent Children,,,Final Fantasy VII Película: Advent Children,
118,ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者　ルカリオ,Pokémon: Lucario and the Mystery of Mew,['Movie'],1,Finished Airing,"Jul 16, 2005",,,['Shogakukan Productions'],"['VIZ Media', '4Kids Entertainment']",['OLM'],Game,"['Action', 'Adventure', 'Drama', 'Fantasy']",,1 hr. 40 min.,PG - Children,7.33,#2674,#1923,"122,197",119,76525,"A long time ago, the people of Camaron Palace found themselves on the brink of destruction. Fortunately, they escaped it when Sir Aaron, the True Guardian of Aura, saved them. He sacrificed himself to stop a war between kingdoms. From that day on, a tournament is held every year to commemorate his noble deed. Satoshi, a budding Pokémon trainer from Kanto, manages to win the latest tournament and is allowed to wield a staff said to have belonged to Sir Aaron himself. Lucario, the Aura Pokémon—who is also the servant of the True Guardian—emerges from the staff. However, remembering his last memory of his master abandoning him, Lucario runs away in confusion. Meanwhile, Pikachu, Satoshi's companion, is abruptly taken by a Pokémon named Mew to the legendary Tree of Beginning. Only Lucario knows the way there, but he is unwilling to trust humans after his master's betrayal. Even so, to save his partner, Satoshi and his companions must acquire all the help they need and travel to the Tree of Beginning, unfolding hidden truths from centuries ago. [Written by MAL Rewrite]","['Adaptation (Manga) Gekijouban Pocket Monster AG: Mew to Hadou no Yuusha Lucario', '']",Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,"Gekijouban Pocket Monsters Advanced Generation: Myuu to Hadou no Yuusha Lucario, Pokemon Movie 8",,['Kids'],Pokémon Film 8: Lucario et le mystere de mew,,Pokémon Film 8: Lucario und das Geheimnis von Mew,Pokémon Película 8: Lucario y el Misterio de Mew,
119,劇場版　×××HOLiC　真夏ノ夜ノ夢,xxxHOLiC The Movie: A Midsummer Night's Dream,['Movie'],1,Finished Airing,"Aug 20, 2005",,,"['Shochiku', 'Kodansha', 'Movic', 'Fonishia']",['Funimation'],['Production I.G'],['Manga'],"['Comedy', 'Drama', 'Mystery', 'Supernatural']",,1 hr.,PG-13 - Teens 13 or older,7.93,#772,#2804,"68,649",123,34984,"Summer break has arrived, but while his other classmates are out having fun, Kimihiro Watanuki continues to work as compensation for the eccentric Yuuko in her shop. With the spirits and supernatural phenomena that bother him lessening, he pays his dues by cleaning, cooking, and doing whatever else the apparently lazy Yuuko needs. Watanuki, however, gets involved in a new predicament when Yuuko receives a mysterious invitation to a mansion whose owner seeks Yuuko's wish-granting ability. When he, Yuuko, and his classmate Shizuka Doumeki make their way to the peculiar residence, they meet others who were summoned by the same strange invitation. All of them are collectors of various unique items, drawn there by the chance to expand their collections. But as the collectors begin to disappear one by one, Watanuki and his companions must solve the mystery and put the case to rest, or find themselves in risk of danger. [Written by MAL Rewrite]",[],xxxHOLiC Movie: Manatsu no Yoru no Yume,"Gekijouban Horikku - Manatsu no Yoru no Yume, X-zobanHOLIC: Manatsu no Yo no Yume, xxxHolic - The Movie - A Midsummer's Night Dream",,['Seinen'],,['Psychological'],,xxxHolic La Película: Sueño de una Noche de Verano,
120,ツバサ・クロニクル 鳥カゴの国の姫君,Tsubasa RESERVoir CHRoNiCLE The Movie: The Princess in the Birdcage Kingdom,['Movie'],1,Finished Airing,"Aug 20, 2005",,,"['Shochiku', 'NHK', 'Kodansha', 'Movic', 'Nippon Shuppan Hanbai (Nippan) K.K.', 'Fonishia']",['Funimation'],['Production I.G'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",,35 min.,PG-13 - Teens 13 or older,7.30,#2836,#3436,"47,053",63,24135,"In their continuing journey to find the feathers that are the fragments of Sakura's lost memory, Syaoran, Kurogane, Fai, and Sakura move through time and space with Mokona. Here, they visit the ""Land of the Birdcage,"" a seemingly peaceful country where people and birds live together, each person having a bird companion. After a boy named Koruri confuses Syaoran and Sakura for ""bodyguards"" and attacks them, they learn that the king of the country possesses a mysterious power. Princess Tomoyo, Koruri, and the other oppressed citizens, having had their birds taken from them, live in hiding within the forest. In order to take back Sakura's feather, Syaoran and the others stand up against the scheming king. (Source: ANN)","['Adaptation (Manga) Tsubasa: RESERVoir CHRoNiCLE', '']",Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,"Tsubasa Chronicle the Movie: The Princess of the Country of Birdcages, Tsubasa Chronicle: Princess of the Country of the Birdcages",,['Shounen'],Tsubasa CHRoNiCLE Le Film,,,"Tsubasa Chronicle, la pelicula: La Princesa del Reino enjaulado",
121,FINAL FANTASY VII ADVENT CHILDREN ヴェネチア映画祭版,Final Fantasy VII: Advent Children - Venice Film Festival Footage,['Movie'],1,Finished Airing,"Sep 14, 2005",,,['Square Enix'],"None found,",['Square Enix Visual Works'],Game,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']",,23 min.,PG-13 - Teens 13 or older,7.51,#1934,#6035,"13,196",16,5820,Advent Children Special Edition is the 25 minute version of the movie which was shown at the 62nd Venice Film Festival in 2005. Available as dvd bonus on 2-disc special edition.,[],Final Fantasy VII: Advent Children - Venice Film Festival Footage,Final Fantasy 7: Advent Children Special Edition,,,,,Final Fantasy VII: Advent Children - Venedig Film Festival,,
122,名探偵コナン コナンvsキッド SHARK & JEWEL,Detective Conan: Conan vs. Kid - Shark & Jewel,['Movie'],1,Finished Airing,"Jul 29, 2005",,,"None found,","None found,","None found,",['Manga'],"['Adventure', 'Comedy', 'Mystery']",,16 min.,PG - Children,7.62,#1513,#7086,"8,944",3,2607,"3D IMAX movie, shown only at the Suntory Museum in Osaka.",[],Meitantei Conan: Conan vs. Kid - Shark & Jewel,,,['Shounen'],,['Detective'],,,
123,劇場版　金色のガッシュベル!!　メカバルカンの来襲,Zatch Bell! Attack of Mechavulcan,['Movie'],1,Finished Airing,"Aug 6, 2005",,,"None found,",['Discotek Media'],['Toei Animation'],Unknown,"['Adventure', 'Supernatural']",,1 hr. 24 min.,PG-13 - Teens 13 or older,7.10,#3908,#7534,"7,637",6,3198,"With only Coast School in mind, Takamine Kiyomaro leaves Gash bewildered that he’ll make a new Volcan 300 for him to play with. The genius tries to catch up with the bus that would take him there, but a giant Volcan 300 kidnaps him. Meanwhile Gash befriends the same Vulcan that kidnapped Kiyomaro later named: Volcan 300 Generation 4. The genius wakes up to see that he isn’t in Coast School, but that a doctor by the name M2 wants him to be his partner in the future. However, Gash and the other demons interfere with M2's plan in taking Kiyomaro to the future by the help of Generation 4 who agreed to take Gash there by a glitch in its system. Still the doctor tries to get Kiyomaro to come back with him, but with the help of everyone, he is defeated. Though a new situation is at hand, the time warp that M2 came from is out of control. It’s up to Gash and the others to save the city or be sucked into it. (Source: ANN)",[],Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"Konjiki no Gash Bell!!: Attack of the Mechavulcan, Gash Bell Movie 2",,['Shounen'],,,,,
124,ガラスのうさぎ,Glass Rabbit,['Movie'],1,Finished Airing,"Sep 9, 2005",,,"['Kyodo Eiga', 'Tokyo MX', 'GoGo Visual Planning']","None found,",['Magic Bus'],Book,,,1 hr. 24 min.,PG - Children,6.58,#6613,#10921,"2,691",0,754,"Toshiko Ei and her family are residents of Tokyo. Her father is a respected and skilled glass craftsmen so the family makes a good living. However, the Ei family soon finds itself having to suffer through many tragic hardships as a result of World War II. (Source: ANN)",[],Glass no Usagi,Garasu no Usagi,,,,['Historical'],,,
125,３つの雲,Trilogy about Cloud,['Movie'],3,Finished Airing,"Aug 20, 2005",,,"None found,","None found,","None found,",Original,,,4 min. per ep.,R+ - Mild Nudity,4.73,#13494,#11627,"2,183",2,935,"Plot Synopsis : Trilogy about clouds, that is, an omnibus movie consisting of three different stories of clouds. It is based on a charcoal drawing. The clouds without the fixed form are the worlds which surround us. 1 ""Breathing Cloud"" 3min 10sec People’s body and soul transform into big a cloud, and are mixed with erotic shapes. 2 ""Looking At A Cloud."" 5min 45sec Something happens at the junior high school. When a boy starts to draw a cloud, that drawing begin to move and eat the students... 3 ""From The Cloud"" 3min 50sec A funny little story about people living on the soft cloud. A look at their daily life, in the morning, they listen to the bell and begin to go down the sky.",[],3-tsu no Kumo,"Mittsu no Kumo, 3tsu no Kumo, Trilogy about Clouds",['Avant Garde'],,,,,,
126,死者の書,The Book of the Dead,['Movie'],1,Finished Airing,"Jul 8, 2005",,,"['Sakura Motion Picture', 'Sakura Eiga-sha']","None found,","None found,",Novel,"['Award Winning', 'Drama', 'Supernatural']",,1 hr. 9 min.,PG-13 - Teens 13 or older,5.94,#10236,#12128,"1,881",4,498,"When a young noblewoman, Iratsume, falls into a trance after copying Buddhist sutras and walks to a remote temple that women are forbidden to enter, she stirs up the ghost of the executed Prince Otsu. Otsu's ghost then mistakes Iratsume for one of her ancestors, a young woman who came to watch his execution. The beautiful face of this young woman was the last thing the Prince saw before he died, and his ghost cannot rest while her face haunts his sleep.",[],Shisha no Sho,"The Book of a Dead Person, A Book of a Dead Person",,,,['Historical'],,,
127,NAGASAKI・1945 アンゼラスの鐘,Nagasaki 1945 ~ The Angelus Bells,['Movie'],1,Finished Airing,"Sep 9, 2005",,,"None found,","None found,",['Mushi Production'],Book,,"['Historical', 'Medical', 'Military']",1 hr. 22 min.,PG-13 - Teens 13 or older,6.70,#5876,#12669,"1,564",1,338,"August 1945. In a converted theological seminary on the outskirts of Nagasaki, a young doctor works to help his patients, as unsettling news comes of a new weapon used by the Americans on the city of Hiroshima. When the second nuclear weapon is dropped on Nagasaki, the hospital staff must work to save lives in the midst of the concentric circles of death that their city has become.",[],Nagasaki 1945: Angelus no Kane,The Bells of Nagasaki,['Drama'],,,,,,
128,ASTRO BOY 鉄腕アトム 10万光年の来訪者・IGZA,"ASTROBOY - VISITOR OF 100,000 LIGHT -YEARS IGZA-",['Movie'],1,Finished Airing,"Sep 1, 2005",,,"None found,","None found,","None found,",['Manga'],,"['Mecha', 'Space']",41 min.,G - All Ages,6.46,#7341,#13371,"1,278",0,367,"Japan's first fully animated IMAX anime film. Interplanetary spacecraft Galileo II is heading for Saturn's largest moon Titan. However the machines on the moon are trying to destroy humans, so Atom must go and fix the problem.","['Adaptation (Manga) Astro Boy: Tetsuwan Atom', '']",Astro Boy: Tetsuwan Atom - 10-man Kounen no Raihousha - IGZA,"Astro Boy: Mighty Atom - Visitor of 100,000 Light Years, IGZA, Astro Boy vs IGZA",['Sci-Fi'],['Kids'],,,,,
129,왕후 심청,,['Movie'],1,Finished Airing,"Aug 12, 2005",,,['SEK Studios'],"None found,","None found,",Unknown,,,1 hr. 35 min.,G - All Ages,[],#15239,#15855,648,1,,The story is an epic adventure based on a famous Korean folk tale about a daughter who sacrifices herself to restore her blind father's eyesight.,[],Wanghu Sim Cheong,Empress Chung,['Fantasy'],,,,,,
130,그리스 로마 신화-올림포스 가디언,,['Movie'],1,Finished Airing,"Jul 28, 2005",,,"None found,","None found,",['Dongwoo A&E'],Other,"['Adventure', 'Fantasy']",,1 hr. 27 min.,G - All Ages,5.62,#11734,#16107,610,0,166,A Korean animated full-feature film about the gods in ancient Greece. It was created to teach young people about ancient Greece and its myths.,[],Greek Roman Sinhwa: Olympus Guardian (Movie),Greek & Roman Mythology: Olympus Guardian,,,,['Historical'],,,
131,별별 이야기 -차별에 대한 유쾌한 풍자-,,['Movie'],6,Finished Airing,"Sep 23, 2005",,,['Chungeorahm Film'],"None found,","None found,",Unknown,,,12 min. per ep.,PG-13 - Teens 13 or older,5.62,#11725,#16565,553,0,147,"Six animated shorts about discrimination and being different. 1. ""Daydream"" talks about dealing with people with disability. It homes in on the daily life of a father with a daughter whose hands and feet are deformed. 2. ""Animal Farm"" relies on the rough-and-ready feel of stop-motion clay animation to create a satire of bullying and mob dynamics. 3. ""At Her House"" paints a devastating picture of gender inequality within a marriage. 4. ""Flesh and Bone"" gently pillories superficiality and the obsession with outward appearance. 5. ""Bicycle Trip"" focuses on the discrimination experienced by foreign workers in Korea. 6. ""Be a Human Being"" looks at the way young Koreans are barely treated as human beings before they get to university. (Source: ANIWEBLOG, ASIANDB, Jeonju)","['Sequel (Movie) Byulbyul Iyagi 2', '']",Byulbyul Iyagi,If You Were Me: Anima Vision (2005),['Drama'],,,['Psychological'],,,
132,それいけ! アンパンマン ハピーの大冒険,Anpanman: The Adventure of Happie,['Movie'],1,Finished Airing,"Jul 16, 2005",,,"None found,","None found,",['TMS Entertainment'],Unknown,,,51 min.,PG - Children,6.05,#9646,#16863,520,0,142,"Happy, a young resident of Dodeka Tree, is always bullied and called weak. He seeks out his idol Anpanman and asks him to teach him and help him become strong. When Anpanman spends his days helping people in need rather than fighting bad guys, Happy loses his faith in him. This offers Baikinman an opportunity to step in and wreak havoc with Dr. Hiyari's new creation, a gluttonous maggot Gringa. (Source: ANN)",[],Sore Ike! Anpanman: Happy no Daibouken,,['Comedy'],['Kids'],,,,,
133,それいけ!アンパンマン くろゆき姫とモテモテばいきんまん,,['Movie'],1,Finished Airing,"Jul 16, 2005",,,['Tokyo Movie Shinsha'],"None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,20 min.,PG - Children,[],#14537,#17750,440,0,,"Baikinman is snatched by a black cloud inhabited by a princess who loves black, Kuroyukihime. She is immediately thrilled with him and starts making trouble with him, turning everything black. However, both Dokin-chan and Anpanman are determined to stop her. (Source: ANN)",[],Sore Ike! Anpanman: Kuroyuki-hime to Mote Mote Baikinman,Kuroyuki Hime to Motemote Baikinman,,['Kids'],,,,,
134,嘉兵衛の海,KAHEY - A Certain Captain's Life,['Movie'],1,Finished Airing,"Jul 16, 2005",,,"None found,","None found,",['Doga Kobo'],Original,,,1 hr. 15 min.,PG - Children,[],#19197,#18776,362,0,,Biopic of Takadaya Kahei.,[],Kahei no Umi,"Kahey no Umi, Kahei's Ocean",,,,['Historical'],,,
135,紅孩兒 決戰火焰山,,['Movie'],1,Finished Airing,"Aug 5, 2005",,,"None found,","None found,",['Wang Film Productions'],Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,1 hr. 31 min.,PG - Children,[],#18626,#19347,323,0,,"The story is about the Chinese Tang monk called Tripitaka who leads his fairy animal neophytes Monkey, Pigsy, Sandy, and Horse on a long journey to India in search of the ""Script of Wisdom and Truth"". Along the journey, they come to a place constantly in flames called Flame Mountain. (Source: aniDB)",[],Hong Haier: Juezhan Huoyanshan,"Hong Haier: Dahua Huoyanshan, Fire Ball: Journey to the West",,,,['Mythology'],,,
136,鳥の街,Birds,['Movie'],1,Finished Airing,Jul 2005,,,"None found,","None found,","None found,",Original,"['Avant Garde', 'Award Winning']",,4 min.,PG-13 - Teens 13 or older,[],#14993,#23727,118,0,,Graduation work by Toshiaki Hanzaki.,[],Tori no Machi,,,,,,,,
137,ラストオーダー -ファイナルファンタジーVII-,Final Fantasy VII: Last Order,['Special'],1,Finished Airing,"Sep 14, 2005",,,"['Sony Pictures Entertainment', 'Square Enix']","None found,",['Madhouse'],Game,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",,25 min.,PG-13 - Teens 13 or older,7.28,#2924,#2821,"67,579",132,39924,"With reports of monsters terrorizing the reactor at Mount Nibel, the Shinra Electric Power Company dispatches their elite fighting force SOLDIER to investigate. Accompanied by fellow SOLDIER First Class Zack Fair and a small contingent of company guards, the war hero Sephiroth is to assess the condition of the Mako reactor at the behest of the company. In Nibelheim, the village that the reactor powers, Sephiroth discovers the source of the monsters and the origins of Shinra's legendary Jenova Project. Running through the woods months later, Zack is no longer the hero he once dreamt of becoming. He flees from the General Affairs Department of the Shinra Electric Power Company, better known as the Turks, who desperately seek to bury the evidence living within the two. [Written by MAL Rewrite]","['Sequel (Movie) Final Fantasy VII: Advent Children', '']",Final Fantasy VII: Last Order,Last Order Final Fantasy VII,,,,,,,
