,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Demographic,Theme,Demographics
185,Fuzzy Lips 1,フルエルクチビル,Fuzzy Lips 1,,,,['OVA'],1,Finished Airing,"Apr 25, 2014",,,['Pashmina'],['Kitty Media'],['Studio 1st'],['Manga'],,,24 min.,Rx - Hentai,6.74,N/A,#5505,"16,684",52,7502,"Kon Katakura rarely attends classes, but when she does, her behavior is poor and her performance is mediocre. When the new homeroom teacher Kurosawa arrives, the two soon end up in a relationship quite unlike other students'. Through ups and downs, the couple struggles to define their feelings for each other. The only way they are able to manifest their affection is through passionate sexual intercourse, in which they indulge day and night. Kon moves to her new boyfriend's apartment, shunning her family and classmates, in an attempt to find meaning in their half-hearted and cursory relationship. [Written by MAL Rewrite]","['Prequel (OVA) Furueru Kuchibiru Episode 0', 'Adaptation (Manga) Furueru Kuchibiru']",Furueru Kuchibiru,['Hentai'],,,
186,Chichi-iro Toiki,乳色吐息,,,,,['OVA'],2,Finished Airing,"May 30, 2014 to Sep 5, 2014",,,['Mary Jane'],"None found,",['Rabbit Gate'],['Manga'],,,14 min. per ep.,Rx - Hentai,7.07,N/A,#5550,"16,335",95,6755,"Based on the adult manga by Goban. Takashi's childhood friend Saya and his younger sister Mika may not see him as a real man, but just being around them has been provoking him more and more. Following yet another failed proposal on his part, Saya feels bad for him and lets him grope her breasts, but it quickly gets out of hand and turns into a full night of full-blown sex! (Source: IMDB)","['Adaptation (Manga) Chichiiro Toiki', '']",Chichiiro Toiki,['Hentai'],,,
187,Juuni-sai.,12歳。,Age 12,,,,['OVA'],8,Finished Airing,"Apr 3, 2014 to Jan 3, 2015",,,['Half H.P Studio'],"None found,","['SynergySP', 'Ascension']",['Manga'],,,11 min. per ep.,PG - Children,6.24,#8595,#5814,"14,542",19,6187,"The story begins with Hanabi, a sixth-grade girl who is neither an adult nor a child. She deals with issues such as accidentally witnessing her homeroom teacher kissing, and worrying about experiencing physiological changes before her friends. The manga depicts a 12-year-old girl's innocent worries and first love. (Source: ANN)","['Sequel (OVA) 12-sai. 2nd Season', 'Adaptation (Manga) 12-sai.']",12-sai.,['Romance'],['Shoujo'],['School'],
188,"Ane Log Flash OVA, Sister's Log: Moyako's Never-ending Monologue OVA",姉ログ 靄子姉さんの本編を飛び出しても止まらないモノローグ,,,,,['OVA'],6,Finished Airing,"Apr 18, 2014",,,['Opera House'],"None found,","[""Brain's Base""]",['Manga'],"['Comedy', 'Romance', 'Ecchi']",,3 min. per ep.,PG-13 - Teens 13 or older,5.86,#10646,#5823,"14,446",8,4434,"Short flash episodes included on the Ane Log Fan Disc. The story centers on Moyako Konoe and her younger brother Akira. When they were younger, Akira proposed to her, so Moyako thinks he is a pervert who has fallen in love with his older sister. Moyako's misunderstanding leads her to create wild delusions about her brother. Episodes #1: Ane Prologue #2: Ane Buro #3: Ane Morning #4: Ane Friend #5: Ane Ponytail #6: Ane Hip","['Adaptation (Manga) Ane Log: Moyako Neesan no Tomaranai Monologue', '']",Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,,['Shounen'],,
189,"Hayate the Combat Butler OVA, Hayate no Gotoku! (2014)",ハヤテのごとく！,,,,,['OVA'],3,Finished Airing,"Jun 18, 2014 to Dec 16, 2014",,,"None found,","None found,",['Manglobe'],['Manga'],"['Comedy', 'Romance']","['Harem', 'Parody']",24 min. per ep.,PG-13 - Teens 13 or older,7.09,#3976,#5918,"13,892",3,5327,"New OVA series of Hayate no Gotoku!, which is part of the manga's 10th anniversary project. One episode each will be bundled with volumes 41 to 43 of the manga.","['Adaptation (Manga) Hayate no Gotoku!', '']",Hayate no Gotoku! OVA,,['Shounen'],,
190,,巨乳家族催眠,,,,,['OVA'],1,Finished Airing,"Apr 18, 2014",,,['Lune-Pictures'],"None found,",['T-Rex'],Visual novel,,,28 min.,Rx - Hentai,6.81,N/A,#6033,"13,173",64,5268,"The protagonist - Yuuichi - fails the entrance exam and is currently attending prep school. Around this time, his father, who is almost never home, remarries and his family gains new members. The mature and alluring mother - Mifuyu, her gyaru eldest daughter - Natsuki, and subdued second daughter - Akiha. Yuuichi wants to welcome the new family, but living together with 3 women is too titillating. Together with the stress of examinations, it becomes impossible to suppress his libido. And then, a mysterious package arrives. Inside is a strange penlight that has the ability to put anyone under hypnosis. But it can't make people do things that they don't want. Thus, Yuuchi first begins with ""getting along as a family"", and gradually, the orders become more extreme. Moreover, he wants the women to bear his child in order to become a real family. Additionally, the mother daughters trio, filled with carnal desires, also begins to seek for more pleasure... (Source: TMDB)","['Sequel (OVA) Kyonyuu Daikazoku Saimin', 'Adaptation (Light Novel) Kyonyuu Kazoku Saimin']",Kyonyuu Kazoku Saimin,['Hentai'],,,
191,Touhou Unofficial Doujin Anime: A Summer Day's Dream Episode 2.5,東方二次創作同人アニメ 夢想夏郷2.5,,,,,['OVA'],1,Finished Airing,"May 11, 2014",,,['Maikaze'],"None found,","None found,",Game,,,11 min.,PG-13 - Teens 13 or older,7.25,#3078,#6406,"11,316",47,4502,"After finding Alice Margatroid's doll in the Scarlet Devil Mansion, Marisa Kirisame obliges herself to give it back to its rightful owner. However, in her search for Alice, she stumbles upon Hakugyokurou's gardener Youmu Konpaku and Eientei's moon rabbit Reisen Udongein Inaba fighting over a single watermelon. [Written by MAL Rewrite]",[],Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,['Fantasy'],,,
192,,天然恋色アルコール,Natural Love Colored Alcohol,,,,['OVA'],2,Finished Airing,"May 30, 2014 to Sep 12, 2014",,,"['White Bear', 'Mediabank']","None found,",['BreakBottle'],['Manga'],,,21 min. per ep.,Rx - Hentai,6.83,N/A,#6732,"10,105",28,3617,"Based on the adult manga by Arima Jin. Akira and her lover Naoto get distracted by sex in the bath. As a result, Naoto contracts a cold. Akira is worried about him, but when she comes to check on him, he distracts her with sex and they begin to mess around, only for him to overexert himself. No need to worry, though... Akira takes care of him! Then, Akira has to work on Naoto's birthday, but before she can bring home her double pay, she accidentally downs a leftover alcoholic drink. Naoto is called in to bring her home, but his birthday has already ended, and Akira is so upset she begins to cry. There's only one thing to do, really: celebrate right there, with plenty of sex! (Source: H-Moe)","['Adaptation (Manga) Tennen Koi-iro Alcohol', '']",Tennen Koi-iro Alcohol,['Hentai'],,,
193,Fuzzy Lips 0,フルエルクチビル,Fuzzy Lips 0,,,,['OVA'],1,Finished Airing,"Jun 27, 2014",,,['Pashmina'],['Kitty Media'],['Studio 1st'],['Manga'],,,24 min.,Rx - Hentai,6.70,N/A,#6749,"10,064",13,4656,Based on the adult manga by Inu.,"['Sequel (OVA) Furueru Kuchibiru', 'Adaptation (Manga) Furueru Kuchibiru']",Furueru Kuchibiru Episode 0,['Hentai'],,,
194,,PANDRA THE ANIMATION 「白き欲望　黒の希望」,,,,,['OVA'],2,Finished Airing,"Apr 25, 2014 to Aug 29, 2014",,,['Pink Pineapple'],"None found,",['T-Rex'],['Manga'],"['Fantasy', 'Supernatural', 'Hentai']",,27 min. per ep.,Rx - Hentai,6.86,N/A,#7035,"9,060",49,3399,Based on the manga by Erect Sawaru.,"['Prequel (OVA) Injutsu no Yakata The Animation', 'Sequel (OVA) Shinkyoku no Grimoire The Animation', 'Adaptation (Manga) Pandra: Shiroki Yokubou Kuro no Kibou', '']",Pandra The Animation: Shiroki Yokubou Kuro no Kibou,,,['Mythology'],
195,,ぺろぺろ☆てぃーちゃー,,,,,['OVA'],3,Finished Airing,"Jun 13, 2014",,,['Cosmos'],"None found,","None found,",Original,,,20 min. per ep.,Rx - Hentai,6.32,N/A,#7126,"8,799",28,3350,"Milky-chan is tasked with caring for her shut-in male friend while his mother is out of town. Feeling she's the only one who really understands him anyway, she accepts the job happily. When he won't come down for lunch, though, she goes up to his room and catches him masturbating to some hentai. Then she finds a book about having sex with women, so she volunteers herself so he can learn and experience the real thing – but it's not complete until she puts on a costume! (Source: H-Moe)",[],PeroPero☆Teacher,['Hentai'],,,
196,,新・聖ヤリマン学園援交日記 THE ANIMATION,,,,,['OVA'],1,Finished Airing,"Jun 27, 2014",,,['Pink Pineapple'],"None found,",['Seven'],Visual novel,,,23 min.,Rx - Hentai,6.55,N/A,#7144,"8,721",13,3323,"Based on a doujin game by Orcsoft. Saiki Yasuo is a 45 years old office worker. After 20 years of marriage, his wife asked for a divorce and left him. Now, depressed, he spends the nights drinking alone, until one night a girl from the St. Marian Academy approaches him looking for a client. (Source: English DLSite)","['Prequel (OVA) Sei Yariman Gakuen Enkou Nikki The Animation', '']",Shin Sei Yariman Gakuen Enkou Nikki The Animation,['Hentai'],,,
197,,喰ヒ人,With the Date,,,,['OVA'],1,Finished Airing,"Jun 27, 2014",,,"None found,","None found,",['PoRO'],Visual novel,,,30 min.,Rx - Hentai,6.02,N/A,#7672,"7,279",7,2858,Based on the erotic game by Tinker Bell.,[],Kuraibito,['Hentai'],,,
198,A School Where Love Is Unnecessary,恋愛不要学派 THE ANIMATION,,,,,['OVA'],1,Finished Airing,"Jun 27, 2014",,,['Pink Pineapple'],"None found,",['T-Rex'],['Manga'],,,26 min.,Rx - Hentai,6.82,N/A,#7687,"7,253",24,2654,Based on the adult manga by Yasui Riosuke. A story about a school where a sadistic boy and a masochist girl have lots of sex.,"['Adaptation (Manga) Renai Fuyou Gakuha', '']",Renai Fuyou Gakuha The Animation,['Hentai'],,,
199,,ミス・モノクローム-The Animation- MANAGER,,,,,['OVA'],1,Finished Airing,"May 25, 2014",,,['Starchild Records'],"None found,",['SANZIGEN'],Original,"['Comedy', 'Slice of Life']","['Idols (Female)', 'Music']",4 min.,G - All Ages,6.21,#8791,#7874,"6,841",2,3224,Limited edition OVA episode of Miss Monochrome.,[],Miss Monochrome The Animation: Manager,,,,
200,,狙われた女神天使エンゼルティアー ~守った人間達に裏切られて~,,,,,['OVA'],4,Finished Airing,"May 30, 2014 to Jan 29, 2016",,,"None found,","None found,",['PoRO'],Visual novel,,,23 min. per ep.,Rx - Hentai,6.34,N/A,#8177,"6,227",22,2093,Based on the adult game by Syrup: Many Milk.,[],Nerawareta Megami Tenshi Angeltia: Mamotta Ningen-tachi ni Uragirarete,['Hentai'],,,
201,,おしゃぶりアナウンサー,,,,,['OVA'],1,Finished Airing,"May 23, 2014",,,['Lune-Pictures'],"None found,",['T-Rex'],Visual novel,,,25 min.,Rx - Hentai,6.84,N/A,#8293,"6,030",13,2523,Based on the adult game by Marine.,[],Oshaburi Announcer,['Hentai'],,,
202,,艶美,Marauding Milf,,,,['OVA'],2,Finished Airing,"May 2, 2014 to Sep 5, 2014",,,"['MS Pictures', 'AniMan']",['Kitty Media'],['Studio 9 Maiami'],['Manga'],,,16 min. per ep.,Rx - Hentai,6.48,N/A,#8460,"5,780",45,2416,"It's time for the local summer festival and Kentarou is accompanying Shizue, who has come to visit after being away for a few years. During the festival Kentarou leaves Shizue alone for a bit, and when he finds her again he sees a shocking scene... Later, Shizue goes to a local photo studio to pick up some photos from the summer festival, and decides to do a bit of modeling while there. Before long Kentarou also joins... (Source: AniDB)","['Adaptation (Manga) Enbi', '']",Enbi,['Hentai'],,,
203,,恋乳ているず THE ANIMATION,,,,,['OVA'],1,Finished Airing,"May 30, 2014",,,['Pink Pineapple'],"None found,",['Office TakeOut'],['Manga'],,,28 min.,Rx - Hentai,6.50,N/A,#8923,"5,023",3,1857,Based on the adult manga by momi.,"['Adaptation (Manga) Rennyuu Tales', '']",Rennyuu Tales The Animation,['Hentai'],,,
204,,やりマン不動産 おすすめ物件はコ・チ・ラ ～女社長はいつも空室あり～,,,,,['OVA'],2,Finished Airing,"Apr 4, 2014 to Jun 6, 2014",,,"['MS Pictures', 'AniMan']","None found,",['Studio 9 Maiami'],['Manga'],,,18 min. per ep.,Rx - Hentai,6.00,N/A,#9043,"4,806",6,1820,"The Higurashi Real Estate resides in a small, nondescript office building where Minokawa Naoto works. Everyday, he has to deal with the sketchy customers and his extremely perverted boss. She loves to have sex in apartments that are left deserted by the tenants that cannot pay for their rent. With his salary being so low and his boss sucking him dry, will he make it? (Source: MU)","['Adaptation (Manga) Higurashi Fudousan Kuushitsu-ari', '']",Yariman Fudousan,['Hentai'],,,
205,,こんなに優しくされたの,,,,,['OVA'],3,Finished Airing,"Jun 27, 2014 to Nov 23, 2014",,,"['Queen Bee', 'Mediabank']","None found,",['Studio 9 Maiami'],['Manga'],,,21 min. per ep.,Rx - Hentai,5.81,N/A,#9082,"4,747",10,1497,Based on the adult manga by Kishizuka Kenji.,"['Adaptation (Manga) Konna ni Yasashiku Sareta no', '']",Konna ni Yasashiku Sareta no,['Hentai'],,,
206,Okusama wa Tenshi,おくさまは天使 [ミカえる] ♥,,,,,['OVA'],2,Finished Airing,"Apr 20, 2012 to Jun 6, 2014",,,['ChiChinoya'],"None found,",['Schoolzone'],Original,,,26 min. per ep.,Rx - Hentai,6.17,N/A,#9099,"4,731",11,1599,"Mika Amano, a newly married woman, discovers an alien who crashed on earth. This alien named Furuu can take the shape of any article of clothing. Her husband, Dr. Shinichi Amano, works at a small clinic and discovers an intresting side effect to a new experimental drug. (Source: ANN)",[],Okusama wa Michael,['Hentai'],,,
207,Love SM,ラブesエム THE ANIMATION,,,,,['OVA'],1,Finished Airing,"May 30, 2014",,,['Pink Pineapple'],"None found,",['Office TakeOut'],Visual novel,,,28 min.,Rx - Hentai,6.37,N/A,#9231,"4,537",5,1646,"A kind and reliable older sister, Mizushiro Ayaka. A younger childhood friend and now my girlfriend, Tsurutani Ayaka. While I'm happily getting along with the two, I wasn't satisfied. That is because I have a hobby that I must keep hidden. I want to do S&M. I secretly buy tools for my personal use - stare at it, touch it. And then one day as I was expelling myself of my urges, I noticed that someone had entered my room and saw the secret. Let's try setting a trap... I turn to see who discovered my secret. And so, our abnormal relationship began. Based on the erotic game by Noesis. (Source: Noesis)","['Adaptation (Light Novel) Love es M', '']",Love es M The Animation,['Hentai'],,,
208,,ろぼっとアトム,Little Astro Boy,,,,['OVA'],8,Finished Airing,"Nov 3, 2015",,,['Tezuka Productions'],"None found,","None found,",['Manga'],,,11 min. per ep.,G - All Ages,5.86,#10630,#15125,781,2,174,"Astro Boy appears to be a normal, playful kid, yet he is a robot capable of both flying and incredible strength. Living with his parents in a small town where humans and robots coexist, he has many friends thanks to his cheerful nature. Eager to learn and try new things, Astro and his companions often embark on exciting adventures. But their explorations are met with unexpected troubles when the wicked criminal Hamegg—joined by his accomplices Gora, a pink gorilla robot, and Professor Flau—interferes with their endeavors. As the little robot boy and his group bravely face challenges, their efforts become part of a journey to discover the world's values and wonders. [Written by MAL Rewrite]",[],Robot Atom,['Sci-Fi'],['Kids'],,
209,,俺と一緒にトレーニング,,,,,['OVA'],1,Finished Airing,"Apr 18, 2014",,,['Liverpool'],"None found,",['Opera House'],Original,,,22 min.,PG-13 - Teens 13 or older,[],#20859,#18747,362,0,,"An animated training DVD, where your attractive boyfriend teaches you about exercising and eating healthy.",[],Ore to Issho ni Training,['Slice of Life'],,,
210,Paper Cranes Story: Kenta & Maiko,Paper Cranes Story ～ケンタとマイコ～,,,,,['OVA'],1,Finished Airing,"Apr 11, 2014",,,['Studio RE:Map'],"None found,","None found,",Picture book,,,26 min.,G - All Ages,[],#20974,#20929,234,0,,"Based on the picture eBook of the same name. One by one, with feeling, the Thousand Paper Cranes are folded. What if, those paper cranes had a ""life"" of their own... The purpose given to the Thousand Paper Cranes! The spectacular adventure of Kenta and Maiko begins now!! (Source: dreamonefilm)",[],Paper Cranes Story: Kenta to Maiko,['Fantasy'],['Kids'],['Historical'],
211,Tamako Market Movie,たまこラブストーリー,,,,,['Movie'],1,Finished Airing,"Apr 26, 2014",,,"['Pony Canyon', 'TBS']",['Sentai Filmworks'],['Kyoto Animation'],Original,"['Award Winning', 'Romance', 'Slice of Life']",,1 hr. 23 min.,PG-13 - Teens 13 or older,7.91,#794,#611,"406,050","2,300",185583,"As the seasons pass by, the end of Mochizou Ooji's third and final school year quickly approaches. He aims to study at a university in Tokyo, but at the cost of leaving behind his loved ones—including his beloved childhood crush, Tamako Kitashirakawa. Having no such plans for the future, Tamako will merely remain in town to work at her family's humble mochi shop. As the time for Mochizou's departure draws closer, the reserved young man must gather up the courage to confess his feelings to Tamako before it is too late—lest his love go unnoticed forever. [Written by MAL Rewrite]","['Prequel (TV) Tamako Market', 'Adaptation (Light Novel) Tamako Love Story']",Tamako Love Story,,,,
212,"Sora no Otoshimono Final: Eien no Watashi no Torikago, Sora no Otoshimono 3",そらのおとしものＦｉｎａｌ永遠の私の鳥籠［エターナルマイマスター］,Heaven's Lost Property: My Eternal Master,,,,['Movie'],1,Finished Airing,"Apr 26, 2014",,,['Nippon Columbia'],['Funimation'],['Production IMS'],['Manga'],"['Comedy', 'Sci-Fi', 'Supernatural', 'Ecchi']",,50 min.,PG-13 - Teens 13 or older,6.72,#5800,#2269,"96,926",247,43191,The second movie of Sora no Otoshimono that concludes the anime series.,"['Prequel (Movie) Sora no Otoshimono: Tokeijikake no Angeloid', 'Adaptation (Manga) Sora no Otoshimono']",Sora no Otoshimono Final: Eternal My Master,,['Shounen'],['Harem'],
213,P3M,PERSONA3 THE MOVIE —#2 Midsummer Knight's Dream—,Persona 3 the Movie: #2 Midsummer Knight's Dream,Persona 3: Midsummer Knight's Dream,,,['Movie'],1,Finished Airing,"Jun 7, 2014",,,"['Aniplex', 'Atlus']",['Aniplex of America'],['A-1 Pictures'],Game,"['Action', 'Supernatural']",,1 hr. 38 min.,R - 17+ (violence & profanity),7.61,#1565,#2340,"91,844",231,49473,"As the season changes from spring to summer, Makoto Yuuki remains alongside the Specialized Extracurricular Execution Squad (SEES). The team continues to defeat Shadows large and small, but they now clash with a new enemy: Strega, a group of rogue Persona users who wish to keep the Dark Hour to their advantage—it seems that Strega may hold a clue to the Dark Hour's true nature. While SEES enjoys summer vacation in Yakushima, they are joined by Aegis, an amnesiac android designed to destroy Shadows. While she proves herself to be a powerful ally, she is inexplicably drawn to Makoto and constantly remains at his side. As they delve deeper into the mysteries of the Dark Hour, the nature of the mysterious connection that binds these two together is slowly unveiled. [Written by MAL Rewrite]","['Prequel (Movie) Persona 3 the Movie 1: Spring of Birth', 'Sequel (Movie) Persona 3 the Movie 3: Falling Down']",Persona 3 the Movie 2: Midsummer Knight's Dream,,,['Super Power'],
214,Ghost in the Shell: Arise - Border:3 Ghost Tears,攻殻機動隊ARISE -GHOST IN THE SHELL- border:3 Ghost Tears,Ghost in the Shell: Arise - Border 3: Ghost Tears,Ghost in the Shell: Arise - Border 3 Film: Ghost Tears,Arise Ghost In The Shell Border 3 Película: Ghost Tears,Ghost in the Shell: Arise - Border 3 Film: Ghost Tears,['Movie'],1,Finished Airing,"Jun 28, 2014",,,"['Bandai Visual', 'Dentsu', 'Kodansha', 'flying DOG', 'TOHO animation']",['Funimation'],['Production I.G'],['Manga'],,"['Adult Cast', 'Detective', 'Mecha', 'Psychological']",58 min.,R - 17+ (violence & profanity),7.33,#2660,#3416,"47,381",34,21611,"Third movie of Ghost in the Shell: Arise. Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scylla. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation. (Source: Wikipedia)","['Prequel (Movie) Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers', 'Sequel (Movie) Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone']",Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,['Sci-Fi'],,,
215,,名探偵コナン　異次元の狙撃手（スナイパー）,Detective Conan Movie 18: The Sniper from Another Dimension,Detektiv Conan Film 18: Der Scharfschütze aus einer anderen Dimension,Detective Conan Película 18: El Francotirador Dimensional,Detective Conan Film 18 : Le sniper dimensionnel,['Movie'],1,Finished Airing,"Apr 19, 2014",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Action', 'Mystery']",,1 hr. 50 min.,PG-13 - Teens 13 or older,8.06,#589,#3501,"45,603",39,25832,"One morning, at the observation deck of the Bell Tree Tower, a man is suddenly shot dead by an unknown sniper. Conan Edogawa, who happened to be visiting as the murder occurred, rushes to apprehend the sniper but fails to do so. He later learns that the suspect for the incident, Timothy Hunter, is a former member of the Navy Special Ops squad and was already being investigated for a previous murder case. The FBI believes that there are at least three people Timothy wants dead. However, after the deaths of two of them, Timothy himself is killed, throwing the investigation into disarray. As they lose their only lead, news about the assassinations spreads across Tokyo, leaving the city in a state of panic. It is up to Conan to find and catch the culprit in the hope of putting an end to this sniping spree terror. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan: Ijigen no Sniper', '']",Meitantei Conan Movie 18: Ijigen no Sniper,,['Shounen'],['Detective'],
216,"Lupin the Third: Jigen Daisuke no Bohyou, Lupin the Third: Daisuke Jigen's Gravestone, Lupin the 3rd: Jigen's Grave Marker",LUPIN THE IIIRD 次元大介の墓標,Lupin the Third: Jigen's Gravestone,Lupin III der Film: Daisuke Jigens Grabstein,,Lupin III le Film: Le tombeau de Daisuke Jigen,['Movie'],1,Finished Airing,"Jun 21, 2014",,,"['TMS Entertainment', 'TMS Music']",['Discotek Media'],['Telecom Animation Film'],['Manga'],"['Action', 'Adventure', 'Drama']",,51 min.,R+ - Mild Nudity,7.79,#1072,#4235,"30,963",98,14524,"The film will be a continuation spinoff of the 2012 ""Lupin III: The Woman Called Fujiko Mine"" television anime series. Lupin and Jigen have their sights set on a treasure worth stealing called the Little Comet which is located in the country of East Doroa. The country has fortified its border after a singer named Queen Malta got assassinated in the neighboring country of West Doroa upon visit. Despite the two countries being enemies, Lupin and Jigen still plan to steal the treasure. During the heist, Jigen almost got killed by a skilled sniper named Yael Okuzaki. His specialty is preparing tombstones for his targets before executing his kills. Its said that no one has survived after Yael makes a grave for that target. (Source: ANN)","['Prequel (TV) Lupin the Third: Mine Fujiko to Iu Onna', 'Sequel (Movie) Lupin the IIIrd: Chikemuri no Ishikawa Goemon']",Lupin the IIIrd: Jigen Daisuke no Bohyou,,['Seinen'],['Adult Cast'],
217,"Saint Seiya (2014), Saint Seiya (Movie)",聖闘士星矢 LEGEND of SANCTUARY,,,Saint Seiya Película 6: Los Caballeros del Zodiaco. La Leyenda del Santuario,Saint Seiya Film 6: Les Chevaliers du Zodiaque - La Légende du Sanctuaire,['Movie'],1,Finished Airing,"Jun 21, 2014",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Adventure', 'Fantasy', 'Sci-Fi']",,1 hr. 32 min.,PG-13 - Teens 13 or older,6.21,#8803,#4323,"29,724",47,18156,"From the dawn of time, there have been warriors who protected the Goddess Athena. Once forces of evil appear, these warriors, called the Saints will present themselves. A young woman, Saori Kido, learns about this force known as ""Cosmos"" and that she is the reincarnation of Athena, protector of love and peace on Earth. However, the Pope of the Sanctuary, who is in the charge of all the Saints, does not take kindly to Saori, and targets her for usurping the identity of Athena. An assassin is sent out to kill her. Fortunately, one of the Bronze Saints, Seiya, manages to protect her. But will Seiya be able to protect Saori through to the end in the gripping saga of Saint Seiya: Legend of Sanctuary?",[],Saint Seiya: Legend of Sanctuary,,['Shounen'],,
218,,イナズマイレブン 超次元ドリームマッチ,,,,,['Movie'],1,Finished Airing,"Jun 13, 2014",,,"['TV Tokyo', 'Dentsu Tec']","None found,",['OLM'],Game,,"['Super Power', 'Team Sports']",49 min.,G - All Ages,6.99,#4421,#6198,"12,297",6,6521,A new movie featuring a match between fan-voted members of the Inazuma Best Eleven team and the special Battle Eleven team.,[],Inazuma Eleven: Chou Jigen Dream Match,['Sports'],,,
219,,00:08,,,,,['Movie'],1,Finished Airing,"Jun 8, 2014",,,['Geidai Animation'],"None found,","None found,",Original,,,5 min.,G - All Ages,4.95,#13261,#6673,"10,270",21,6489,"A man enjoys a drink over and over and over again, for eight seconds each time. At first, it seems like every drink is the same. But with every sip, something changes, making things a little more intriguing each time. [Written by MAL Rewrite]",[],00:08,['Avant Garde'],,,
220,Eiga Crayon Shin-chan: Gachinko! Gyakushuu no Robo To-chan,映画クレヨンしんちゃん　ガチンコ! 逆襲のロボとーちゃん,Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back,,Shin Chan Película 22: Papá Robot,,['Movie'],1,Finished Airing,"Apr 19, 2014",,,"['Futabasha', 'Imagine']","None found,",['Shin-Ei Animation'],['Manga'],"['Award Winning', 'Comedy', 'Sci-Fi']",,1 hr. 36 min.,G - All Ages,7.46,#2105,#7753,"7,096",15,4306,"Hiroshi got a slipped disk due to a back injury. He was taken to an Este salon by a mysterious beautiful girl who appeared suddenly, to receive a free trial of beauty treatment as well as a massage. When Hiroshi returned home after a beauty treatment, he was surprised to see himself in the form of a robot. Shinnosuke gets overjoyed, whereas Misae gets worried on seeing him as a naked robot. The robot version of Hiroshi turns out to be convenient. The robot Hiroshi could be controlled by a remote control and pretty much do anything including cooking and cleaning. Meanwhile, Hiroshi realizes that his turning into a robot has to do something with that Este salon. However, this new change was a dark conspiracy hatched by “Chichi Yure Doumei (The Association of Fathers)” to create a strong father figure for all the fathers in Japan. Soon, many dads in the whole nation go out of control, and the Nohara family (Shinnosuke's family) and Kasukabe start falling apart. Before the near-collapse of Kasukabe, Shinnosuke and Hiroshi i.e. Robot dad stand up to save the day. Featuring the most intense battle of middle-aged men, the movie brings a touching story that makes all fathers and families in Japan cry. (Source: Wikipedia)","['Prequel (Movie) Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!', 'Sequel (Movie) Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki']",Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,,['Seinen'],,
221,,ねむれ思い子 空のしとねに,"Sleep tight my baby, cradled in the sky",,,,['Movie'],1,Finished Airing,"Apr 12, 2014",,,"None found,","None found,",['Hand to Mouse.'],Original,"['Adventure', 'Drama']",,49 min.,PG-13 - Teens 13 or older,5.38,#12478,#11630,"2,176",1,480,"A family was riding a car on their way home from a maternity hospital. Satomi and Yasunori were taking their newborn baby named ""Orine"" home and were filled with happy expectation. However, a sudden accident attacked them. Orine lost her parents, and she became alone. Nineteen years have passed, and she has grown up. She was pursued by the police because of an incident. She continued to escape, but Yuri Aoshima, a member of a shady organization, tried to contact her. Orine agreed to Yuri's demand, which was going to an experimental space station. Yuri will help her to escape, instead. Somehow, only Orine can enter an unmanned space station. Surprisingly, the person who was waiting for Orine was her mother, Satomi. She appeared in the similitude of her twenties. Orine was perplexed, and Yuri demanded to turn the power off of the station. Unwillingly, she started to place the shut-down device, but she believed that it will solve the mystery and help her mother. As Orine and Satomi spend time together, they made up for their lost time. Yuri's aim, Satomi's true identity, and a man called ""SENSEI"" who is involved in taking over the station. While the mystery deepens, Orine gets closer to the ""truth""... (Source: Official website)",[],"Nemure Omoigo, Sora no Shitone ni",,,['Space'],
222,Ghost Messenger Geugjangpan,고스트 메신저 극장판,,,,,['Movie'],1,Finished Airing,"May 22, 2014",,,"None found,","None found,",['Studio Animal'],Unknown,"['Action', 'Supernatural']",,1 hr. 18 min.,PG-13 - Teens 13 or older,5.90,#10455,#13078,"1,376",0,266,"In this anime fantasy, Kanglim is a 5th grade Ghost Messenger on a supernatural mission. When he finds himself trapped in a Soul Phone, Kanglim, who has the power to see mystical spirits, must successfully capture one of them to free himself from the trap. The feature film is primarily a re-cut of the first two episodes of the OVA. (Source: TubiTV)",[],Ghost Messenger Movie,,,,
