,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genres,Theme,Demographics
96,플라워링하트,Flowering Heart,,,,['TV'],26,Finished Airing,"Feb 29, 2016 to May 24, 2016",['Winter 2016'],Mondays at 18:05 (JST),"['EBS', 'Iconix Entertainment']","None found,","['Bridge', 'DR Movie']",Original,,,['Kids'],13 min. per ep.,PG - Children,6.02,#9823,#8490,"5,732",24,2519,"It's the first day of the new school year. 5th grader Ari and her best friends Suha and Min have started an after school activity called the Problem Solving Club. However, no one seems to have any problems that need to be solved. Disappointed Ari ends up discovering an unconscious hamster on the road. Amazingly...the hamster begins to speak. ""I must find the magic ring..."" (Source: Official Youtube Channel of Flowering Heart)","['Sequel (TV) Flowering Heart 2', '']",Flowering Heart,,,,
97,それいけ！アンパンマン,,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,,,['Kids'],24 min.,PG - Children,6.58,#6586,#9186,"4,605",31,1737,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,"Soreike! Anpanman, Go! Anpanman, Anpanman TV","['Comedy', 'Fantasy']",,
98,かみさまみならい ヒミツのここたま,,,,,['TV'],139,Finished Airing,"Oct 1, 2015 to Jun 28, 2018",['Fall 2015'],Thursdays at 17:55 (JST),"['TV Tokyo', 'Lantis']","None found,",['OLM'],Original,,,['Kids'],24 min. per ep.,PG - Children,6.30,#8270,#9634,"3,969",16,1017,"Cocotama are tiny gods born from the thoughts and feelings of objects that people use with great care. The fact that Cocotama wear part of the egg they hatch out of as underwear is proof that they are still apprentices. The Cocotama use a mysterious magic, and they train hard to be of use to humans and to become full gods. They live inside human houses and stealthily move around to help humans find things they have lost, although they make many mistakes. (Source: ANN)","['Sequel (TV) Kirakira Happy★Hirake! Cocotama', '']",Kamisama Minarai: Himitsu no Cocotama,Kamisama Minarai: Himitsu no Kokotama,"['Fantasy', 'Slice of Life']",,
99,リルリルフェアリル～妖精のドア～,,,,,['TV'],59,Finished Airing,"Feb 6, 2016 to Mar 25, 2017",['Winter 2016'],Saturdays at 07:00 (JST),['Sotsu'],"None found,",['Studio Deen'],Original,,,,24 min. per ep.,G - All Ages,6.67,#6070,#10226,"3,296",8,768,"""Fairilu"" are fairies of flowers, insects, mermaids, or other entities that are born from ""Farilu Seeds."" All Fairilu are born with their own key, and they must search to find and open the door that fits only their key. Once the Fairilu pass through the doors, they mature. The doors are also related to the human world. (Source: ANN)","['Sequel (TV) Rilu Rilu Fairilu: Mahou no Kagami', '']",Rilu Rilu Fairilu: Yousei no Door,,"['Fantasy', 'Slice of Life']",,
100,コチンPa！,,,,,['TV'],12,Finished Airing,"Dec 22, 2015 to May 25, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Other,['Comedy'],,,15 sec. per ep.,G - All Ages,4.11,#13751,#11152,"2,499",0,1201,"Anime adaptation of pachinko and slot machine parlor Island's ""Aira Project"" commercials. It follows three mascot characters: Aira, Hana, and Shima.","['Sequel (TV) KochinPa! Dainiki', '']",KochinPa!,,,,
101,おじゃる丸,Prince Mackaroo,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,,,['Kids'],10 min.,G - All Ages,6.39,#7749,#11553,"2,224",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,
102,きょーふ！ゾンビ猫,,,,,['TV'],52,Finished Airing,"Oct 2, 2015 to Sep 30, 2016",['Fall 2015'],Fridays at 02:05 (JST),"None found,","None found,",['Kachidoki Studio'],Original,['Comedy'],,,1 min. per ep.,G - All Ages,5.89,#10477,#13064,"1,384",0,166,"The series of ""warm and soothing"" anime shorts will follow a cat who is suddenly resurrected from the grave and begins to wander around town. Despite being a zombie, the cat is able to get all the townsfolk to fall in love with it. (Source: ANN)",[],Kyoufu! Zombie Neko,,,,
103,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,,,,['TV'],Unknown,Currently Airing,"Nov 16, 2012 to ?",['Fall 2012'],Not scheduled once per week,"None found,","None found,","None found,",Original,,,,2 min.,G - All Ages,[],#19286,#13297,"1,296",0,,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.","['Prequel (Movie) Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?', '']",Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,Kamiusagi Rope 4,"['Comedy', 'Slice of Life']",,
104,はなかっぱ,,,,,['TV'],Unknown,Currently Airing,"Mar 29, 2010 to ?",['Spring 2010'],Not scheduled once per week,"['Group TAC', 'TOHO animation']","None found,","['Xebec', 'OLM']",Picture book,['Comedy'],,['Kids'],10 min.,PG - Children,6.00,#9915,#14255,"1,003",0,171,Story about Kappa with flowers on their heads.,[],Hanakappa,Hana Kappa,,,
105,しあわせ配達おみくじタネコ,,,,,['TV'],Unknown,Currently Airing,"Mar 26, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Kachidoki Studio'],Original,['Comedy'],,,Unknown,None,[],#14196,#14341,980,4,,"The story centers around a cat who answers people's wishes and delivers happiness. (""Tane"" and ""neko"" are the Japanese words for ""seed"" and ""cat,"" respectively.) (Source: ANN)",[],Shiawase Haitatsu Taneko,,,,
106,侠岚,,,,,['TV'],156,Finished Airing,"Jan 29, 2012 to Jul 15, 2016",['Winter 2012'],Sundays at Unknown,"None found,","None found,",['Rocen'],Original,,"['Historical', 'Martial Arts']",,25 min. per ep.,PG-13 - Teens 13 or older,6.05,#9658,#14677,892,2,172,"When Nian Chi was a young child, his elder sister was kidnapped in front of him, while he could do nothing but watch, a thing that has tormented him for all these years. Now 10 years later, he's dead set on going to rescue his sister, and sets out.","['Sequel (ONA) Hua Jianghu: Xia Lan', '']",Xia Lan,"Man Lan, Shalen","['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']",,
107,しまじろうのわお!,,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,,,['Kids'],8 min.,G - All Ages,[],#14228,#15589,688,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,"['Adventure', 'Comedy', 'Fantasy']",,
108,バリィさんのいまばり弁講座,,,,,['TV'],47,Finished Airing,"Jul 7, 2015 to Jun 3, 2016",['Summer 2015'],Wednesdays at 02:42 (JST),"None found,","None found,",['Kachidoki Studio'],Original,['Comedy'],,,30 sec. per ep.,G - All Ages,[],#16873,#15782,657,0,,Stars Ehime Prefecture's mascot Barysan.,[],Bary-san no Imabari-ben Kouza,Bari-san no Imabari-ben Kouza,,,
109,にゃん符,,,,,['TV'],124,Finished Airing,"Feb 22, 2014 to Sep 29, 2016",['Winter 2014'],Not scheduled once per week,"None found,","None found,",['MMDGP'],Original,['Comedy'],,,1 min. per ep.,G - All Ages,[],#20755,#16088,613,1,,"Shorts that feature music note cats. The series premiered on February 22, 2014 on television; the first episode was published on an official YouTube channel that same day. The whole world is in love with character illustrations of cats, dogs, and bears. A brand-new show, and the first of its kind in Japan, featuring nothing but cat characters for cat lovers started airing in February 2014. A variety of cat characters designed by Japan's topnotch creators and illustrators are animated and they are voiced by popular KAWAII (cute) anime voice actors. This show is a must-see not just for the fans of cat characters but for all anime lovers! (Source: YouTube)",[],Nyanfuru,"Nyanfu, Nyanfull",,['Music'],
110,ごはんかいじゅうパップ,,,,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,,,['Kids'],30 sec.,G - All Ages,[],#18205,#16436,567,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,Rice Monster Pap,"['Action', 'Comedy']",,
111,よわむしモンスターズ,,,,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#16128,#16778,527,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,Yowamon,,,
112,텔레몬스터,Telemonster,,,,['TV'],52,Finished Airing,"Feb 28, 2016 to Jul 9, 2017",['Winter 2016'],Unknown,"None found,","None found,",['Studio Gale'],Original,['Adventure'],,,2 min. per ep.,PG - Children,[],#14791,#17022,504,0,,"Korean Animation about the monsters Eerie, Rock-G, Popo, and Yossi and the adventures they go on each day!",[],Telemonster,,,,
113,えほん寄席,,,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,['Horror'],"['Historical', 'Performing Arts']",['Kids'],5 min. per ep.,PG - Children,[],#17863,#17183,487,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,,,
114,ともだち8にん,,,,,['TV'],398,Finished Airing,"Mar 28, 2011 to Jan 5, 2019",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Egg'],Original,['Comedy'],,['Kids'],1 min. per ep.,G - All Ages,[],#14949,#17784,436,0,,"A series oriented to three-year-old children, showing the everydays of 9 characters, each of them having a distinct feature. Children will recognize characters and situations from their own life. Sometimes through conflicts, sometimes through encouragement, they will find everyone's place in the world. The story conveys messages such as ""Nobody's alone"", ""It's good to be different"" and the importance of being connected with others, in a fun way. (Source: Official site)",[],Tomodachi 8-nin,,,,
115,パッコロリン,Pakkororin,,,,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#20936,#18315,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,,
116,정글에서 살아남기 마루의 어드벤처,Jungle Survival,,,,['TV'],52,Finished Airing,"Aug 31, 2015 to Aug 29, 2016",['Summer 2015'],Unknown,"None found,","None found,","None found,",['Manga'],['Adventure'],,['Kids'],12 min. per ep.,PG - Children,[],#18922,#21843,183,2,,"Maru and friends' exciting adventure begin when they were lost in Borneo Jungle. As they explore wild life of Jungle, they happen to get to know Shalamar, a native jungle warrior and Kai, a mysterious boy. All together they travel into the deeper jungle looking for Mr.Rhapa. They never expected to see unknown creatures called Igras, mutated animals due to unbalance of Anima energy in jungle. Unpredictable...jungle adventure begins with Maru, Ara, Gabi, Shalamar and Kai... Wild life of jungle and mutant creatures Igras makes the journey unique and interesting ever. (Source: WelCon)",[],Jeong-geul-eseo Sal-anamgi: Maru Adventure,"Jeong-geul-eseo Sal-anamgi Maluui Eodeubencheo, Jungle Survival Maru's Adventure",,,
117,翻开这一页,Story in the Book,,,,['TV'],49,Finished Airing,"Oct 3, 2014 to Sep 13, 2017",['Fall 2014'],Unknown,"None found,","None found,","None found,",Original,,"['Historical', 'School']",['Kids'],13 min. per ep.,G - All Ages,[],#17911,#22260,165,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fan Kai Zhe Yi Ye,,,,
118,아빠 어릴 적엔,,,,,['TV'],26,Finished Airing,"Jan 12, 2016 to Jul 26, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],22 min. per ep.,PG - Children,[],#16613,#22324,161,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Appa eolil Jeog-en,,,,
119,생일왕국의 프린세스 프링,Princess Pring in the Birthday Kingdom,,,,['TV'],26,Finished Airing,"Dec 19, 2015 to Jul 16, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Original,['Fantasy'],,['Kids'],13 min. per ep.,PG - Children,[],#21480,#23603,120,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Saeng-il-wang-gug-ui Princess Pring,,,['Anthropomorphic'],
120,헬로카봇 스페셜 시즌3,,,,,['TV'],26,Finished Airing,"Dec 19, 2015 to Jul 9, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Original,['Action'],"['Mecha', 'Racing']",['Kids'],12 min. per ep.,PG - Children,[],#18503,#23692,118,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 2', 'Sequel (TV) Hello Carbot Season 4']",Hello Carbot Season 3,,,,
121,파파독,,,,,['TV'],13,Finished Airing,"Feb 12, 2016 to May 12, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],24 min. per ep.,G - All Ages,[],#20969,#25411,89,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Papa Dog Season 2', '']",Papa Dog,,"['Comedy', 'Fantasy']",,
122,灵契,Spiritpact,Spiritpact,Spiritpact,Spiritpact,['ONA'],20,Finished Airing,"Jun 21, 2016 to Nov 1, 2016",,,['Tencent Animation & Comics'],"None found,",['Haoliners Animation League'],['Web manga'],,,,14 min. per ep.,PG-13 - Teens 13 or older,7.19,#3436,#2302,"94,398",513,32858,"Low on luck after a series of unfortunate events, You Keika works part-time to try bringing himself out of a life of poverty. After a strange encounter with a white-haired man in a junkyard, You wakes up to discover that he was killed in a sudden accident and has become a spirit. The man he had encountered, Tanmoku Ki, is revealed as the 13th Youmeshi of the Tanmoki, the highest-ranking exorcist family of China. Noticing the wandering spirit, he offers You the opportunity to form a pact: he will offer You protection from humans and in return, You will have to become his spirit shadow, keeping him safe and guarded at all times. From then on, the two face untold challenges in the spiritual world, striving to keep those around them safe from harmful spirits. Along the way, the pact they formed grows into something more; a bond that neither of the two ever expected. Behind their roles as master and servant, a lingering admiration begins to emerge. [Written by MAL Rewrite]","['Sequel (TV) Ling Qi 2', '']",Ling Qi,"Soul Contract, Spirit Contract, Spirit Pact","['Action', 'Boys Love', 'Comedy', 'Supernatural']",,
123,BROTHERHOOD FINAL FANTASY XV,,,Brotherhood Final Fantasy XV,,['ONA'],5,Finished Airing,"Mar 31, 2016 to Sep 18, 2016",,,"['Square Enix', 'RightTracks']","None found,",['A-1 Pictures'],Game,['Action'],,,14 min. per ep.,PG-13 - Teens 13 or older,6.90,#4816,#2410,"87,597",207,44984,"Crown Prince of the Kingdom of Lucis, Noctis Lucis Caelum, sets out on a journey to Caem. His purpose is to meet with Lunafreya Nox Fleuret, an oracle and Noctis' childhood friend, in order to marry her. A strong and silent type, Noctis is accompanied by his friends and Royal Guard Gladiolus, Prompto, and Ignis. The four young men set out on a road trip across the continent in the king's personal convertible, the Regalia. Along the journey, each of them experience various situations which allow them to reflect on their past together, and strengthen their bonds for the future. A prequel to the 2016 video game Final Fantasy XV, Brotherhood: Final Fantasy XV explores the relationships of its four main protagonists and the challenges awaiting them. [Written by MAL Rewrite]","['Prequel (Movie) Kingsglaive: Final Fantasy XV', '']",Brotherhood: Final Fantasy XV,,,,
124,镇魂街,Rakshasa Street,,,,['ONA'],24,Finished Airing,"Apr 28, 2016 to Oct 20, 2016",,,['Yaoqi'],"None found,",['L²Studio'],['Manga'],,,,14 min. per ep.,PG-13 - Teens 13 or older,7.56,#1746,#3227,"52,291",224,7751,"Based on the Chinese manhua. Requiem Street, where evil spirits are attracted to in order to destroy them. A place where spirits and humans co-exist, not all humans can enter Requiem Street. Only those rare-soul users with guardian spirits can enter. Xia Ling was just a normal university intern, but a meeting by chance changes her ordinary life... In this world full of evil spirits, can you cooperate with your guardian spirit in order to survive? (Source: MU)","['Sequel (ONA) Zhen Hun Jie: Bei Luo Shi Men Pian Part 1', 'Adaptation (Manhua) Rakshasa Street']",Zhen Hun Jie,Requiem Street,"['Action', 'Supernatural']",,
125,田中くんは今日もけだるげ,Tanaka is Listless Today Too,Tanaka-kun is Always Listless,Tanaka-kun wa Itsumo Kedaruge,Tanaka-kun is Always Listless,['ONA'],35,Finished Airing,"Apr 7, 2016 to Jul 1, 2016",,,"None found,","None found,",['SILVER LINK.'],['Manga'],['Comedy'],,,30 sec. per ep.,PG-13 - Teens 13 or older,7.28,#2904,#3650,"42,254",54,16886,A series of shorts featuring the characters from Tanaka-kun wa Itsumo Kedaruge in chibi form.,[],Tanaka-kun wa Kyou mo Kedaruge,,,['School'],
126,モンスターストライク,Monster Strike,,,,['ONA'],51,Finished Airing,"Oct 10, 2015 to Dec 3, 2016",,,"['Ultra Super Pictures', 'XFLAG']","None found,",['Studio Hibari'],Game,,,,8 min. per ep.,PG-13 - Teens 13 or older,6.39,#7748,#4636,"25,568",33,6482,"Ren Homura has just moved back to his hometown of Kaminohara, but he isn't able to remember much about the time he spent there other than vague flashbacks. When he retrieves his cell phone which he had sent to a shop for repairs, he finds that a mysterious game titled “Monster Strike” has been installed on it. Unaware of its purpose or how it got there, Ren decides to open it, an action that will change his life forever as he finds himself suddenly attacked by a strange man. Now trapped on the roof of his school which strangely has been designated as a ""stage,"" Ren is shocked to see the man summon a realistic monster from the game, one that is more than capable of inflicting damage on a human. His only chance of getting out of this situation alive is by summoning the dragon Oragon, who tells Ren that he will crush the opposing monster for him. Unfortunately, it turns out that Oragon is a tiny dragon that is completely useless! [Written by MAL Rewrite]","['Prequel (ONA) Monster Strike: Rain of Memories', 'Prequel (Movie) Monster Strike The Movie: Hajimari no Basho e', 'Sequel (ONA) Monster Strike: Zoku Saishuu-banashi - Pandora no Hako', '']",Monster Strike,,"['Action', 'Fantasy']",['Video Game'],
127,ふらいんぐうぃっち ぷち,,,,,['ONA'],9,Finished Airing,"Mar 18, 2016 to Jun 24, 2016",,,"['VAP', 'Magic Capsule']",['Sentai Filmworks'],['domerica'],['Manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,6.08,#9510,#5440,"17,229",8,6909,CG short specials of Flying Witch posted on the official YouTube channel of distributor VAP and later bundled with the Blu-ray and DVD volumes.,[],Flying Witch Petit,Flying Witch Puchi,"['Fantasy', 'Slice of Life']",['Urban Fantasy'],
128,狐妖小红娘 月红,,,,,['ONA'],13,Finished Airing,"Jun 24, 2016 to Sep 16, 2016",,,['Tencent Animation & Comics'],"None found,",['Haoliners Animation League'],['Manga'],,,,14 min. per ep.,R - 17+ (violence & profanity),7.61,#1551,#5905,"13,927",55,5054,Third season of Huyao Xiao Hongniang.,"['Prequel (ONA) Huyao Xiao Hongniang: Wangquan Fugui', 'Sequel (ONA) Huyao Xiao Hongniang: Beishan Yaodi', 'Adaptation (Manhua) Xiangsishu Xia', '']",Huyao Xiao Hongniang: Yue Hong,"Fox Spirit Matchmaker 3rd Season, Little Foxspirit Matchmaker Season 3, Enmusubi no Youko-chan","['Comedy', 'Romance', 'Supernatural']",['Historical'],
129,戒魔人,The Devil Ring,,,,['ONA'],14,Finished Airing,"Apr 27, 2016 to Jul 27, 2016",,,"['Tencent Animation & Comics', 'Qiying Animation']","None found,","None found,",['Web manga'],,,,13 min. per ep.,PG-13 - Teens 13 or older,6.03,#9758,#6707,"10,162",30,1859,"When Freshman Zhou Xiaoan put on a ring of unclear origin, a terrifying devil leaps from his mouth and his life is changed forever. Shocking historical secrets are slowly revealed - a Blood Devil calling itself King Zhou of Shang, a race of heart-eating zombies; a dubious group of Taoist Priests that fight against them; mysterious beings of the supernatural world who can blend in to human society. (Source: GFearJ)",[],Jie Mo Ren,Xue Mo Ren,"['Action', 'Fantasy', 'Mystery', 'Supernatural']",,
130,武庚纪,,,,,['ONA'],30,Finished Airing,"Jun 24, 2016 to Aug 24, 2017",,,['Tencent Penguin Pictures'],"None found,",['Sparkly Key Animation Studio'],['Manga'],,"['Historical', 'Martial Arts']",,15 min. per ep.,PG-13 - Teens 13 or older,7.29,#2896,#8271,"6,048",31,2049,"A messenger of the Heavens has arrived in Zhao Ge, which has been ruled by the Shang dynasty for generations. The current emperor, Zi Zhou, refuses to bow his head before the gods, and declares to the messenger that he will no longer accept the tyranny of the Heavens. The gods do not take this kindly; and soon, the emperor of a neighboring land, Wu Jifa, leads a crusade against the rebelling Shang. During the battle, the Shang forces are vastly overwhelmed, and just when the capital is inches away from being taken, Zhou joins the fight. Although he breaks through the enemy ranks and makes his way toward Jifa, out of nowhere a god falls from the sky, landing right before him, prepared to personally deal with the troublemaker. [Written by MAL Rewrite]","['Sequel (ONA) Wu Geng Ji Zhi Tianqi', 'Adaptation (Manhua) Feng Shen Ji']",Wu Geng Ji,"The Legend and the Hero, Feng Shen Ji, Chronicles of the God's Order","['Action', 'Fantasy', 'Supernatural']",,
131,凍京ぐらし！,Tokyo-Live!,,,,['ONA'],1,Finished Airing,"Apr 1, 2016",,,['Nitroplus'],"None found,","None found,",Visual novel,,"['Music', 'Parody']",,1 min.,PG-13 - Teens 13 or older,4.63,#13568,#8492,"5,730",1,2263,"A parody opening for a spin-off of Gakkougurashi!, starring the characters from the visual novel Tokyo Necro by Nitro+.",[],Tokyogurashi!,,,,
132,女娲成长日记,,,,,['ONA'],30,Finished Airing,"Apr 12, 2016 to Nov 1, 2016",,,"['Tencent Penguin Pictures', 'China Literature Limited']","None found,",['B.CMAY PICTURES'],Novel,,,,8 min. per ep.,PG-13 - Teens 13 or older,6.24,#8625,#8642,"5,468",9,684,"This story follows an orphan girl rumoured to be a successor of ""Nuwa"", the goddess of creation in ancient Chinese mythology.",[],Nuwa Chengzhang Riji,"Nuwa Chengchang Riji, Nuwa's Diary","['Comedy', 'Fantasy']",,
133,スターフォックス ゼロ ザ・バトル・ビギンズ,,,,,['ONA'],1,Finished Airing,"Apr 20, 2016",,,"['Production I.G', 'Nintendo']","None found,",['Wit Studio'],Game,,,,14 min.,G - All Ages,6.16,#9039,#9310,"4,408",7,2609,"Andross, an ape exiled from the Lylat Planetary System by General Pepper seeks revenge by attacking the planet Corneria and its innocence, kidnapping Pepper in the process. Meanwhile, it's another usual day for Team Star Fox, a gang of space mercenaries: Lazing around, getting angry at video games, and being lectured by their mentors. But all of that changes once they receive a distress call from a familiar face. Meet Fox McCloud, son of the deceased James McCloud, as he and his top-notch crew—Slippy Toad, Falco Lombardi and Peppy Hare—fight back against Andross's robotic army in style, and attempt to save Corneria from the skies.",[],Star Fox Zero: The Battle Begins,,"['Action', 'Sci-Fi']",['Space'],
134,政宗ダテニクル,,,,,['ONA'],6,Finished Airing,"May 2, 2016 to Mar 30, 2018",,,['JTB Entertainment'],"None found,","['Gainax', 'Gaina']",Original,['Action'],"['Historical', 'Samurai', 'Super Power']",,14 min. per ep.,PG-13 - Teens 13 or older,5.67,#11529,#9482,"4,165",4,488,"The coming-of-age battle story will center on the famous 17th-century Japanese warlord Date Masamune when he was young. The Date clan took its name from the Date region of the former Mutsu province, which comprises part of the modern-day city of Date. The anime will be the first in the city's ""Kirari na Wonder Project"" (Twinkling Wonder Project), which aims to highlight tourist attractions and the appeal of the region. Gainax's newly founded Fukushima studio will work on the anime, and will complete it at the end of March. The anime will have a private screening in April and will also screen in anime events and be posted online. (Source: ANN)",[],Masamune Datenicle,,,,
135,麻神,Mahjong King,,,,['ONA'],16,Finished Airing,"Jun 28, 2016 to Nov 9, 2016",,,['Tencent Animation & Comics'],"None found,",['Thundray'],['Web manga'],['Drama'],,,13 min. per ep.,PG-13 - Teens 13 or older,5.86,#10616,#12165,"1,847",3,182,"Mahjong holds a major influence over the world. Mahjong masters are highly respected, and these players compete to become the leading player: the Mahjong King! Players from across the world come together to duel one another.",[],Ma Shen,"Mahjong God, Mashen",,['Strategy Game'],
136,凹凸世界,AOTU World,,,,['ONA'],32,Finished Airing,"Jun 27, 2016 to Jan 31, 2017",,,"None found,","None found,",['7doc'],['Web manga'],,,,12 min. per ep.,PG-13 - Teens 13 or older,6.46,#7341,#13689,"1,168",10,242,"A god created AOTU World and established the 7 Oracles to rule it on behalf of this god. The poor and rich, enslaved and free, suffering and happiness, destruction and birth: every status is ordained by God. Mortals can only accept, but cannot resist. However, God has given his people the opportunity to change their fate through ""AOTU Contest."" The contestants use their unique ""ability"" gifted by the Contest System and inbate wisdom and courage in hopes of winning the competition and becoming the world's ruler.","['Sequel (ONA) AOTU Shijie 2', 'Adaptation (Manhua) AOTU Shijie']",AOTU Shijie,,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,
137,1/100 RICE Planting,1/100 RICE Planting,,,,['ONA'],1,Finished Airing,"Jun 26, 2016",,,['Terada Mokei'],"None found,","None found,",Original,['Slice of Life'],,,9 min.,G - All Ages,4.90,#13323,#13826,"1,121",0,641,Genki-kun figures use mechanized transplanters to sow eighty thousand rice seedlings in an idyllic field close to where the mountains meet the plains. [Written by MAL Rewrite],[],1/100 Rice Planting,,,,
138,Robot Town Sagami 2028,Robot Town Sagami 2028,,,,['ONA'],1,Finished Airing,"Apr 12, 2016",,,['Tezuka Productions'],"None found,","None found,",Original,['Drama'],,,8 min.,G - All Ages,6.23,#8699,#13980,"1,079",0,466,"A promotional anime made with Tezuka Productions and Kanagawa's Industrial Labor Bureau to showcase a future where there is harmony between humans and robots. In 2016 Takao was left in critical condition due to an unexpected accident. Atom appears before him while he is in a coma and invites Takao to see the future. In 2028, his town of Sagami, transformed into a robot town that implemented a variety of new technology. There he sees and follows his wife and daughter as they live in the future. What did Takao see as he lamented the future without him? (Source: Official Site; edited)",[],Robot Town Sagami 2028,Sagami Robot Sangyou Tokku,,,
139,Promised Town,Promised Town,,,,['ONA'],1,Finished Airing,"Jun 16, 2016",,,['Next'],"None found,","None found,",Original,,,,7 min.,PG-13 - Teens 13 or older,4.82,#13399,#14059,"1,062",1,393,"Year 20XX W.I , Inc. has developed a humanoid weapon with high combat performance and advanced artificial intelligence (Clone-type robot), plotting a world invasion using those robots for war. Luka, a Clone-type robot, awakens and feels a strong urge to reunite with Kento, who was remodeled as the Clone-type robot Z1. (Source: Official Site)",[],Promised Town,,"['Action', 'Sci-Fi']",['Mecha'],
140,狠西游,,,,,['ONA'],20,Finished Airing,"Jun 2016 to Nov 28, 2016",,,"None found,","None found,",['Vasoon Animation'],['Web manga'],,,,12 min. per ep.,PG-13 - Teens 13 or older,[],#18531,#14151,"1,035",0,,A modern day high school student is accidentally possessed by the spirit of the ancient Monkey King.,"['Sequel (ONA) Hen Xi You 2nd Season', '']",Hen Xi You,"Henxi You, Hen Xiyou","['Action', 'Fantasy', 'Supernatural']",,
141,討鬼伝2,,,,,['ONA'],3,Finished Airing,"Jun 30, 2016 to Jul 12, 2016",,,"None found,","None found,",['Studio 4°C'],Game,['Action'],,,1 min. per ep.,PG-13 - Teens 13 or older,5.46,#12246,#14806,860,0,304,Promotional anime for Koei-Tecmo game Toukiden 2 by Studio 4°C.,"['Prequel (ONA) Toukiden Kiwami', '']",Toukiden 2,,,['Mythology'],
