,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Theme,Genre,Demographics
108,姉とボイン,It's a Family Affair,,,,['OVA'],2,Finished Airing,"Dec 25, 2005 to Jul 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Flavors Soft'],Visual novel,,,,25 min. per ep.,Rx - Hentai,6.65,N/A,#6079,"12,901",55,5276,"Keisuke lives in with 10 sisters, they all have great bodies and boobs, but he can't touch them because they're relatives... or can he, follow him on his quest to have sex with all of his sisters.","['Adaptation (Light Novel) Ane to Boin', '']",Ane to Boin,,,['Hentai'],
109,イレギュラーハンターＸ,Megaman X - The Day of Sigma,,,,['OVA'],1,Finished Airing,"Dec 15, 2005",,,"None found,",['Capcom'],['Xebec'],Game,"['Action', 'Sci-Fi']",,,30 min.,G - All Ages,7.18,#3503,#6149,"12,571",58,6878,"The year is 21XX. Reploids are commonplace now, after Dr. Cain rediscovered Dr. Light's old lab and based several designs off of Dr.Light's original, called ""Megaman X."" X, meanwhile, has joined the Maverick Hunters, and works with unit leader Zero under the command of General Sigma. It is their job to terminate rogue reploids, those who have become violent. (Source: ANN)",[],Irregular Hunter X: The Day of Sigma,"Irregular Hunter X, MegaMan Maverick Hunter X: The Day of Sigma",,,
110,人妻♪かすみさん,The Hills Have Size,,,,['OVA'],2,Finished Airing,"Dec 9, 2005 to Apr 14, 2006",,,['Milky Animation Label'],['Media Blasters'],['Executive Decision'],Visual novel,,,,27 min. per ep.,Rx - Hentai,6.78,N/A,#6861,"9,684",46,3895,"A university student Matsubara Ryoji was living alone. But he had uncle near the aparment, and he often went to his house. Because the uncle was busy and often absent, for his wife and daughter, Ryoji was reliable person. On the other hand, Ryoji secretly fell in love with the aunt, Kasumi. One day, the neighbor houses were robbed while they were absent. The uncle proposed Ryoji would leave the aparment and live together. (Source: AnimeNfo)","['Adaptation (Light Novel) Hitozuma♪Kasumi-san: Oyako to Kyoudou Seikatsu', '']",Hitozuma♪Kasumi-san,Hitozuma Kasumi-san,,['Hentai'],
111,MAID iN HEAVEN SuperS,Maid in Heaven,Maid in Heaven,Maid in Heaven: SuperS,Maid in Heaven SuperS: Comme le Désire Monsieur,['OVA'],2,Finished Airing,"Oct 28, 2005 to Nov 25, 2005",,,['Green Bunny'],"None found,",['Shinkuukan'],Visual novel,,,,27 min. per ep.,Rx - Hentai,6.42,N/A,#6963,"9,348",36,3722,"Maid in Heaven is a tart little two episode OVA focusing on the rather sordid relationship between Yuusuke Matsudo and his childhood friend Nagisa, who’s also his newly hired maid. Of course, it would be more accurate to call her his maid/willing sex slave, since when she isn’t cleaning or making food, he’s showing her all the ways to be a true maid. How should a true maid act you ask? By being sexually subservient and promiscuous of course! She’s not quite there yet though, and Yuusuke’s on a mission to train her to be a true maid, ready and willing to please wherever and whenever he so desires! (Source: Animetric)","['Adaptation (Light Novel) Maid in Heaven SuperS', '']",Maid in Heaven SuperS,,,['Hentai'],
112,痴母,Mother Knows Breast,,,,['OVA'],2,Finished Airing,"Oct 14, 2005 to Jan 13, 2006",,,['Digital Works'],['Kitty Media'],['Y.O.U.C'],Original,,,,27 min. per ep.,Rx - Hentai,5.94,N/A,#7185,"8,645",27,3678,"Takeshi Ninno appears to have a normal relationship with his stepmother and stepsister, Shino and Shinobu Oshino. However, behind closed doors, he and his stepmother have an illicit relationship where she forces him to engage in sexual activities with her. Troubled by the acts he is compelled to perform, Takeshi wishes to end the affair—but he also does not want Shinobu to hate him for the intimate pastime he and Shino partake in. The situation is even further complicated when his other stepsister, Fumino Oshino, unexpectedly comes back into the picture. [Written by MAL Rewrite]",[],Chibo,,,['Hentai'],
113,七瀬恋 (アニメ),Night Shift Nurses: Ren Nanase,,,,['OVA'],1,Finished Airing,"Dec 4, 2005",,,['Soft on Demand'],['Kitty Media'],['Flavors Soft'],Visual novel,,,,33 min.,Rx - Hentai,6.04,N/A,#8079,"6,424",17,2514,"This will appear to be a very disturbing animation to most. Designs by Murakami Teruaki, published by Soft by Demand (Anime), and based on the eroge by M no Violet. (Source: Bakunyuu) Note: There are 2(!) Nanase Ren OVA. Produced by totally different studios, but both feature the same(!) character. The other one is the ""Kranke Nanase Ren"" (夜勤病棟 Kranke 七瀬恋) bit, which is a special for Yakin Byouto (Source: AniDB)","['Adaptation (Light Novel) Nanase Ren', '']",Nanase Ren,Anime Nanase Ren,,['Hentai'],
114,背徳妻,Insatiable,,,,['OVA'],2,Finished Airing,"Dec 25, 2005 to Dec 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Sunny Side Up'],['Manga'],,,,28 min. per ep.,Rx - Hentai,6.02,N/A,#8320,"5,978",33,1991,"Natsumi lives the life of a happy housewife. She however lived on the edge in the past meeting many people and therefore experienced a dark chapter in her life. She has worked hard to forget her dark past but her mind and body will not allow her to do so completely. She has done a good job of controlling herself until one day her husband brought a friend over to the house and that particular friend happened to be someone that she had a fling with during her wilder, darker days. The lust that was caged for so long has now broken free... (Source: Japananime.com)","['Adaptation (Manga) Netorare Zuma', '']",Haitokuzuma,"Immoral Wife, Haitoku Tsuma",,['Hentai'],
115,凌辱人妻温泉,Spa of Love,,,,['OVA'],2,Finished Airing,"Oct 25, 2005 to Jul 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],"['Kazuki Production', 'Studio March']",Visual novel,,,,29 min. per ep.,Rx - Hentai,6.43,N/A,#8910,"5,050",11,1786,"This is a historic Japanese style hotel, but after Yuji began to work part-time, everything has gone wrong. First, the young landlady and a waitress fell victims to him. Not being satisfied with them, the next games he aims at are three young married women staying at the hotel. (Source: AnimeNfo)",[],Ryoujoku Hitozuma Onsen,,,['Hentai'],
116,カンブリアン,,,,,['OVA'],2,Finished Airing,"Nov 25, 2005 to May 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Studio Jam'],['Manga'],,,,27 min. per ep.,Rx - Hentai,5.70,N/A,#8974,"4,952",14,1926,"Dr. Yamagishi was expelled from an academic society because he had tried to make a human clone. Next theme of his study was a new human species Cambrian. He made himself a test target. However, he turned into a chunk of grotesque flesh, and it began to rape women by its tentacles.","['Adaptation (Manga) Cambrian', '']",Cambrian,,,['Hentai'],
117,セイント・ビースト～幾千の昼と夜 編～,,,,,['OVA'],2,Finished Airing,"Dec 17, 2005 to Mar 18, 2006",,,"['Lantis', 'Tokyo Kids']","None found,",['Madhouse'],Mixed media,,,,25 min. per ep.,PG-13 - Teens 13 or older,6.21,#8790,#9390,"4,302",4,1585,"Long ago there was a war in Heaven which resulted in Judas and Luca – two of the six specially-chosen, talented and strong Saint Beasts – being cast out and imprisoned in Hell for leading the rebellion. But before that Heaven had been a peaceful place where the angels happily lived their lives. In this time, Judas, Luca, Goh, Shin, Rey and Gai are adolescent angels in Heaven who, on the day of Benediction, are made into adults by the supreme god Zeus. With each of the six having their own special abilities and new adult bodies to get used to, opportunities to meet each other arise and new friendships are formed. (Source: Anivide)",[],Saint Beast: Ikusen no Hiru to Yoru-hen,,,['Fantasy'],
118,Innocent Blue,,,,,['OVA'],2,Finished Airing,"Nov 25, 2005 to Aug 25, 2006",,,['Himajin Planning'],"None found,","None found,",Visual novel,,,,28 min. per ep.,Rx - Hentai,5.74,N/A,#9448,"4,224",10,1406,"Saeki Nozomi is a nurse that works at the hospital where her cousin is stay at due to a illness. At this time in the story, she is married but by herself while her husband is on business trip. She is also a bit horny as her period is coming up but tries to be faith to her husband and only flirts with her cousin whom she considers as her little brother. - Yumi is the guy's sister who also works at the hospital as a trainee since she is studying to be a nurse as well. She has strong feelings for her brother and worries about him a lot but doesn't cross that line... (Source: ANN)",[],Innocent Blue,"Innocent Blue Karte, Innocent Blue: Clinical Records",,['Hentai'],
119,トゥルー ブルー 外伝,True Blue: Gaiden,,,,['OVA'],1,Finished Airing,"Dec 23, 2005",,,"None found,","None found,",['Himajin Planning'],Visual novel,,,,29 min.,Rx - Hentai,5.60,N/A,#9766,"3,839",6,1473,"Kanzaki Aoi and Kurusu Akito have broken their childhood relationship and are no longer together. Kaya, a girl who has been interested in Akito, decides to be with him instead. But, her efforts fail to make him forget about Aoi, who chose their P.E. teacher, Shudo, out of lust and has become the Shudo's mistress. During her attempts to gain Akito's affection, Kaya is blackmailed into having sexual acts with a guy who has been watching her. As she is forced to let him have his way with her, Kaya begins having obscene thoughts about Shudo. Little does she know that the teacher has been planning this all along...","['Prequel (OVA) True Blue', '']",True Blue: Gaiden,,,['Hentai'],
120,蒼穹のファフナー Dead Aggressor Arcadian memory,,,,,['OVA'],2,Finished Airing,"Nov 2, 2005 to Jan 12, 2006",,,['King Records'],"None found,",['Xebec'],Original,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",,32 min. per ep.,PG-13 - Teens 13 or older,6.49,#7131,#10161,"3,377",0,838,Two OVA that summarize the series.,[],Soukyuu no Fafner: Dead Aggressor - Arcadian Memory,"Soukyuu no Fafner: Arcadian Memory I - Tsuioku no Rakuen, Soukyuu no Fafner: Arcadian Memory II - Taiwa no Sekai",,,
121,処女オークション,Virgin Auction,,,,['OVA'],2,Finished Airing,"Dec 9, 2005 to Mar 10, 2006",,,['Digital Works'],['Media Blasters'],['Y.O.U.C'],Original,,,,30 min. per ep.,Rx - Hentai,5.89,N/A,#10700,"2,880",5,1103,"There is a secret club that holds an auction of virgins. They are unmistakably virgins checked their bodies by a sadistic woman doctor. The girls are put up for auction by various reasons, for example, to clear the debts, and they are forced to have sex with bidders. (Source: AnimeNfo)",[],Shoujo Auction,,,['Hentai'],
122,緋忍伝-呀宇種（ガウス）,,,,,['OVA'],1,Finished Airing,"Dec 22, 2005",,,['Pink Pineapple'],"None found,",['Arms'],Original,,,,27 min.,Rx - Hentai,5.64,N/A,#10818,"2,775",6,988,"When Daisuke expressed love towards his girlfriend, he was taken away by the moonlight but little to his surprise that He was now the man of Guass. And now he must bear the burden that the man of Gauss carries and try to save the ancient world.",[],Hininden: Gauss,"Hininden Gauss, Hininden Gausu, Hininden-Gausu",,['Hentai'],
123,遙かなる時空の中で〜八葉抄〜,,,,,['OVA'],2,Finished Airing,"Dec 23, 2005 to Jan 27, 2006",,,"None found,","None found,",['Yumeta Company'],Visual novel,"['Comedy', 'Fantasy', 'Supernatural']","['Historical', 'Isekai', 'Mythology', 'Time Travel']",['Shoujo'],21 min. per ep.,PG-13 - Teens 13 or older,6.46,#7360,#11380,"2,352",3,680,"Two side stories to the main series Kokoro no Yukue (Ten) ~ Destination of the Heart Story featuring the four Hachiyou of Heaven: Yorihisa and Takamichi, Eisen and Inori. Minor incidents lead to the Hachiyou suspecting each other of committing a small 'crime'. Akane is brought in to assist with the case. Omoi no Arika (Chi) ~ Where the Heart Belongs Story featuring the four Hachiyou of Earth: Tenma, Shimon, Tomomasa and Yasuaki. Kotengu is determined to challenge Yasuaki, however the other three and Akane try to prevent that from happening, asking also Fuji-hime to cooperate.",[],Harukanaru Toki no Naka de: Hachiyou Shou OVA,"Destination of the Heart, Where the Heart Belongs, HaruToki Special, Haruka naru Toki no Naka de: Omoi no Arika (Chi), Haruka naru Toki no Naka de: Kokoro no Yukue (Ten), Harukanaru Toki no Naka de: Kokoro no Yukue",,,
124,Visions of Frank: Short Films by Japan's Most Audacious Animators,Visions of Frank,,,,['OVA'],9,Finished Airing,"Nov 25, 2005",,,"None found,","None found,","None found,",Unknown,,,,5 min. per ep.,PG-13 - Teens 13 or older,5.84,#10714,#13679,"1,173",0,371,"A series of 9 animated shorts based on the Frank comics by Jim Woodring, featuring computer/CGI, traditional cel, stop-motion, and even sand painting techniques. Contributing animators and musicians include COCOA, Eri Yoshimura, Naomi Nagata, TAMAPRO/DROP, Taruto Fuyama, Masaki Maito, Kanako Kawagushi, Masaya Sakaue, Bill Frisell, Dame Darcy, and Woodring himself.",[],Visions of Frank: Short Films by Japan's Most Audacious Animators,,,['Avant Garde'],
125,モンスターファーム5　サーカスキャラバン オリジナルアニメーション 「結成!!オルコロサーカス」,,,,,['OVA'],1,Finished Airing,"Nov 16, 2005",,,"None found,","None found,","None found,",Game,"['Action', 'Fantasy']",,,8 min.,G - All Ages,5.50,#12104,#14217,"1,020",0,264,"The Orcoro Circus is a band of people who have come together to bring joy to people's faces. Julio, a young boy in the Orcoro circus, wants to be a professional and famous Monster Breeder. One day after a performance a mysterious beautiful girl with special powers by the name of Nayuta came to force her way into the circus troop. (Source: Wikipedia)",[],Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,,,,
126,リバース ムーン ディバージェンス,,,,,['OVA'],1,Finished Airing,"Nov 23, 2005",,,['Idea Factory'],"None found,","None found,",Game,"['Action', 'Fantasy']",,,17 min.,None,4.70,#13519,#14845,854,0,243,"Ires and his father, Leglight are peddlers. Near Gramnoa,they met a genius ""tempest"", Yuan. Yuan thinks they are bandits, and began to fight. Leglight wields his mystic weapon, and beats him back. However, right after that, he is swallowed into black light leaving the weapon, a ""device"", and a message, “Visit Oldman in Gramnoa”. To look for his father, he leaves for Gramnoa. (Source: Animenfo)",[],Rebirth Moon Divergence,,,,
127,おめでとうイエスさま,,,,,['OVA'],1,Finished Airing,"Oct 11, 2005",,,"None found,","None found,","None found,",Novel,,,['Kids'],20 min.,G - All Ages,[],#20833,#18521,382,3,,Tells the story of Jesus' birth in the manger that starts out with an angel coming to tell Mary that she's pregnant.,[],Omedetou Jesus-sama,Happy Birthday Jesus,['Historical'],,
128,ねこざかな,,,,,['OVA'],2,Finished Airing,"Oct 28, 2005",,,"None found,","None found,","None found,",Picture book,,,['Kids'],12 min. per ep.,G - All Ages,[],#20636,#23851,115,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Nekozakana,,,['Comedy'],
129,そらとぶねこざかな,,,,,['OVA'],2,Finished Airing,"Oct 28, 2005",,,"None found,","None found,","None found,",Picture book,,,['Kids'],12 min. per ep.,G - All Ages,[],#14485,#23932,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Soratobu Nekozakana,,,['Comedy'],
130,たろうのおでかけ,,,,,['OVA'],2,Finished Airing,"Oct 28, 2005",,,"None found,","None found,","None found,",Picture book,,,['Kids'],12 min. per ep.,G - All Ages,[],#14769,#23934,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tarou no Odekake,,,['Adventure'],
131,たろうのともだち,,,,,['OVA'],2,Finished Airing,"Oct 28, 2005",,,"None found,","None found,","None found,",Picture book,,,['Kids'],13 min. per ep.,G - All Ages,[],#14770,#25643,87,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tarou no Tomodachi,,,['Adventure'],
132,あらしのよるに,,,,La Vallee D'Emeraude Stormy Night,['Movie'],1,Finished Airing,"Dec 10, 2005",,,"['Mainichi Broadcasting System', 'TBS', 'TOHO', 'SEDIC International', 'Hakuhodo DY Music & Pictures', 'Mainichi Shimbun']","None found,",['Group TAC'],Book,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",,,1 hr. 47 min.,G - All Ages,7.64,#1448,#4739,"24,249",211,11269,"When a sudden thunderstorm strikes, Mei, a young goat, has no choice but to take shelter in an abandoned barn. Before long, he is joined by another animal—a wolf named Gabu. The night is pitch black, and neither of them can make out the other's appearance, but they become fast friends as they chat for hours, promising to meet again. As soon as Mei and Gabu reunite in daylight, they are met with a predicament: they would normally regard each other as mere predator and prey. However, they vow to remain friends nonetheless and start meeting in secret. While their friendship deepens, their families find out about it, forcing both Mei and Gabu to wonder if their relationship is truly worth the risk. [Written by MAL Rewrite]","['Adaptation (Manga) Arashi no Yoru ni', '']",Arashi no Yoru ni,"In the Night of the Storm, On A Stormy Night, Stormy Night",['Anthropomorphic'],,
133,ストリートファイターALPHAジェネレーション,Street Fighter Alpha: Generations,,,,['Movie'],1,Finished Airing,"Oct 25, 2005",,,"None found,",['Manga Entertainment'],['APPP'],Game,,,,42 min.,PG-13 - Teens 13 or older,6.45,#7418,#5735,"15,107",17,8769,"When Ryu returns to pay homage to his deceased mentor, Gouken, he is tormented by disturbing memories of his master's killer. In a quest to become a true martial arts master, Ryu sets out to hone his street fighting skills and to deliver himself from the haunting legacy of the Dark Hadou. But the ultimate test of his new power can only be accomplished through one last fateful confrontation with his arch-nemesis, Gouki (Akuma). (Source: AniDB)","['Prequel (Movie) Street Fighter Zero The Animation', '']",Street Fighter Alpha: Generations,Street Fighter Zero 2,,['Adventure'],
134,機動戦士ＺガンダムⅡ‐恋人たち‐,Mobile Suit Zeta Gundam: A New Translation II - Lovers,,,,['Movie'],1,Finished Airing,"Oct 29, 2005",,,['Sotsu'],"['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],Original,"['Drama', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Space']",,1 hr. 37 min.,PG-13 - Teens 13 or older,6.93,#4673,#6162,"12,502",1,6153,Second out of three compilation movies for the Zeta Gundam series. (Source: AniDB),"['Prequel (Movie) Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono', 'Sequel (Movie) Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai']",Kidou Senshi Z Gundam II: Koibito-tachi,Kidou Senshi Z Gundam Ⅱ: Koibitotachi,,,
135,ふたりはプリキュア Max Heart2 雪空のともだち,,,,,['Movie'],1,Finished Airing,"Dec 10, 2005",,,"None found,","None found,",['Toei Animation'],Original,,,,1 hr. 11 min.,G - All Ages,7.12,#3822,#7594,"7,484",8,3385,"On his way to visit the Queen of the Garden of Light, the Sage of the Garden of Clouds accidentally drops the egg of the Houhou. The egg lands in the Garden of Rainbows, where it is found by Hikari, attracting the attention of a powerful pair of servants of the Dark Lord. (Source: AniDB)",[],Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Pretty Cure Max Heart: Friends of the Snow-Laden Sky, Pretty Cure Movie 2, Eiga Futari wa Precure: Max Heart 2 - Yukizora no Tomodachi",['Mahou Shoujo'],['Comedy'],
136,ブラック・ジャック ふたりの黒い医者,Black Jack: The Two Doctors of Darkness,,Black Jack: Dos Médicos en la Sombra.,,['Movie'],1,Finished Airing,"Dec 17, 2005",,,"['SKY Perfect Well Think', 'Nippon Television Network']","None found,",['Tezuka Productions'],['Manga'],,,['Shounen'],1 hr. 32 min.,PG-13 - Teens 13 or older,7.15,#3638,#8501,"5,722",8,2356,"The mega-corporate Daedalus Group is under attack by a small group of activists known as the Ghost of Icarus. While taking care of some of the victims of the bombing, Black Jack encounters Dr. Kiriko, also known as Death Incarnate, who just like him, asks his patients huge sums of money but instead of saving them, he offers them a painless death. When the activist group requests both doctors’ collaboration, Black Jack finds himself caught in a spiral of life, death and treason while trying to save his patients' lives and avoid the breaking of a biological war that could destroy humanity. (Source: ANN)","['Adaptation (Manga) Black Jack', '']",Black Jack: Futari no Kuroi Isha,,['Medical'],['Drama'],
137,ブラック・ジャック Dr. ピノコの森の冒険,Black Jack: Dr. Pinoco's Adventure,,,,['Movie'],1,Finished Airing,"Dec 17, 2005",,,['Tezuka Productions'],"None found,","None found,",['Manga'],,,,7 min.,G - All Ages,6.21,#8757,#11066,"2,573",0,911,"Dr. Black Jack forgot his doctor's bag, and his assistant (plus self-claimed ""wife"") Pinoko rushed to deliver the bag but found herself lost in the forest. Guided by a butterfly, she found that many animals in the forest are sick or injured, and Pinoko used her knowledge to help those animals. (Source: ANN)",[],Black Jack: Dr. Pinoko no Mori no Bouken,,['Medical'],['Comedy'],
138,惑星大怪獣　ネガドン,Negadon: The Monster from Mars,Negadon - Das Monster vom Mars,,,['Movie'],1,Finished Airing,"Oct 16, 2005",,,['CoMix Wave Films'],"['Central Park Media', 'NYAV Post']","None found,",Original,"['Action', 'Fantasy', 'Sci-Fi']","['Mecha', 'Military', 'Space']",,25 min.,PG-13 - Teens 13 or older,5.43,#12343,#12294,"1,760",1,859,"A world of the future, madly over populated, searches for a new home on Mars to help support humanity. After terraforming Mars into a habitable landscape a Japanese ship returning from the planet crash-lands on a Tokyo street, unleashing a terrible monster. The only man who can stop Negadon is Dr. Narasaki, and his robot Miroku... (Source: ANN)",[],Wakusei Daikaiju Negadon,Wakusei Dai Kaiju Negadon,,,
139,ブラック・ジャック ふたりの黒い医者,,,,,['Movie'],1,Finished Airing,"Dec 17, 2005",,,"None found,","None found,","None found,",['Manga'],,,,37 sec.,G - All Ages,5.85,#10661,#13431,"1,253",0,346,"A manner movie shown before Black Jack: Futari no Kuroi Isha and Black Jack: Dr. Pinoko no Mori no Bouken, all three were included on the DVD release of Black Jack: Futari no Kuroi Isha. Black Jack gets mad at Pinoko, Tezuka himself, and Astro Boy for leaving their cell phone on during an operation...only to find out that the patient Sharaku was the one who left it on.",[],Black Jack: Futari no Kuroi Isha - Manner Movie,"Black Jack: Futari no Kuroi Isha - A Reminder, Black Jack: A Reminder",['Parody'],['Comedy'],
140,劇場版甲虫王者ムシキング グレイテストチャンピオンへの道,"Mushiking: The King of Beetles the movie ""The Road to the Greatest Champion""",,,,['Movie'],1,Finished Airing,"Dec 17, 2005",,,['Sega'],"None found,",['TMS Entertainment'],Card game,,,,50 min.,G - All Ages,[],#19567,#16853,522,0,,"The ultimate Beetle Battle unreels! The King of Beetles, Mushiking is a beetle battle game of the 21st Century that is causing a whirlpool of sensational excitement among children. Its popularity has transcended the world of arcade games! The total number of cards issued has exceeded 420 million. Mushiking is not only one of the most popular in arcade games, but is also creating a buzz in various fields such as game boy advance, TV animations. and etc. Kent Mirai is a passionate youth. His dream is to become the greatest Mushiking champion in the world. He is spending his time beetle battling with the King of Beetles, Mushiking everyday. One day, a mysterious boy named Shiro Mizorogi appears before Kent. This boy is so strong that the beetle battlers are ruthlessly defeated one after the other. The beetle that Shiro manipulates is a beetle that has never been seen before, called Dark Side Neptune Beetle. It is enveloped with an evil aura and its eyes glow eerily red. Shiro acquires the power of the dark side through Dr. Black, who stops at nothing in order to win the mushiking battle! The blazing battle between Kent and the King of Beetles, Mushiking vs. Dark Side and Neptune Beetle is launched!! (Source: Official Site)",[],Kouchuu Ouja Mushiking: Greatest Champion e no Michi,,['Strategy Game'],,
141,キノの旅 -the Beautiful World- 塔の国 -Free Lance-,Kino's Journey: Tower Country,,,,['Special'],1,Finished Airing,"Oct 19, 2005",,,['Genco'],"None found,",['A.C.G.T.'],['Light novel'],"['Adventure', 'Drama', 'Fantasy']",,,14 min.,PG-13 - Teens 13 or older,7.55,#1771,#3763,"40,006",27,20254,"Waking up from a nap, Kino is relieved to see that a certain tower from afar is still proudly standing. Located in the heart of the Tower Country, the immensely tall tower stretches high into the sky, reaching seemingly infinite heights. The tower looks like something out of a dream, but the breathtaking construction is unmistakably real. Intrigued, the traveling partners Kino and Hermes—the talking motorcycle—journey to the tower to get a closer look at the building. Despite already being unbelievably tall, the tower is still being built by the townspeople to this day. Puzzled by the origins of the tower, Kino and Hermes ask around the town for information, but they fail to obtain any definitive answer. They continue to observe both the tower and the townspeople during their stay, hoping to understand the reasoning behind building a tower that requires so much effort. After all, there is always something to learn—even from the strangest of countries. [Written by MAL Rewrite]","['Adaptation (Manga) Kino no Tabi: The Beautiful World', 'Adaptation (Manga) Kino no Tabi: The Beautiful World', 'Adaptation (Light Novel) Kino no Tabi: The Beautiful World', '']",Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,"Kino no Tabi: Tower Country/Free Lance, Kino's Travels, Kino no Tabi Episode 00",['Psychological'],,
142,ワンピース 年末特別企画！麦わらのルフィ親分捕物帖,One Piece: The Detective Memoirs of Chief Straw Hat Luffy,,,,['TV Special'],1,Finished Airing,"Dec 18, 2005",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Comedy', 'Fantasy']",,['Shounen'],42 min.,PG-13 - Teens 13 or older,7.19,#3441,#3977,"35,444",19,17809,"In an alternate reality world that resembles Edo Period Japan, Luffy acts as a member of the police. This is made up of two adventures: in the first, Buggy makes trouble in the town; in the second, a mysterious girl named Vivi appears (aired after Episode 253). This special contains several cameos from characters throughout the entire series. A second pair of episodes were aired after episode 290, continuing this story, as part of the New Year's special.",[],One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,One Piece Special: The Detective Memoirs of Chief Straw Hat Luffy,['Historical'],,
143,ハチミツとクローバー,Honey and Clover Specials,,,,['Special'],2,Finished Airing,"Dec 23, 2005 to Feb 24, 2006",,,"None found,",['VIZ Media'],['J.C.Staff'],['Manga'],"['Comedy', 'Drama', 'Romance']","['Adult Cast', 'Visual Arts']",['Josei'],22 min. per ep.,PG-13 - Teens 13 or older,7.63,#1488,#4184,"31,993",41,16526,Two side stories: Chapter L (or chapter 25) about Lohmeyer/Romaiya senpai. Chapter F (or chapter 26) about Miwako finding ways to make fun of Yamazaki. (Source: momento),"['Prequel (TV) Hachimitsu to Clover', 'Sequel (TV) Hachimitsu to Clover II', 'Adaptation (Manga) Hachimitsu to Clover', '']",Hachimitsu to Clover Specials,Honey & Clover Specials,,,
144,ああっ女神さまっ,Ah! My Goddess Specials,Oh! My Goddess,,,['Special'],3,Finished Airing,"Apr 1, 2005 to Dec 23, 2005",,,['Bandai Visual'],"['Media Blasters', 'NYAV Post']",['AIC'],['Manga'],"['Comedy', 'Romance', 'Supernatural']",,['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,7.50,#1940,#4442,"28,226",44,14916,"Due to the recent events that happened on the last episodes of the season, the Goddess have some stability problems with their body systems. The always adult looking Urd becomes a little girl and has a fateful encounter with a boy, whereas little Skuld becomes an adult and wants to experiment adulthood together with Keiichi.","['Adaptation (Manga) Aa! Megami-sama!', '']",Aa! Megami-sama! (TV) Specials,"Aa! Megami-sama! Episodes 12.5, 25 and 26, Oh! My Goddess Specials",,,
145,いちご100%,Strawberry 100%,,,Ichigo 100%,['Special'],1,Finished Airing,"Dec 14, 2005",,,"None found,","None found,",['Madhouse'],['Manga'],"['Comedy', 'Romance', 'Ecchi']",,['Shounen'],23 min.,PG-13 - Teens 13 or older,6.80,#5343,#5168,"19,754",9,10443,Yui's father forbids Yui from staying at Junpei's house and decides she'll attend a local High School instead of Oumi Academy. Junpei visits with the intention of straightening out a misunderstanding for Yui's sake. Episode takes place prior to Episode 10 of Ichigo 100% TV series.,[],Ichigo 100% Special 2,,,,
146,LOVELESS おはよう ラブレスくーん,,,,,['Special'],6,Finished Airing,"Nov 1, 2005 to Apr 27, 2006",,,"None found,","None found,",['J.C.Staff'],['Manga'],"['Boys Love', 'Comedy', 'Supernatural']",,['Josei'],2 min. per ep.,PG-13 - Teens 13 or older,6.45,#7395,#5203,"19,491",30,7983,A 6-episode special featuring in-character commentary of the series.,[],Loveless Specials,Loveless: Ohayou Loveless-kun,,,
147,蒼穹のファフナー Dead Aggressor RIGHT OF LEFT,,,,,['TV Special'],1,Finished Airing,"Dec 30, 2005",,,['Starchild Records'],"None found,",['Xebec'],Original,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",,51 min.,PG-13 - Teens 13 or older,7.36,#2533,#5617,"15,923",27,5933,"Yumi Ikoma and Ryou Masaoka are children who have been selected to take part in a top secret mission, to be the pilots of the first Fafner combat units; the last chance of survival for the human race. The enemy is ruthless, remorseless and is able to read the minds of humans. Therefore, the details of this mission are kept a secret even from the personnel involved. The young pilots must use all their courage and faith in order to survive and complete their mission or the fate of mankind would be compromised. (Source: ANN)","['Sequel (TV) Soukyuu no Fafner: Dead Aggressor', '']",Soukyuu no Fafner: Dead Aggressor - Right of Left,Fafner in the Azure: Dead Aggressor - Right of Left,,,
