,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Synonyms,Genre,Demographics
69,ドラえもん (2005),,,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",['Anthropomorphic'],,25 min.,PG - Children,7.72,#1247,#5000,"21,405",239,9584,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,,"['Kids', 'Shounen']"
70,カードファイト!! ヴァンガードG,Cardfight!! Vanguard G,,,,['TV'],48,Finished Airing,"Oct 26, 2014 to Oct 4, 2015",['Fall 2014'],Sundays at 10:00 (JST),"['TV Tokyo', 'Dentsu', 'Sotsu', 'Bushiroad']","None found,",['TMS Entertainment'],Card game,,['Strategy Game'],,24 min. per ep.,PG-13 - Teens 13 or older,6.53,#6882,#5465,"17,065",50,8532,"Taking place after a three-year time skip, the series will follow Shindou Kurono, Kiba Shion, and Anjou Tokoha as the new protagonists of G. Kurono uses the never-before-seen clan Gear Chronicle, which brings together the destinies of these three toward an ""impossible future, an impossible self signifying 'Generation.'"" (Source: vanguardus.blogspot.com, edited)","['Prequel (TV) Cardfight!! Vanguard: Legion Mate-hen', 'Sequel (TV) Cardfight!! Vanguard G: GIRS Crisis-hen', 'Adaptation (Manga) Cardfight!! Vanguard G: Stride Generation', '']",Cardfight!! Vanguard G,,,['Action'],
71,ぐでたま,The Lazy Egg,,,,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,"['Comedy', 'Gourmet']",,['Kids'],1 min. per ep.,G - All Ages,6.62,#6397,#5996,"13,397",60,2721,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,,,,
72,レディ ジュエルペット,,,,,['TV'],52,Finished Airing,"Apr 5, 2014 to Mar 28, 2015",['Spring 2014'],Unknown,"['TV Tokyo', 'Sotsu', 'MediaNet', 'Sanrio', 'Miracle Bus']","None found,","['Studio Comet', 'Zexcs']",Original,"['Fantasy', 'Romance']",,,25 min. per ep.,PG - Children,7.46,#2124,#6169,"12,436",104,4056,"Momona is an ordinary junior-high school student hailing from Jewel Land. At her cousin's wedding, she envies the bride, Lady Diana, due to the fact that she is marrying the cousin who she had a slight crush on. However, once she sees Lady Diana and her cousin together, Momona begins to like her, and accepts her as her cousin's bride. Just as Lady Diana is about to properly meet her and introduce herself, Momona is transported to a snowy place in Jewel Land where the ruler, Lady Jewel, is giving a speech to the Petit Ladies, girls who are chosen as Jewel Candidates to be the next Lady Jewel. Momona meets her partner and mentor, Ruby, a white rabbit, who will guide her through the tasks in becoming Lady Jewel. Whoever passes the most tasks wins and becomes the next Lady Jewel, but standing in her way is Lillian, a girl who also aims to win the title of Lady Jewel, so she can choose her brother, Cayenne, to be her King alongside her. Momona soon also begins to fall in love with Cayenne, yet Lillian doesn't want her to get too close to him. Cayenne also seems to harbor feelings for Momona, but who will be chosen in the end as Lady Jewel to decide it all? And will Momona and Lillian ever become true friends and will Cayenne and Momona ever be together? (Source: Wikipedia)","['Adaptation (Manga) Lady Jewelpet', '']",Lady Jewelpet,"['Anthropomorphic', 'Mahou Shoujo']",,,
73,フューチャーカード バディファイト,Future Card Buddyfight,,,,['TV'],64,Finished Airing,"Jan 4, 2014 to Apr 4, 2015",['Winter 2014'],Saturdays at 08:00 (JST),['Bushiroad'],"None found,","['Xebec', 'OLM']",Card game,,['Strategy Game'],,24 min. per ep.,PG - Children,6.73,#5740,#6278,"11,886",53,5574,"An adaptation of the Future Card Buddyfight card game. Future Card Buddyfight takes place in a more futuristic version of today. The card game connects to a parallel universe through special cards (Buddy Rare Cards) that act as portals. They bring monsters to Earth in order for them to become buddies with humans. Through friendship and courage, they take on and fight challenges, known as Buddyfights, where people of all ages have friendly non-hurtful competitions. The main character, Gaou Mikado has just started Buddyfighting. As the story progresses, Buddyfights are seeming to become a little too real...","['Sequel (TV) Future Card Buddyfight Hundred', 'Adaptation (Manga) Future Card Buddyfight']",Future Card Buddyfight,,,,
74,ふるさと再生 日本の昔ばなし,Folktales from Japan,Folktales from Japan,Historias Tradicionales Japonesas para la Reconstrucción de los Pueblos,Folktales from Japan,['TV'],258,Finished Airing,"Apr 1, 2012 to Mar 26, 2017",['Spring 2012'],Sundays at 09:00 (JST),"['TV Tokyo', 'Sony Music Entertainment', 'Peter Pan Creation']","None found,",['Tomason'],Other,,['Historical'],['Kids'],24 min. per ep.,G - All Ages,6.93,#4666,#6444,"11,151",26,2789,"Like in any culture, Japanese kids grow up listening to the stories repeatedly told by their parents and grandparents. The boy born from a peach; the princess from the moon who is discovered inside a bamboo; the old man who can make a dead cherry tree blossom, etc. These short stories that teach kids to see both the dark and bright sides of life have passed traditional moral values from generation to generation. Each half-hour episode of Folktales from Japan consists of three self-contained stories, well-known and unknown, with a special focus on heartwarming stories that originate from Tohoku, the northern region heavily touched by the earthquake of 2011. May this program help cheer up earthquake victims and cast a light of hope for them? (Source: Crunchyroll)","['Sequel (TV) Furusato Meguri: Nippon no Mukashibanashi', '']",Furusato Saisei: Nippon no Mukashibanashi,,Hometown Rebuilding: Folktales from Japan,['Supernatural'],
75,マジンボーン,,,,,['TV'],52,Finished Airing,"Apr 1, 2014 to Mar 31, 2015",['Spring 2014'],Unknown,"None found,","None found,",['Toei Animation'],Game,,['Strategy Game'],,22 min. per ep.,PG-13 - Teens 13 or older,6.63,#6323,#6725,"10,123",34,3917,"Anime adaptation of Majin Bone, a digital card game project. Majin, the creator of the Universe, has been resurrected in the present day. Shougo Ryuujin, an ordinary high school student who transforms into the Bone Fighter Dragonbone with the Bone Card in order to save Earth. Together, with the other White Bone warriors take a stand against the Dark Bone, a foe that has appeared from darkness to devastate Earth. However, ""could the true enemy be ourselves?"" (Source: ANN)","['Adaptation (Manga) Majin Bone', '']",Majin Bone,,,,
76,ディスク・ウォーズ：アベンジャーズ,,,,,['TV'],51,Finished Airing,"Apr 2, 2014 to Mar 25, 2015",['Spring 2014'],Wednesdays at 18:30 (JST),['TV Tokyo'],['Marvel Entertainment'],['Toei Animation'],Other,,['Super Power'],['Kids'],22 min. per ep.,PG - Children,5.84,#10748,#7026,"9,096",24,2874,"The story will revolve around how the Avengers—Iron Man, Captain America, Thor, and the Hulk together with the help of Spider-Man and a group of teens—will harness their respective fighting skills and superhuman powers to foil Loki's scheme to take over the world. Marvel Disk Wars: The Avengers will target boys in the 6-12 age group. (Source: Marvel)",[],Marvel Disk Wars: The Avengers,,,['Action'],
77,サザエさん,Mrs. Sazae,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9128,#7128,"8,794",39,1934,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,
78,忍たま乱太郎,,,El Ninja Boy Rantaró,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,['Kids'],10 min.,G - All Ages,7.08,#4016,#7387,"8,012",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",['Comedy'],
79,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],['Shoujo'],23 min.,G - All Ages,7.34,#2628,#7920,"6,761",62,2180,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,Maruko-chan,['Comedy'],
80,ドラゴンコレクション,,,,,['TV'],51,Finished Airing,"Apr 7, 2014 to Mar 30, 2015",['Spring 2014'],Mondays at 08:15 (JST),['Konami'],"None found,",['OLM'],Card game,,['Isekai'],,11 min. per ep.,PG-13 - Teens 13 or older,6.15,#9088,#8398,"5,858",7,2158,"Through an unexpected turn of events, an ordinary elementary school student, Hiro Enryuu, finds himself in the world of the ""Dragon Collection"" game. This is a world called Dragon Earth, where gods, humans, and monsters exist side by side. Those who roam this world using a magic book, called a Grimoire, and cards to summon monsters and search for treasures that bear the powers of dragons are called Dracolle Battlers. Despite his bewilderment, Hiro becomes a Dracolle Battler and, together with the friends he meets there, begins his adventure to become a legendary Dragon Master! (Source: Crunchyroll)","['Adaptation (Manga) Dragon Collection: Ryuu wo Suberumono', '']",Dragon Collection,,,['Fantasy'],
81,テンカイナイト,Tenkai Knights,Tenkai Knights: Die Tenkai Ritter,Tenkai Knights: Caballeros Tenkai,Tenkai Knights: Les Chevaliers Tenkai,['TV'],52,Finished Airing,"Apr 5, 2014 to Mar 28, 2015",['Spring 2014'],Unknown,"None found,","None found,",['Bones'],Original,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,['Kids'],24 min. per ep.,G - All Ages,6.45,#7428,#8411,"5,847",34,2589,"Eons ago, a cube–like peaceful planet named Quarton, populated by shape–shifting living bricks called Tenkai, was ravaged by a war between two opposite factions: the Corekai and the Corrupted led by the ruthless warlord Vilius who desired to obtain the source of Tenkai Energy for his own purposes. However, the only ones who were strong enough to defeat him were the Tenkai Knights: Bravenwolf, Tributon, Valorn and Lydendor. Facing defeat, Vilius unleashed the mighty Tenkai Dragon, who was later defeated by the four Knights and its fragments were scattered across the planet. These heroes were never seen again, but the Corrupted have returned more powerful than ever. Now on planet Earth in the year 2034, four teenage humans named Guren, Ceylan, Toxsa, and Chooki find an interdimensional portal to Quarton where they are chosen by the Guardians to become the new generation of Tenkai Knights and prevent Vilius to take control of both worlds. (Source: Wikipedia)",[],Tenkai Knights,"['Mecha', 'Super Power']",,,
