,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,Demographics
257,Boonie Bears: Entangled Worlds,熊出沒之奇幻空間,Fantastica: A Boonie Bears Adventure,,,Boonie Bears: Fantastica (2017),['Movie'],1,Finished Airing,"Jan 28, 2017",,,['Fantawild Animation'],"None found,","None found,",Original,"['Adventure', 'Sci-Fi']",,1 hr. 30 min.,G - All Ages,[],#15874,#19063,339,0,,"The story follows an elite team of thieves, sent by a notorious treasure hunter from the real world to the animated realm to steal each universe’s most prized and powerful item. On learning of this evil plan that would destroy the cartoon world, the bear brothers, along with Logger Vick, join forces with a sassy archaeological robot and set out on a journey to save their world and find the Deer Clan’s legendary Golden Antlers before the villains do. From Pine Tree Mountain to the mysterious Deer Clan Forest, this ragtag group encounter many strange and wonderful creatures, including the keeper of the forest, a magical woodland girl from the Deer Clan. Time is running out! Who will make it to the Golden Antlers first? Will the Boonie Bears’ World be saved? Follow us down the portal on an unforgettable adventure through these entangled worlds! (Source: Official YouTube Channel)",[],Xiong Chumo: Qihuan Kongjian,['Kids'],,,
258,,Radio Wave,Radio Wave,,,,['Movie'],1,Finished Airing,Mar 2017,,,['Geidai Animation'],"None found,","None found,",Original,,,3 min.,G - All Ages,5.71,#11312,#19740,300,1,133,Numbers stations were prominently used during the Cold War. A boy was tuning the radio in the snow mountain and happened to tune the shortwave of codes.,[],Radio Wave,,,['Avant Garde'],
259,,你要热烈地亲亲爹,Who's the Daddy,,,,['Movie'],1,Finished Airing,"Feb 9, 2017",,,"None found,","None found,",['Wong Ping Animation Lab'],Original,"['Avant Garde', 'Erotica']",,9 min.,R+ - Mild Nudity,[],N/A,#20033,283,0,,A Tinder tragedy. An unexpected child. A journey finding my root of shame. (Source: Vimeo),[],Ni Yao Relie de Qin Qin Die,,,,
260,GG Bond Movie 4,猪猪侠 英雄猪少年,GG Bond: Guarding,,,,['Movie'],1,Finished Airing,"Jan 7, 2017",,,"None found,","None found,","None found,",Original,,,1 hr. 30 min.,G - All Ages,[],#16378,#20218,271,0,,"Legend has it that five locks protect the world's magic power, but it accidentally selected a ""nobody"" G.G. Bond as its owner. A terrible man dressed in black is trying to destroy all five locks. He's taller and a strong fighter and seems to know G.G. Bond's every move. When the team is at its last straw, they find out that the man in black is G.G. Bond himself 13 years from the future. (Source: IMDB)",[],Zhu Zhu Xia: Ying Xiong Zhu Shao Nian,['Kids'],['Super Power'],['Sci-Fi'],
261,,별이 빛나는 밤에,The Starry Night,,,,['Movie'],1,Finished Airing,"Jan 16, 2017",,,"None found,","None found,",['VCRWORKS'],Original,,,9 min.,G - All Ages,[],#17093,#20591,252,0,,"The Starry Night tells about the love that becomes clearer as time goes by, through the process of organizing his own life, loving an old lover. (Source: vcrworks.kr)",[],Byeoli Bichnaneun Bame,,,['Romance'],
262,,만담강호,,,,,['Movie'],1,Finished Airing,"Mar 22, 2017",,,"None found,","None found,","None found,",Unknown,,,1 hr. 13 min.,R - 17+ (violence & profanity),[],#19997,#21525,202,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mandamgangho,,,['Comedy'],
263,,Two Rooms,Two Rooms,,,,['Movie'],1,Finished Airing,"Mar 24, 2017",,,"None found,","None found,",['The Village of Marchen'],Original,"['Avant Garde', 'Slice of Life', 'Supernatural']",,7 min.,PG - Children,[],#15096,#21891,180,0,,A short film by Takehiko Takashi from The Village of Marchen. A man attempts to write but constant distractions keep him unfocused.,[],Two Rooms,,,,
264,,Organic Circle,Organic Circle,,,,['Movie'],1,Finished Airing,"Mar 24, 2017",,,['The Village of Marchen'],"None found,","None found,",Original,,,3 min.,PG-13 - Teens 13 or older,[],#20864,#22730,145,0,,A visceral depiction of the circle of life. Made by The Village of Marchen's Worku Team and directed by Masahide Kobayashi and Keita Funamoto.,[],Organic Circle,,,['Avant Garde'],
265,,Wolfgang the Sonic Show,,,,,['Movie'],1,Finished Airing,"Mar 24, 2017",,,['The Village of Marchen'],"None found,","None found,",Original,,,4 min.,PG-13 - Teens 13 or older,[],#15353,#23540,122,1,,"The misadventures of a wolf man named ""Wolfgang"" as he strives to find love. Village of Marchen short by Akira yamamoto, Keita Funamoto, Masahide Kobayashi, Hifumi Shibakura.",[],Wolfgang the Sonic Show,,,['Comedy'],
266,,私の沼,,,,,['Movie'],1,Finished Airing,"Feb 3, 2017",,,"None found,","None found,","None found,",Original,,,3 min.,PG-13 - Teens 13 or older,[],#15269,#23418,125,0,,"The activities of cats, kobito, carp, and an uncle dressed as a woman on a swamp. (Source: London International Animation Festival)",[],Watashi no Numa,,,['Avant Garde'],
267,,ERASER WARS,,,,,['Movie'],1,Finished Airing,"Mar 2, 2017",,,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,10 min.,G - All Ages,[],#17892,#23790,116,0,,"The home planet of Gareth has been destroyed by somebody. The surviving warriors become vagrants to find a new home, however... (Source: Bucheon International Fantastic Film Festival)",[],Eraser Wars,,['Space'],,
268,,啓示錄-霧霾之城,Revelation: The City of Haze,,,,['Movie'],1,Finished Airing,"Feb 10, 2017",,,"None found,","None found,","None found,",Original,,,14 min.,PG-13 - Teens 13 or older,[],#21288,#23985,112,0,,"After witnessing his mother's death, the boy has a breakdown and cannot remember his own name. One day, a girl finds the boy and brings him back to the City of Haze. Since then they've depended on each other. (Source: IMDB)",[],Qishi Lu Wu Mai Zhi Cheng,,,['Drama'],
269,,超能龙骑侠,Bicycle Boy 2,,,,['Movie'],1,Finished Airing,"Jan 13, 2017",,,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,1 hr. 26 min.,PG - Children,[],#17193,#24225,107,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Long Qi Xia', '']",Chao Neng Long Qi Xia,['Kids'],,,
270,,辛巴达与美人鱼公主,Sinbad and Mermaid Princess,,,,['Movie'],1,Finished Airing,"Jan 7, 2017",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,1 hr. 20 min.,PG - Children,[],#14418,#24896,96,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sinbad Yu Meirenyu Gongzhu,['Kids'],,,
271,Lighting Dindin,萤火奇兵,,,,,['Movie'],1,Finished Airing,"Feb 5, 2017",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,1 hr. 21 min.,PG - Children,[],#16051,#25347,90,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Ying Huo Qibing 2: Xiao Chong Bu Hao Re', '']",Ying Huo Qibing,['Kids'],['Anthropomorphic'],,
272,,蛋计划 大电影,,,,,['Movie'],1,Finished Airing,"Jan 20, 2017",,,"None found,","None found,","None found,",Original,,,1 hr. 22 min.,PG - Children,[],#17534,#25865,82,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Dan Jihua Da Dianying,['Kids'],,['Fantasy'],
273,"Boku no Hero Academia Recap, Boku no Hero Academia 13.5",僕のヒーローアカデミア ヒーローノート,My Hero Academia: Hero Notebook,,,,['TV Special'],1,Finished Airing,"Mar 25, 2017",,,"None found,",['Funimation'],['Bones'],['Manga'],,"['School', 'Super Power']",23 min.,PG-13 - Teens 13 or older,7.26,#3022,#1346,"190,060",602,93988,Recap of Boku no Hero Academia that aired a week before the second season.,"['Sequel (TV) Boku no Hero Academia 2nd Season', '']",Boku no Hero Academia: Hero Note,['Shounen'],,['Action'],
274,"The Maid Dragon of Kobayashi-san Specials, Kobayashi-san Chi no Maid Dragon Specials",小林さんちの○○ドラゴン,Miss Kobayashi's Dragon Something,,,,['Special'],7,Finished Airing,"Mar 15, 2017 to Sep 20, 2017",,,"None found,",['Funimation'],['Kyoto Animation'],['Manga'],"['Slice of Life', 'Supernatural']",,3 min. per ep.,PG-13 - Teens 13 or older,7.25,#3108,#2139,"105,441",133,51609,Specials included with the BD/DVD release of Kobayashi-san Chi no Maid Dragon.,[],Kobayashi-san Chi no OO Dragon,,,,
275,,ガヴリールドロップアウトOVA,,,,,['Special'],2,Finished Airing,"Mar 24, 2017 to May 24, 2017",,,"None found,","None found,",['Doga Kobo'],['Manga'],"['Comedy', 'Supernatural']","['CGDCT', 'Mythology', 'School']",15 min. per ep.,PG-13 - Teens 13 or older,7.61,#1547,#2694,"73,235",70,40536,Specials included with the Blu-ray/DVD release of Gabriel DropOut.,[],Gabriel DropOut Specials,['Shounen'],,,
276,"Natsume Yuujinchou Go: Hitoyo Sakazuki, Natsume Yuujinchou Go: Yuugi no Utage, Natsume Yuujinchou Go: One Night Sake Cup, Natsume Yuujinchou Go: Party of Fun & Games",夏目友人帳 伍 特別編,Natsume's Book of Friends Season 5 Specials,,,,['Special'],2,Finished Airing,"Mar 30, 2017 to Apr 26, 2017",,,"None found,","None found,",['Shuka'],['Manga'],"['Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",23 min. per ep.,PG-13 - Teens 13 or older,8.31,#270,#3347,"49,272",64,22967,"One Night Sake Cup On his way back home from an errand, Takashi Natsume gets lost in the forest. Luckily, he is rescued by a traveling youkai couple who make sake cups for a living. Taking a sip of water from one, Natsume feels a surge of energy rush throughout his body, thanks to the ""One Night Cup."" It is a special cup that makes every drink delicious, but unfortunately, its effects last only for one night. The following day, Natsume attends the youkai banquet with his loyal protector, the sake-loving chubby cat Madara, and gets the once-in-a-lifetime opportunity to learn how to make sake cups. Party of Fun & Games Natsume is filled with regret after hastily declining a rare invitation to a banquet from Madara. Curious, he chases after the cat to an old, run-down mansion but soon enough feels the uncanny presence of numerous youkai nearby. When he runs into the seductive youkai Hinoe, she explains that the empty estate serves as a hide-and-seek playground where the winning spirit acquires authority over a valley. With still no trace of Madara, Natsume starts having eerie dreams of the mansion, but this time as the game's participant. [Written by MAL Rewrite]",[],Natsume Yuujinchou Go Specials,['Shoujo'],,,
277,,龍の歯医者,The Dragon Dentist,The Dragon Dentist,The Dragon Dentist,The Dragon Dentist,['TV Special'],2,Finished Airing,"Feb 18, 2017 to Feb 25, 2017",,,"['NHK', 'Dwango']",['Sentai Filmworks'],['Khara'],Original,"['Adventure', 'Fantasy']",,46 min. per ep.,PG-13 - Teens 13 or older,7.35,#2592,#3577,"43,833",96,17013,"War rages between two neighboring countries, but one side has an ace up their sleeve: an ancient dragon bound by a pact to protect the nation. Despite these overpowering creatures being capable of leveling entire battlefields, they are rendered useless by cavities. And so, a special unit—the dragon dentists—has the important duty of caring for the dragon's teeth. Nonoko Kishii was the only one of many brave volunteers who survived a recent round of recruitment; in order to join the dragon dentists, one has to witness their future demise and accept it without a fight. Knowing the exact circumstances of their fated ends, the dragon dentists devote themselves to their work. One day, they gain a new member who did not undergo the test: Bernard ""Bel"" Octavius, a young enemy officer killed by his own men and revived by the dragon's teeth. Despite his appearance being an omen of a great disaster, he is placed under the care of Nonoko as a dentist-in-training. Will Bel come around to the dragon dentists' attitudes toward death and help them face the painful future that is to come? [Written by MAL Rewrite]","['Adaptation (Manga) Ryuu no Haisha', '']",Ryuu no Haisha,,,,
278,Masou Gakuen Hybrid x Heart Specials,魔装学園H×H,Hybrid x Heart Magias Academy Ataraxia Specials,,,,['Special'],6,Finished Airing,"Sep 30, 2016 to Feb 24, 2017",,,"['DAX Production', 'flying DOG']","None found,",['Production IMS'],['Light novel'],,,4 min. per ep.,R+ - Mild Nudity,6.54,#6832,#3763,"39,931",62,15686,Masou Gakuen HxH specials included with the volumes of the DVD/BD.,[],Masou Gakuen HxH Specials,,['Harem'],['Ecchi'],
279,"Youjo Senki Episode 6.5, Youjo Senki Recap",幼女戦記 第6.5話「戦況報告」,Saga of Tanya the Evil: War Report,,,,['TV Special'],1,Finished Airing,"Feb 17, 2017",,,"None found,","None found,",['Nut'],['Light novel'],"['Action', 'Fantasy']","['Isekai', 'Military', 'Reincarnation']",23 min.,R - 17+ (violence & profanity),6.71,#5819,#3791,"39,308",37,19784,Recap of the first 6 episodes of Youjo Senki.,[],Youjo Senki: Senkyou Houkoku,,,,
280,"Chaos,Child Episode 0",CHAOS;CHILD 第0話,ChäoS;Child Episode 0,,,,['Special'],1,Finished Airing,"Jan 11, 2017",,,"None found,",['Funimation'],['SILVER LINK.'],Visual novel,"['Mystery', 'Sci-Fi', 'Supernatural']",,23 min.,R - 17+ (violence & profanity),6.21,#8757,#4804,"23,461",12,11351,A recap of ChäoS;HEAd that aired along with episode 1 of ChäoS;Child as part of a one-hour special.,"['Sequel (TV) ChäoS;Child', 'Adaptation (Manga) ChäoS;HEAd']",ChäoS;Child Episode 0,,['Psychological'],,
281,,SERVAMP-サーヴァンプ- オリジナルビデオアニメーション「Sleepy Life of SERVAMP」,,,,,['Special'],4,Finished Airing,"Nov 25, 2016 to Feb 24, 2017",,,"None found,",['Funimation'],['Platinum Vision'],['Manga'],"['Comedy', 'Fantasy']",,5 min. per ep.,PG-13 - Teens 13 or older,6.91,#4774,#5183,"19,573",22,4380,"Sleepy Life of SERVAMP When they are not busy battling supernatural threats, servamps and their Eves enjoy carefree day-to-day affairs and lighthearted quarrels. Naturally, while other servamps and Eves work through their own troubles, Kuro plays video games and dozes off—not much of a change from his usual sleepy self. Hai ni Mamireta Shoukei: All the world's a stage During a fight, Hyde recalls the time he used his charm as a hedgehog to trick Licht Jekylland Todoroki—piano prodigy and self-proclaimed angel—into forming a blood bond and becoming his Eve. [Written by MAL Rewrite]",[],Servamp Specials,['Josei'],['Vampire'],,
282,,黒子のバスケ お喋りしようか,,,,,['Special'],1,Finished Airing,"Jan 27, 2017",,,"None found,","None found,",['Production I.G'],['Manga'],"['Comedy', 'Sports']","['School', 'Team Sports']",15 min.,PG-13 - Teens 13 or older,7.19,#3433,#5423,"17,405",7,6083,Special included on Kuroko no Basket Fan Disc 3: Korekara Nandodemo.,"['Prequel (Special) Kuroko no Basket: Oshaberi Demo Shimasen ka', '']",Kuroko no Basket: Oshaberi Shiyou ka,['Shounen'],,,
