,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Genre,Theme,Demographics
10,スライム倒して300年、知らないうちにレベルMAXになってました,I've Been Killing Slimes for 300 Years and Maxed Out My Level,['TV'],12,Finished Airing,"Apr 10, 2021 to Jun 26, 2021",['Spring 2021'],Saturdays at 21:00 (JST),"['Square Enix', 'Movic', 'AT-X', 'Nippon Columbia', 'KlockWorx', 'Studio Mausu', 'Bushiroad', 'Hakuhodo DY Music & Pictures', 'Medicos Entertainment', 'BS11', 'DMM.com', 'SB Creative']","None found,",['Revoroot'],['Light novel'],"['Comedy', 'Fantasy']","['CGDCT', 'Isekai']",,23 min. per ep.,PG-13 - Teens 13 or older,6.91,#4778,#602,"411,769","2,225",198463,"In role-playing games, slimes are usually the easiest monster to kill, and because of that, they yield few experience points. But what would happen if you live long enough to keep defeating them for 300 years? After many years of being a corporate slave, Azusa Aizawa abruptly passes away due to severe exhaustion. Seemingly headed for the afterlife, she meets a goddess who bestows her with immortality alongside a peaceful life in another world. There, Azusa enjoys her days tending to her farm, protecting the nearby village, and killing about 25 slimes per day—a routine that continues for at least three centuries. However, this rather monotonous cycle begins to change when Azusa suddenly finds out that she has reached level 99—the maximum possible level—from slimes alone. Despite desperately trying to hide this fact in fear of ending her slow life, rumors of her strength spread nevertheless. Soon enough, various people throughout the continent, like the dragon Laika and the elf Halkara, start to appear at her doorstep—some seeking a battle, others asking for her assistance. Meeting friends and acquaintances who soon become family, Azusa finds she can live a life far better with others than when she was alone. [Written by MAL Rewrite]","['Sequel (TV) Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni', 'Adaptation (Manga) Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita', 'Adaptation (Light Novel) Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita', '']","Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",Slime 300,I've Been Killing Slimes For 300 Years And Maxed Out My Level,I've Been Killing Slimes For 300 Years And Maxed Out My Level,La Sorcière invincible tueuse de Slime depuis 300 ans,,,
11,戦闘員、派遣します！,Combatants Will Be Dispatched!,['TV'],12,Finished Airing,"Apr 4, 2021 to Jun 20, 2021",['Spring 2021'],Sundays at 21:00 (JST),"['Nippon Columbia', 'Kadokawa']",['Funimation'],['J.C.Staff'],['Light novel'],"['Action', 'Comedy', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,7.14,#3711,#623,"398,271","2,050",186731,"As a chief operative of the villainous Kisaragi Corporation, Sentouin Roku-gou receives orders to help the organization conquer the entire known universe. Tasked with infiltrating the kingdom of Grace—a mission that could change the fate of the world—Roku-gou mistakenly believes that his skills as a combatant are superb, fuelling his arrogant attitude. To ensure the success of the mission, Alice Kisaragi, an exceptional android with a youthful appearance named after the company itself, is assigned to be Roku-gou's travel companion. Upon their arrival at the outskirts of the kingdom, Alice and Roku-gou encounter Snow, the commander of the country's royal guard. Snow leads the pair to a broken legendary artifact, and Roku-gou seizes the opportunity for a long-awaited promotion at his company and changes the recitation for the sacred ritual to an embarrassing phrase. As punishment, the princess of the kingdom forces Roku-gou to become an honorary knight, fulfilling part of his mission. Having infiltrated the kingdom's inner circle, Roku-gou must now help his new employer fight against the Demon Lord's Army, all while perpetuating evil deeds as a combatant of the Kisaragi Corporation. [Written by MAL Rewrite]","['Adaptation (Manga) Sentouin, Haken shimasu!', 'Adaptation (Light Novel) Sentouin, Haken shimasu!']","Sentouin, Hakenshimasu!",,Kombattanten Werden Entsandt!,,,,['Isekai'],
12,転スラ日記 転生したらスライムだった件,The Slime Diaries,['TV'],12,Finished Airing,"Apr 6, 2021 to Jun 22, 2021",['Spring 2021'],Tuesdays at 23:00 (JST),"['Lantis', 'Kodansha', 'BS11', 'Bandai Namco Arts', 'Micro Magazine Publishing', 'Bandai Spirits', 'Sony Music Solutions', 'ADK Marketing Solutions']","None found,",['8bit'],['Manga'],"['Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.59,#1625,#699,"361,010","2,111",161981,"In between slaying monsters and negotiating with neighboring countries, Rimuru Tempest has his hands full attending to his kingdom alongside day-to-day matters. But whether it's expanding the farms in the summer heat or shoveling snow in the chilly winter, no task is too big for Rimuru and his friends! [Written by MAL Rewrite]","['Adaptation (Manga) Tensura Nikki: Tensei shitara Slime Datta Ken', '']",Tensura Nikki: Tensei shitara Slime Datta Ken,,The Slime Diaries,The Slime Diaries,The Slime Diaries,,,
13,魔入りました！入間くん,Welcome to Demon School! Iruma-kun Season 2,['TV'],21,Finished Airing,"Apr 17, 2021 to Sep 11, 2021",['Spring 2021'],Saturdays at 17:35 (JST),"['NHK', 'NHK Enterprises']","None found,",['Bandai Namco Pictures'],['Manga'],"['Comedy', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.03,#631,#735,"345,418","2,432",171975,"After many trials and tribulations, Iruma Suzuki is finally happily living among demons despite having to hide his true identity as a human. Even more so, he has now found his ambition in life: keep ranking up in this world! However, that plan is halted when Iruma's club is temporarily dismissed, and he is forced to be part of the student council, known for its strictness toward rowdy students. Its cold-hearted president is Amelie Azazel, Iruma's friend. Although Iruma is not used to following their rigid schedule and many rules, he still wants to prove himself and help Amelie alongside all of the other members of the council. But trouble arises when Amelie's personality completely changes due to strange circumstances, putting the student council's reputation in jeopardy. Will Iruma be able to save them and avoid having the whole school turn into pure chaos? [Written by MAL Rewrite]","['Prequel (TV) Mairimashita! Iruma-kun', 'Sequel (TV) Mairimashita! Iruma-kun 3rd Season', 'Adaptation (Manga) Mairimashita! Iruma-kun', '']",Mairimashita! Iruma-kun 2nd Season,Welcome to Demon School! Iruma-kun 2nd Season,Welcome to Demon School! Iruma-kun Staffel 2,Welcome to Demon School! Iruma-kun Temporada 2,Welcome to Demon School! Iruma-kun Saison 2,,['School'],
14,幼なじみが絶対に負けないラブコメ,Osamake: Romcom Where The Childhood Friend Won't Lose,['TV'],12,Finished Airing,"Apr 14, 2021 to Jun 30, 2021",['Spring 2021'],Wednesdays at 21:00 (JST),"['AT-X', 'Delfi Sound', 'Sun TV', 'Kadokawa']","None found,",['Doga Kobo'],['Light novel'],"['Comedy', 'Romance']","['Harem', 'School']",,23 min. per ep.,PG-13 - Teens 13 or older,6.07,#9558,#923,"279,794","1,659",123568,"Sueharu Maru is childhood best friends with one of Hozumino High School's most popular girls, Kuroha Shida. Cute, outgoing, and affectionate, Kuroha is the perfect older sister type. She has boys constantly begging at her feet to be with her. Yet, when she confesses to Sueharu one day, he immediately rejects her; he just can't think of her in that way! Besides, he already has his sights set on his first love—school idol and renowned author Shirokusa Kachi. Sueharu believes that he has a chance with Kachi after one fateful meeting, but soon, he finds out that Kachi has a boyfriend! With his dreams now shattered, Sueharu agonizes over what could have been. That is, until Kuroha approaches him with a proposal: ""let's get revenge."" [Written by MAL Rewrite]","['Adaptation (Manga) Osananajimi ga Zettai ni Makenai Love Comedy', 'Adaptation (Light Novel) Osananajimi ga Zettai ni Makenai Love Comedy']",Osananajimi ga Zettai ni Makenai Love Comedy,"The Romcom Where The Childhood Friend Won't Lose!, Osamake",Osamake: Romcom Where the Childhood Friend Won't Lose,Osamake: Romcom Where the Childhood Friend Won't Lose,Osamake: Romcom Where the Childhood Friend Won't Lose,,,
15,SHAMAN KING,,['TV'],52,Finished Airing,"Apr 1, 2021 to Apr 21, 2022",['Spring 2021'],Thursdays at 17:55 (JST),['TV Tokyo'],"None found,",['Bridge'],['Manga'],"['Action', 'Adventure', 'Supernatural']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.90,#4849,#947,"271,979","1,737",77169,"Shamans are extraordinary individuals with the ability to communicate with ghosts, spirits, and gods, which are invisible to ordinary people. The Shaman Fight—a prestigious tournament pitting shamans from all over the world against each other—is held every five hundred years, where the winner is crowned Shaman King. This title allows the current incumbent to call upon the Great Spirit and shape the world as they see fit. Finding himself late for class one night, Manta Oyamada, an ordinary middle school student, decides to take a shortcut through the local cemetery. Noticing him, a lone boy sitting on a gravestone invites Manta to stargaze with ""them."" Realizing that ""them"" refers to the boy and his ghostly friends, Manta flees in terror. Later, the boy introduces himself as You Asakura, a Shaman-in-training, and demonstrates his powers by teaming up with the ghost of six-hundred-year-old samurai Amidamaru to save Manta from a group of thugs. You befriends Manta due to his ability to see spirits, and with the help of Amidamaru, they set out to accomplish You's goal of becoming the next Shaman King. [Written by MAL Rewrite]","['Sequel (TV) Shaman King: Flowers', 'Adaptation (Manga) Shaman King', 'Adaptation (Manga) Shaman King Kanzenban', '']",Shaman King (2021),,Shaman King,Shaman King,Shaman King,,,
16,EDENS ZERO,Edens Zero,['TV'],25,Finished Airing,"Apr 11, 2021 to Oct 3, 2021",['Spring 2021'],Sundays at 00:55 (JST),"['Kodansha', 'Magic Capsule', 'Nippon Television Music']","None found,",['J.C.Staff'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.26,#3030,#953,"270,888","1,960",101197,"All his life, Shiki has been surrounded by machines. At Granbell Kingdom, a long-abandoned amusement park, he is the only one of his kind around. That is, until Rebecca Bluegarden and her feline companion Happy arrive, unaware that they are Granbell's first visitors in one hundred years. Their goal is to make fun videos for their B-Cube channel, but what they find instead is a friend in the socially awkward Shiki. When Granbell becomes too dangerous for the three of them, they set off on an adventure through the Sakura Cosmos. They hope to make more interesting videos and even find the elusive goddess Mother, while Shiki wants to make more friends, spurred on by the words of his late grandfather. Of course, the journey will not be easy, as no one has seen Mother before, but Shiki is determined to reach his goal and explore the boundless reaches of space together with his new friends. [Written by MAL Rewrite]","['Sequel (TV) Edens Zero 2nd Season', 'Adaptation (Manga) Edens Zero']",Edens Zero,,,,,,['Space'],
17,憂国のモリアーティ,Moriarty the Patriot Part 2,['TV'],13,Finished Airing,"Apr 4, 2021 to Jun 27, 2021",['Spring 2021'],Sundays at 22:30 (JST),"['Mainichi Broadcasting System', 'Shueisha', 'Yomiuri TV Enterprise', 'Bandai Namco Arts', 'Bandai Spirits']",['Funimation'],['Production I.G'],['Manga'],"['Mystery', 'Suspense']","['Adult Cast', 'Historical', 'Organized Crime', 'Psychological']",['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),8.28,#307,#955,"270,711","3,221",126045,"Great Britain is ablaze with news of a so-called ""Lord of Crime,"" a criminal mastermind responsible for the downfall of several unruly nobles. In truth, the Lord of Crime is not an individual, but rather a group consisting of William James Moriarty and his two brothers, Louis and Albert. Together, they wish to destroy everything rotten about their current world and create a new, fair society for all. To accomplish their goal, they must commit criminal acts, which the great detective Sherlock Holmes and his partner, John H. Watson, cannot abide by. A dangerous cat and mouse game begins between the Lord of Crime and Sherlock, with each trying to outwit the other. Yet Sherlock, despite his skills, has no idea that his foe is right under his nose. Involved with both parties is a woman named Irene Adler, who is as beautiful as she is cunning. No stranger to scandal, Irene has embroiled herself in one that may be too big even for her, as the classified documents she stole could shake the very foundations of the British Empire. Can Irene be saved, or does a deadly future await her? [Written by MAL Rewrite]","['Prequel (TV) Yuukoku no Moriarty', 'Adaptation (Manga) Yuukoku no Moriarty']",Yuukoku no Moriarty Part 2,"Moriarty's Patriotism Part 2, Moriarty the Patriot 2",Moriarty the Patriot Staffel 2,,Moriarty the Patriot Saison 2,,,
18,シャドーハウス,Shadows House,['TV'],13,Finished Airing,"Apr 11, 2021 to Jul 4, 2021",['Spring 2021'],Sundays at 00:30 (JST),"['Aniplex', 'WOWOW', 'Tokyo MX', 'Shueisha', 'BS Asahi']",['Funimation'],['CloverWorks'],['Manga'],"['Fantasy', 'Mystery']",,['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.80,#1047,#985,"264,388","2,196",106524,"The Shadows, characterized by their pitch-black appearance and tendency to emit soot when agitated, are a family of nobles who reside in a colossal manor deep within the mountains far from other humans. When a Shadow child is nearly of-age, they are assigned a Living Doll who acts not only as their attendant but also as their second half—the faces they could have had if not for their complexion. Emilico is a cheerful, newly created Doll who serves a rather soft-spoken master named Kate. Despite their difference in personalities, Emilico does what she can to carry out the needs of her master. As she learns more about her role and duty, Emilico begins to meet her fellow Dolls and their respective masters and comes to know more about the purpose of her existence. ""Do not fret over trivial matters,"" says one of the rules by which all Dolls must abide. But how could the ever-curious Emilico do so in the face of the deep secrets that the Shadows House holds? [Written by MAL Rewrite]","['Sequel (TV) Shadows House 2nd Season', 'Adaptation (Manga) Shadows House']",Shadows House,,,,,,,
19,究極進化したフルダイブRPGが現実よりもクソゲーだったら,Full Dive: The Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,['TV'],12,Finished Airing,"Apr 7, 2021 to Jun 23, 2021",['Spring 2021'],Wednesdays at 22:30 (JST),"['AT-X', 'Sammy', 'Kadokawa Media House', 'Kadokawa', 'Bit grooove promotion']",['Funimation'],['ENGI'],['Light novel'],"['Action', 'Comedy', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.47,#7288,#988,"263,830","1,145",121344,"Ten years ago, at the peak of the VRMMO development industry, a game titled ""Kiwame Quest"" entered the scene with potential like no other. Boasting a colossal total of 10 sexdecillion branches of possible story scenarios, this game pursued ultimate realism, ranging from humanlike NPCs to the perfect replication of all senses and physical abilities. But it soon became apparent that the game was too realistic, and the popularity of VRMMOs in general gradually began to plunge. At present, due to an accident a few years prior, the high school student Hiroshi Yuuki now immerses himself in full-dive RPGs as a form of escapism. After failing to acquire the latest version of his favorite game, Hiroshi stumbles upon a game shop and meets its beautiful clerk Reona Kisaragi who convinces him to buy a copy of Kiwame Quest so that they can play together. The first time Hiroshi plays the game, he marvels at the realism it offers. However, his astonishment is short-lived as he sets off a series of misfortunes, quickly realizing that the game is even worse than his already stressful life. Nevertheless, Hiroshi still finds himself logging on again despite his growing contempt for the game. With no do-overs in his current disadvantageous situation, Hiroshi only has one goal—clearing the game! [Written by MAL Rewrite]","['Adaptation (Manga) Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara', 'Adaptation (Light Novel) Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara']",Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,What If the Ultimately Evolved Full Dive RPG was a Crappier Game than Reality,Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,,,,['Video Game'],
20,恋と呼ぶには気持ち悪い,Koikimo,['TV'],12,Finished Airing,"Apr 5, 2021 to Jun 14, 2021",['Spring 2021'],Mondays at 22:00 (JST),"['BS Fuji', 'Hokkaido Cultural Broadcasting', 'Amusement Media Academy', 'Ichijinsha', 'Kanetsu Investment', 'Sonilude', 'Toyo Recording', 'BloomZ', 'AMG Entertainment', 'MediaNet Pictures', 'Christmas Holly', 'Miyazaki Broadcasting', 'C-one']","None found,",['Nomad'],['Web manga'],"['Comedy', 'Romance']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.12,#3788,#1037,"249,007","1,710",114307,"People fall in love in the most mysterious of ways. This statement seems to be especially true for the affluent genius playboy Ryou Amakusa. When he nearly falls off the stairs one rainy morning, a girl named Ichika Arima saves him. As if by fate, Ryou encounters Ichika again later that night; she happens to be the best friend of his little sister, Rio. Wanting to ""thank"" her, Ryou attempts to woo Ichika by employing his usual flirtatious tactics only to be immediately shot down, his target creeped out by his behavior. Rather than being discouraged, Ryou instead becomes more enthralled by her, and he begins to do everything he can to steal Ichika's heart despite receiving disgusted reactions each time. However, as time passes by, will Ichika remain repulsed by Ryou's creepy yet dedicated advances? [Written by MAL Rewrite]","['Adaptation (Manga) Koi to Yobu ni wa Kimochi Warui', '']",Koi to Yobu ni wa Kimochi Warui,It's Too Sick to Call this Love,Koikimo,Koikimo,Koikimo,,['School'],
21,ゾンビランドサガ リベンジ,Zombie Land Saga Revenge,['TV'],12,Finished Airing,"Apr 8, 2021 to Jun 24, 2021",['Spring 2021'],Thursdays at 23:30 (JST),"['AT-X', 'Avex Pictures', 'CyberAgent', 'dugout']",['Funimation'],['MAPPA'],Original,"['Comedy', 'Supernatural']","['Idols (Female)', 'Music', 'Parody']",,23 min. per ep.,R - 17+ (violence & profanity),7.99,#679,#1148,"226,636","1,600",91315,"The Franchouchou girls are back and better than ever! Unfortunately for them, they are also heavily in debt. After a concert bombs, the undead members are forced to take day jobs to pay off the venue, and their normally eccentric manager, Koutarou Tatsumi, sinks into alcoholism. But dark days cannot keep these idols down! Rival idols appear, a famous talk show host retires, and existentialism takes root. Koutarou's legacy will slowly unravel while a journalist closes in on the truth. As Saga plunges into chaos, Franchouchou may realize being dead is the least of their worries—but at least the legendary Tae Yamada gets even more legendary! [Written by MAL Rewrite]","['Prequel (TV) Zombieland Saga', '']",Zombieland Saga Revenge,Zombieland Saga Second Season,Zombie Land Saga Revenge,Zombieland Saga Revenge,Zombie Land Saga Revenge,,,
22,聖女の魔力は万能です,The Saint's Magic Power is Omnipotent,['TV'],12,Finished Airing,"Apr 6, 2021 to Jun 22, 2021",['Spring 2021'],Tuesdays at 23:30 (JST),"['Lantis', 'Kadokawa', 'Bit grooove promotion']",['Funimation'],['Diomedéa'],['Light novel'],"['Fantasy', 'Romance']","['Isekai', 'Medical']",,23 min. per ep.,PG-13 - Teens 13 or older,7.31,#2767,#1163,"224,221","1,295",105486,"Since ancient times, the citizens of Slantania have lived within a shroud of miasma, a force that brings forth monsters creating havoc around the world. When the kingdom's Order of Knights becomes incapable of containing the monsters, the Grand Magus summons a holy maiden—the legendary ""Saint""—to obliterate the horrid creatures and restore peace. One evening, as Sei Takanashi returns home from a long day at work, a magical force pulls her into a foreign world. Upon her arrival to the kingdom of Slantania, she overhears that the Grand Magus inadvertently summoned two Saints—Sei and a brown-haired girl. Needing only one holy maiden, the prince declares the other girl as the Saint, leaving Sei to her own devices. Sei sets her sight on the Medicinal Flora Research Institute, an establishment known for its studies regarding herbs and potions. While indulging in her latest passion, Sei has a fateful encounter with the commander of the Third Order of Knights. But little does she know, her aptitude as a Saint will continue to exert its influence over her new life. [Written by MAL Rewrite]","['Sequel (TV) Seijo no Maryoku wa Bannou desu Season 2', 'Adaptation (Manga) Seijo no Maryoku wa Bannou desu', 'Adaptation (Light Novel) Seijo no Maryoku wa Bannou desu', '']",Seijo no Maryoku wa Bannou desu,The power of the saint is all around.,The Saint's Magic Power is Omnipotent,The Saint's Magic Power is Omnipotent,The Saint's Magic Power is Omnipotent,,,
23,NOMAD メガロボクス2,Megalobox 2: Nomad,['TV'],13,Finished Airing,"Apr 4, 2021 to Jun 27, 2021",['Spring 2021'],Sundays at 23:00 (JST),"['Kodansha', 'Tohokushinsha Film Corporation', 'Bandai Namco Arts']",['Funimation'],['TMS Entertainment'],Original,"['Sci-Fi', 'Sports']","['Adult Cast', 'Combat Sports']",,24 min. per ep.,R - 17+ (violence & profanity),8.18,#429,#1231,"209,643","2,190",87135,"Megalo Box is an advanced form of boxing where competitors wear metal frames called Gear. When the first ever Megalonia tournament took place, ""Gearless"" Joe became its champion and known to all as a legendary fighter. However, soon after, he lost an exhibition match against the second champion and vanished from the public eye. Seven years later, Joe now goes by ""Nomad"" and keeps a low profile, occasionally fighting in a few underground matches to get by. He is haunted by hallucinations and relies on a set of painkillers to numb his mind. During a match, Joe wins against an opponent, Chief, who purposefully loses for some extra cash from gamblers. Subsequently, Joe discovers that Chief is from a community of immigrants called the Casa. Chief is gradually trying to make enough money to purchase the land where they live illegally. At first, Joe hesitates to get involved, but eventually decides to lend the Casa a helping hand. [Written by MAL Rewrite]","['Prequel (TV) Megalo Box', '']",Nomad: Megalo Box 2,,,,,,,
24,ましろのおと,Those Snow White Notes,['TV'],12,Finished Airing,"Apr 3, 2021 to Jun 19, 2021",['Spring 2021'],Saturdays at 02:25 (JST),['DMM Music'],"None found,",['Shin-Ei Animation'],['Manga'],,"['Music', 'School']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.53,#1851,#1605,"155,072",798,62412,"Setsu Sawamura runs away from his small home village following the death of his grandfather, the legendary shamisen master Matsugorou Sawamura. On his deathbed, Matsugorou told Setsu to give up the shamisen if he was only going to imitate others instead of playing in his own way. Grieving, Setsu heads for Tokyo, hoping that the big city can inspire him to discover his own unique playing style. But Tokyo defies his expectations by drowning out all other sounds with the deafening noise of its city life. Concerned about her son, Setsu's rich and successful mother, Umeko, waltzes back into his life and forces him to enroll in Umezono Academy. At the school, he meets Shuri Maeda, a girl who is fascinated by the Tsugaru shamisen and wishes to perform a song her grandmother once heard a long time ago. Shuri starts up a shamisen appreciation club and convinces Setsu to teach the members how to play the instrument. As he becomes more involved with the club, will Setsu be able to recover his love for the shamisen and discover the unique sound he lacks? [Written by MAL Rewrite]","['Adaptation (Manga) Mashiro no Oto', '']",Mashiro no Oto,,Those Snow White Notes,Those Snow White Notes,Those Snow White Notes,['Drama'],,
25,SSSS.DYNAZENON,SSSS.Dynazenon,['TV'],12,Finished Airing,"Apr 2, 2021 to Jun 18, 2021",['Spring 2021'],Fridays at 22:00 (JST),"['Mainichi Broadcasting System', 'Pony Canyon', 'Tsuburaya Productions', 'Ultra Super Pictures', 'Memory-Tech', 'Good Smile Company', 'BS11']",['Funimation'],['Trigger'],Original,"['Action', 'Sci-Fi']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.43,#2218,#1733,"139,812",902,45921,"One day after school, first-year high school student Yomogi Asanaka comes across a starving man under a bridge. Introducing himself as Gauma, the strange drifter informs Yomogi that he is a ""kaiju user,"" a person who deals with the ""kaiju""—monsters who bring harm to the city and its citizens. The following evening, Yomogi runs into Gauma and his classmate Yume Minami. Simultaneously, a kaiju appears in a populated area of the city. Due to Gauma's lack of experience controlling the kaiju, he brings out a mysterious object from a glowing pouch, summoning a giant robot known as Dynazenon. Requiring the cooperation of four people, the mecha drags Gauma, Yomogi, Minami, and Koyomi Yamanaka—an unemployed man who was wandering on the street—into its cockpit. Their encounter with the kaiju marks the beginning of their entanglement with kaiju eugenicists—kaiju users who manipulate kaiju with ill intent—and their efforts toward bringing out the full potential of Dynazenon. [Written by MAL Rewrite]","['Sequel (Movie) Gridman Universe', '']",SSSS.Dynazenon,,,,,,['Mecha'],
26,MARS RED,Mars Red,['TV'],13,Finished Airing,"Apr 6, 2021 to Jun 29, 2021",['Spring 2021'],Tuesdays at 01:59 (JST),"['VAP', 'Yomiuri TV Enterprise', 'Pony Canyon Enterprises', 'D-techno', 'Nihon Keizai Koukokusha']",['Funimation'],['Signal.MD'],Other,"['Action', 'Supernatural']","['Adult Cast', 'Historical', 'Military', 'Vampire']",,23 min. per ep.,PG-13 - Teens 13 or older,6.58,#6576,#1833,"129,505",597,37315,"In the year 1923, a vampire crisis takes Tokyo by storm. Provoked by the illegal trade of ""Ascra,"" an artificial blood source, the population of vampires begins to rapidly increase within the city. Under orders from Lieutenant General Sounosuke Nakajima, the Special Forces Unit 16 gathers vampires within the military to create a new undercover vampire-hunting unit known as Code Zero. Leading the unit is Colonel Yoshinobu Maeda. Responsible for locating the source of the Ascra trade as well as capturing and killing vampires, he is pressured into producing fruitful results amidst the growing criticism that threatens to decommission the unit. To make matters worse, the vampires within the unit are struggling to grasp their newfound powers and identities now that they are no longer human. With the world at odds against them, the members of Code Zero must find a way to curb the crisis or otherwise fall victim to their own demonic natures. [Written by MAL Rewrite]","['Adaptation (Manga) Mars Red', '']",Mars Red,,,,,,,
27,スーパーカブ,Super Cub,['TV'],12,Finished Airing,"Apr 7, 2021 to Jun 23, 2021",['Spring 2021'],Wednesdays at 23:00 (JST),"['Chiptune', 'Kadokawa', 'Bandai Namco Arts']",['Funimation'],['Studio Kai'],['Light novel'],,"['CGDCT', 'Iyashikei', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,7.45,#2157,#1916,"122,971","1,045",49890,"Koguma, a reserved second-year high school student, has nothing—no parents, hobbies, friends, or goals. On her way home one afternoon, she visits a vehicle shop in hopes of acquiring a motor scooter. With only enough money to make ends meet, she is disheartened by the price tags and prepares to turn back. However, as she is about to leave, the shop's owner offers her a pre-owned Honda Super Cub for ten thousand yen. Believing that the motorcycle will help brighten her monotonous world, she accepts the deal. As Koguma journeys through her town on small adventures with her Super Cub, she begins to build irreplaceable friendships and eagerly advances toward her new life. [Written by MAL Rewrite]","['Adaptation (Manga) Super Cub', 'Adaptation (Light Novel) Super Cub']",Super Cub,,,,,['Slice of Life'],,
