,Synonyms,Japanese,English,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,German,Demographics
58,,親子クラブ,,,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,,5 min. per ep.,G - All Ages,5.47,#12201,#13611,"1,199",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,
59,Hikarian: Great Railroad Protector,超特急ヒカリアン,Super Express Hikarian,,,['TV'],156,Finished Airing,"Apr 2, 1997 to Mar 29, 2000",['Spring 1997'],Unknown,['TV Tokyo'],"None found,","None found,",Unknown,"['Action', 'Adventure']",,['Kids'],7 min. per ep.,G - All Ages,6.15,#9077,#14329,987,1,366,"Chou Tokkyuu Hikarian is about a series of bullet trains that are turned into robots. The robots, along with two humans named Tetsuyuki Shinbashi and Minayo Kanda, have to stop an alien invasion. (Source: Wikipedia)","['Sequel (TV) Denkou Chou Tokkyuu Hikarian', '']",Chou Tokkyuu Hikarian,,,,
60,"Cojicoji, Koji-koji, Sakura Momoko Theatre: Kojikoji",さくらももこ劇場 コジコジ,Coji-Coji,,,['TV'],100,Finished Airing,"Oct 4, 1997 to Sep 25, 1999",['Fall 1997'],Saturdays at 17:30 (JST),['Aniplex'],"None found,",['Nippon Animation'],['Manga'],"['Comedy', 'Fantasy']",,,25 min. per ep.,G - All Ages,6.28,#8387,#14568,926,1,191,"The only thing that concerns Coji Coji is enjoying life and the wonders of nature. Coji Coji’s friends, on the other hand, are a varied bunch of colorful characters whose many idiosyncrasies have a tendency to create turmoil among one another. Coji Coji’s carefree ways and tendency to shirk responsibility are sometimes a source of frustration, but his childlike wisdom has a way of resolving all of their differences. (Source: AniDB)",[],Sakura Momoko Gekijou: Coji-Coji,,,,
61,"Takoyaki Mantoman, Takoyaki Mantman",たこやきマントマン,Takoyaki Capeman,,,['TV'],77,Finished Airing,"Apr 4, 1998 to Sep 5, 1999",['Spring 1998'],Unknown,['Youmex'],"None found,",['Pierrot'],Picture book,"['Comedy', 'Sci-Fi']",,,24 min. per ep.,PG - Children,6.12,#9288,#15622,686,2,152,"In order to protect the earth from the aliens, the god of Takoyaki created the five warriors of justice, Takoyaki Mantle Man. They risk their lives for justice. Takoyaki Mantle Man has round face, and wear a white cape and octopus belt as their symbol. Red is a leader whose special attack is Pickled Ginger Clash. Green is an energetic and hasty boy whose special attack is Green Onion Nunchaku. Pink is a precocious girl whose special attack is Okaka Flash. Blue is a sweet crybaby whose special attack is Seaweed Buster. Yellow is a cheerful boy whose special attack is Tenkasu Beam. Takoyaki Mantle Man is cute and strong heroic characters, friendly to children. Their enemies are too silly to hate. It is a very lively and amusing story. (Source: ANN)",[],Takoyaki Mant-Man,,,,
62,,날아라 슈퍼보드,The Flying Superboard,,,['TV'],54,Finished Airing,"Aug 21, 1990 to Jan 11, 2002",['Summer 1990'],Tuesdays at Unknown,['KBS'],"None found,","None found,",['Manga'],"['Action', 'Adventure', 'Comedy']",,,22 min. per ep.,PG - Children,[],#20605,#16833,525,0,,"As a punishment for causing havoc in Heaven, Sonogong is locked in a huge iron mass for 500 years until Samjang Bupsa, an old priest embarking on a mission to rid the world of evil and spread peace throughout the land, rescues him. Sonogong becomes Samjang's disciple. He meets Saojung who enviously eyes Sonogong's amazing Superboard, and a brute swine oil seller Jopalgye. After several twists and turns, they join on Samjang's journey. Wherever they go, they meet overwhelming enemies and get into trouble. But they don't get frustrated and find ingenious way to defeat monsters. (Source: AniDB)",[],Narara Superboard,,,,
63,Heli-Octopus Puu-Chan,ヘリタコぷーちゃん,,,,['TV'],42,Finished Airing,"Feb 14, 1998 to Feb 6, 1999",['Winter 1998'],Saturdays at 18:30 (JST),"None found,","None found,",['Toei Animation'],Unknown,,,['Kids'],25 min. per ep.,PG - Children,[],#18508,#19217,333,0,,Based on the manga by Sasaki Takemaru.,[],Heli-Tako Puu-chan,,['Comedy'],,
64,,スプーンひめのスイングキッチン,,,,['TV'],34,Finished Airing,"Apr 7, 1997 to Apr 10, 1999",['Spring 1997'],Unknown,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min. per ep.,PG - Children,[],#14600,#19565,311,0,,An NHK toddler's anime following a Spoon Princess and other kitchen themed characters.,[],Spoon-hime no Swing Kitchen,,['Adventure'],,
65,"Look This Way, Miiko",こっちむいてみい子,,,,['TV'],42,Finished Airing,"Feb 14, 1998 to Feb 6, 1999",['Winter 1998'],Unknown,['TV Asahi'],"None found,",['Toei Animation'],['Manga'],"['Comedy', 'Slice of Life']",,['Shoujo'],8 min. per ep.,G - All Ages,[],#19507,#20206,275,1,,"The Yamada family consists of Miiko, her brother Mamoru and her parents. Both of her parents have work, so they are usually busy during the day and are outside of the house most of the time. The troubles in Yamada family are usually caused by Miiko's lazy character and her clumsiness. (Source: Official Site)","['Adaptation (Manga) Miiko desu!', 'Adaptation (Manga) Kocchi Muite! Miiko']",Kocchi Muite Miiko,,,,
66,,ストレイシープの大冒険,The Adventure of Stray Sheep,,,['TV'],12,Finished Airing,"Dec 24, 1994 to Dec 23, 2000",['Winter 1995'],Not scheduled once per week,['Fuji TV'],"None found,",['Robot Communications'],Original,,,['Kids'],5 min. per ep.,G - All Ages,[],#14613,#22488,156,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Stray Sheep: Poe no Chicchana Daibouken', '']",Stray Sheep no Daibouken,,['Adventure'],,
67,,A KITE（カイト）,Kite,,,['OVA'],2,Finished Airing,"Feb 25, 1998 to Oct 25, 1998",,,"['Green Bunny', 'BEAM Entertainment']","['Media Blasters', 'Discotek Media']",['Arms'],Original,"['Action', 'Drama', 'Hentai']",['Gore'],,26 min. per ep.,Rx - Hentai,6.53,N/A,#2605,"77,448",364,37996,"After her parents were brutally murdered, school girl Sawa was taken into custody by Akai and Kanie, a pair of detectives assigned to her case. Corrupt and immoral, they train the girl to become a weapon, dangling the promise of vengeance in front of the hapless orphan. From celebrities and politicians to influential businessmen, Sawa is tasked with assassinating targets selected arbitrarily by her crooked overseers. She executes every mission without fail, and her distinctive weapon has become infamous among the city's police officers. Physically abused by Akai, who is no more righteous than her victims, Sawa begins to dream of a life unhindered by the shadow of her ""guardians."" One day, Sawa meets Oburi, a fellow orphan and vigilante. They quickly form a bond born of desperation and disgruntlement at the unjust world, envisioning a future free from the stain of murder. [Written by MAL Rewrite]","['Sequel (OVA) Kite Liberator', '']",A Kite,,,Kite,
68,"Ao no 6-go, Ao no Rokugou, Ao no Rokugo",青の6号,Blue Submarine No. 6,Blue Submarine No. 6,,['OVA'],4,Finished Airing,"Oct 25, 1998 to Mar 25, 2000",,,"None found,","['Bandai Entertainment', 'Discotek Media']",['Gonzo'],['Manga'],"['Action', 'Adventure', 'Award Winning', 'Sci-Fi']",,['Shounen'],31 min. per ep.,PG-13 - Teens 13 or older,6.98,#4457,#2980,"61,616",285,24652,"The once famous and well respected scientist Zorndyke has bred a new genre of living being, one that thrives on the oceans and lives to destroy humans. Zorndyke believes it is time that the humans were relieved of their rule of the earth. It is up to Blue Submarine No. 6 and the rest of the Blue fleet to put an end to Zorndyke's madness and creations. (Source: ANN)","['Adaptation (Manga) Ao no 6-gou', '']",Ao no 6-gou,"['Mecha', 'Military']",,Blue Submarine No.6,
69,,ＡＩＫａ,Agent AIKa,,,['OVA'],7,Finished Airing,"Apr 25, 1997 to Apr 25, 1999",,,['Bandai Visual'],"['Bandai Entertainment', 'Central Park Media']",['Studio Fantasia'],Original,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi']",,,27 min. per ep.,R+ - Mild Nudity,5.95,#10167,#3819,"38,836",74,15321,"A catastrophic earthquake has left Tokyo, and most of the Earth for that matter, under the sea. Aika is a salvager who retrieves various remains from the watery ruins. When Aika accepts the dangerous mission of locating and obtaining the mysterious Lagu, she discovers that she's not the only one after it.","['Prequel (OVA) AIKa Zero', '']",AIKa,,,Agent AIKa,
70,Slayers Excellent OVA,スレイヤーズえくせれんと,Slayers Excellent,,,['OVA'],3,Finished Airing,"Oct 25, 1998 to Mar 25, 1999",,,['Bandai Visual'],['ADV Films'],['J.C.Staff'],['Light novel'],"['Adventure', 'Comedy', 'Fantasy']",,,29 min. per ep.,PG-13 - Teens 13 or older,7.29,#2887,#4971,"21,731",16,10657,"In these earlier adventures of Lina Inverse and Naga the Serpent, learn how the two rivals first met. In their first adventure, the two rivals meet and run into a vampire during a rescue mission. Next, Lina is hired to be the bodyguard of a rich man's daughter, Sirene. Lina is at first very enthusiastic about it at first, as she is being paid very well, but Sirene keeps spending all of Lina's first half of pay. (She gets the other half later) She puts together a fake kidnapping to teach Sirene a lesson, but when she really gets kidnapped, she must team up with Naga to save her. In the final episode, Lina and Naga find themselves on seperate sides in a fashion war. (Source: ANN)","['Sequel (OVA) Slayers Specials', 'Adaptation (Manga) Slayers Special', 'Adaptation (Light Novel) Slayers Special', '']",Slayers Excellent,,,,
71,"Pocket Monsters: Pikachu no Fuyuyasumi, Let's Play on Christmas!, Christmas Night, Let's Play in the Snow!, Kanga Games",ポケットモンスター ピカチュウのふゆやすみ,Pokémon: Pikachu's Winter Vacation,,,['OVA'],2,Finished Airing,"Dec 22, 1998",,,"None found,",['4Kids Entertainment'],['OLM'],Game,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],9 min. per ep.,PG - Children,6.51,#7016,#5685,"15,363",6,7729,"Pikachu's Winter Vacations are three series of videos, each composed of several Pikachu shorts. All shorts deal with winter and Christmas. This is the first series and contains Christmas Night & Kanga Games.","['Sequel (OVA) Pokemon: Pikachu no Fuyuyasumi (2000)', '']",Pokemon: Pikachu no Fuyuyasumi,,,,
72,,クィーン・エメラルダス,,,,['OVA'],4,Finished Airing,"Jun 5, 1998 to Dec 18, 1999",,,"['Bandai Visual', 'Four Some', 'Dynamic Planning', 'Multi Access Company']",['ADV Films'],['OLM'],['Manga'],"['Action', 'Adventure', 'Sci-Fi']",['Space'],['Shounen'],36 min. per ep.,PG-13 - Teens 13 or older,6.82,#5226,#7221,"8,555",15,3124,"In a far distant future, a would-be master race seeks to dominate the galaxy. Against these merciless Afressians, mankind has just one hope: the mysterious female warrior known as Emeraldas. Driven by the tortured memory of her lost love, Emeraldas sails the Sea of Stars like a privateer of old, blasting the forces of tyranny into atoms with an amazing array of futuristic weapons. But when the devious Commander Eldomain kidnaps a group of innocent civilians, Emeraldas is drawn into a deadly trap from which even she may not escape! (Source: ADV Films)","['Adaptation (Manga) Queen Emeraldas Read Manga', '']",Queen Emeraldas,,,,
73,"Kashou no Tsuki, Hiyoi no Tsuki, Moon of The Fiery Night",火宵の月 ~秋狂言~,,,,['OVA'],2,Finished Airing,"Dec 19, 1998 to Jan 21, 1999",,,"['Tokyo Kids', 'SME Visual Works']","None found,",['Four Some'],['Manga'],"['Romance', 'Supernatural']",['Historical'],['Shoujo'],30 min. per ep.,PG-13 - Teens 13 or older,5.93,#10292,#8744,"5,317",4,2156,"When he was young, Arimasa Tsuchimikado rescued an injured cat and wished for it to become human. The cat, Kagetsu, is actually a member of the shape-shifting Kouga tribe and comes to live with Arimasa. Years later, Arimasa is an uneasy presence in his village. The villagers despise him for being half-fox, but he is also the only one able to protect the village against supernatural invasion. Meanwhile, Kagetsu is going through a difficult period where he must choose which sex he will live the rest of his life as, a process he can only complete through sexual intercourse. As pressure from other members of the Kouga clan opposes the wishes in Kagetsu’s heart, Arimasa's village is struck by a large-scale supernatural attack. With his peaceful life threatened, Arimasa will be forced to make undesirable decisions. [Written by MAL Rewrite]","['Adaptation (Manga) Kasho no Tsuki', '']",Kashou no Tsuki: Aki Kyougen,,,,
74,Yuno,YU-NO,,,,['OVA'],4,Finished Airing,"Oct 23, 1998 to Sep 24, 1999",,,['Pink Pineapple'],['NuTech Digital'],['PP Project'],Visual novel,"['Sci-Fi', 'Hentai']",,,28 min. per ep.,Rx - Hentai,4.92,N/A,#9048,"4,813",4,1242,"Takuya's father died during an accident while he was doing research. Worried about his young stepmother, Ayumi, Takuya follows her to Ken point. Watching her and her best friend, Mitsuki, from behind a rock, a sudden flash of light turns into an unearthly beautiful woman. The mysterious woman slips a ring on his finger, and Takuya's travels into a parallel world begins. This ring is the key between Takuya and his different realities. (Source: AniDB)",[],YU-NO,,,,
75,,ジオブリーダーズ　File-X　ちびねこ奪還,Geobreeders: (File-X) Get Back The Kitty,,,['OVA'],3,Finished Airing,"May 21, 1998 to Oct 21, 1998",,,['Victor Entertainment'],['Central Park Media'],['Chaos Project'],['Manga'],"['Adventure', 'Comedy', 'Supernatural']",,['Seinen'],30 min. per ep.,R+ - Mild Nudity,6.27,#8437,#9420,"4,261",7,1784,"Taba and the Girls of Kagura Total Security Inc. specialize in jobs where their enemy are ""Phantom Cats"". They have a few run ins with the various Government agencies, as well as a gang of Phantom Cats; blowing up a lot of stuff along the way. When one of their own is kidnapped, they have to get her back. (Source: ANN)","['Sequel (OVA) Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa', 'Adaptation (Manga) Geobreeders']",Geobreeders: File-X Chibi Neko Dakkan,,,,
76,"Kasei Ryodan Danasaito 999.9, Fire Force DNA Sights 999.9, Danasite 999.9, Kasei Ryodan Dnasights Four-Nine",火聖旅団[ファイアーフォース]ダナサイト９９９．９[フォーナイン],,,Fire Force DNA Sights 999.9,['OVA'],1,Finished Airing,"Dec 18, 1998",,,"None found,",['Urban Vision'],['Madhouse'],['Manga'],"['Action', 'Adventure', 'Drama', 'Sci-Fi']",,,48 min.,PG-13 - Teens 13 or older,5.95,#10177,#9741,"3,865",1,1080,"After a meteor hits Earth, traitor forces have (for all intents and purposes) taken over, and the people are suffering. In the chaos, a boy named Tetsuro Daiba, who had lost his parents in the meteor hit, is paid a visit by Mello, a mysterious woman appearing in a bright light. When Daiba comes to, he finds himself in a spaceship infirmary under observation. Stealing a fighter that he didn't know how to pilot (until he tried it), he breaks out, flying like a total pro. He was able to remember how to pilot from his DNA memory... and to find out more, his doctor friend takes him to his secret underground lab, in which he acts as a professor to find out ways to stop the traitor regime. When the forces invade to take him back, a girl named Rei Yuuki mysteriously shoots down their entire carrier with only a fighter jet! Apparently, both have mysterious powers that the enemies want, which may or may not be connected to their being the only two known survivors of the meteor impact. While looking for a third survivor (which turned out to be a cat), the two are taken by force to Queen Photon (ruler of the traitor regime), who claims that she is out to SAVE the Earth from those who sent the Meteor. The two don't know whether to believe her or Mello until the (telepathic) cat breaks them out of the Queen's sealed chamber, and Mello comes to straighten things out. That's when the two (er, three) of them make a choice... Stay on a planet that can't support their advanced race, or strike out into the unknown of space? (Source: ANN)","['Sequel (TV) Ginga Tetsudou 999', 'Sequel (Movie) Ginga Tetsudou 999 (Movie)']",DNA Sights 999.9,,,,
77,Dragon Knight 4-ever,ドラゴンナイト４,Dragon Knight: Wheel of Time,,,['OVA'],4,Finished Airing,"Nov 27, 1998 to Aug 27, 1999",,,['Pink Pineapple'],"['ADV Films', 'SoftCel Pictures']",['Dangun Pictures'],Visual novel,"['Adventure', 'Fantasy', 'Hentai']",,,30 min. per ep.,Rx - Hentai,5.69,N/A,#10179,"3,359",4,1360,"Many years have passed since that shining example of knightly virtue, Takeru, performed his heroic deeds. Now it falls to his son, Kakeru, to save the kingdom from encroaching evil. The forces of Lucifon, ruler of the eastern realm of Reimling are on the march, preceded by a black mist that turns everyone it touches to stone. Led by the mysterious Eto, Kakeru and his (mostly female and scantily clad) friends must take the fight into the very heart of Lucifon's empire or become statues for his garden. (Source: AniDB)","['Prequel (OVA) Dragon Knight', '']",Dragon Knight 4,,,Dragon Knight 4-ever,
78,Shinseki-GPX Cyber Formula Sin,新世紀ＧＰＸサイバーフォーミュラＳＩＮ,,,,['OVA'],5,Finished Airing,"Dec 21, 1998 to Mar 17, 2000",,,"None found,","None found,",['Sunrise'],Original,"['Drama', 'Sci-Fi']",['Racing'],,27 min. per ep.,PG-13 - Teens 13 or older,7.46,#2108,#10155,"3,382",19,1364,"After Aoi Zip Formula was banned for one year from Cyber Formula racing due to cheating, Jotaro Kaga, alias Bleed Kaga, returns for the 17th Cyber Formula World Grand Prix. However his old car is no match for the returning champion Hayato Kazami, whose skill has improved tremendously, and his Nu-Asurada AKF-0. An old face, Kyoshiro Nagumo, appears suddenly to him and offers him the Ogre AN-21: a prototype to the Bio-Computer operated Al-Zard series created by the developers of the Asurada, and an ultimate racing machine that only a few can drive. Kaga must now master this car, confront his own inner demons and, most importantly, defeat his longtime rival Hayato in what is possibly Kaga's last and greatest Cyber Formula season. (Source: ANN)","['Prequel (OVA) Future GPX Cyber Formula Saga', '']",Future GPX Cyber Formula Sin,,,,
79,Glass no Kamen OVA,ガラスの仮面～千の仮面を持つ少女～,Glass Mask: The Girl of a Thousand Masks,,,['OVA'],3,Finished Airing,"Dec 16, 1998 to Apr 21, 1999",,,"['Dentsu', 'TV Asahi']","None found,",['Tokyo Movie Shinsha'],['Manga'],,['Performing Arts'],['Shoujo'],45 min. per ep.,PG-13 - Teens 13 or older,6.89,#4872,#10479,"3,070",7,1124,"An OVA depicting the early events of the Glass no Kamen series. Kitajima Maya is a young girl from a poor background with no talents of use to school or her widowed mother. However, she is obsessed with movies, theatrical plays and TV dramas-to the point of remembering every line from a movie she's seen once, and dramatically acting out the stories, including every character, for anyone who will listen. One day, she encounters an old woman with a scarred face who claims that Maya is the girl she's been looking for-for the old woman has spent years protecting the rights to a 'legendary' play.","['Adaptation (Manga) Glass no Kamen', '']",Glass no Kamen: Sen no Kamen wo Motsu Shoujo,,['Drama'],,
80,,Piaキャロットへようこそ!! 2,Welcome To Pia Carrot 2,,,['OVA'],3,Finished Airing,"Oct 23, 1998 to Apr 23, 1999",,,['Pink Pineapple'],['NuTech Digital'],['Triple X'],Visual novel,"['Comedy', 'Hentai']",,,28 min. per ep.,Rx - Hentai,6.11,N/A,#10527,"3,028",3,1278,"Yusuke (from the first Pia Carrot series) returns as the manager with a whole new cast. So the new male lead is Maeda Koji. Despite being late after an ""accident,"" Koji manages to get the job as the Carrot's waiter because he's very persistent. Included within the set are Azusa (the female lead who hates Koji for his perversion), Ryoko (the manager who's sweet on Koji by working him very hard), Aoi (the token alcoholic), Jun (the secret-hiding waitor), and Mina (Azusa's cute little sister). Pia Carrot 2 is served up as a romantic comedy, with a side of hentai. (Source: ANN)","['Prequel (OVA) Pia Carrot e Youkoso!!', '']",Pia Carrot e Youkoso!! 2,,,,
81,"Space Ofera Agga Ruter, Agga Ruta, Agga Rutta, Spaceship Agga Reuter, Space Opera Agga Ruter",SpaceOfera アッガ・ルター,Spaceship Agga Ruter,,,['OVA'],4,Finished Airing,"Oct 25, 1998 to Apr 25, 1999",,,['BEAM Entertainment'],"None found,",['AIC'],Original,"['Comedy', 'Sci-Fi', 'Hentai']",['Space'],,27 min. per ep.,Rx - Hentai,6.42,N/A,#10620,"2,943",8,1056,"Follow Taiyo and Kei on their journey in space, filled with laughter and skinship as they meet new friends and enemies in their search for the missing core of Agga Ruter. (Source: ANN)",[],Spaceship Agga Ruter,,,,
82,,スペクトラルフォース,,,,['OVA'],2,Finished Airing,"Nov 25, 1998 to Mar 25, 1999",,,['Idea Factory'],['ADV Films'],"None found,",Game,,['Mythology'],,24 min. per ep.,PG-13 - Teens 13 or older,3.57,#13821,#10699,"2,882",2,1106,"In a time when demons rule the world and mankind seeks freedom, human rebels gain control of the demon-slaying sword Tenmaken and attempt to assassinate the Demon King Janus. To preserve the sovereignty of her homeland, the half-human, half-demon Princess Hiro must overcome her deep hatred of the humans or face a war that will ravage the entire world! (Source: AniDB)",[],Spectral Force,,['Fantasy'],,
83,Classmates 2,同級生2,End of Summer 2,,,['OVA'],12,Finished Airing,"Mar 22, 1996 to Dec 18, 1996",,,"['Pink Pineapple', 'KSS']","None found,",['Arms'],Visual novel,,,,29 min. per ep.,Rx - Hentai,5.59,N/A,#11088,"2,561",1,758,Based on a game by Elf.,"['Prequel (OVA) Doukyuusei: Climax', 'Sequel (OVA) Doukyuusei 2 Special: Sotsugyousei']",Doukyuusei 2,,['Hentai'],,
84,,交淫天使 背徳のリセエンヌ,Co-eD Affairs,,,['OVA'],1,Finished Airing,"Nov 19, 1998",,,['Digital Works'],"None found,",['GAV Video'],Original,,,,28 min.,Rx - Hentai,4.77,N/A,#12550,"1,628",0,545,"Three young women explore their sexuality, independent filmmaking and each other. A group of naive and curious friends, Moemi, Reina, and Mitsugu decide to document their first sexual exploration on video. As they learn more about their bodies their video`s theme evolves from a mere sexual documentary into an ultra kinky adult video. The young women are totally uninhibited and candid in their discussion of sex, in their exploration of each other and in the erotic topics they choose to cover in their spicy little film.",[],Kouin Tenshi: Haitoku no Lycéenne,,['Hentai'],,
85,"Prehistoric Warriors, Dinozaurs: The Series",ダイノゾーン,DinoZaurs,DinoZaurs,,['OVA'],5,Finished Airing,"Nov 27, 1998 to Jan 2000",,,"None found,","None found,",['Sunrise'],Other,"['Adventure', 'Sci-Fi']",,,20 min. per ep.,G - All Ages,5.54,#11989,#13096,"1,376",2,477,"It is explained in the story that it has been 1,000,000 years since the Dino Knights had last defeated the Dragozaurs. The Dragozaurs have returned, a boy named Kaito has reawakened them. The battle between the Dino Knights and the Dragozaurs begins once again as the Dino Knights prevent the Dragozaurs from stealing Earth's life force. (Source: Wikipedia)",[],DinoZone,,,,
86,Twinbee,ツインビーPARADISE,,,,['OVA'],4,Finished Airing,"Dec 18, 1998 to Apr 25, 1999",,,"['Konami', 'Public & Basic']","None found,","None found,",Game,"['Action', 'Adventure']",,,30 min. per ep.,G - All Ages,5.97,#10079,#13699,"1,169",3,500,"Pastel ate the cookies Madoka made, and it shrunk her, but because of her condition she couldn't take part in the ""Miss Donburi Contest"". To return her to normal, she needed the power-up bell from the clouds. However, a mysterious island floating in the air was absorbing clouds above Donburi Island. When they tried to get power bells back, enemies attacked them suddenly. Would they get back for the contest in time? (Source: AniDB)",[],Twin Bee Paradise,,,,
87,,刻の大地 ～花の王国の魔女～,,,,['OVA'],3,Finished Airing,"Dec 22, 1998 to Mar 25, 1999",,,"None found,","None found,",['Magic Bus'],['Manga'],"['Adventure', 'Fantasy']",,,28 min. per ep.,PG-13 - Teens 13 or older,5.79,#11008,#15065,805,0,297,"In the past, the world was bundled with demons by the evil dragon Diabolos, and demons were ferocious. However, 14 years ago, Diabolos is defeated by Zard, a boy who was called a hero at the age of seven at the time. He calmed down the demons, and returned the world back to its peaceful state. Four years later, however, Diabolos was resurrected and the demons began to attack the world once again. Zard headed to fight Diabolos again, but he never came back.... On 4996, Kai, Zard's best friend, traveled to see whether what Zard said about humans and demons coexisting together was possible. During the journey, he meets Izayoi, a strange boy who can speak to demons with his heart; and Gend, a brown-skinned swordfighter who seems to be a survivor of the Dark Elves race. Kai discovers that perhaps, they are the key to the coexistence of humans and demons, which led to him traveling together with them. (Source: TMDB)",[],Toki no Daichi: Hana no Oukoku no Majo,,,,
88,Ganbare Goemon: Chikyu Kyushutsu Daisakusen,がんばれゴエモン 地球救出大作戦,,,,['OVA'],1,Finished Airing,"Nov 21, 1998",,,['Konami'],"None found,","None found,",Game,,,['Shounen'],30 min.,None,5.89,#10501,#15218,762,2,132,No synopsis has been added for this series yet. Click here to update this information.,[],Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,,['Comedy'],,
89,Starlight Scramble Ren'ai Kouhosei,スターライトスクランブル 恋愛候補生,,,,['OVA'],2,Finished Airing,"Nov 28, 1998 to Feb 28, 1999",,,"None found,","None found,","None found,",Game,"['Action', 'Romance', 'Sci-Fi']",,,28 min. per ep.,None,5.59,#11839,#15454,714,0,137,"In the near future, during the colony war, a girl was save by a little boy when a space station was attacked by terrorists in which the girl lost her parents. A few years later, the girl joined her grandfather's military school. There she met a young man that looked similar to the boy who saved her... but just when she was prepared to enter the school compound, she sees a 'terrorist' lurking around which is actually a terrorist demo under the school command and so the story begins... (Source: AniDB)",[],Starlight Scramble Renai Kouhosei,,,,
90,,ハローキティのはじめてのクリスマスケーキ,,,,['OVA'],1,Finished Airing,"Oct 21, 1998",,,['Sanrio'],"None found,","None found,",Other,,,['Kids'],17 min.,G - All Ages,5.72,#11283,#16770,528,0,146,Kitty and Mimmy try to bake a Christmas cake for the first time as a gift to their grandparents. But it's much harder than it looks.,[],Hello Kitty no Hajimete no Christmas Cake,,,,
91,,ハローキティのみんなの楽しい夏休み,,,,['OVA'],1,Finished Airing,"Oct 21, 1998",,,['Sanrio'],"None found,","None found,",Unknown,,,['Kids'],10 min.,G - All Ages,6.04,#9736,#17774,439,1,104,Kitty and Mimmy go to the south islands for summer vacation. There they meet an old man that seems familiar (aka Santa-san). Will the old man's secret be found out?,[],Hello Kitty no Minna no Tanoshii Natsuyasumi,,['Fantasy'],,
92,,ぼくたちのピース・リバー,,,,['OVA'],1,Finished Airing,"Oct 19, 1998",,,['Shinano Kikaku'],"None found,",['Toei Animation'],Unknown,"['Adventure', 'Drama', 'Supernatural']",,['Kids'],31 min.,G - All Ages,[],#17032,#18711,367,0,,Anime adaptation of the children's fantasy novel by Daisaku Ikeda.,[],Bokutachi no Peace River,,,,
93,,九頭竜川と少年,The Boy & A Great River,,,['OVA'],1,Finished Airing,Oct 1998,,,"None found,","None found,",['Mushi Production'],Unknown,,['Historical'],,30 min.,G - All Ages,[],#19705,#18704,368,0,,An educational film about the Kuzuryuu River in Japan. It starts out in the Meiji Era where the villages along it kept getting plagued by floods. The villagers prayed for it to stop but it did nothing. A young boy who lost his childhood friend to the floods grows up into a man and decides to take matters into his own hands. He starts constructing an embankment which leads to a village-wide project which spread to other villages along the river.,[],Kuzuryuugawa to Shounen,,['Drama'],,
94,,冬休みだ。全員集合！,,,,['OVA'],1,Finished Airing,"Oct 12, 1998",,,"None found,","None found,","None found,",Original,,,['Kids'],18 min.,G - All Ages,[],#18087,#21809,187,0,,An educational film exploring different Christmas traditions around the world.,[],Fuyuyasumi da. Zenin Shuugou!,,,,
95,Glassy Ocean,クジラの跳躍,,,,['Movie'],1,Finished Airing,"Nov 14, 1998",,,"['Bandai Visual', 'Ai ga areba Daijobu', 'Project Team Sarah']","None found,",['Tamura Shigeru Studio'],Original,"['Award Winning', 'Drama', 'Fantasy']",,['Kids'],22 min.,G - All Ages,6.59,#6549,#6749,"10,088",38,4127,"Time has come to a standstill. A whale appears from a glassy ocean and spends half a day soaring gracefully across the skies. What makes this works extraordinary is the artist's decision to use the transparency and visual bulk of 3D computer graphics only for the un-moving ocean and glaciers. The people, whale, and ships are all hand-drawn, and with this contrast, he invites the viewer into a different world. This is a poem written in animation, the creation of a true fantasy. This project was a considerable under taking, and the results are marvelous. (Source: ANN)",[],Kujira no Chouyaku,,,,
