,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,German,Spanish,French,Genre,Demographics
185,,神様はじめました～過去編～,,['OVA'],4,Finished Airing,"Aug 20, 2015 to Aug 19, 2016",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Comedy', 'Romance', 'Supernatural']","['Mythology', 'Time Travel']",['Shoujo'],30 min. per ep.,PG-13 - Teens 13 or older,8.40,#198,#1439,"175,258","1,070",86654,"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiar—the fox youkai Tomoe—collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment. Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought. [Written by MAL Rewrite]","['Prequel (TV) Kamisama Hajimemashita◎', 'Sequel (OVA) Kamisama Hajimemashita: Kamisama, Shiawase ni Naru', 'Adaptation (Manga) Kamisama Hajimemashita', '']",Kamisama Hajimemashita: Kako-hen,,,,,,
186,"High School DxD BorN OVA, High School DxD BorN Episode 13, High School DxD Born OVA: The Pheoenix Doesn't Revive",ハイスクールD×D BorN OVA 蘇らない不死鳥,High School DxD Born OVA,['OVA'],1,Finished Airing,"Dec 9, 2015",,,"['Genco', 'Lantis', 'Kadokawa']","None found,",['TNK'],['Light novel'],"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'Mythology', 'School']",,24 min.,R+ - Mild Nudity,7.41,#2308,#1665,"147,972",279,78106,Unaired anime episode bundled with the limited edition of High School DxD DX.2.,"['Prequel (TV) High School DxD BorN', 'Sequel (TV Special) High School DxD Hero: Taiikukan-ura no Holy']",High School DxD BorN: Yomigaeranai Fushichou,,,,High School DxD BorN: Le phénix qui ne renaît pas de ses cendres,,
187,Strike the Blood OVA,ストライク・ザ・ブラッド　ヴァルキュリアの王国篇,Strike the Blood: Kingdom of the Valkyria,['OVA'],2,Finished Airing,"Nov 25, 2015 to Dec 23, 2015",,,"['Movic', 'Warner Bros. Japan', 'KlockWorx', 'ASCII Media Works', 'Hakuhodo DY Music & Pictures']","None found,","['Barnum Studio', 'SILVER LINK.', 'Connect']",['Light novel'],"['Action', 'Fantasy', 'Ecchi']","['Harem', 'School', 'Urban Fantasy', 'Vampire']",,23 min. per ep.,R+ - Mild Nudity,7.22,#3229,#2234,"98,908",102,47948,It was officially announced at the Dengeki Game Festival 2015 event that Strike the Blood will be getting a two-episode OVA series to be released at the end of 2015. The OVA will be an original story written by Gakuto Mikumo. (Source: MAL News),[],Strike the Blood: Valkyria no Oukoku-hen,,Strike The Blood - OVA,Strike The Blood - OVA,Strike The Blood - OVA,,
188,,干物妹！うまるちゃん OVA,,['OVA'],2,Finished Airing,"Oct 19, 2015 to Apr 19, 2017",,,"None found,","None found,",['Doga Kobo'],['Manga'],,"['Otaku Culture', 'School']",['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.24,#3175,#2467,"84,431",69,43240,Episodes included in the manga's seventh and tenth volumes.,"['Prequel (TV) Himouto! Umaru-chan', 'Adaptation (Manga) Himouto! Umaru-chan']",Himouto! Umaru-chan OVA,,,,,['Comedy'],
189,,機動戦士ガンダムTHE ORIGIN,Mobile Suit Gundam: The Origin,['OVA'],6,Finished Airing,"Feb 28, 2015 to May 5, 2018",,,['Sotsu'],"['Nozomi Entertainment', 'NYAV Post']",['Sunrise'],['Manga'],"['Action', 'Sci-Fi']","['Mecha', 'Military', 'Space']",['Shounen'],1 hr. 11 min. per ep.,R+ - Mild Nudity,8.33,#252,#2584,"78,228",915,33425,"In the year 0068 of the Universal Century, Casval Rem Deikun's life is thrown into chaotic disarray after the assassination of his father, a prolific figure in the crusade towards civil rights for people who live away from the Earth's surface. Casval and his sister Artesia receive aid from soldiers who were loyal to their father, and the siblings are whisked away from their home, separated, and thrown into a twisted fate that sees them come into their own as soldiers and adults. Years before stealing the name Char Aznable or his ""Red Comet"" moniker, Casval must contend with the rise of a militarized version of his father's ideology and his own vengeful nature as intergalactic war molds him into a legendary mobile suit pilot. [Written by MAL Rewrite]","['Adaptation (Manga) Kidou Senshi Gundam: The Origin', '']",Kidou Senshi Gundam: The Origin,,,,,,
190,Noblesse: The Beginning of Destruction,NOBLESSE 파멸의 시작,,['OVA'],1,Finished Airing,"Dec 4, 2015",,,"None found,","None found,",['Studio Animal'],['Web manga'],"['Action', 'Adventure', 'Supernatural']",,,37 min.,R - 17+ (violence & profanity),7.25,#3120,#3098,"56,871",107,25625,"Humans live their lives driven by ambition and greed, prepared to kill their own kind with no hesitation. Since the beginning of humanity, wars have raged on throughout the human world, with the other races watching on. A victim of one war and orphaned, Ashleen was saved by the lord of the werewolves, Muzaka. Muzaka had abandoned his duties as lord and left the werewolf clan, travelling with Ashleen to secure her happiness. However, during his absence, members of Muzaka's species began orchestrating further wars on humans, disgusted by Muzaka's compassion. A secret and powerful organization established itself in the human realm, intending to manipulate Muzaka. When he is misinformed by the Union, Muzaka starts directing his rage toward the humans. Can his only friend, Cadis Etrama Di Raizel, the Noblesse, stop Muzuka's madness? Set 820 years before the events of Noblesse, Noblesse: Pamyeol-ui Sija depicts the tragic history of Muzaka, and how it led to the Noblesse's indefinite slumber. [Written by MAL Rewrite]","['Sequel (ONA) Noblesse: Awakening', 'Adaptation (Manhwa) Noblesse']",Noblesse: Pamyeol-ui Sijak,,,,,,
191,,ビッグオーダー,,['OVA'],1,Finished Airing,"Oct 3, 2015",,,"['Lantis', 'Kadokawa']",['Discotek Media'],['asread.'],['Manga'],,,['Shounen'],38 min.,R+ - Mild Nudity,5.71,#11347,#3648,"42,288",39,19093,"The story centers on an introverted high school student named Eiji Hoshimiya with a huge secret—he wished for the destruction of the world when he was younger. Fairies give certain people special powers called Orders, and what Order Users can do with their power depends on their wishes. Ten years after the Great Destruction, Eiji struggles to come to terms with his immense power. (Source: ANN)","['Adaptation (Manga) Big Order', '']",Big Order,['Super Power'],,,,['Action'],
192,"Triage X Episode 11, Triage X OAD, Triage X OVA",トリアージX 「RECOLLECTION XOXO」,Triage X: Recollection XOXO,['OVA'],1,Finished Airing,"Nov 2, 2015",,,['DAX Production'],['Sentai Filmworks'],['Xebec'],['Manga'],"['Action', 'Ecchi']",,['Shounen'],23 min.,R+ - Mild Nudity,6.49,#7145,#4519,"27,147",17,11055,Unaired episode 11 of the Triage X series bundled with the 12th manga volume.,"['Prequel (TV) Triage X', 'Adaptation (Manga) Triage X']",Triage X: Recollection XOXO,['School'],,,,,
193,"Hantsu x Torasshu, Hunts x Trash",ハンツー×トラッシュ,Sexy and Stupid Water Polo Comedy!!,['OVA'],3,Finished Airing,"Oct 6, 2015 to Nov 4, 2016",,,"None found,","None found,",['Hoods Entertainment'],['Manga'],"['Comedy', 'Romance', 'Sports', 'Ecchi']","['School', 'Team Sports']",['Seinen'],12 min. per ep.,R+ - Mild Nudity,5.14,#13029,#4559,"26,729",66,10625,"Hamaji Youhei, a high school freshman, lives his life aimlessly, lazing around all day. He can't keep up with his studies, no good at sports and won't stick with anything for long. Besides that he's a pervert who's continuously rejected by girls. A sophomore convinces him into joining a club where he could lunge at girls, fondling and touching all he wanted. Thus he joined the Water Polo Club. Can Youhei, who never sticks with anything for long, find his place in this club?","['Adaptation (Manga) Hantsu x Trash', '']",Hantsu x Trash,,,,,,
194,"Nagato Yuki-chan no Shoushitsu OVA, The Vanishing of Nagato Yuki-chan OVA",長門有希ちゃんの消失 第17話「終われない夏休み」,The Disappearance of Nagato Yuki-chan: I Cannot Let Summer Break End,['OVA'],1,Finished Airing,"Oct 26, 2015",,,"None found,",['Funimation'],['Satelight'],['Manga'],,,['Seinen'],24 min.,PG-13 - Teens 13 or older,6.70,#5886,#4594,"26,201",13,10758,Extra episode of Nagato Yuki-chan no Shoushitsu bundled with the limited edition of the 9th manga volume.,"['Prequel (TV) Nagato Yuki-chan no Shoushitsu', 'Adaptation (Manga) Nagato Yuki-chan no Shoushitsu']",Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,,Das Verscheinden der Yuki Nagato: OVA Endlosen Sommerferien,The Disappearance of Nagato Yuki-Chan,The Disappearance of Nagato Yuki-Chan,['Comedy'],
195,,あねよめカルテット,,['OVA'],2,Finished Airing,"Oct 9, 2015 to Mar 25, 2016",,,['Mary Jane'],"None found,",['New Generation'],Visual novel,,,,27 min. per ep.,Rx - Hentai,7.24,N/A,#5060,"20,831",110,8580,"Based of the game by Candy Soft. Summary of the game: The Hanabishi family and Hidaka family are next door neighbors. The fathers of both households could be called best friends, so they all get along like one big happy family. In particular, Hidaka family’s only son Kouki was raised lovingly by the four Hanabishi sisters like he was their own brother. One day, the Hanabishi and Hidaka parents were preparing for a long term overseas business trip together. Kantaro Hanabishi had only one problem holding him back from the trip; leaving his four daughters behind in Japan. “Leave it to me. You can rely on me to watch over them!” As a result of Kouki’s casual announcement, both parents happily departed on their trip. “Ooh, how reliable! That was what I was waiting to hear!” Between both of the parents, they had arranged for one of the four sisters to become Kouki's fiance. After Kouki's graduation they would continue discussion of it further, but this recent event gave a chance to accelerate their plan. Thus, all summer vacation Kouki will spend time alone under one roof with all four of the Hanabishi sisters. The eldest daughter Yurina: Despite being good at her job, While at home she lazes around and makes Kouki work hard. The second born daughter, Momone: Absolutely adores Kouki, and does nothing but spoil him. The third daughter, Saori: She does all the housework, and although she is like a maid she prefers it to going outside. The youngest daughter, Anzu: Has no reservation in calling Kouki her personal play toy. Each of them have their own motives doing anything they can; at times even tempting him into sexual situations, so they can draw closer to making the Kouki they love their husband. If Kouki ever chooses a bride, who will it be? The energetic life with the quartet of sisters is about to begin. (Source: VNDB)",[],Ane Yome Quartet,,,,,['Hentai'],
196,,サイボーグ009VSデビルマン,,['OVA'],3,Finished Airing,"Nov 11, 2015",,,"['Lantis', 'Half H.P Studio']",['Discotek Media'],"['Actas', 'Bee Media']",['Manga'],"['Action', 'Sci-Fi', 'Supernatural']","['Mythology', 'Super Power']",['Shounen'],31 min. per ep.,R - 17+ (violence & profanity),6.27,#8437,#5675,"15,395",15,7910,"After discovering the existence of demons in Tokyo, the original Cyborg crew led by Dr. Gilmore find themselves in conflict with Devilman, a strong demon believed to be in league with the war-profiteering terrorist organisation, Black Ghost. Meanwhile, a bigger threat emerges when Dr. Adams, a Black Ghost scientist unleashes his new line of high teen Cyborg models against 009 and his friends. (Source: ANN)","['Adaptation (Manga) Cyborg 009 VS Devilman: Breakdown', '']",Cyborg 009 VS Devilman,,,,,,
197,Anoko to Iikoto,アノコトイイコト,,['OVA'],2,Finished Airing,"Oct 2, 2015 to Dec 25, 2015",,,['Mary Jane'],"None found,",['Studio 1st'],['Manga'],,,,19 min. per ep.,Rx - Hentai,6.81,N/A,#5720,"15,143",49,6632,"Konna Mune demo Aisaretai!! (These Breasts Want to be Loved, Too!) High school student Ookoshi discovers the secret of his well-endowed classmate, Takita—it turns out that Takita does not have the breasts that everyone around her believes her to have. Fearing that Ookoshi may expose her secret, Takita ""gives"" him something irresistible as an incentive. Souda Imouto to Renshuu shiyou. (That's Right! I'll Practice with my Sister!) After arranging a meetup with a girl online and thinking that it may escalate into something lustful, Ami's older brother decides to practice having sex with Ami. Of course, she is not willing to let her brother have his way with her, unless he completes a certain ""challenge."" [Written by MAL Rewrite]","['Adaptation (Manga) Ano Ko to Ii Koto', '']",Ano Ko to Ii Koto,,,,,['Hentai'],
198,,えろまんが! Hもマンガもステップアップ♪,,['OVA'],2,Finished Airing,"Dec 25, 2015 to Jan 29, 2016",,,"None found,","None found,",['Collaboration Works'],Visual novel,,,,30 min. per ep.,Rx - Hentai,6.74,N/A,#6275,"11,901",41,4165,Based on the erotic game by Clock Up.,"['Adaptation (Light Novel) Ero Manga! H mo Manga mo Step-up♪', '']",Ero Manga! H mo Manga mo Step-up♪,,,,,['Hentai'],
199,,牝教師4 ~穢された教壇~,,['OVA'],6,Finished Airing,"Oct 30, 2015 to Sep 25, 2020",,,"None found,","None found,",['PoRO'],Visual novel,,,,21 min. per ep.,Rx - Hentai,6.89,N/A,#6346,"11,559",67,4314,Based on the erotic game by Bishop.,[],Mesu Kyoushi 4: Kegasareta Kyoudan,,,,,['Hentai'],
200,,輪姦媚薬中毒 ~逃げ場無し! 1428人の生徒全員にSEXされる令嬢沙也香~,,['OVA'],2,Finished Airing,"Oct 23, 2015 to Dec 4, 2015",,,"['White Bear', 'Mediabank']","None found,",['BreakBottle'],Visual novel,,,,20 min. per ep.,Rx - Hentai,6.57,N/A,#6719,"10,134",78,3957,"She was a pretty girl you might find in any town. Most people would look and see an innocent. Not one guy. One guy imagined her begging, tearful face and got aroused. He didn't even realize how deep his sadist desires went. He began to stalk her. He looked for anything to feed the fantasy that she was a dirty whore. A justification. And then, a single DVD arrived in the mail. The DVD was a secret gathering in the home of a wealthy family, where adults helped themselves to a young girl. The young girl was Sayaka. The sex was rougher than anything he'd ever seen. Several days later, the person who sent the DVD made a request. ""I know who you are. I want an amateur with your sort of perverse interests to do some training."" A drug was provided. It was a drug used to make the gathering video. Sayaka lived for it. She existed to taste it. Her hunger for the drug made her beg and plead... The desire that marinated his sadist heart now aimed at her. (Source: dlsite)","['Adaptation (Light Novel) Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka', '']",Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,,,,,['Hentai'],
201,"Tsunpuri, Tsundere Princess",ツンプリ,,['OVA'],1,Finished Airing,"Dec 25, 2015",,,['Lune-Pictures'],"None found,",['Kantou Douga Kai'],['Light novel'],"['Fantasy', 'Hentai']",,,27 min.,Rx - Hentai,7.04,N/A,#6838,"9,762",56,3916,"This story is divided into 2 parts: The first focuses on Diana, who is in charge of ""rewarding"" a knight for her bravery and protecting the royal family, while the second focuses on Reiana, after a dangerous battle in which she considerably risked her life, she is in charge of visiting this same gentleman who saved her life, and by chance of fate, they end up being more united than ever.","['Adaptation (Light Novel) Tsunpri: Aishite Ohimesama', '']",Tsunpri,,,,,,
