,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Demographic,Demographics
235,"S.A.O: Extra Edition, SAO: Extra Edition",ソードアート・オンライン Extra Edition,Sword Art Online: Extra Edition,,Sword Art Online Extra Edition,,['Special'],1,Finished Airing,"Dec 31, 2013",,,['Aniplex'],['Aniplex of America'],['A-1 Pictures'],['Light novel'],"['Action', 'Fantasy']",,1 hr. 41 min.,PG-13 - Teens 13 or older,6.55,#6764,#789,"327,350",598,193729,"The story is set a couple of years after the events of Sword Art Online, where Kazuto ""Kirito"" Kirigaya and his sister Suguha meet up with Asuna Yuuki, Rika ""Lisbeth"" Shinozaki, and Keiko ""Silica"" Ayano at the SAO Survivor School. Kirito then attends emergency counseling, while the girls go for a swim at the pool. It turns out that said ""emergency counseling"" is a subterfuge set up by Seijirou Kikuoka, aiming to rehash the incident of Sword Art Online in hopes of determining Akihiko Kayaba's motives. What will the girls get up to in the pool, and what awaits Kirito and his ""counseling""? [Written by MAL Rewrite]","['Prequel (TV) Sword Art Online', 'Sequel (TV) Sword Art Online II', 'Adaptation (Light Novel) Sword Art Online', '']",Sword Art Online: Extra Edition,['Video Game'],,,
236,"Pocket Monsters: The Origin, Pokémon: The Origin",ポケットモンスター THE ORIGIN,Pokémon: Origins,Pokemon Origins,Pokémon: Los Orígenes,,['TV Special'],4,Finished Airing,"Oct 2, 2013",,,"None found,",['The Pokemon Company International'],"['Production I.G', 'Xebec', 'OLM']",Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,21 min. per ep.,PG - Children,7.73,#1226,#1091,"239,030",688,160797,"Pokémon are marvelous creatures that come in a variety of types and sizes, with abilities, powers, and personalities as diverse as they are numerous. Doctor Yukinari Ookido has dedicated his life to studying these fascinating beings, that can be caught, trained, traded, and battled against each other. There's only so much he can do from his lab though. With this in mind, Ookido entrusts two young boys with a Pokémon of their own and a computerized encyclopedia to catalog them. One of them, Green, is brash, passionate, slightly arrogant, and Doctor Ookido's own nephew. The other boy, Red, is equally passionate, and filled with a wide-eyed, mildly naive sense of wonder. Pokémon: The Origin follows Red in his journey through the region of Kanto in his attempt to complete his ""Pokédex"" by capturing and cataloging all the Pokémon that exist. Along the way he'll discover there's more to himself and his goals than he originally thought. Red will have to put both himself and his Pokémon to the test in special Gyms whose leaders are steps along the way to the Pokémon League, in order to challenge the Elite Four and become a Pokémon League Champion. Aside from his goals to become a Champion, Red has other problems brewing. There are others who capture and train Pokémon for more sinister reasons, with the infamous criminal organization Team Rocket being one of them. If Red can defeat them, fellow trainers, his rival Green, and wild Pokémon all through Kanto, he just may fulfill his own dream, and Doctor Ookido's as well.",[],Pokemon: The Origin,,,['Kids'],
237,"Ansatsu Kyoushitsu Jump Super Anime Tour Special, Assassination Classroom, Ansatsu Kyoushitsu: Jump Festa 2013 Special",暗殺教室,Assassination Classroom: Jump Festa 2013 Special,,,,['Special'],1,Finished Airing,"Oct 6, 2013",,,['Kansai Telecasting'],"None found,","[""Brain's Base""]",['Manga'],"['Action', 'Comedy']",,31 min.,PG-13 - Teens 13 or older,7.18,#3484,#2517,"81,826",426,37658,"Class 3-E is getting ready for their class trip to Kyoto, and Koro-sensei is as excited as ever! Nagisa is in a group with Kaede, Karma, Tomohito, Manami, and the class idol Yukiko Kanzaki. The students are aware of the fact that this is a great opportunity to assassinate Koro-sensei, but they cannot help having great time with him. However, the trip becomes even more exciting and dangerous when they get attacked by a bunch of delinquents who kidnap the girls. As if that is not enough, there is a hired sniper named Red Eye lurking around, ready to be the one who would assassinate Koro-sensei and claim the prize. Can the students of Class 3-E rely on Koro-sensei even now?","['Adaptation (Manga) Ansatsu Kyoushitsu', '']",Ansatsu Kyoushitsu: Jump Festa 2013 Special,,,['Shounen'],
238,"Naruto: Shippuuden - Jump Festa 2013 Special, Naruto: Shippuuden - Jump Super Anime Tour 2013 Special",ナルト-NARUTO-疾風伝 サニー・サイド・バトル,Naruto Shippuden: Sunny Side Battle,,,,['Special'],1,Finished Airing,"Oct 6, 2013",,,"None found,","None found,",['Pierrot'],Original,"['Comedy', 'Fantasy', 'Gourmet']",,11 min.,PG-13 - Teens 13 or older,7.58,#1662,#2620,"76,425",178,41288,"Back at their childhood home, siblings Itachi and Sasuke Uchiha experience an unusual morning together when Itachi becomes obsessed with cooking the perfect fried egg for Sasuke. Despite being completely focused on the task, he continuously fails to achieve the desired result. As Sasuke marvels at his brother's seemingly unnecessary behavior, he comes to realize that there is more than meets the eye to Itachi's efforts. [Written by MAL Rewrite]",[],Naruto: Shippuuden - Sunny Side Battle,,,['Shounen'],
239,"Free! FrFr - Short Movie, Free! Specials",FrFr!～Free! short movie～,,,,,['Special'],7,Finished Airing,"Sep 11, 2013 to Jan 8, 2014",,,['Lantis'],['Funimation'],"['Kyoto Animation', 'Animation Do']",['Light novel'],"['Comedy', 'Sports']",,2 min. per ep.,PG-13 - Teens 13 or older,7.62,#1499,#2662,"74,564",104,34327,Specials bundled with the DVD/BDs.,[],Free!: FrFr - Short Movie,,,,
240,"Shingeki no Kyojin: Chimi Kyara Gekijou - Tondeke! Kunren Heidan, Attack on Titan Picture Drama","「進撃の巨人」ちみキャラ劇場""とんでけ! 訓練兵団""","Attack on Titan: Chibi Theater - Fly, Cadets, Fly!",,,,['Special'],9,Finished Airing,"Jul 17, 2013 to Mar 19, 2014",,,"['Production I.G', 'Wit Studio']",['Funimation'],['Studio Moriken'],['Manga'],,,10 min. per ep.,PG-13 - Teens 13 or older,6.62,#6352,#3060,"58,391",76,28311,"Shingeki no Kyojin Picture Drama is a series of Flash animated gag shorts included with the Blu-ray Disc/DVD releases, featuring the characters in chibi form. Consisting of nine episodes, this series takes a light hearted and comedic take on the the SNK series with many memorable scenes and dialogues from the original series presented in humorous way. Each episodes depicts 2-3 days in the training of the 104th Trainee Corps as they train to become the hope for mankind in the war against the Titans.","['Sequel (Special) Shingeki no Kyojin Season 3 Specials', 'Adaptation (Manga) Shingeki no Kyojin']",Shingeki no Kyojin Picture Drama,['Parody'],['Comedy'],,
241,"Burning Wind Ocean Earth Samurai Lord, Bushilord, Bushiroad, Neppu Kairiku Bushi Road",熱風海陸ブシロード,,,,,['TV Special'],1,Finished Airing,"Dec 31, 2013",,,"['Bandai Visual', 'Nitroplus', 'Bushiroad', 'Bushiroad Music']","None found,","['Kinema Citrus', 'Orange']",Mixed media,"['Action', 'Fantasy', 'Sci-Fi']",,1 hr. 33 min.,R - 17+ (violence & profanity),7.14,#3693,#3248,"51,750",168,18892,"The story takes place in a time when the world is in the pits of despair after being ravaged by a poison called ""shinobi"" that came to earth via an asteroid. The people run away to the place called ""Kairiku,"" a place that used to be the bottom of the ocean. Here, the people try and protect themselves against the effects of the poison. In such a world, there was a single light of hope. The ""Holy Weapon Giga Road"" and the legendary warrior ""Yagyuu"" are needed in order to counter the effects of the poison. In order to save the world, Ame, a princess of a fallen nation, stands up in order to save the world. (Source: ANN)","['Sequel (Special) Neppuu Kairiku Bushi Road: Kibou e no Michi', '']",Neppuu Kairiku Bushi Road,['Mecha'],,,
242,,Fate/kaleid liner プリズマ☆イリヤ,Fate/Kaleid Liner Prisma Illya Shorts,,,,['Special'],5,Finished Airing,"Sep 27, 2013 to Jan 31, 2014",,,"None found,","None found,",['SILVER LINK.'],['Manga'],"['Comedy', 'Ecchi']",,5 min. per ep.,PG-13 - Teens 13 or older,6.72,#5761,#3414,"47,445",14,23112,Specials bundled with each of all five Blu-ray/DVD volumes.,[],Fate/kaleid liner Prisma☆Illya Specials,['Mahou Shoujo'],,,
243,"Suisei no Gargantia Episode 14, Suisei no Gargantia Episode 15",翠星のガルガンティア 完全新作,Gargantia on the Verdurous Planet Specials,,,,['Special'],2,Finished Airing,"Aug 28, 2013 to Oct 25, 2013",,,"None found,",['VIZ Media'],['Production I.G'],Original,"['Action', 'Adventure', 'Sci-Fi']",,24 min. per ep.,PG-13 - Teens 13 or older,7.18,#3471,#3665,"41,888",14,22609,"Episodes 14 and 15, released with the first and third BD/DVD volumes.",[],Suisei no Gargantia Specials,['Mecha'],,,
244,"Machine Girl wa Kizutsukanai Special, Machine-Doll wa Kizutsukanai Special",機巧少女は傷つかない,Unbreakable Machine-Doll Special,,,,['Special'],6,Finished Airing,"Dec 25, 2013 to May 28, 2014",,,"['Genco', 'Movic', 'AT-X']",['Funimation'],['Lerche'],['Light novel'],"['Action', 'Fantasy', 'Ecchi']",,4 min. per ep.,R+ - Mild Nudity,6.70,#5873,#3809,"38,930",20,16903,"Original animation to be included in the BD and DVD volume releases of Machine-Doll wa Kizutsukanai. Volume 1: ""Soshite Futari wa Manabisha e (And So They Arrive at School)"" Volume 2: ""Irori, Rotenburo de Sosou suru (Irori Has an Accident at the Open-Air Bath)"" Volume 3: ""Char and Frey, Senritsu no Bathroom (Charl, Frey, and the Bathroom of Terror)"" Volume 4: ""Akabane Nadeshiko, Natsu no Yo no Yume (Nadeshiko Akabane, Midsummer Night's Dream)"" Volume 5: ""Kojin Jugyou: Imishitsu de Bijo Futari to~ (Private Lesson - Two Beauties in an Infirmary)"" Volume 6: ""Bishoujo Shuugou! Mizugi Darake no Daisoudou (Pretty Girls Gather! Swimsuit-Stubbed Pandemonium)""",[],Machine-Doll wa Kizutsukanai Specials,['School'],,,
245,"Nyanko-sensei & the First Errand, Natsume Yuujinchou LaLa Special, Natsume Yujincho LaLa Special, Natsume's Book of Friends LaLa Special",夏目友人帳新作アニメDVD,Natsume’s Book of Friends: Nyanko-Sensei and the First Errand,,,,['Special'],1,Finished Airing,"Dec 15, 2013",,,"['Aniplex', 'Nihon Ad Systems', 'Ai Addiction']","None found,","[""Brain's Base""]",['Manga'],"['Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",22 min.,PG-13 - Teens 13 or older,7.65,#1426,#3894,"36,975",33,18351,"Madara, nicknamed ""Nyanko-sensei,"" runs into two young children when he gets separated from his temporary owner Takashi Natsume. Unequipped to handle kids, Nyanko-sensei tries to wriggle his way out; but fearing for their safety around the ravenous forest youkai, he decides to escort the siblings to safety. However, even for an all-powerful youkai such as Nyanko-sensei, dealing with the playful and overly curious nature of children can prove to be an exhausting challenge. [Written by MAL Rewrite]",[],Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,,,['Shoujo'],
246,"Toaru Kagaku no Railgun MMR III, Toaru Kagaku no Railgun MMR IV Specials, Motto Marutto Railgun",もっとまるっと超電磁砲,A Certain Scientific Railgun S Specials,,,,['Special'],2,Finished Airing,"Jul 24, 2013 to Nov 27, 2013",,,"None found,","None found,",['J.C.Staff'],['Manga'],,,9 min. per ep.,PG-13 - Teens 13 or older,7.05,#4162,#3937,"36,172",36,14878,Toaru Kagaku no Railgun S specials that were released on Blu-ray and DVD volumes.,[],Toaru Kagaku no Railgun S: Motto Marutto Railgun,,['Comedy'],,
247,,震えちゃう❤フリージング ヴァイブレーションOVA,,,,,['Special'],6,Finished Airing,"Dec 25, 2013 to May 28, 2014",,,['Media Factory'],['Funimation'],['A.C.G.T.'],['Manga'],"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']","['Harem', 'Military']",3 min. per ep.,R+ - Mild Nudity,6.45,#7379,#4434,"28,209",18,12328,Short specials included on the BD/DVD volumes of Freezing Vibration.,[],Freezing Vibration Specials,,,,
248,"Uta no☆Prince-sama♪: Maji Love 2000% Episode 14, Uta no Prince-sama: Maji Love 1000% 2 Special, UtaPri 2 Special",うたの☆プリンスさまっ♪ マジLOVE2000% Op.14 Shining Star Xmas,,,,,['Special'],1,Finished Airing,"Dec 25, 2013",,,"['Showgate', 'King Records']","None found,",['A-1 Pictures'],Visual novel,"['Comedy', 'Romance']","['Idols (Male)', 'Music', 'Reverse Harem', 'School']",21 min.,PG-13 - Teens 13 or older,7.20,#3388,#4482,"27,686",79,11109,Unaired episode included in the seventh Blu-ray and DVD volumes. Haruka is busy working at the agency so she can't help the idols with the preparations for the Christmas Party held by Shining Agency. A lot of memories and information are revealed while Starish is preparing for the party.,"['Prequel (TV) Uta no☆Prince-sama♪ Maji Love 2000%', 'Sequel (TV) Uta no☆Prince-sama♪ Maji Love Revolutions']",Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,,,['Josei'],
249,"Diabolik Lovers Soushuuhen Episode 6.5, Diabolik Lovers Special",DIABOLIK LOVERS 総集編【Episode6.5】,,,,,['TV Special'],1,Finished Airing,"Oct 28, 2013",,,"['Frontier Works', 'Idea Factory', 'Showgate']",['Sentai Filmworks'],['Zexcs'],Visual novel,"['Drama', 'Supernatural']","['Reverse Harem', 'Vampire']",15 min.,PG-13 - Teens 13 or older,5.42,#12352,#4598,"26,179",51,12047,Recap of episodes 1-6 with new narrations.,[],Diabolik Lovers Recap,,,['Josei'],
250,"Log Horizon Recap, Log Horizon Episode 6.5, Log Horizon Special",今なら間に合う！ログ・ホライズン,Now It's Time to Go! Log Horizon,,,,['TV Special'],1,Finished Airing,"Nov 11, 2013",,,"None found,","None found,",['Satelight'],['Light novel'],"['Action', 'Adventure', 'Fantasy']",,58 min.,PG-13 - Teens 13 or older,6.76,#5578,#5040,"21,019",14,7877,"Recap of the first six episodes of Log Horizon, aired between episode 6-7.",[],Imanara Maniau! Log Horizon,['Adult Cast'],,,
251,,コードギアス 亡国のアキト 第2章 引き裂かれし翼竜 ピクチャードラマ,Code Geass: Akito the Exiled - The Wyvern Divided Picture Drama,,,,['Special'],1,Finished Airing,"Dec 25, 2013",,,"None found,","None found,",['Sunrise'],Original,"['Action', 'Comedy']",,11 min.,PG-13 - Teens 13 or older,7.02,#4283,#5311,"18,459",49,5913,Special included in the Code Geass: Boukoku no Akito 2 BD/DVD release.,[],Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,['Military'],,,
252,,百花繚乱 サムライブライド,,,,,['Special'],6,Finished Airing,"Jun 26, 2013 to Nov 27, 2013",,,"['Genco', 'Lantis']",['Sentai Filmworks'],['Arms'],['Light novel'],"['Comedy', 'Ecchi']",,2 min. per ep.,R+ - Mild Nudity,6.57,#6636,#5798,"14,623",5,5516,Specials included on DVDs and Blu-rays.,[],Hyakka Ryouran: Samurai Bride Specials,,,,
253,"Yuushibu Extras, Yu-sibu Extras, Yuushibu Specials, Shinki Seisaku Anime (Honpen-chuu de Nagareru Gekichuu TVCM no Kanzenhan)",勇者になれなかった俺はしぶしぶ就職を決意しました。「新規製作アニメ（本編中で流れる劇中TVCMの完全版）」,"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job. Specials",,,,['Special'],5,Finished Airing,"Dec 27, 2013 to Apr 25, 2014",,,"None found,","None found,",['asread.'],['Light novel'],,,31 sec. per ep.,PG-13 - Teens 13 or older,6.07,#9556,#5893,"13,979",10,4476,Specials included in the Blu-ray/DVD volumes. Please refer to More Info section for details.,[],Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,,['Comedy'],,
254,History's Strongest Disciple Kenichi Specials,史上最強の弟子 ケンイチ,,,,,['Special'],4,Finished Airing,"Nov 15, 2013 to May 16, 2014",,,"None found,","None found,","[""Brain's Base""]",['Manga'],"['Action', 'Comedy']","['Martial Arts', 'School']",2 min. per ep.,R+ - Mild Nudity,7.23,#3217,#6005,"13,364",21,5256,A brief summary of Kenichi's new life at Ryouzanpaku. Included as a bonus on the DVD volumes of the Shijou Saikyou no Deshi Kenichi OVA.,[],Shijou Saikyou no Deshi Kenichi Specials,,,['Shounen'],
