,Japanese,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,English,Theme,Genre,German,Spanish,French,Demographics
10,勇者、辞めます,['TV'],12,Finished Airing,"Apr 5, 2022 to Jun 21, 2022",['Spring 2022'],Tuesdays at 22:30 (JST),"['AT-X', 'flying DOG', 'Glovision', 'Kadokawa', 'Tencent Games']",['Sentai Filmworks'],['EMT Squared'],['Light novel'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.01,#4341,#784,"328,681","1,728",153116,"When Demon Queen Echidna begins her invasion of the human realm, the people turn to the hero Leo Demonheart to protect them. Blessed with insurmountable power, Leo easily repels Echidna's army, thereby saving the world. But instead of gratitude or admiration, Leo is met with disdain and scorn from his fellow humans, who fear his overwhelming strength and believe that it may eventually cause humanity's demise. Banished from the kingdom he once called home, Leo wanders aimlessly throughout the land until, one day, he hears rumors of Echidna's efforts to rebuild her army. Hoping that demonkind might accept him as an ally, he returns to the demon queen's castle and offers Echidna his help. Naturally, Echidna immediately rejects him. Still, not all hope is lost, as Leo manages to convince Echidna's four generals to let him secretly work under their supervision. Donning the identity of a masked dark knight named Onyx, Leo solves the demon army's problems one by one—gradually improving the quality of life around the castle. Above all else, however, Leo wants to accomplish one goal: to learn why Echidna started the war in the first place. [Written by MAL Rewrite]","['Adaptation (Manga) Yuusha, Yamemasu', 'Adaptation (Light Novel) Yuusha, Yamemasu: Tsugi no Shokuba wa Maoujou']","Yuusha, Yamemasu",Yuuyame,I'm Quitting Heroing,,,,,,
11,パリピ孔明,['TV'],12,Finished Airing,"Apr 5, 2022 to Jun 21, 2022",['Spring 2022'],Tuesdays at 23:00 (JST),"['Mainichi Broadcasting System', 'Kodansha', 'Avex Pictures', 'DMM pictures', 'Bit grooove promotion']",['Sentai Filmworks'],['P.A. Works'],['Web manga'],,"['Adult Cast', 'Music', 'Reincarnation', 'Showbiz']",,23 min. per ep.,PG-13 - Teens 13 or older,8.11,#510,#823,"313,779","2,609",151902,"Zhuge Kongming earned a reputation as one of the greatest tacticians of the Three Kingdoms period of third-century China. Having led his army through countless grueling victories, Kongming falls gravely ill during the Battle of Wuzhang Plains. The weariness and regret stemming from the seemingly never-ending war catch up to him, and as he draws his final breath, Kongming wishes that if he were to reincarnate, he would be reborn in a more peaceful era. His wish comes true, and Kongming wakes up in modern-day Tokyo with a younger body and his memories intact. Thrust into an unfamiliar world, he finds his way into a nightclub and meets Eiko Tsukimi, an aspiring singer whose performance immediately captivates him. Pitying his confusion, Eiko takes Kongming under her wing and teaches him about the current world, which leads to Kongming's interest in contemporary music. Seeing Eiko's immense musical potential, Kongming vows to make the world recognize her and soon takes on the role of her manager. Unsurprisingly, the music industry is unforgiving to those who make even the slightest mistakes. Still, Kongming is determined to accomplish his goals—even if he must utilize the war stratagems he famously used in his previous life! [Written by MAL Rewrite]","['Adaptation (Manga) Paripi Koumei', '']",Paripi Koumei,Party People Koumei,Ya Boy Kongming!,,['Comedy'],,,,
12,史上最強の大魔王、村人Aに転生する,['TV'],12,Finished Airing,"Apr 6, 2022 to Jun 22, 2022",['Spring 2022'],Wednesdays at 21:00 (JST),"['AT-X', 'Docomo Anime Store', 'Kadokawa Media House', 'BS NTV', 'Kadokawa', 'Simplicity', 'Bandai Namco Music Live']",['Crunchyroll'],"['SILVER LINK.', 'Blade']",['Light novel'],"['Action', 'Fantasy']","['Harem', 'Reincarnation', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,6.29,#8318,#835,"311,414","1,519",144886,"Having reached the pinnacle of human potential, Varvatos was so powerful that the rest of humankind began calling him the Demon Lord, both fearing and respecting his overwhelming influence. As a result, he felt alienated from his fellow humans, leading him to desire true companionship—an equal he could call a friend. Hoping his fate will change in his next life, Varvatos decides to start anew and reincarnates three thousand years later as Ard Meteor, the son of a seemingly ordinary couple in a rural town. Unfortunately, he realizes that even after weakening himself, his strength still overshadows everyone in this era. Moreover, his lack of social skills bars him from achieving his goal of making friends. But worst of all, the repercussions of suddenly abandoning his former position have begun to bite him back in some of the most unimaginable ways possible. [Written by MAL Rewrite]","['Adaptation (Manga) Shijou Saikyou no Daimaou, Murabito A ni Tensei suru', 'Adaptation (Light Novel) Shijou Saikyou no Daimaou, Murabito A ni Tensei suru']","Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",The Greatest Maou is Reborned to Get Friends,The Greatest Demon Lord Is Reborn as a Typical Nobody,,,,,,
13,カッコウの許嫁,['TV'],24,Finished Airing,"Apr 24, 2022 to Oct 2, 2022",['Spring 2022'],Sundays at 01:30 (JST),"['TV Asahi', 'Kodansha', 'Crunchyroll', 'Kadokawa']","None found,","['SynergySP', 'Shin-Ei Animation']",['Manga'],"['Comedy', 'Romance']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.87,#4981,#867,"303,145","2,268",116144,"Nagi Umino and Erika Amano, a studious high school student and a social media star, had nothing that linked them together—until they found out they were swapped at birth. When the sudden news is revealed to both of their families, their parents quickly devise a proposition with neither Nagi's nor Erika's knowledge: in order to restore them both to their rightful families and ensure everyone's happiness, the two should get engaged. When informed of this, Nagi and Erika are quick to reject the absurd plan, refusing to go along with their parents' wishes. But, with neither party willing to back down, only time can tell where their relationship will go. [Written by MAL Rewrite]","['Sequel (TV) Kakkou no Iinazuke 2nd Season', 'Adaptation (Manga) Kakkou no Iinazuke']",Kakkou no Iinazuke,Cuckoo's Fiancee,A Couple of Cuckoos,['Harem'],,,,,
14,デート・ア・ライブⅣ,['TV'],12,Finished Airing,"Apr 8, 2022 to Jun 24, 2022",['Spring 2022'],Fridays at 22:00 (JST),"['AT-X', 'Nippon Columbia', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa']",['Crunchyroll'],['Geek Toys'],['Light novel'],"['Action', 'Fantasy', 'Romance', 'Sci-Fi']","['Harem', 'School', 'Urban Fantasy']",,23 min. per ep.,R - 17+ (violence & profanity),7.75,#1168,#948,"271,568","3,433",96597,"Despite the numerous challenges he has overcome so far, Shidou Itsuka's mission with Ratatoskr is far from over. In a departure from his daily routine, Shidou encounters a starving woman lying on the street and ends up helping her. After the two arrive at her apartment, the woman introduces herself as Nia Honjou—a popular manga artist working under a pen name. However, cutting straight to the chase, Nia reveals that she is also a Spirit and is aware of Shidou's secret operation. Interested in seeing his charisma firsthand, Nia challenges Shidou to win her over on a date. As he strives for an opportunity to seal her powers, Shidou learns more about Nia and her history with Deus Ex Machina Industries, a name he is all too familiar with... [Written by MAL Rewrite]","['Prequel (TV) Date A Live III', 'Sequel (TV) Date A Live V', 'Adaptation (Manga) Date A Live', 'Adaptation (Manga) Date A Live: Tooka Dead End']",Date A Live IV,"Date A Live 4, Date A Live Fourth Season, DAL 4",Date A Live IV,,,,,,
15,恋は世界征服のあとで,['TV'],12,Finished Airing,"Apr 8, 2022 to Jun 24, 2022",['Spring 2022'],Fridays at 21:30 (JST),"['Toei Video', 'Pony Canyon', 'AT-X', 'KlockWorx', 'Asmik Ace', 'TV Aichi', 'Yomiuri Shimbun', 'APDREAM', 'arma bianca', 'Bit grooove promotion', 'Dream Shift', 'BS Asahi', 'Happinet Phantom Studios', 'Bergamo']",['Crunchyroll'],['Project No.9'],['Manga'],"['Action', 'Comedy', 'Fantasy', 'Romance']","['Parody', 'Urban Fantasy']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.39,#2393,#1014,"256,962","1,056",108384,"Fudou Aikawa and Desumi Magahara have just started dating, but no one is allowed to know! Nicknamed ""Red Gelato,"" Fudou is the leader of ""Gelato 5,"" a group of heroes dedicated to protecting Japan. On the other hand, the ""Reaper Princess"" Desumi is one of the combatant leaders of ""Gekko,"" an evil secret society bent on world domination and considered Gelato 5's greatest foe. As they pretend to be mortal enemies, Fudou and Desumi sneak away from battle to spend time together. Despite their inexperience with romance, Fudou and Desumi strive to make their relationship work while avoiding suspicion from their comrades. With their loyalties divided between each other and their respective sides, the couple will have to stay on guard if they want to keep their love a secret from the rest of the world. [Written by MAL Rewrite]","['Adaptation (Manga) Koi wa Sekai Seifuku no Ato de', '']",Koi wa Sekai Seifuku no Ato de,Koiseka,Love After World Domination,,,,,,
16,アオアシ,['TV'],24,Finished Airing,"Apr 9, 2022 to Sep 24, 2022",['Spring 2022'],Saturdays at 18:25 (JST),"['Shogakukan-Shueisha Productions', 'Marvelous Entertainment', 'NHK Enterprises', 'Bandai Spirits']",['Crunchyroll'],['Production I.G'],['Manga'],,,['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,8.16,#446,#1123,"232,220","3,247",117275,"In a quiet rural town, the spotlight of a local junior high school football team rests on one player: Ashito Aoi. Known for his unpredictable moves and self-centered playing style, Ashito is the sole powerhouse pushing his team through an important high school preliminary tournament. However, their win streak is short-lived—an opponent causes Ashito to lose his temper and act violently, resulting in his removal from the rest of the game. Without their star player, the team is quickly eliminated from the tournament. Just as he believes all hope is lost, Ashito is approached by a youth team coach named Tatsuya Fukuda who senses potential in him, and Fukuda invites him for tryouts in Tokyo. In an unfamiliar setting surrounded by talent, Ashito must bring out the best of his ability to prove himself and secure what could be a life-changing career. [Written by MAL Rewrite]","['Adaptation (Manga) Ao Ashi', '']",Ao Ashi,,Aoashi,['Team Sports'],['Sports'],,,,
17,処刑少女の生きる道〈バージンロード〉,['TV'],12,Finished Airing,"Apr 2, 2022 to Jun 18, 2022",['Spring 2022'],Saturdays at 00:30 (JST),"['Warner Bros. Japan', 'Hakuhodo DY Music & Pictures', 'Egg Firm', 'SB Creative', 'Creek']",['Sentai Filmworks'],['J.C.Staff'],['Light novel'],"['Action', 'Adventure', 'Fantasy']",,,23 min. per ep.,R - 17+ (violence & profanity),6.76,#5545,#1436,"175,475",737,60323,"Average student Mitsuki Mutou suddenly finds himself transported to another realm. Summoned by the king of this world for the remarkable power he is supposed to possess, Mitsuki is thrown out when it appears that he lacks a Special Concept. Moping about, he encounters a priestess named Menou who explains that Japanese people like him are known as Lost Ones, and such individuals never fail to have Special Concepts. Menou elaborates that she is part of a church that helps abandoned Lost Ones integrate into society. She invites him to spend the night at her church, where the two can probe the nature of his ability. Eventually, they discover that Mitsuki's Special Concept is actually incredibly powerful and dangerous. But is Menou's true goal to assist Lost Ones—or the opposite? [Written by MAL Rewrite]","['Adaptation (Manga) Shokei Shoujo no Virgin Road', 'Adaptation (Light Novel) Shokei Shoujo no Virgin Road']",Shokei Shoujo no Virgin Road,Shokei Shoujo no Ikiru Michi,The Executioner and Her Way of Life,['Isekai'],,,,,
18,本好きの下剋上 ～司書になるためには手段を選んでいられません～ 第3期,['TV'],10,Finished Airing,"Apr 12, 2022 to Jun 14, 2022",['Spring 2022'],Tuesdays at 02:29 (JST),"['WOWOW', 'KlockWorx', 'flying DOG', 'BS Fuji', 'Yomiuri TV Enterprise', 'TO Books', 'JTB Next Creation', 'MediaNet Pictures', 'Happinet Phantom Studios']",['Crunchyroll'],['Ajia-do'],['Light novel'],,"['Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,8.07,#566,#1451,"173,888",971,84138,"Winter is approaching, and Myne—now an apprentice priestess—must prepare for her stay at the church and the upcoming Dedication Ceremony. However, due to her immense knowledge and extraordinary amount of mana, she has garnered the attention of many dangerous people, who are willing to do anything to get their hands on Myne. To keep her safe, the Head Priest assigns Myne a bodyguard and advises her to be adopted by a noble, a decision that will force her to leave her family behind. As Myne is opposed to the idea, the Head Priest gives her an ultimatum: she can be with her family until she turns 10, but if she is deemed too unstable, she will immediately be dealt with. Placed in a tough position, Myne is uncertain about her future. Despite the twists that may lie ahead, she will do whatever she can to protect those that she loves—even if it means giving up on her dream. [Written by MAL Rewrite]","['Prequel (TV) Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season', 'Sequel (TV) Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Ryoushu no Youjo', 'Adaptation (Manga) Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 2-bu - Hon no Tame nara Miko ni Naru!', 'Adaptation (Light Novel) Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen']",Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm 3rd Season,Ascendance of a Bookworm Season 3,,['Fantasy'],,,,
19,魔法使い黎明期,['TV'],12,Finished Airing,"Apr 8, 2022 to Jul 1, 2022",['Spring 2022'],Fridays at 01:58 (JST),"['TBS', 'Kodansha', 'NBCUniversal Entertainment Japan', 'BS11', 'Nichion', 'NichiNare', 'DMM pictures', 'Bit grooove promotion']",['Crunchyroll'],['Tezuka Productions'],['Light novel'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.39,#7752,#1467,"171,733",758,58075,"Although he attends the Royal Magic Academy in the Kingdom of Wenias, Sable has the worst grades in the entire school. As he has no memories of his time before attending the institution, when Headmaster Albus tasks him with a special training regimen in the south, Sable eagerly accepts it. Alongside the Dawn Witch, Roux Cristasse; Holt, a human girl with antlers; and Kudd, a lizard Beastfallen, Sable must establish a village of witches in a region where anti-witch sentiment remains strong. During their journey, the quartet avoids former members of the Dia Ignis Arbiters—a group of witch hunters notorious for murdering witches and civilians alike. Five years ago, their organization was disbanded and given amnesty with the end of the war between the Church and witches, but their members still linger and are ready to capture any mages they come across. Thankfully, with Roux's Staff of Ludens, the ""witch-eater,"" and Sable's unlimited supply of magic, the group may be able to accomplish their mission for Albus. If not, Sable's memories of magic and the academy will be taken away, and he will be left with nothing to guide him to the silver-haired mage who first rescued him. [Written by MAL Rewrite]","['Adaptation (Manga) Mahoutsukai Reimeiki', 'Adaptation (Light Novel) Mahoutsukai Reimeiki']",Mahoutsukai Reimeiki,Mahou Tsukai Reimeiki,The Dawn of the Witch,['Anthropomorphic'],,,,,
20,理系が恋に落ちたので証明してみた。r=1-sinθ（ハート）,['TV'],12,Finished Airing,"Apr 2, 2022 to Jun 18, 2022",['Spring 2022'],Saturdays at 01:30 (JST),"['Sony Music Entertainment', 'BS Fuji', 'Flex Comix', 'Hokkaido Cultural Broadcasting', 'Office Nobu', 'bilibili', 'Yomiuri TV Enterprise', 'Kanetsu Investment', 'Toyo Recording', 'Global Solutions', 'SUPA LOVE', 'BloomZ', 'Mirai-Kojo', 'AMG Entertainment', 'Starry Cube']","None found,",['Zero-G'],['Web manga'],"['Comedy', 'Romance']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.30,#2827,#1561,"160,904",528,54863,"Following the events of their trip to Okinawa, Saitama University graduate students Shinya Yukimura and Ayame Himuro have failed to obtain the data necessary to scientifically prove their love for each other. Unable to replicate the exact conditions of the trip, the two stubborn scientists decide to seek help from elsewhere in the university—the Biological Sciences department. Assisted by fellow graduate students and longtime couple Chris Floret and Suiu Fujiwara, Yukimura and Himuro begin to quantify their feelings by measuring their output of oxytocin in various romantic situations. The two scientists soon find that their feelings for each other are nothing compared to that of a mature couple. It is here that Chris poses a question to both Yukimura and Himuro: what will they do if their ""affection"" is proven not to be love after all? Desperate to find a scientific rationale for the discrepancy, Yukimura puts everything on the line to prove that their ""love"" is real. [Written by MAL Rewrite]","['Prequel (TV) Rikei ga Koi ni Ochita no de Shoumei shitemita.', 'Adaptation (Manga) Rikei ga Koi ni Ochita no de Shoumei shitemita.']",Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,"Science Fell in Love, So I Tried to Prove It 2nd Season, Rikekoi, Rikei ga Koi ni Ochita no de Shoumei shitemita. r=1-sinθ","Science Fell in Love, So I Tried to Prove It r=1-sinθ",['Adult Cast'],,,,,
21,であいもん,['TV'],12,Finished Airing,"Apr 6, 2022 to Jun 22, 2022",['Spring 2022'],Wednesdays at 23:30 (JST),"['flying DOG', 'Kadokawa', 'Midorimatsu']","None found,",['Encourage Films'],['Manga'],,"['Childcare', 'Workplace']",['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,7.55,#1759,#2175,"102,994",461,45118,"Ten years have passed since Nagomu Irino left his home to pursue his dream that ultimately failed. He finally decides to return after hearing that his father—owner of the Kyoto sweets store Ryokushou—has been hospitalized. Worrying that no one would inherit the shop if his father passes away, Nagomu prepares himself to embrace his family's legacy and the art of making sweets⁠. Unsurprisingly, Nagomu discovers that his father has already chosen a different successor—a 10-year-old girl named Itsuka Yukihira, who was abandoned at Ryokushou by her father for reasons unknown. While she has since become a part of the family and is now the shop's poster girl, Itsuka still longs to see her father and follows all possible clues that may lead her to him. Sympathizing with Itsuka's situation, Nagomu's mother asks Nagomu to act as Itsuka's father, hoping that Itsuka will open up to him and relieve her pain, even if just a little. Starting on bad terms, Itsuka and Nagomu gradually learn more about each other, realizing that they are more similar than they had thought. Connected by their mutual love for both Ryokushou and its confections, their relationship as child and father figure begins to make lives around them a little bit sweeter. [Written by MAL Rewrite]","['Adaptation (Manga) Deaimon', '']",Deaimon,,Deaimon: Recipe for Happiness,,['Slice of Life'],,,,
22,ダンス・ダンス・ダンスール,['TV'],11,Finished Airing,"Apr 9, 2022 to Jun 18, 2022",['Spring 2022'],Saturdays at 01:25 (JST),"['Mainichi Broadcasting System', 'Shogakukan', 'dugout', 'DMM Music', 'Creek']","None found,",['MAPPA'],['Manga'],,,['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.82,#991,#2387,"88,814",639,35537,"Junpei Murao's love affair with ballet began at a young age during his sister's ballet recital, when a male ballet dancer roused his interest with a gripping performance. But for Junpei, nothing could be worse than his peers finding out about his secret passion for ballet and perceiving him as effeminate. That is why he is in the soccer club, trains Jeet Kune Do, and is intent on following in his father's footsteps of becoming a stunt coordinator: all very ""manly"" activities. When Junpei's classmate Miyako Godai spots him demonstrating an impressive kick that combines skills from ballet and Jeet Kune Do to his friends, she suddenly recruits him to join her mother's ballet studio. He resists at first, and although he has abandoned his dreams of formally pursuing ballet, nothing quite captures the euphoria that ballet elicits. After suppressing his desire to pursue ballet for so long, it is not so easy to shake off his hesitation and break free of the shackles of masculinity. Junpei has to be willing to make certain sacrifices and fully commit to ballet, all while risking losing some friends. [Written by MAL Rewrite]","['Adaptation (Manga) Dance Dance Danseur', '']",Dance Dance Danseur,,Dance Dance Danseur,['Performing Arts'],['Drama'],,,,
23,キングダム 第4シリーズ,['TV'],26,Finished Airing,"Apr 10, 2022 to Oct 2, 2022",['Spring 2022'],Sundays at 00:00 (JST),"['Avex Pictures', 'Shueisha', 'NHK Enterprises']","None found,","['Pierrot', 'Studio Signpost']",['Manga'],,"['Historical', 'Military']",['Seinen'],24 min. per ep.,R - 17+ (violence & profanity),8.73,#50,#2687,"73,478","1,109",32169,"Following the conclusion of the large-scale coalition campaign, the entirety of China is in a state of economic recovery. The victor of the battle, the state of Qin, is no different. There, the political parties led by Ying Zheng and Buwei Lü continue their inner conflict. Having played the role of king in the coalition battle, Zheng has the trust of the people—but Lü is far from out of the fight. In 18 months, he plans to interrupt Zheng's coming-of-age ceremony. Meanwhile, a Zhao army numbering 20,000 troops has set out toward Qin. In the royal court, due to the lack of generals capable of responding to the incoming threat, Lü slyly suggests that Zheng take command. However, Cheng Jiao, Zheng's half-brother, volunteers instead. As they grew to trust each other during the coalition battle, Zheng now accepts Jiao as his replacement. However, the Zhao forces retreat a mere half-day after clashing with Jiao's army. With trouble quickly brewing in the shadows, the internal struggle of Qin is only complicated further. There are only two men Zheng feels he can rely on: Bi, a general who commands 30,000 men; and Xin, the leader of the Fei Xin force. [Written by MAL Rewrite]","['Prequel (TV) Kingdom 3rd Season', 'Sequel (TV) Kingdom 5th Season', 'Adaptation (Manga) Kingdom', '']",Kingdom 4th Season,,Kingdom: Season 4,,['Action'],,,,
24,まちカドまぞく 2丁目,['TV'],12,Finished Airing,"Apr 8, 2022 to Jul 1, 2022",['Spring 2022'],Fridays at 01:28 (JST),"['Pony Canyon', 'Houbunsha', 'Medicos Entertainment', 'BS11', 'RAY', 'Nichion']",['Sentai Filmworks'],['J.C.Staff'],['4-koma manga'],,"['CGDCT', 'Mahou Shoujo', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,7.85,#936,#2713,"72,695",341,26445,Second season of Machikado Mazoku.,"['Prequel (TV) Machikado Mazoku', 'Adaptation (Manga) Machikado Mazoku']",Machikado Mazoku: 2-choume,"Machikado Mazoku 2nd Season, The Demon Girl Next Door 2nd Season",The Demon Girl Next Door 2,,['Comedy'],,,,
25,ヒロインたるもの！〜嫌われヒロインと内緒のお仕事〜,['TV'],12,Finished Airing,"Apr 7, 2022 to Jun 23, 2022",['Spring 2022'],Thursdays at 22:30 (JST),"['Movic', 'Futabasha', 'U-NEXT', 'MusicRay’n', 'INCS toenter', 'Marui Group', 'Lawson Entertainment', 'tamakoshi', 'flaggs', 'Laulea Works', 'Alice']",['Crunchyroll'],['Lay-duce'],Music,,"['Idols (Male)', 'School']",,23 min. per ep.,PG-13 - Teens 13 or older,7.27,#3015,#2726,"72,291",422,26386,"Freshly graduating middle school, energetic 15-year-old Hiyori Suzumi moves from her coastal hometown to Tokyo, pursuing her dream of being a track and field runner. Unfortunately, as soon as her first high school year begins, she faces an imminent problem that ultimately causes her to find a part-time job to cover living costs. After searching through countless prospective workplaces, Hiyori stumbles upon a posting looking for event staff, to which she gets accepted against all odds. It is revealed that she will be working as a manager-in-training for LIPxLIP, a rising male idol group composed of Yuujirou Someya and Aizou Shibasaki—both of whom are coincidentally her classmates. Despite this shocking revelation, Hiyori is resolved to do her best with balancing her studies, her ambition, and most importantly, her role as LIPxLIP's attendant. [Written by MAL Rewrite]",[],Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,To Become a Real Heroine!,Heroines Run the Show: The Unpopular Girl and the Secret Task,,,,,,
26,BIRDIE WING -Golf Girls' Story-,['TV'],13,Finished Airing,"Apr 6, 2022 to Jun 29, 2022",['Spring 2022'],Wednesdays at 00:00 (JST),['TV Tokyo'],"None found,",['Bandai Namco Pictures'],Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,7.48,#2045,#2781,"69,424",428,26600,"Infamous among those who gamble on golf games, Eve uses her exceptional skill in the sport to earn a living—by betting and winning against various opponents. Known as the ""Rainbow Bullet,"" she vows to beat her foes and conquer the world of underground golf using only three clubs. However, the universe where Eve knows no defeat is shaken after she plays a clean game with Aoi Amawashi, a golfing prodigy that came to the country of Nafrece to enter a golf tournament. Armed with talent and born into the perfect environment for golf, Aoi the ""Innocent Tyrant"" calmly crushes her enemies with a bright smile on her face. After their game-changing match, Eve and Aoi become intrigued with each other and promise to battle again someday. As Eve's aggressive and risk-taking approach challenges the elite and steady playstyle of Aoi, the two geniuses may just manage to bring golf to unexpected heights. [Written by MAL Rewrite]","[""Sequel (TV) Birdie Wing: Golf Girls' Story Season 2"", '']",Birdie Wing: Golf Girls' Story,,Birdie Wing: Golf Girls' Story,,['Sports'],,,,
27,このヒーラー、めんどくさい,['TV'],12,Finished Airing,"Apr 10, 2022 to Jun 26, 2022",['Spring 2022'],Sundays at 21:00 (JST),"['AT-X', 'Nippon Columbia', 'BS11', 'Crunchyroll', 'Kadokawa Media House', 'Kadokawa', 'INCS toenter']","None found,",['Jumondo'],['Web manga'],"['Adventure', 'Comedy', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.34,#8018,#2884,"65,021",171,23286,"In a world where monster invasions are rampant and frequent, being an adventurer in a party is considered one of the most desirable jobs for the honor and fame it provides. Wanting to make a name for himself, a young human warrior named Alvin intends to start his career by completing a low-level request for the guild. While en route, Alvin is confronted by a magical bear and immediately finds himself in a pinch. As luck would have it, a dark elf healer named Karla approaches and asks if Alvin requires assistance—being seemingly oblivious to the situation before her eyes. After a discussion needlessly complicated by Karla's absurdly eccentric personality, Alvin somehow convinces her to help him. Unfortunately, instead of healing him, she accidentally casts a curse: if Alvin strays too far from her, he shall die. Despite being forced to accompany Karla until the curse is broken, Alvin remains steadfast in his ambition to become a full-fledged adventurer. With a partner by his side, the journey toward his goal may grow easier—or harder—depending on Karla's whims. [Written by MAL Rewrite]","['Adaptation (Manga) Kono Healer, Mendokusai', '']","Kono Healer, Mendokusai",This Healer's a Handful,"Don't Hurt Me, My Healer!",,,,,,
28,くノ一ツバキの胸の内,['TV'],13,Finished Airing,"Apr 10, 2022 to Jul 3, 2022",['Spring 2022'],Sundays at 00:00 (JST),"['Aniplex', 'Chugai Mining', 'BS11', 'Shogakukan', 'ADK Marketing Solutions']","None found,",['CloverWorks'],['Manga'],"['Action', 'Comedy']","['CGDCT', 'Martial Arts']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.10,#3916,#2916,"63,556",274,24165,"Tsubaki hails from an all-female clan of ninjas hidden deep in the forest. While a strict code guides the many kunoichi in training, the most important rule the young women must adhere to is: never interact with men, for they are far too dangerous to be trusted. As the leader of Team Dog, Tsubaki has many duties she must handle. However, despite being a skilled trainee, she begins to react strangely whenever the topic of men surfaces. Unaware of what mysterious feelings are taking over her heart, Tsubaki's growing curiosity soon interferes with her ability to keep up with her work. [Written by MAL Rewrite]","['Adaptation (Manga) Kunoichi Tsubaki no Mune no Uchi', '']",Kunoichi Tsubaki no Mune no Uchi,Inside Tsubaki Kunoichi's Heart,In the Heart of Kunoichi Tsubaki,,,,,,
