,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Theme,Demographic,Genre,Themes,Demographics
10,Tales of Zestiria the X,テイルズ オブ ゼスティリア ザ クロス,Tales of Zestiria the X,['TV'],12,Finished Airing,"Jul 10, 2016 to Sep 25, 2016",['Summer 2016'],Sundays at 23:00 (JST),"['Bandai Visual', 'Lantis', 'Studio Mausu', 'Bandai Namco Entertainment', 'Anime Consortium Japan']",['Funimation'],['ufotable'],Game,"['Action', 'Adventure', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,7.22,#3234,#765,"336,239",788,147197,"The Celestial Records speak of the existence of the ""Seraphim,"" a race of divine beings who give blessings to humanity and are offered prayers by them in return. Those who are anointed with the ability to interact with these spirits are known as ""Shepherds."" Hailed as heroes for their prompt appearances in times of crisis, while also being feared for their power, the Shepherds are imprinted in common folklore along with the Seraphim. Sorey is a young human who has spent his entire life living in harmony alongside the Seraphim in the village of Elysia. Fascinated by the myths of the Celestial Records, he explores some nearby ruins with Mikleo—his childhood Seraphim companion—hoping to enlighten himself about the Seraphims' history with mankind. Unfortunately, they become trapped in the depths of the historical site during their investigation. While searching for an exit, they come across a mysterious girl who desperately seeks the help of a Shepherd to save the world, which is on the brink of being consumed by darkness. Despite Mikleo's warning about making contact with other humans, Sorey decides to help the stranger, which unknowingly leads him closer to the dream of peaceful coexistence between man and Seraphim. [Written by MAL Rewrite]","['Prequel (Special) Tales of Zestiria the Cross: Saiyaku no Jidai', 'Sequel (TV) Tales of Zestiria the Cross 2nd Season', 'Adaptation (Manga) Tales of Zestiria: Michibiki no Toki', '']",Tales of Zestiria the Cross,Tales of Zestiria The X,,Tales of Zestiria The X,,,,,
11,Danganronpa 3: The End of Hope's Peak Academy - Despair Volume,ダンガンロンパ3 -The End of 希望ヶ峰学園- 絶望編,Danganronpa 3: The End of Hope's Peak High School - Despair Arc,['TV'],11,Finished Airing,"Jul 14, 2016 to Sep 22, 2016",['Summer 2016'],Thursdays at 23:30 (JST),"None found,",['Funimation'],['Lerche'],Visual novel,"['Action', 'Horror', 'Mystery', 'Suspense']",23 min. per ep.,R - 17+ (violence & profanity),7.35,#2568,#768,"335,635","2,299",186145,"Hope's Peak Academy's unconventional class 77-B is about to have an even more eccentric addition: Chisa Yukizome, an alumna with the title of Super High School-Level Housekeeper—and their new homeroom teacher. Cheerful, passionate, and capable, Chisa immediately sets about correcting the students' problematic behavior and strengthening their relationships. It may not be easy dealing with diverse pupils ranging from princesses and nurses to yakuza and impossibly lucky students, but anything is possible with the power of hope. Meanwhile, Hajime Hinata, an unremarkable boy from the school's Reserve Course, longs for a talent. One day, he has an unexpected meeting with class 77-B's Super High School-Level Gamer Chiaki Nanami, who presents to him a new, hope-filled outlook on life. However, unbeknownst to him, the school's upper echelon is about to execute a sinister project centered around Hajime that will bring Hope's Peak—and the rest of the world—to its knees. Zetsubou-hen chronicles the daily lives carried out at the talent-cultivating academy, and the darkness that lurks beneath. As despair slowly infects hope, plans are put into motion to start the Biggest, Most Awful, Most Tragic Event in Human History, and the end begins. [Written by MAL Rewrite]","['Prequel (TV) Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Sequel (TV) Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen', 'Sequel (TV Special) Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen', '']",Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope's Peak High School,Danganronpa 3: The End of Hope’s Peak High School,Danganronpa 3: The End of Hope’s Peak High School,,,,"['High Stakes Game', 'Psychological', 'School', 'Survival']",
12,,ねじ巻き精霊戦記 天鏡のアルデラミン,Alderamin on the Sky,['TV'],13,Finished Airing,"Jul 9, 2016 to Oct 1, 2016",['Summer 2016'],Saturdays at 01:05 (JST),"['Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'ASCII Media Works', 'BS Fuji', 'Imagine']","['Funimation', 'Crunchyroll']",['Madhouse'],['Light novel'],"['Action', 'Adventure', 'Fantasy']",23 min. per ep.,R - 17+ (violence & profanity),7.63,#1468,#775,"332,836","1,517",164594,"Ikta Solork is a carefree young man who only wants two things in life: a woman on his arm and a place to nap. Unfortunately, his peaceful life is destroyed when war breaks out between the Katjvarna Empire and the neighboring Republic of Kioka. Ikta and his childhood friend, Yatorishino Igsem, join the army as military officers, where they meet the infantryman Matthew Tetojirichi, the sniper Torway Remion, and the medic Haroma Becker on a boat heading for the military exam site. However, after a rogue storm sinks their vessel, the five of them end up in enemy territory near a military outpost. There, they discover that the heir to the Katjvarnan throne, Princess Chamille Kitora Katjvanmaninik, has been taken hostage. The five are able to rescue her, and as a reward, each one of them is granted the title of Imperial Knight—one of the highest honors a soldier can receive. It seems that Ikta will have to put his dream of tranquility on hold, as he must now become the hero he never wanted to be. [Written by MAL Rewrite]","['Adaptation (Manga) Nejimaki Seirei Senki: Tenkyou no Alderamin', 'Adaptation (Light Novel) Nejimaki Seirei Senki: Tenkyou no Alderamin']",Nejimaki Seirei Senki: Tenkyou no Alderamin,Alderamin on the Sky,Alderamin on the Sky,Alderamin on the Sky,['Military'],,,,
13,,甘々と稲妻,Sweetness & Lightning,['TV'],12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016",['Summer 2016'],Tuesdays at 01:05 (JST),"['Toei Video', 'Kodansha', 'Shin-Ei Animation', 'DAX Production', 'Asmik Ace', 'Yomiuri TV Enterprise', 'Sumitomo', 'TMS Music']","None found,",['TMS Entertainment'],['Manga'],"['Gourmet', 'Slice of Life']",24 min. per ep.,PG-13 - Teens 13 or older,7.53,#1825,#780,"331,153","1,268",143840,"Since the death of his wife, Kouhei Inuzuka has been caring for his young daughter Tsumugi to the best of his abilities. However, with his lack of culinary knowledge and his busy job as a teacher, he is left relying on ready-made meals from convenience stores to feed the little girl. Frustrated at his own incapability to provide a fresh, nutritious meal for his daughter, Kouhei takes up an offer from his student, Kotori Iida, to come have dinner at her family's restaurant. But on their very first visit, the father and daughter discover that the restaurant is often closed due to Kotori's mother being away for work and that Kotori often eats alone. After much pleading from his pupil, Kouhei decides to continue to go to the restaurant with Tsumugi to cook and share delicious homemade food with Kotori. Amaama to Inazuma follows the heartwarming story of a caring father trying his hardest to make his adorable little daughter happy, while exploring the meanings and values behind cooking, family, and the warm meals at home that are often taken for granted. [Written by MAL Rewrite]","['Adaptation (Manga) Amaama to Inazuma', '']",Amaama to Inazuma,Sweetness & Lightning,Sweetness & Lightning (Amaama to Inazuma),Sweetness & Lightning,,['Seinen'],,"['Childcare', 'Iyashikei']",
14,Konobi,この美術部には問題がある！,This Art Club Has a Problem!,['TV'],12,Finished Airing,"Jul 8, 2016 to Sep 23, 2016",['Summer 2016'],Fridays at 02:28 (JST),"['TBS', 'DAX Production', 'ASCII Media Works', 'King Records']",['Maiden Japan'],['feel.'],['Manga'],"['Comedy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.17,#3520,#817,"315,404",810,134034,"Mizuki Usami is a passionate member of her school's art club, but the club has a problem—Usami is the only member who takes her craft seriously! The lazy club president constantly sleeps through activities and Collette hasn't regularly attended club activities in quite some time. Uchimaki Subaru, despite being an exceptional artist who could win an award if he tried, is obsessed with drawing the perfect 2D wife. Light-hearted and comedic in tone, Kono Bijutsubu ni wa Mondai ga Aru! follows Usami as she struggles to do art club-like activities, often obstructed by her motley crew of good-for-nothings and her distracting crush on Subaru. [Written by MAL Rewrite]","['Adaptation (Manga) Kono Bijutsubu ni wa Mondai ga Aru!', '']",Kono Bijutsu-bu ni wa Mondai ga Aru!,This Art Club Has a Problem!,¡Este Club de Arte tiene un Problema! (Kono Bijutsubu ni wa Mondai ga Aru!),This Art Club Has a Problem!,,['Seinen'],,"['Love Status Quo', 'School', 'Visual Arts']",
15,,はんだくん,Handa-kun,['TV'],12,Finished Airing,"Jul 8, 2016 to Sep 23, 2016",['Summer 2016'],Fridays at 01:58 (JST),"['Square Enix', 'Lantis', 'TBS', 'DAX Production', 'Memory-Tech', 'TC Entertainment', 'Docomo Anime Store', 'NichiNare']",['Funimation'],['Diomedéa'],['Manga'],,24 min. per ep.,PG-13 - Teens 13 or older,7.34,#2630,#814,"315,807",932,140541,"Hated by everyone around him, Sei Handa goes about his high school life regarded as an outcast—or at least that is what he believes. In reality, Handa is the most popular student on campus, revered by all for his incomparable calligraphy skills, good looks, and cool personality. However, due to an endless series of misunderstandings, Handa perceives the worship he receives from his legions of fans as bullying, leading the school's idol to shut himself off from the rest of his classmates. But distancing himself from his peers does not deter them from adoring him; in fact, his attempts at drawing attention away from himself often end up unintentionally converting even the most skeptical of students into believers. Fashion models, shut-in delinquents, obsessive fangirls, and more—none can stand against the brilliance that is Sei Handa. [Written by MAL Rewrite]","['Sequel (TV) Barakamon', 'Adaptation (Manga) Handa-kun']",Handa-kun,,,,,['Shounen'],['Comedy'],"['School', 'Visual Arts']",
16,Masou Gakuen Hybrid x Heart,魔装学園H×H,Hybrid x Heart Magias Academy Ataraxia,['TV'],12,Finished Airing,"Jul 6, 2016 to Sep 21, 2016",['Summer 2016'],Wednesdays at 00:30 (JST),"['AT-X', 'DAX Production', 'KlockWorx', 'flying DOG', 'Kadokawa Media House', 'Sun TV', 'Kadokawa']","['Funimation', 'Crunchyroll']",['Production IMS'],['Light novel'],"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",23 min. per ep.,R+ - Mild Nudity,6.11,#9346,#856,"306,121",796,135178,"Hida Kizuna possesses the HHG (Heart Hybrid Gear) ability, but it is not strong enough to make him particularly important. His older sister calls him to transfer to a strategic defense school, where many of the students (many of which are large-breasted girls) use their HHG abilities to fight invaders from another world while wearing extremely skimpy pilot outfits. Kizuna's fighting ability doesn't measure up, but his sister has another plan—apparently having erotic experiences with Kizuna will allow the girls to replenish their energy or power-up. It looks like his new school life is going to be full of embarrassment. (Source: MangaHelpers)","['Adaptation (Manga) Masou Gakuen HxH', 'Adaptation (Light Novel) Masou Gakuen HxH']",Masou Gakuen HxH,Hybrid x Heart Magias Academy Ataraxia,Hybrid x Heart Magias Academy Ataraxia,Hybrid x Heart Magias Academy Ataraxia,,,,"['Harem', 'School', 'Urban Fantasy']",
17,,タブー・タトゥー,Taboo Tattoo,['TV'],12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016",['Summer 2016'],Tuesdays at 02:05 (JST),"['TV Tokyo', 'Sotsu', 'AT-X', 'Magic Capsule', 'KlockWorx', 'DIVE II Entertainment', 'Avex Pictures', 'BS TV Tokyo']","['Funimation', 'Crunchyroll']",['J.C.Staff'],['Manga'],,24 min. per ep.,R - 17+ (violence & profanity),5.73,#11256,#879,"298,354",258,129577,"Seigi, a martial arts trained middle schooler, often feels driven to protect the weaker people around him. One day, he defends a homeless man against some punks, and the man gives him a strange tattoo on his palm in return. The tattoo is a secret weapon produced in the arms race between America and the Serinistan Kingdom. Seigi finds himself in over his head when a powerful girl, using the same secret weapon, violently pursues him in order to retrieve it. His skill at martial arts may not be enough to keep him alive, but will he be able to learn how to trigger the power of his tattoo in time? (Source: MU)","['Adaptation (Manga) Taboo Tattoo', '']",Taboo Tattoo,,,,,['Seinen'],['Action'],"['Martial Arts', 'Super Power']",
18,,SERVAMP（サーヴァンプ）,Servamp,['TV'],12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016",['Summer 2016'],Tuesdays at 23:00 (JST),"['Frontier Works', 'Lantis', 'Kadokawa Shoten', 'AT-X', 'Sony Music Communications', 'Hakuhodo DY Music & Pictures', 'Yomiuri TV Enterprise', 'Adores', 'Heroz']",['Funimation'],"[""Brain's Base"", 'Platinum Vision']",['Manga'],"['Action', 'Supernatural']",24 min. per ep.,R - 17+ (violence & profanity),6.87,#4996,#884,"297,111","1,325",121478,"Mahiru Shirota firmly believes that simple is best and troublesome things should be avoided at all costs. It is troublesome to do nothing and regret it later—and this ideology has led the 15-year-old to pick up a stray cat on his way home from school. As he affectionately names the feline Kuro, little does he know that this chance meeting will spark an extraordinary change in his everyday life. One day, Mahiru returns home to find something quite strange: a mysterious young man he has never seen before. His subsequent panic results in the uninvited guest being exposed to sunlight and—much to Mahiru's shock—transforming into Kuro! Upon revealing himself as a mere lazy shut-in vampire, Kuro promises to leave once night falls. However, one disaster after another leads to Mahiru accidentally forming a contract with his new freeloader, dragging him into a life-threatening battle of supernatural servants and bloodthirsty beings that is anything but simple. [Written by MAL Rewrite]","['Adaptation (Manga) Servamp', '']",Servamp,,,,['Vampire'],['Josei'],,,
19,,一人之下 THE OUTCAST,Hitori no Shita - The Outcast,['TV'],12,Finished Airing,"Jul 9, 2016 to Sep 24, 2016",['Summer 2016'],Saturdays at 21:00 (JST),"['Haoliners Animation League', 'Tencent Animation & Comics', 'Emon']","None found,",['Namu Animation'],['Web manga'],"['Action', 'Supernatural']",24 min. per ep.,R - 17+ (violence & profanity),6.82,#5235,#1198,"216,392",502,65007,"When university student Zhang Chulan returns to his home village, he is devastated to learn that his grandfather Zhang Xilin's grave has been desecrated. As he investigates the cemetery in search for clues, he is attacked by a tomb raider using the false identity of Zhang Xilin's granddaughter. Left to die in a swarm of zombies summoned by the person who spirited his grandfather's body away, Zhang Chulan manages to escape thanks to qi, the power that his grandfather taught him. When Zhang Chulan returns to his uneventful student life, he is shocked to again meet the tomb raider, Feng Baobao, who condemned him to a grim fate. Affiliated with a state organization tasked with handling outcasts known as qi wielders, Baobao forces him to join a delivery company that acts as a front for their true pursuits. As various factions clash to seize the mysterious power Zhang Chulan is said to have inherited from his grandfather, the young man must learn how to choose his allies if he wants to survive in this dangerous world of outcasts. [Written by MAL Rewrite]","['Sequel (ONA) Yi Ren Zhi Xia 2', 'Sequel (TV Special) Yi Ren Zhi Xia Recap', 'Adaptation (Manhua) Yi Ren Zhi Xia', '']",Yi Ren Zhi Xia,,,Hitori no Shita - The Outcast,['Super Power'],,,,
20,,リライト,Rewrite,['TV'],13,Finished Airing,"Jul 2, 2016 to Sep 24, 2016",['Summer 2016'],Saturdays at 23:30 (JST),"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Visual Arts', 'Magic Capsule', 'ASCII Media Works', 'Bushiroad', 'Tokyo MX', 'BS11', 'Lawson']","None found,",['8bit'],Visual novel,"['Action', 'Comedy', 'Romance', 'Supernatural']",25 min. per ep.,PG-13 - Teens 13 or older,6.64,#6241,#1206,"214,813",609,91698,"Kazamatsuri, a modern, well-developed city renowned for its burgeoning greenery and rich Japanese culture, is home to Kotarou Tennouji, a high schooler least privy to the place's shared values. Content to fill his pockets with frivolity, the proud and nosey boy whiles away his time pestering the self-proclaimed delinquent Haruhiko, and indulging in his amorous feelings toward the oddball Kotori. Equipped with the superhuman ability to permanently rewrite any part of his body to multiply his strength or speed, Kotarou is naturally drawn to the supernatural. One special meeting with the lone member and president of the Occult Research Club, the ""Witch"" Akane Senri, leads to Kotarou reviving the Occult Club by recruiting Kotori and three other members: the clumsy transfer student Chihaya, the strict class representative Lucia, and the unassuming Shizuru. As Kotarou unveils hidden secrets of each member of the Occult Club through their shared adventures, he will inevitably encounter a fate that only he might be able to rewrite. [Written by MAL Rewrite]","['Sequel (TV) Rewrite 2nd Season', 'Adaptation (Manga) Rewrite:Side-Terra']",Rewrite,,,,['School'],,,,
21,,クオリディア・コード,,['TV'],12,Finished Airing,"Jul 10, 2016 to Sep 25, 2016",['Summer 2016'],Sundays at 00:00 (JST),"['Aniplex', 'Marvelous Entertainment', 'Delfi Sound', 'ABC Animation', 'Japan Sleeve']","None found,",['A-1 Pictures'],Original,"['Action', 'Fantasy', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,6.46,#7325,#1273,"200,813",323,76833,"On a quiet and peaceful day, the skies split open and extradimensional beings, designated as the Unknown, launch a swift and brutal attack against humanity. To protect the future of the country, all of Japan's children are cryogenically frozen until the end of the war to keep them out of harm's way. Several years pass, and humanity has established a foothold in a corner of Japan, which now serves as the frontline of the war. No longer facing humanity's extinction, the children are awakened from their slumber. It is then discovered that, while in cryogenesis, the children had developed Worlds, supernatural powers unique to each person. The six most powerful children are given command of the reclaimed cities, using their powers to defend the strongholds against the continuing invasion. Childhood friends Ichiya Suzaku and Canaria Utara lead Tokyo, siblings Kasumi and Asuha Chigusa manage Chiba, and Maihime Tenkawa and Hotaru Rindou oversee Kanagawa. Over time, the almost routine attacks from the Unknown and the clashing personalities of the city heads and subheads cultivate petty rivalries, leading to constant arguments between the three cities. With the Unknown suddenly increasing the pressure of their attacks, the three cities' leaders must learn how to work together or risk losing the last line of defense against humanity's extinction. [Written by MAL Rewrite]","['Adaptation (Light Novel) Qualidea Code: Itsuka Sekai wo Sukuu Tame ni', 'Adaptation (Light Novel) Qualidea Code: Sonna Sekai wa Kowashiteshimae', 'Adaptation (Light Novel) Qualidea Code: Doudemo Ii Sekai nante', 'Adaptation (Manga) Qualidea Code']",Qualidea Code,,,,['Super Power'],,,,
22,,ディー・グレイマン ハロー,D.Gray-man HALLOW,['TV'],13,Finished Airing,"Jul 5, 2016 to Sep 27, 2016",['Summer 2016'],Tuesdays at 01:35 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['Funimation'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,R - 17+ (violence & profanity),7.68,#1335,#1316,"194,893","1,081",82677,"Despite the recent Akuma attack, the members of the Black Order are in high spirits as they set about moving to a new base. Immediately upon his arrival, however, Allen Walker is suddenly called by the Central Agency and has his arm forcefully sealed by the Order. He is then led to a surprising meeting with his master, General Cross Marian, who reveals staggering secrets surrounding the enigmatic 14th Noah. A phantom thief incident, the arrival of a mysterious group of Exorcists, the death of an important comrade, and an all-out battle against the Noah Family—just what does this mean for Allen, Yuu Kanda, and the rest of the Order? This is but the beginning of a series of strange, seemingly unconnected events that lead to something far greater. [Written by MAL Rewrite]","['Prequel (TV) D.Gray-man', 'Adaptation (Manga) D.Gray-man']",D.Gray-man Hallow,,,,['Urban Fantasy'],['Shounen'],,,
23,Love Live! School Idol Project: Sunshine!!,ラブライブ！サンシャイン!!,Love Live! Sunshine!!,['TV'],13,Finished Airing,"Jul 2, 2016 to Sep 24, 2016",['Summer 2016'],Saturdays at 22:30 (JST),"['Bandai Visual', 'Lantis', 'Magic Capsule', 'ASCII Media Works', 'Bushiroad']",['Funimation'],['Sunrise'],Other,,24 min. per ep.,PG-13 - Teens 13 or older,7.39,#2395,#1359,"188,571","3,028",94707,"Chika Takami, a self-proclaimed normal girl, has never been involved in any clubs and lacked any notable talents. However, after a visit to Tokyo, she discovers a stage where even an ordinary girl like her could shine—the world of school idols. Inspired by the former superstar school idol group μ's, Chika is determined to start her own school idol club in her seaside hometown at Uranohoshi Girl's High School. But even before gathering any students to join the group, the aspiring school idol finds her greatest obstacle to be student council president Dia Kurosawa who stands firmly against the creation of the club. Just when it seems there is no hope, Chika meets Riko Sakurauchi, a transfer student from Otonokizaka High School, home of μ's. Somewhat shy but a talented piano player, Chika believes her to be a promising recruit, though convincing her to join is easier said than done. In spite of that, Chika chooses to charge forward and overcome the obstacles keeping her from forming a school idol group that shines as bright as the nine that came before her. [Written by MAL Rewrite]","['Prequel (Movie) Love Live! The School Idol Movie', 'Sequel (TV) Love Live! Sunshine!! 2nd Season', 'Adaptation (Manga) Love Live! Sunshine!!', 'Adaptation (Light Novel) Love Live! Sunshine!! School Idol Diary']",Love Live! Sunshine!!,Love Live Sunshine!!,,,,,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",
24,,DAYS,Days,['TV'],24,Finished Airing,"Jul 3, 2016 to Dec 18, 2016",['Summer 2016'],Sundays at 02:58 (JST),"['Dentsu', 'Animax', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Tokyo MX', 'Lawson HMV Entertainment', 'BS11', 'Animatic', 'Techno Sound']",['Ponycan USA'],['MAPPA'],['Manga'],,24 min. per ep.,PG-13 - Teens 13 or older,7.16,#3582,#1662,"148,076",502,69208,"The series is about two boys named Tsukushi and Jin. Tsukushi is a boy with no special talent or traits while Jin is considered a soccer genius. On one stormy night, Jin meets Tsukushi, and they get dragged into the world of soccer. (Source: MAL News)","['Sequel (OVA) Days: Touin Gakuen-sen!', 'Adaptation (Manga) Days']",Days,,,,,['Shounen'],['Sports'],"['School', 'Team Sports']",
25,,アルスラーン戦記  風塵乱舞,The Heroic Legend of Arslan: Dust Storm Dance,['TV'],8,Finished Airing,"Jul 3, 2016 to Aug 21, 2016",['Summer 2016'],Sundays at 17:00 (JST),"['Mainichi Broadcasting System', 'Magic Capsule', 'Ultra Super Pictures', 'Graphinica', 'NBCUniversal Entertainment Japan']",['Funimation'],['LIDENFILMS'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.50,#1941,#1679,"146,106",200,79532,"Continuing on his quest to retake Ecbatana, Prince Arslan and his company march toward the city. But upon receiving news that the neighboring Kingdom of Turan is launching an assault on the Parsian stronghold at Peshawar Citadel, the prince is forced to turn back in order to defend the fortress. Amid holding off the invading forces, the Parsian army is met by an unexpected visitor. As Arslan returns to Peshawar, Prince Hermes takes a slight detour from his clash against his cousin to search for the legendary sword Rukhnabad, which would grant him the right to rule and take back what he believes is rightfully his. However, after unearthing the lost artifact, the blade is stolen by the Temple Knights of Lusitania, prompting the masked warrior to give chase. Meanwhile in Ecbatana, the captive King Andragoras III finds an opportunity to strike and begins to make his move. As the separate sides of the Parsian royal conflict clash, Arslan's right to the throne falls under attack. But no matter the obstacles in their way, the young prince and his loyal band of warriors charge forward to restore Pars to its former glory. [Written by MAL Rewrite]","['Prequel (TV) Arslan Senki (TV)', 'Adaptation (Manga) Arslan Senki']",Arslan Senki (TV): Fuujin Ranbu,,La Heroica Leyenda de Arslan Temporada 2,,,['Shounen'],,"['Historical', 'Military']",
26,,不機嫌なモノノケ庵,The Morose Mononokean,['TV'],13,Finished Airing,"Jun 28, 2016 to Sep 20, 2016",['Summer 2016'],Tuesdays at 23:30 (JST),"['Square Enix', 'AT-X', 'Age Global Networks', 'Docomo Anime Store', 'Yomiuri TV Enterprise', 'Tokuma Japan Communications', 'Kanon Sound', 'RAY']","['Funimation', 'Crunchyroll']",['Pierrot Plus'],['Web manga'],"['Comedy', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,7.42,#2290,#1753,"137,239",637,56122,"The start of Hanae Ashiya's high school career has not been easy—he has spent all of the first week in the infirmary, and his inexplicable condition is only getting worse. The cause of his torment is the mysterious fuzzy creature that has attached itself to him ever since he stumbled upon it the day before school began. As his health continues to decline and the creature grows in size, Hanae comes across a flyer advertising an exorcist who expels youkai. Desperate and with nothing left to lose, he calls the number and is led to the Mononokean, a tea room which suddenly appears next to the infirmary. A morose-sounding man, Haruitsuki Abeno, reluctantly helps Hanae but demands payment afterward. Much to Hanae's dismay, he cannot afford the fee and must become an employee at the Mononokean to work off his debt. And to make things worse, his new boss is actually one of his classmates. If Hanae ever hopes to settle his debt, he must work together with Abeno to guide a variety of dangerous, strange, and interesting youkai back to the Underworld. [Written by MAL Rewrite]","['Sequel (TV) Fukigen na Mononokean Tsuzuki', 'Adaptation (Manga) Fukigen na Mononokean']",Fukigen na Mononokean,The Morose Mononokean,The Momose Mononokean (Fukigen na Mononokean),The Morose Mononokean,['Mythology'],,,,
27,Prisma Illya 3rei!!,Fate/kaleid liner プリズマ☆イリヤ 3rei!!,Fate/kaleid liner Prisma Illya 3rei!!,['TV'],12,Finished Airing,"Jul 6, 2016 to Sep 21, 2016",['Summer 2016'],Wednesdays at 23:00 (JST),"['Lantis', 'Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'Tokyo MX', 'Kadokawa Media House', 'Plus One']","None found,",['SILVER LINK.'],['Manga'],"['Action', 'Comedy']",24 min. per ep.,PG-13 - Teens 13 or older,7.48,#2048,#1799,"133,852",311,66859,"Waking up to find herself in a parallel version of Fuyuki City, Illyasviel ""Illya"" von Einzbern is lost and alone. She discovers her home in ruins, with a massive crater lying in the center of her hometown. With snow falling in the middle of summer, confusion consumes the young elementary schooler, who has no knowledge of where her friends or her wand Ruby may be. Making it to the remains of her house, she is suddenly tackled by an amnesiac girl. Wearing a gym uniform as the icy temperature sets in, the mysterious girl has no idea of where she is or why she showed up. However, this stranger, known as Tanaka, apparently has information about the location of Rin Toosaka, Miyu Edelfelt, and the rest of Illya's missing friends. Fleeing from agents of the Ainsworth family⁠—those in control of this parallel realm—where will these two end up, and how will Illya restore the present back to the world she once knew? [Written by MAL Rewrite]","['Prequel (TV) Fate/kaleid liner Prisma☆Illya 2wei Herz!', 'Sequel (Movie) Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai', 'Adaptation (Manga) Fate/kaleid liner Prisma☆Illya 3rei!!', '']",Fate/kaleid liner Prisma☆Illya 3rei!!,Fate/kaleid liner PRISMA ILLYA 3rei!!,Fate/kaleid liner PRISMA ILLYA 3rei!!,Fate/kaleid liner PRISMA ILLYA 3rei!!,['Mahou Shoujo'],,,,
28,,初恋モンスター,First Love Monster,['TV'],12,Finished Airing,"Jul 2, 2016 to Sep 17, 2016",['Summer 2016'],Saturdays at 23:00 (JST),"['Kodansha', 'AT-X', 'DAX Production', 'KlockWorx', 'Sony Music Communications', 'King Records']",['Funimation'],['Studio Deen'],['Manga'],"['Comedy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,5.44,#12305,#2002,"116,134",149,42912,"Freshman Kaho Nikaidou is from an influential family, and as such, no one has ever said anything even remotely mean to her, for fear of incurring her household's wrath. Wishing to be around people who will not treat her as special because of her background, she leaves home to live at a dormitory for her new school year. Shortly after arriving, Kaho accidentally wanders into traffic and is saved by a tall, handsome stranger. When she asks for his name, he tells her she is weird and walks away. Having finally met the only person to ever say an unkind word to her, Kaho falls head over heels for her savior. After meeting her rescuer yet again and discovering that his name is Kanade Takahashi, she confesses her love to him. Kanade says he would like for them to be a couple, but that Kaho may not want to date him after she finds out his secret. To her shock, Kaho discovers the startling truth: Kanade is a fifth grader! Deciding that she can't date a fifth grader, Kaho intends to break up with him. But as she spends more time with Kanade, she begins to care for him even more and continues dating him. Hatsukoi Monster follows Kaho's first steps into love with Kanade, her immature, yet kind, fifth grade boyfriend. [Written by MAL Rewrite]","['Adaptation (Manga) Hatsukoi Monster', '']",Hatsukoi Monster,First Love Monster,First Love Monster,First Love Monster,['School'],['Shoujo'],,,
