,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Themes,Genre,German,Spanish,Demographics,French
126,邂逅她的少女时代,"Mom, I'm Sorry",['ONA'],18,Finished Airing,"May 23, 2024 to Sep 12, 2024",,,['bilibili'],"None found,","['Red Dog Culture House', 'Studio Goindol']",['Web manga'],"['Drama', 'Supernatural']",,,17 min. per ep.,PG-13 - Teens 13 or older,7.72,#1244,#6980,"9,240",41,1643,"""Mom, I'm sorry. Please don't die."" When Henry realizes death is at his mother's doorstep, he strikes a deal with a lifespan dealer to give years of his own life to his ailing mother. Now, his mother is a 20-year-old college student with a full life ahead of her, and Henry devotes his remaining days to helping her live life to the fullest. But things turn complicated when his friend falls in love with her! (Source: LINE Webtoon)","[""Adaptation (Manhwa) Mom, I'm Sorry"", '']",Xiehou Ta de Shaonu Shidai,"맘마미안, Mama Mian",,,,,,
127,T・Pぼん,,['ONA'],12,Finished Airing,"May 2, 2024",,,"['Fujiko F. Fujio Pro', 'Netflix']","None found,",['Bones'],['Manga'],"['Action', 'Adventure', 'Sci-Fi']",,,27 min. per ep.,R - 17+ (violence & profanity),6.92,#4721,#7329,"8,200",26,2305,An ordinary high school student named Bon becomes part of a team of time-traveling agents tasked with saving people's lives during historical events that happen across different eras and locations around the globe. (Source: Netflix),"['Sequel (ONA) T.P BON Season 2', 'Adaptation (Manga) Time Patrol Bon']",T.P BON,"Time-Patrol Bon, T・P BON","['Historical', 'Time Travel']",,,,,
128,亏成首富从游戏开始,Losing Money to Be a Tycoon,['ONA'],16,Finished Airing,"Feb 3, 2024 to May 11, 2024",,,['bilibili'],"None found,",['Foch Film'],Web novel,"['Comedy', 'Fantasy']",,,19 min. per ep.,PG-13 - Teens 13 or older,7.70,#1301,#8527,"5,633",33,1592,"Pei Qian, an ordinary migrant worker, was accidentally bound to the wealth conversion system, which gave him a good opportunity to spend money in business and start his life over again. However, the system stipulates that you can only earn one yuan if you make a profit of 100 yuan, but all the money you lose can go into your own pocket. In order to lose money, Pei Qian chose the high-risk, money-burning game industry, and deliberately produced ""alternative"" games that went against the rules of the market. However, he unexpectedly became popular time and time again, earning a lot of money, and painfully became Pei Qian is the ""business wizard"" admired by everyone, but only Pei Qian understands that I really just want to lose money... (Source: Bilibili, Google translated)",[],Kui Cheng Shoufu Cong Youxi Kaishi,The Richest Man In Game,,,,,,
129,《原神》「烬中歌」,Genshin Impact: The Song Burning in the Embers,['ONA'],1,Finished Airing,"Apr 17, 2024",,,['miHoYoAnime'],"None found,","None found,",Game,"['Action', 'Drama', 'Fantasy']",,,7 min.,PG-13 - Teens 13 or older,8.08,#549,#8708,"5,356",22,3030,Animated short film about the backstory of the Knave from Genshin Impact.,[],Yuanshen: Jinzhong Ge,【原神】「燼中歌」,,,,,,
130,仙逆,Renegade Immortal,['ONA'],128,Currently Airing,"Sep 25, 2023 to ?",,,['Tencent Penguin Pictures'],"None found,",['BUILD DREAM'],Novel,"['Action', 'Adventure', 'Fantasy']",['Historical'],,25 min. per ep.,PG-13 - Teens 13 or older,8.30,#277,#8808,"5,170",129,1267,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal! (Source: Xian Ni Wiki)","['Adaptation (Manhua) Xian Ni', 'Adaptation (Novel) Xian Ni']",Xian Ni,,,,,,,
131,当て馬キャラのくせして、 スパダリ王子に寵愛されています。,"The Perfect Prince Loves Me, the Side Character?!",['ONA'],8,Finished Airing,"Apr 8, 2024 to Jun 10, 2024",,,"['Studio Mausu', 'Suiseisha']","None found,",['Studio Hokiboshi'],['Manga'],"['Boys Love', 'Fantasy', 'Erotica']",,,7 min. per ep.,Rx - Hentai,6.10,N/A,#9034,"4,812",18,1183,"Side Character — Unimportant. Constantly getting in the way of the main characters' love story. After finding himself reincarnated into the world of a novel, Loneal goes to great lengths to steer clear of Prince Alec, the hero, to avoid disrupting the main storyline between Alec and the heroine, Lily. However, to Loneal's great surprise, the prince becomes infatuated with...him?! ""A charming physique, such as yours, more than makes up for your lack of experience."" Before he knows it, he finds himself melting into the prince's arms... Why is everything so different from the novel?! (Source: Official site)","['Adaptation (Manga) Ateuma Chara no Kuse shite, Super Darling Ouji ni Chouai sareteimasu.', '']","Ateuma Chara no Kuse shite, Super Darling Ouji ni Chouai sareteimasu.",AteKuse,"['Isekai', 'Reincarnation']",,,,,
132,《原神》「未行之路」,Genshin Impact: The Road Not Taken,['ONA'],1,Finished Airing,"May 24, 2024",,,['miHoYoAnime'],"None found,","None found,",Game,"['Drama', 'Fantasy']",,,3 min.,G - All Ages,7.88,#860,#10544,"2,992",15,1601,Animated short film about the twins Kong and Ying from Genshin Impact.,[],Yuanshen: Weixing zhi Lu,【原神】「いつかその道へ」,"['Isekai', 'Music']",,,,,
133,じゃんたま カン!!,Mahjong Soul Kan!!,['ONA'],13,Finished Airing,"Apr 25, 2024 to Jul 18, 2024",,,['Yostar'],"None found,",['Alke'],Game,,,,5 min. per ep.,PG-13 - Teens 13 or older,5.82,#10824,#10708,"2,848",4,706,Sequel to Jantama Pong☆.,"['Prequel (TV) Jantama Pong☆', '']",Jantama Kan!!,,,['Comedy'],,,,
134,遮天,Shrouding the Heavens,['ONA'],104,Currently Airing,"May 3, 2023 to ?",,,['Tencent Penguin Pictures'],"None found,",['Original Force'],Web novel,"['Action', 'Adventure', 'Sci-Fi']",,,18 min. per ep.,PG-13 - Teens 13 or older,7.56,#1744,#11011,"2,591",34,605,"In the far reaches of the dark and frozen universe, nine enormous dragon corpses were tied with an ancient bronze coffin. It seems that they were set there since the birth of the universe. Such an astonishing scene was captured by a space probe floating in outer space. Nine dragons and the mysterious bronze coffin made people wonder whether they came back to ancient times or just reached the other shore of the universe. A giant mythical world was unfolded, where immortality gradually appeared and paranormal events continuously occurred. Countless people started to find their own tracks (The Dao) in such a mythical realm. Their passion was like a turbulent ocean wave that would never cease. The heat in their blood was like erupting volcanoes. Their desire for power and immortality dragged them down to the chasm without knowing it. Thirty-three classmates held a reunion after graduating. Their friendship was tested, as the bronze coffin took them away from earth and arrived on another unknown planet. The desire for living forced them to follow the path of the ancient gods. Entering a new world of cultivation, will any of them reach immortality, or will they all die along the way?",[],Zhe Tian,,,,,,,
135,炼气十万年,One Hundred Thousand Years of Qi Refining,['ONA'],260,Currently Airing,"Feb 18, 2023 to ?",,,['Tencent Penguin Pictures'],"None found,",['Suoyi Technology'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,12 min. per ep.,PG-13 - Teens 13 or older,7.41,#2316,#11290,"2,389",26,646,"One hundred thousand years ago, he was the founding disciple of the Tianlan Sect, his master ascended to the top, and he was refining Qi. Ninety thousand years ago, his martial nephew ascended, and he was refining Qi. Fifty thousand years ago, the old dog who was the gatekeeper of Tianlanzong also ascended, and he was still refining Qi. Thirty thousand years ago, the old tree at the foot of the mountain also became a demon, and he was still refining Qi before he could pass the catastrophe. Ten thousand years ago, Zhang Wuji, the 9872nd generation disciple of Tianlanzong, also ascended, and Xu Yang silently refined Qi. He retreated for 10,000 years, and finally, he broke through the 9999th floor of the Qi refining period! Ten thousand years later, he broke through and came out! (Source: Baidu)",[],Lian Qi Shi Wan Nian,,"['Historical', 'Martial Arts']",,,,,
136,成何体统,How Dare You!?,['ONA'],24,Finished Airing,"Jun 14, 2024 to Oct 25, 2024",,,['iQIYI'],"None found,",['Shengying Animation'],Novel,"['Comedy', 'Romance']",,,25 min. per ep.,PG-13 - Teens 13 or older,7.74,#1176,#11252,"2,428",26,513,"Yu Wanyin is teleported into a novel about palace struggles. The female protagonist of the novel is also teleported into it. To reverse her fate as a villain, Yu Wanyin chooses to join forces with a tyrant, who also turns out to be a modern man teleported in. Yu Wanyin hopes for the three modern people to put aside the palace struggles and just play cards and eat hotpot together peacefully. However, the female protagonist believes she is the chosen one, and still chooses to go against Yu Wanyin and the male protagonist King Duan's team. Thus, Yu Wanyin has to carry out a series of actions in order to survive and help Xia dynasty prevent the drought crisis... (Source: Iqiyi EN)","['Sequel (ONA) Cheng He Titong 2nd Season', '']",Cheng He Titong,,"['Historical', 'Isekai']",,,,,
137,聖闘士星矢：Knights of the Zodiac バトル・サンクチュアリ Part2,Saint Seiya: Knights of the Zodiac - Battle for Sanctuary Part 2,['ONA'],12,Finished Airing,"Apr 1, 2024 to Jun 11, 2024",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Mythology'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.46,#7326,#11445,"2,286",4,709,Second part of Saint Seiya: Knights of the Zodiac - Battle Sanctuary.,"['Prequel (ONA) Saint Seiya: Knights of the Zodiac - Battle Sanctuary', 'Adaptation (Manga) Saint Seiya']",Saint Seiya: Knights of the Zodiac - Battle Sanctuary Part 2,Knights of the Zodiac: Saint Seiya 3rd Season,,,,,,
138,元尊,Dragon Prince Yuan,['ONA'],26,Finished Airing,"May 30, 2024 to Aug 29, 2024",,,"['Tencent Penguin Pictures', 'Winfuture Media']","None found,",['Motion Magic'],Web novel,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],,20 min. per ep.,PG-13 - Teens 13 or older,7.54,#1816,#11421,"2,306",17,462,"A young man with his brush plunges into a chaotic world and lights up the heavens. In a world where cultivators are paramount, will the vermilion bird swallow the dragon, or will the dragon transcend beyond all else?! (Source: Wutopia)","['Adaptation (Manhua) Yuan Zun', 'Adaptation (Novel) Yuan Zun']",Yuan Zun,,,,,,,
139,《崩坏：星穹铁道》：「格拉默的余烬」,Honkai: Star Rail - The Embers of Glamoth,['ONA'],1,Finished Airing,"Jun 14, 2024",,,['miHoYoAnime'],"None found,","None found,",Game,"['Action', 'Fantasy', 'Sci-Fi']",,,6 min.,PG-13 - Teens 13 or older,7.97,#704,#12022,"1,927",11,1097,"Article 22 of Glamoth's military regulations: Knights must give all they have to Her Majesty, the queen. Including their lives. (Source: YouTube)",[],Benghuai: Xing Qiong Tiedao - Gelamo de Yujin,,,,,,,
140,诛仙 第二季,Jade Dynasty,['ONA'],26,Finished Airing,"Mar 30, 2024 to Aug 10, 2024",,,['Tencent Penguin Pictures'],"None found,",['Cloud Art'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,20 min. per ep.,PG-13 - Teens 13 or older,7.94,#746,#12158,"1,846",24,701,The second season of Zhu Xian.,"['Prequel (ONA) Zhu Xian', '']",Zhu Xian 2nd Season,,"['Historical', 'Martial Arts']",,,,,
141,妖神记 第8季,Tales of Demons and Gods Season 8,['ONA'],52,Finished Airing,"Apr 30, 2024 to Jul 20, 2024",,,"None found,","None found,",['Ruo Hong Culture'],Novel,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",,,8 min. per ep.,PG-13 - Teens 13 or older,7.57,#1683,#12592,"1,586",6,493,Eight season of Yao Shen Ji.,"['Prequel (ONA) Yao Shen Ji 7th Season', '']",Yao Shen Ji 8th Season,,"['Martial Arts', 'Mythology']",,,,,
142,仙武传 第二季,Legend of Xianwu 2nd Season,['ONA'],156,Currently Airing,"Sep 24, 2023 to ?",,,"['Youku', 'Dongyao Dongman', 'Shuiniu Dongman']","None found,",['Xiaoming Taiji'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,20 min. per ep.,PG-13 - Teens 13 or older,7.50,#1976,#12697,"1,538",15,410,"Ye Chen, the outcast disciple, is banished from the sect and becomes homeless. Through a series of coincidences, he receives a True Flame and once again steps on the path of cultivation. This is a world where demons and deities co-exist and an era where all realms in the world are overrun by chaos. Ye Chen's journey to defying heaven begins, and after going through all kinds of trials and tribulations, he finally reaches the pinnacle of cultivation. (Source: Youku)","['Prequel (ONA) Xian Wu Chuan', '']",Xian Wu Chuan 2nd Season,,"['Historical', 'Martial Arts']",,,,,
143,师兄啊师兄 第二季,My Senior Brother Is Too Steady,['ONA'],78,Currently Airing,"Dec 14, 2023 to ?",,,['Youku'],"None found,",['Sparkly Key Animation Studio'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,21 min. per ep.,PG-13 - Teens 13 or older,7.61,#1529,#13007,"1,395",6,340,The second season of Shixiong A Shixiong.,"['Prequel (ONA) Shixiong A Shixiong', '']",Shixiong A Shixiong 2nd Season,,"['Historical', 'Martial Arts']",,,,,
144,永生 气壮山河,Immortality 3rd Season,['ONA'],16,Finished Airing,"Apr 19, 2024 to Jul 19, 2024",,,"None found,","None found,","None found,",Web novel,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],,19 min. per ep.,PG-13 - Teens 13 or older,7.58,#1641,#13071,"1,368",2,539,"How can the hero Fang Han use his own strength to traverse the vast fantastical world? By clinging to an unwavering refusal to accept defeat, he cracked the code of supernatural abilities and transformed his mortal body into an immortal one. Fang Han will reveal a new and prosperous world filled with immortals, demons, and mortals, along with countless innovative magic weapons. In addition, Fang Han will encounter conflicts between immortals and demons, love and hate. It will eventually lead to success. (Source: bilibili)","['Prequel (ONA) Yong Sheng: Shi Nian Zhi Yue', 'Sequel (ONA) Yong Sheng: Hai Shi Xian Ling']",Yong Sheng: Qizhuang Shanhe,Yong Sheng 3rd Season,,,,,,
145,,,['ONA'],3,Currently Airing,"May 1, 2024 to ?",,,"['Dentsu', 'Qzil.la', 'Imagica Infos', 'Azuki']","None found,","None found,",Original,,,,8 min. per ep.,PG-13 - Teens 13 or older,6.73,#5743,#13084,"1,365",2,119,"Haru, a free-spirited skater, has always felt like a misfit in a world where she's constantly told how to behave. One day, Haru meets T.K., a mysterious man sitting next to a vending machine, waiting for someone to appear. (Source: Azuki YouTube Channel)",[],Enter The Garden,Azuki: Enter The Garden,,,,,,
146,夜桜さんちのミニ作戦,Mini Mission: Yozakura Family,['ONA'],28,Finished Airing,"Apr 11, 2024 to Oct 10, 2024",,,"None found,","None found,",['DLE'],['Manga'],,,['Shounen'],1 min. per ep.,PG-13 - Teens 13 or older,6.40,#7708,#14013,"1,068",3,230,A comedy series featuring the Yozakura Family's life.,[],Yozakura-san Chi no Mini Sakusen,"Mission: Yozakura Family Mini Anime, Yozakura-san Chi no Daisakusen Mini Anime",,['Comedy'],,,,
