,Japanese,English,German,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Spanish,Genre,Theme,Demographic,Demographics
142,サイクロプス少女さいぷ～,,,,['ONA'],12,Finished Airing,"Mar 12, 2013 to May 30, 2013",,,"None found,","None found,","None found,",['4-koma manga'],"['Comedy', 'Slice of Life', 'Ecchi']",,2 min. per ep.,PG-13 - Teens 13 or older,5.71,#11336,#3471,"46,289",40,20306,"When Fuuka hit her second year of middle school, puberty kicked in. Now she's really tall and has huge boobs. Due to her hairstyle, her classmates call her ""Saipu"", after the cyclops. Her affection for her older brother was cute when she was a little girl and said she wanted to marry him. Now it just freaks him out, since she's decided she's adult enough to follow through on her childish promises. (Source: MU)","['Adaptation (Manga) Cyclops Shoujo Saipuu', '']",Cyclops Shoujo Saipuu,"Cyclops Shoujo Saipu, Cyclops Girl Cypu",,,['School'],,
143,001,,,,['ONA'],1,Finished Airing,"Feb 7, 2013",,,"None found,","None found,","None found,",Original,,,37 sec.,G - All Ages,3.36,#13825,#5569,"16,208",6,11563,"Amid a flurry of rain, a windshield wiper remains undeterred even by the unavoidable prospect of death. [Written by MAL Rewrite]",[],001,,,['Comedy'],,,
144,ぷちます！－プチ・アイドルマスター－,PUCHIM@S,PUCHIM@S,PUCHIM@S,['ONA'],64,Finished Airing,"Jan 1, 2013 to Mar 29, 2013",,,"None found,",['Funimation'],['Gathering'],['4-koma manga'],"['Comedy', 'Slice of Life']",,2 min. per ep.,PG-13 - Teens 13 or older,7.12,#3800,#5838,"14,343",31,6057,"From the popular game ""THE IDOLM@STER"", comes a petit spinoff cute and soothing 4-koma! The setting is the same 765 Production from the games. One day, 765 Pro idols Ami and Mami bring in the mysterious Petit-dols ""Afuu"" and ""Yukipo""!? More and more Petit-dols gather at the offices where everyone works. Leisurely enjoy their daily lives full of laughs and happenings.","['Prequel (OVA) Puchimas!: Petit iDOLM@STER Episode 0', 'Sequel (ONA) Puchimas!!: Petit Petit iDOLM@STER', 'Adaptation (Manga) Puchimas!: Petit iDOLM@STER', '']",Puchimas!: Petit iDOLM@STER,Puchimas!: Petit Idolmaster,PUCHIM@S,,['Idols (Female)'],,
145,ナツヤスミ.,,,,['ONA'],3,Finished Airing,"Jan 27, 2013 to Jul 11, 2013",,,"['Studio Zealot', 'White Bear', 'Mediabank']","None found,",['Studio 9 Maiami'],Original,"['Boys Love', 'Hentai']",,14 min. per ep.,Rx - Hentai,5.81,N/A,#5989,"13,428",114,6148,"Yuu and Natsuki met in the hot sun, during that unforgettable summer vacation... Was it a dream, or...? It was a bittersweet love story? (Source: AniDB)",[],Natsuyasumi.,Summer Vacation,,,,,
146,四百二十連敗ガール,"If I don't successfully pick up 420 girls, I am going to die in a lot of different ways.",,,['ONA'],1,Finished Airing,"Jan 25, 2013",,,"None found,",['Kadokawa'],['Trigger'],['Light novel'],"['Comedy', 'Romance']",,2 min.,PG-13 - Teens 13 or older,5.68,#11477,#8166,"6,253",9,2282,"Promotion video for Naruto Kiriyama's light novel Yonhyakunijuu Renpai Girl, commissioned by Enterbrain after Kiriyama won the 14th Entertainment Awards Grand Prize (Entame Taishou) from the publisher's light novel department.","['Adaptation (Light Novel) Yonhyakunijuu Renpai Girl', '']",Yonhyaku-nijuu Renpai Girl,"420 Renpai Girl, Yon-hyaku-nijuu Renpai Girl",,,['School'],,
147,地獄ようちえん,,,,['ONA'],12,Finished Airing,"Jan 9, 2013 to Mar 26, 2013",,,"None found,","None found,","None found,",Original,,"['Mythology', 'School']",2 min. per ep.,G - All Ages,4.59,#13600,#11902,"2,000",0,860,Flash anime shorts that center around a school for mischievous demon toddlers. (Source: AniDB),[],Jigoku Youchien,Hell Kindergarten,,,,['Kids'],
148,ヤンキーハムスター,Delinquent Hamsters,,,['ONA'],110,Finished Airing,"Mar 18, 2013 to Dec 7, 2018",,,['Anime Beans'],['Sentai Filmworks'],['Piso Studio'],Original,,"['Delinquents', 'Pets']",2 min. per ep.,PG-13 - Teens 13 or older,6.08,#9493,#13585,"1,203",4,335,A short web anime about delinquent hamsters. Hamsters with bad boy haircuts that just do whatever they wanna do.,"['Sequel (ONA) Yankee Hamster Season 2', '']",Yankee Hamster,Yankee Hamsters,,['Comedy'],,,
149,鋼鉄のヴァンデッタ,,,,['ONA'],1,Finished Airing,"Feb 22, 2013",,,['Ankama'],"None found,","None found,",Unknown,"['Action', 'Sci-Fi']","['Mecha', 'Military']",20 min.,PG-13 - Teens 13 or older,5.88,#10535,#15390,722,0,158,"The doujin (self-published) creators of the Koutetsu no Vendetta (Iron Vendetta) military robot anime project released a preview DVD at Tokyo's Comic Market 75 convention. The DVD included the unedited versions of the project's pilot film, special supplemental videos, and a collection of key animation drawings. The running times of the pilot and the supplemental video collection are each under five minutes long. Note: The project is on hold due to the dissolution of the production division of its sponsor Ankama Japan. (Source: AniDB)",[],Koutetsu no Vendetta Episode 0,"Iron Vendetta, Koutetsu no Vandetta",,,,,
150,クロカン,,,,['ONA'],33,Finished Airing,"Jan 1, 2013 to 2014",,,"None found,","None found,",['Next Media Animation'],['Manga'],,,12 min. per ep.,PG-13 - Teens 13 or older,6.22,#8705,#16196,598,0,153,"To Kirino High, the goal of getting into Koshien Stadium becomes important because the 100th anniversary is around the corner. However, Kurokan's unique way of training has upset the Kirino High Baseball Team Support Association and Alumni Club. Morioka, on the other hand, is a preferrable coach beacuse of his solid style. At the same time, Kurokan's decision on player positions has caused confusions to the team. (Source: Crunchyroll)",[],Kurokan,,,['Sports'],['Team Sports'],,
151,秘密結社鷹の爪×ガラスの仮面ですが,,,,['ONA'],1,Finished Airing,"Mar 28, 2013",,,"None found,","None found,",['DLE'],Other,,,2 min.,G - All Ages,5.22,#12870,#16659,542,0,168,"A collaboration episode between Himitsukessha Taka no Tsume and Glass no Kamen desu ga meant to promote the latter's official TV anime launch as well as the former's 4th season launch. In this collaboration two Chancellors appear. Deluxe Fighter then shows up to eliminate both since there can't be a double amount of evil in the world. One Chancellor comes forward to reveal themselves as Ayumi Himekawa acting as the Chancellor. Then Deluxe Fighter unveils themselves as Maya Kitajima. Both women are rivals in the Glass no Kamen franchise and frequently one-up each other acting, which leaves the real Chancellor and Yoshida confused as to why the came to their compound and even more confused that (breaking the 4th wall for self-deprecating humor) DLE will be animating the new Glass no Kamen anime.",[],Himitsukessha Taka no Tsume x Glass no Kamen desu ga,"Eagle Talon, The Frogman Show",,['Comedy'],['Parody'],,
152,ソード オブ ファンタジア,,,,['ONA'],1,Finished Airing,"Mar 11, 2013",,,"None found,","None found,","None found,",Game,,"['Music', 'Strategy Game']",1 min.,G - All Ages,5.62,#11717,#16701,538,0,202,An animated promotional/opening video for the iOS/Android game Sword of Phantasia.,[],Sword of Phantasia,,,['Fantasy'],,,
153,윙클베어와 함께하는 로멘틱 화이트데이,,,,['ONA'],1,Finished Airing,"Mar 7, 2013",,,"None found,","None found,",['TUBA'],Other,,,32 sec.,G - All Ages,4.78,#13441,#17235,483,0,214,A short animation celebrating White Day.,[],Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,"Romantic White Day Together with Wingcle Bear, AK Romantic White Day",,,,,
154,뽀로로가 한국에 왔어요,Pororo Goes to Korea,,,['ONA'],1,Finished Airing,"Mar 7, 2013",,,"None found,","None found,","None found,",Original,,,14 min.,G - All Ages,5.66,#11581,#18045,417,0,131,"Korean Culture and Information Service, Ministry of Culture, Sports and Tourism commissioned a Pororo short to promote Korean travel to English speaking youths across the world and to domestic youths to explore their own country. The is the first Pororo work to feature humans. The story is split into 4 chunks for the single episode.",[],Pororo Hanguk-e Wass-eoyo,"Pororo Hangug-e Wass-eoyo, Ppololoui Hangugdaemoheom",,['Adventure'],,['Kids'],
155,啦啦啦德玛西亚 第三季,,,,['ONA'],10,Finished Airing,"Mar 6, 2013 to 2013",,,"None found,","None found,",['Transcendence Picture'],Game,"['Action', 'Fantasy']",,7 min. per ep.,R - 17+ (violence & profanity),[],#19712,#20283,269,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Lalala Demacia Second Season', 'Sequel (ONA) Chao Shen Xueyuan']",Lalala Demacia Third Season,"La La La De Ma Xiya Third Season, La La La Demacia Third Season",,,,,
156,ヒーローズ ~バトルディスク伝説~,Heroes: Legend of Battle Disks,,,['ONA'],26,Finished Airing,"Jan 22, 2013 to ?",,,"None found,","None found,",['Asahi Production'],Original,,"['Mecha', 'Strategy Game']",23 min. per ep.,G - All Ages,[],#18549,#21336,211,3,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Heroes: Battle Disk Densetsu,,,['Sci-Fi'],,,
157,おねがい！ウーパールーパー,Oh! Wooper Looper,,,['ONA'],1,Finished Airing,"Feb 15, 2013",,,"None found,","None found,",['Piso Studio'],Original,,,1 min.,G - All Ages,[],#20838,#23563,121,0,,The first work by Piso Studio.,[],Onegai! Wooper Looper,,,['Comedy'],,,
158,阿狸梦之岛·我的云,Ali's Dreamland: My Little Cloud,,,['ONA'],10,Finished Airing,"Feb 14, 2013 to ?",,,"None found,","None found,","None found,",Picture book,,,12 min. per ep.,PG - Children,[],#16541,#24165,108,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ali Meng Zhi Dao: Wo de Yun,,,['Fantasy'],,['Kids'],
159,ケイト・アロー×！EXC　ポニーテール,,,,['ONA'],4,Finished Airing,"Mar 24, 2013 to Jun 27, 2013",,,"None found,","None found,",['Kate Arrow'],Original,,,1 min. per ep.,PG-13 - Teens 13 or older,[],#19334,#24891,96,0,,"A collaboration between Kate Arrow's Pony Tail and !EXC, a fashion building in Asahikawa.",[],Kate Arrow x !EXC: Pony Tail,,,['Comedy'],,,
160,キス×シス,,,,['OVA'],12,Finished Airing,"Dec 22, 2008 to Apr 6, 2015",,,"None found,",['Discotek Media'],['feel.'],['Manga'],"['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']",24 min. per ep.,R+ - Mild Nudity,6.79,#5365,#749,"340,976","1,321",189308,"When Keita Suminoe's father remarried, not only did he gain a new mother, but elder twin sisters as well. Distinct yet similar, the homely and mature Ako is a former student council president, while the athletic and aloof Riko is the previous disciplinary president. The three of them have been together since kindergarten, resulting in a deep bond between the siblings. However, over time, their relationship developed into something more romantic—and erotic . Now in his last year of middle school, Keita has already received a sports recommendation, but it's from a different high school than his two sisters. Disappointed, both sisters try to change his mind, and he agrees, giving in to their desperate pleas. Unaware of the consequences, he now has to attempt to study for his high school exams while warding off the advances of his lust-driven sisters. With their parent's blessings, Ako and Riko strive to be Keita's future wife, leaving him to try his best to keep the relationship between them strictly platonic. However, with two beautiful girls vying for his attention, will Keita be able to withstand the endless temptations? [Written by MAL Rewrite]","['Adaptation (Manga) Kiss x Sis', '']",Kiss x Sis,Kissxsis,,,,['Seinen'],
161,生徒会役員共 OAD,,,,['OVA'],8,Finished Airing,"Apr 15, 2011 to Oct 17, 2013",,,['Starchild Records'],"None found,",['GoHands'],['4-koma manga'],,"['Gag Humor', 'School']",26 min. per ep.,R - 17+ (violence & profanity),7.75,#1155,#1809,"132,781",122,69948,It is the start of Takatoshi Tsuda's second year as the put-upon vice president of the student council and his sister Kotomi is entering school as a first year. New friends and double entendres are made. (Source: ANN),"['Prequel (TV) Seitokai Yakuindomo', 'Sequel (TV) Seitokai Yakuindomo*', 'Adaptation (Manga) Seitokai Yakuindomo', '']",Seitokai Yakuindomo OVA,"Seitokai Yakuindomo (2011), Seitokai Yakuindomo (2012), Seitokai Yakuindomo OAD, SYD OVA, SYD OAD",,['Comedy'],,['Shounen'],
162,機動戦士ガンダムUC（ユニコーン）,Mobile Suit Gundam Unicorn,,,['OVA'],7,Finished Airing,"Mar 12, 2010 to Jun 6, 2014",,,"['Bandai Visual', 'Kadokawa Shoten']","['Nozomi Entertainment', 'Bandai Entertainment', 'NYAV Post']",['Sunrise'],Novel,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",1 hr. 2 min. per ep.,PG-13 - Teens 13 or older,8.09,#541,#2185,"102,699","1,638",52457,"In the year Universal Century 0096, three years after Char Aznable's failed attempt to force human migration into space, life continues in the colonies orbiting Earth. One such colony, at Side 4, is home to Banagher Links, a 16-year-old who lives a quiet life among his classmates. Audrey Burne, the last descendant of a great tyrannical family, takes it upon herself to steal the key to a mysterious device known as ""Laplace's Box."" It is said that the Box has the power to shape the course of the universe, and Audrey travels to Side 4 in an attempt to take it from its current holder and keep it from the Sleeves, the surviving remnant of Char Aznable's Neo-Zeon. In her search, she stumbles across Banagher and changes his life forever. When Side 4 comes under the attack of the Sleeves and its prolific fighters Marida Cruz and Full Frontal, Banagher takes control of the newly built Gundam Unicorn to defend his friends and protect the fate of humankind. [Written by MAL Rewrite]","['Prequel (Movie) Kidou Senshi Gundam: Gyakushuu no Char', 'Sequel (Movie) Kidou Senshi Gundam F91', 'Sequel (ONA) Kidou Senshi Gundam: Twilight Axis', 'Sequel (Movie) Kidou Senshi Gundam NT']",Kidou Senshi Gundam Unicorn,Mobile Suit Gundam UC,,,,,
163,だから僕は、Ｈができない 。 見えすぎ! 水着コンテスト,"So, I Can't Play H! Episode 13",,,['OVA'],1,Finished Airing,"Mar 29, 2013",,,"['Sotsu', 'Fujimi Shobo']","None found,",['feel.'],['Light novel'],"['Comedy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'School']",23 min.,R+ - Mild Nudity,6.62,#6381,#2818,"67,668",29,35619,"With their school's pool opening the next day, Iria schemes up the idea to hold a swimsuit contest. With Lisara, Mina, Quele, and Iria herself all participating in the event.","['Prequel (TV) Dakara Boku wa, H ga Dekinai.', 'Adaptation (Manga) Dakara Boku wa, H ga Dekinai.', 'Adaptation (Light Novel) Dakara Boku wa, H ga Dekinai.', '']","Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest","Dakara boku wa H ga Dekinai. Episode 13, Dakara Boku wa, H ga Dekinai. OVA",,,,,
164,ノ・ゾ・キ・ア・ナ,,Heimliche Blicke,,['OVA'],1,Finished Airing,"Feb 28, 2013",,,['TOHO'],"None found,",['Studio Fantasia'],['Manga'],"['Comedy', 'Drama', 'Erotica']",,55 min.,R+ - Mild Nudity,6.44,N/A,#3110,"56,509",151,28997,"After moving into his new apartment, art school student Tatsuhiko Kido discovers a crack in his wall. When he peeks inside, he makes eye contact with his neighbor, Emiru Ikuno, as she masturbates. He rushes next door to clear the misunderstanding and inform her of the crack, but accidentally trips and falls over her in the process. To make matters even worse, Emiru now has photographic evidence that would plainly depict Kido as a sexual offender. Kido then learns that Emiru has a voyeurism fetish, and is blackmailed into leaving the crack as is. Unfortunately for Kido, it doesn't stop here! Emiru is also attending the same art school that he is, and he will be seeing her far more than he would like to. Emiru and Kido are set to embark on a unique friendship with wildly erotic potential. [Written by MAL Rewrite]","['Adaptation (Manga) Nozoki Ana', '']",Nozoki Ana,A Peephole,,,,['Seinen'],
165,この中に1人、妹がいる！兄、妹、恋人,,,,['OVA'],1,Finished Airing,"Mar 27, 2013",,,"['Lantis', 'TBS', 'DAX Production']",['Sentai Filmworks'],['Studio Gokumi'],['Light novel'],"['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']",23 min.,PG-13 - Teens 13 or older,6.69,#5963,#3398,"47,632",17,24441,Unaired 13th episode of the TV series.,"['Prequel (TV) Kono Naka ni Hitori, Imouto ga Iru!', 'Adaptation (Manga) Kono Naka ni Hitori, Imouto ga Iru!', 'Adaptation (Light Novel) Kono Naka ni Hitori, Imouto ga Iru!', '']","Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito","Kono Naka ni Hitori, Imouto ga Iru! OVA, Kono Naka ni Hitori, Imouto ga Iru! Episode 13, NakaImo, One of Them is My Younger Sister! OVA, Who is Imouto? OVA, NAKAIMO - My Little Sister Is Among Them! OVA",,,,,
