,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Themes,Genre,Demographics
20,お姉ちゃんが来た,,['TV'],12,Finished Airing,"Jan 9, 2014 to Mar 27, 2014",['Winter 2014'],Unknown,"['Takeshobo', 'Studio CHANT']","None found,",['C2C'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,3 min. per ep.,PG-13 - Teens 13 or older,6.32,#8181,#1902,"124,366",106,63495,"The story revolves around Tomoya Mizuhara, a 13-year-old boy who suddenly gains a big sister when his father remarries. 17-year-old Ichika is a little strange, and her affection for Tomoya is rather overwhelming, if not scary. On top of things, Ichika's friend Ruri is the ultimate sadist. Then there is Ichika's big-breasted quarter-Japanese friend Marina. (Source: ANN)","['Sequel (Special) Oneechan ga Kita: Hajimete no… Kitaa!', 'Adaptation (Manga) Oneechan ga Kita']",Oneechan ga Kita,"My Sister Came, Onee-chan",Onee-chan ga Kita,Onee-chan ga Kita,Onee-chan ga Kita,,,
21,とある飛空士への恋歌,The Pilot's Love Song,['TV'],13,Finished Airing,"Jan 6, 2014 to Mar 31, 2014",['Winter 2014'],Unknown,"['Bandai Visual', 'Sotsu', 'DAX Production', '3xCube', 'ZERO-A', 'Sammy', 'NichiNare', 'Toppan Printing']","['NIS America, Inc.']",['TMS Entertainment'],['Light novel'],"['Adventure', 'Drama', 'Romance']",,,24 min. per ep.,PG-13 - Teens 13 or older,7.15,#3628,#2183,"102,720",223,42040,"In order to uncover the ""end of the sky,"" as spoken of in ancient mythology, Kal-el Albus is sent to Isla, an island in the sky. There he attends Cadoques High's Aerial Division, where he enjoys a carefree life with his schoolmates. That is...until a surprise attack by the air tribe drags Isla into a bloody war. (Source: NIS America)","['Adaptation (Manga) Toaru Hikuushi e no Koiuta', 'Adaptation (Light Novel) Toaru Hikuushi e no Koiuta']",Toaru Hikuushi e no Koiuta,Love Song of a Certain Pilot,The Pilot's Love Song,,The Pilot's Love Song,,,
22,ノブナガ・ザ・フール,Nobunaga the Fool,['TV'],24,Finished Airing,"Jan 6, 2014 to Jun 23, 2014",['Winter 2014'],Unknown,"['TV Tokyo', 'Sotsu', 'Lantis', 'Media Factory']",['Sentai Filmworks'],['Satelight'],Other,"['Action', 'Sci-Fi']",,,24 min. per ep.,R - 17+ (violence & profanity),6.63,#6331,#2205,"101,246",168,38921,"Guided by her visions revealing the location of the King of Salvation, Jeanne Kaguya d'Arc flees with the polymath Leonardo da Vinci from the West Star to the East Star. There, she encounters Nobunaga Oda—the son of a local feudal lord who, following a brutal defeat dealt by an enemy clan, has sworn to conquer the world with his friends. Quickly convinced that Nobunaga is indeed the King of Salvation, Jeanne pledges allegiance to the Oda clan. Meanwhile, King Arthur, the ruler of the West Star, sends his ruthless general Gaius Julius Caesar and his combat machine army to conquer Nobunaga's planet and seize the Holy Grail. Although Kaguya believes that Arthur is the King of Destruction, the reckless behavior of Nobunaga ""The Fool""—who named his own combat suit after his nickname—on the battlefield sows doubt in his capability as a leader. With the help of Himiko, the Yamato Queen, Nobunaga and his clan must unify in order to overcome tragedies, recover from betrayals, and eventually save the world. [Written by MAL Rewrite]","['Adaptation (Manga) Nobunaga the Fool', '']",Nobunaga the Fool,,,,,"['Historical', 'Mecha']",,
23,バディ・コンプレックス,Buddy Complex,['TV'],13,Finished Airing,"Jan 6, 2014 to Mar 31, 2014",['Winter 2014'],Mondays at 00:00 (JST),"['Bandai Visual', 'Lantis', 'Bandai Namco Live Creative', 'Bandai Namco Games', 'Banpresto', 'Bandai Channel']",['Funimation'],['Sunrise'],Original,"['Action', 'Sci-Fi']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.12,#3817,#2310,"93,712",238,41789,"When ordinary high school student Aoba Watase is suddenly targeted by a giant robot known as a ""Valiancer,"" he is saved by his mysterious classmate Hina Yumihara. After revealing that she and their robotic enemy are from the future, Hina suddenly propels Aoba 70 years forward in order to prevent his death. Upon arrival, Aoba finds himself in the cockpit of a Valiancer called ""Luxon,"" stuck in the midst of a firefight between the military forces of the Free Pact Alliance (FPA) and Zogilia Republic. After he shows high compatibility with an FPA pilot named Dio Weinberg, the two perform a successful ""coupling,"" allowing them to share experiences and subsequently increase their capabilities and skills. Although Aoba is able to survive this unexpected battle, he is taken into custody by the FPA ship Cygnus, who wishes to interrogate him. While the student's main concern is whether he will ever be able to return home, what he doesn't realize is that he is about to get caught up in a war to protect the world. [Written by MAL Rewrite]","['Sequel (TV Special) Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de', 'Adaptation (Manga) Buddy Complex']",Buddy Complex,,,,,"['Mecha', 'Time Travel']",,
24,そにアニ -SUPER SONICO THE ANIMATION-,Soni-Ani: Super Sonico The Animation,['TV'],12,Finished Airing,"Jan 6, 2014 to Mar 24, 2014",['Winter 2014'],Unknown,"['Genco', 'Pony Canyon', 'Movic', 'Half H.P Studio', 'AT-X', 'Nitroplus', 'KlockWorx', 'Showgate', 'Good Smile Company']",['Sentai Filmworks'],['White Fox'],Other,,,,23 min. per ep.,PG-13 - Teens 13 or older,6.08,#9486,#2373,"89,887",232,32839,"Super Sonico is a clutzy, adorable, and well-endowed 18-year old girl. She's a complete sucker for anything cute, especially stray cats, all of which she giddily adopts. However, though Sonico should be enjoying a carefree and simple lifestyle as a young college student, her life is really anything but easy: she must balance being a professional model, working part-time at her grandmother's restaurant, and practicing guitar and performing concerts with her friends Suzu Fujimi and Fuuri Watanuki in their band, First Astronomical Velocity—all while attending college. SoniAni: Super Sonico the Animation follows Sonico as she faces daunting challenges in her search for her place in the world, even when her days are brimming with love and happiness. [Written by MAL Rewrite]",[],SoniAni: Super Sonico The Animation,,,Super Sonico: The Animation,,"['Adult Cast', 'Music']",['Comedy'],
25,ノブナガン,Nobunagun,['TV'],13,Finished Airing,"Jan 5, 2014 to Mar 30, 2014",['Winter 2014'],Sundays at 22:00 (JST),"['VAP', 'Earth Star Entertainment']",['Funimation'],['Bridge'],['Manga'],"['Action', 'Sci-Fi']",['Super Power'],,24 min. per ep.,R - 17+ (violence & profanity),6.66,#6140,#2839,"66,733",136,31293,"Shio Ogura is a Japanese high school student, who is visiting Taiwan on a school trip when she is suddenly attacked by monsters. Agents known as ""E-Gene Holders"" from the government agency DOGOO also arrive, who wield weapons infused with the spirits of historical figures. Shio is revealed to also be an E-Gene Holder when the soul of Oda Nobunaga awakens after she tries to rescue a friend. (Source: Wikipedia)","['Adaptation (Manga) Nobunagun', '']",Nobunagun,Nobunagan,,,,,,
26,ウィザード・バリスターズ～弁魔士セシル,Wizard Barristers,['TV'],12,Finished Airing,"Jan 13, 2014 to Mar 31, 2014",['Winter 2014'],Mondays at 01:30 (JST),"['Pony Canyon', 'Showgate']",['Sentai Filmworks'],['Arms'],Original,"['Action', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.17,#8986,#2998,"60,552",70,24222,"The story takes place in Tokyo in 2018, where normal humans and those who can use magic coexist. As a result, there are laws against using magic, and a ""magic courtroom"" exists to preside over lawsuits regarding magic use. In these cases, ""Benmashi"" or wizard barristers defend those who use magic. The anime follows Cecil, the youngest Benmashi in history, and her associates as they defend clients in these cases. (Source: ANN)",[],Wizard Barristers: Benmashi Cecil,,Wizard Barristers,Wizard Barristers,Wizard Barristers,"['Mecha', 'Urban Fantasy']",,
27,"Wake Up, Girls！","Wake Up, Girls!",['TV'],12,Finished Airing,"Jan 11, 2014 to Mar 29, 2014",['Winter 2014'],Saturdays at 01:23 (JST),"['TV Tokyo', 'Avex Entertainment', 'Sotsu', 'Sega', 'Gakken', 'Rakuonsha', 'AT-X', 'TOHO', 'Ultra Super Pictures', 'DIVE II Entertainment', 'Good Smile Company']",['Sentai Filmworks'],"['Tatsunoko Production', 'Ordet']",Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,6.98,#4451,#3124,"55,818",161,19940,"The gateway to Idol stardom might have opened for the newly formed singing group Wake Up, Girls, but the path to fame is full of perils and pitfalls. And for Mayu, Airi, Minami, Yoshino, Nanami, Kaya and Miyu, it's going to be especially difficult knowing who to trust, as their manager Matsuda's lack of experience could give other, less scrupulous, individuals a chance to take advantage. That's a situation that quickly comes to a head when Green Leaves' president suddenly disappears with most of the money, and things only get worse when the replacement producer seems more interested in getting the girls into revealing swimsuits than promoting their music. As malicious gossip begins to surface regarding Mayu's past membership in a rival group, and internal tensions begin to tear the team apart, they'll need more than just ambition to survive. Singing may be a business, but friendship and a love of music is what will keep everything together. (Source: Sentai Filmworks)","['Prequel (Movie) Wake Up, Girls! Shichinin no Idol', 'Sequel (Movie) Wake Up, Girls! Seishun no Kage', 'Adaptation (Manga) Wake Up, Girls!', '']","Wake Up, Girls!",WUG!,,,,"['Idols (Female)', 'Music']",['Drama'],
28,Z/X IGNITION,,['TV'],12,Finished Airing,"Jan 10, 2014 to Apr 3, 2014",['Winter 2014'],Unknown,"['Sotsu', 'Pony Canyon', 'Nippon Ichi Software']",['Discotek Media'],['Telecom Animation Film'],Card game,"['Adventure', 'Fantasy', 'Sci-Fi']",['Strategy Game'],,24 min. per ep.,PG-13 - Teens 13 or older,6.47,#7255,#3690,"41,461",51,17363,"The story is set in the not-so-distant future. Five ""Black Points"" suddenly appeared around the world as portals to parallel worlds. Immediately after, strange creatures began their invasion from these portals. These creatures are the inhabitants of five worlds—the same worlds in different timeframes. In order to ensure their own future timeframe survives, each of the five invasion forces battle to wipe the other future timeframes out. The key is one card-shaped device. (Source: ANN)","['Sequel (TV) Z/X: Code Reunion', 'Adaptation (Manga) Z/X: Zillions of Enemy X']",Z/X: Ignition,Zillions of Enemy X Ignition,,Z/X Ignition,,,,
29,咲-Saki-全国編,Saki: The Nationals,['TV'],13,Finished Airing,"Jan 6, 2014 to Apr 7, 2014",['Winter 2014'],Mondays at 01:35 (JST),"['TV Tokyo', 'Square Enix', 'Lantis', 'Pony Canyon']","None found,",['Studio Gokumi'],['Manga'],,,['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,7.40,#2390,#3857,"37,873",126,16523,"Saki Miyanaga, along with the rest of Kiyosumi High School's mahjong team, proceeds to the national level of the Interhigh Mahjong Championship. However, reaching the top will prove difficult as she faces opponents on par with and, quite possibly, exceeding her skills. Even so, she refuses to back down, vowing to stop at nothing to fulfill her goal: to see her sister face-to-face once more. [Written by MAL Rewrite]","['Prequel (TV) Saki', 'Adaptation (Manga) Saki']",Saki: Zenkoku-hen,,Saki:The Nationals,Saki: The Nationals Temporada 3,,"['School', 'Strategy Game']",['Slice of Life'],
30,妖怪ウォッチ,Yo-kai Watch,['TV'],214,Finished Airing,"Jan 8, 2014 to Mar 30, 2018",['Winter 2014'],Fridays at 18:30 (JST),"['TV Tokyo', 'Dentsu']",['Dentsu Entertainment USA'],['OLM'],Game,"['Comedy', 'Supernatural']",['Mythology'],['Kids'],23 min. per ep.,G - All Ages,6.68,#6016,#3994,"35,137",270,16268,"Primary school student Keita Amano's curiosity is as innocent as any other child's his age. But when one day he decides to venture deeper into the forest, he encounters a small and mysterious capsule. Out from its depths comes Whisper. After 190 years of imprisonment, this ghost-like creature is glad that someone has been kind enough to set him free. He decides to reward Keita by becoming his guardian against supernatural forces. Whisper is one of many Youkai that exist in the world, and provides Keita with a special Youkai Watch, which enables him to see and interact with all the other Youkai. Youkai Watch follows Keita, Whisper and the cat spirit Jibanyan as they encounter Youkai, befriend them, fix all the trouble that they so often cause, and, with the help of the watch, use the powers of previously encountered Youkai to aid them. Young Keita may have been just an ordinary primary school student when he first encountered the Youkai, but the many adventures that follow his discovery provide him with invaluable experiences and precious life lessons that help him grow.","['Sequel (TV) Youkai Watch!', 'Adaptation (Manga) Youkai Watch']",Youkai Watch,Yokai Watch,Yo-Kai Watch,Yo-Kai Watch,Yo-Kai Watch,,,
31,ストレンジ・プラス,,['TV'],12,Finished Airing,"Jan 10, 2014 to Mar 28, 2014",['Winter 2014'],Unknown,['Dream Creation'],"None found,",['Seven'],['Manga'],,,['Josei'],3 min. per ep.,PG-13 - Teens 13 or older,5.95,#10162,#4131,"32,987",28,13612,"Kou comes to a slum neighborhood in search of his elder brother Takumi and finds him to have become the head of a private detective firm. Kou is drafted by Takumi to do errands and chores in the detective firm, and they come to meet various interesting people... (Source: MAL News)","['Sequel (TV) Shin Strange+', 'Adaptation (Manga) Strange+']",Strange+,Strange Plus,,,,"['Adult Cast', 'Crossdressing', 'Detective', 'Parody']",['Comedy'],
32,プピポー！,,['TV'],15,Finished Airing,"Dec 21, 2013 to Mar 29, 2014",['Winter 2014'],Saturdays at 01:53 (JST),['AIC'],"None found,",['AIC PLUS+'],['Manga'],"['Comedy', 'Slice of Life', 'Supernatural']",['School'],,4 min. per ep.,PG - Children,6.78,#5449,#4886,"22,511",45,10552,"Himeji Wakaba is a 5th year elementary school student, and she has the ability to see things that others can't. They are mostly frightening evil spirits, and they tend to do bad things to people who are close to her. As a result, Wakaba has no friends and rarely smiles. On a couple of occasions, she brings home stray animals, but her parents won't let her keep them. However, they're worried about their sad, creepy daughter, so one day they decide that whatever Wakaba brings home next, they'll let her keep. The next thing she brings home is a pink monster called ""Pupipo"", but her parents stand by their decision and let her keep it. No one is quite sure what Pupipo is, but it protects Wakaba from the other things she sees. Pupipo also helps Wakaba make friends with an occult-obsessed transfer student and solve problems with bullying. Wakaba's life is a much better place with her pet pink monster! (Source: MangaHelpers)","['Adaptation (Manga) Pupipo!', '']",Pupipo!,Pupipoo!,,,,,,
33,ハピネスチャージプリキュア！,,['TV'],49,Finished Airing,"Feb 2, 2014 to Jan 25, 2015",['Winter 2014'],Unknown,"None found,","None found,",['Toei Animation'],Original,,['Mahou Shoujo'],,24 min. per ep.,G - All Ages,6.80,#5341,#6005,"13,359",56,5325,"Some time ago, the opening of a box known as the ""Axia"" set loose the previously sealed members of the Phantom Empire into the world. Rising to protect humanity from these spiteful villains are warriors known as the Precure, whose heroic feats have garnered them celebrity status on television screens across the globe. Hime Shirayuki, princess of the kingdom where the Axia was originally held, is one such warrior who transforms into ""Cure Princess"" to battle monsters summoned by the Empire. However, Hime's timid personality often hampers her success in fending off the enemy. Frustrated with her hard luck and determined to find a Precure partner, Hime befriends Megumi Aino, a happy-go-lucky teenager. When a general of the Phantom Empire appears, Hime fails to do much in the face of his attacks. Intent on protecting her new friend, Megumi ignites her hidden potential—transforming into ""Cure Lovely."" With their sights set on protecting the world, Megumi and Hime form a new Precure team known as the ""Happiness Charge Precure"" whilst embarking on a journey to discover true love. [Written by MAL Rewrite]","['Adaptation (Manga) Happiness Charge Precure!', '']",Happiness Charge Precure!,HappinessCharge Precure!,,,,,['Action'],
