,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Spanish,French,Theme,German,Themes,Genre,Demographics
134,あきそら,Aki Sora,['OVA'],1,Finished Airing,"Dec 18, 2009",,,"['Frontier Works', 'Akita Shoten']","None found,",['Hoods Entertainment'],['Manga'],,['Seinen'],21 min.,R+ - Mild Nudity,5.87,N/A,#1932,"121,318",329,65421,"Sora Aoi has always been close with his siblings. But while Nami may be his twin sister, he and his older sister Aki share a different kind of relationship. What began as an encounter with Aki in the bath led to a startling realization for Sora: he is in love with her. But while Sora is hesitant about his forbidden feelings, Aki confesses that she has always loved him. With their affections out in the open, the two begin a secret relationship. [Written by MAL Rewrite]","['Sequel (OVA) Aki-Sora: Yume no Naka', 'Adaptation (Manga) Aki-Sora']",Aki-Sora,"Akisora, Autumn Sky",,,,,,['Erotica'],
135,灼眼のシャナS,Shakugan no Shana S: OVA Series,['OVA'],4,Finished Airing,"Oct 23, 2009 to Sep 29, 2010",,,"['Geneon Universal Entertainment', 'ASCII Media Works', 'Showgate']",['Funimation'],['J.C.Staff'],['Light novel'],"['Action', 'Drama', 'Fantasy', 'Romance']",,28 min. per ep.,PG-13 - Teens 13 or older,7.33,#2680,#2436,"86,347",101,42204,"Find out what happens when Yuji accidentally triggers a found Treasure Tool while it's pointed at Shana! Then, Yuji teams up with Wilhelmina to stalk their fiery friend—whose secrecy has become unsettling. Finally, in a two-part special, Shana tracks a Denizen's trail by sorting through a Torch's memories for clues. Her sleuth skills reveal a teenage girl's heartwarming last days and a predator with a serious identity crisis! (Source: FUNimation)","['Prequel (TV) Shakugan no Shana II (Second)', 'Sequel (TV) Shakugan no Shana III (Final)', 'Adaptation (Manga) Shakugan no Shana', 'Adaptation (Light Novel) Shakugan no Shana']",Shakugan no Shana S,Shakugan no Shana OVA 2,,,,,"['School', 'Urban Fantasy']",,
136,鬼父,Demon Father,['OVA'],2,Finished Airing,"Oct 30, 2009 to May 28, 2010",,,['81 Produce'],"None found,",['PoRO'],Visual novel,,,29 min. per ep.,Rx - Hentai,6.90,N/A,#3046,"58,804",466,30101,"Marina and Airi's mother has left her husband, only to marry a younger man, Kouzou Akizuki. While Marina has accepted their new stepfather, Airi hates him for breaking their family. Furthermore, she soon finds out he is a sexual deviant, sniffing his underaged stepdaughters' underwear and secretly desiring to take their virginity. Their mother is often absent from home, allowing Kouzou to pursue his carnal pleasures to his heart's content. Unable to resist the beauty of adolescent girls' bodies, Akizuki prepares a powerful aphrodisiac and uses it on Airi. Intoxicated with the drug, she can no longer control herself and gives in to her stepfather's perverted demands. She soon discovers the merits of this new relationship and plunges headlong into a whirlpool of sexual degeneracy. Satisfied with the drug's irresistible effect, Kouzou proceeds to utilize it further, coercing various girls to quench his thirst in the most embarrassing ways. [Written by MAL Rewrite]","['Sequel (OVA) Oni Chichi: Re-birth', 'Adaptation (Light Novel) Oni Chichi']",Oni Chichi,Oni Chichi,,,,,,['Hentai'],
137,彼女×彼女×彼女～三姉妹とのドキドキ共同生活～,Kanojo x Kanojo x Kanojo,['OVA'],3,Finished Airing,"Dec 25, 2009 to May 20, 2011",,,"['Milky Animation Label', 'MS Pictures']",['Kitty Media'],['Studio Eromatick'],Visual novel,,,29 min. per ep.,Rx - Hentai,7.50,N/A,#3246,"51,885",620,25594,"Haruomi Shiki's peaceful life on a small island was shattered when a volcano erupted and destroyed his home. He goes to stay with a relative, where he meets the sexy sisters Natsumi, Akina, and Mafuyu Orifushi, who he immediately finds himself attracted to. While staying there, he finds out that the father of the Orifushi household has died, and that Natsumi inherited their ice cream business, MinMin. Their district holds an annual competition involving all ice cream stores, which MinMin always wins. But this year, a new ice cream shop called 101 opens a branch in the district, and they are a competitor that could beat MinMin. On top of that, the quality of the ice cream produced by MinMin has been significantly reduced since their father died. Will they be able to overcome such a handicap? Only time will tell, but with Haruomi helping the sisters with the ice cream shop, and also fulfilling his more salacious desires with them, he will have his hands full in more ways than one! [Written by MAL Rewrite]",[],Kanojo x Kanojo x Kanojo: Sanshimai to no Dokidoki Kyoudou Seikatsu,Girlfriend x Girlfriend x Girlfriend,,,['Harem'],,,['Hentai'],
138,生徒会長に忠告,"Hey, Class President!",['OVA'],2,Finished Airing,"Nov 27, 2009 to Apr 18, 2010",,,['On-Lead'],"None found,",['PrimeTime'],['Manga'],"['Boys Love', 'Comedy', 'Drama', 'Erotica']",,30 min. per ep.,R+ - Mild Nudity,6.91,N/A,#3340,"49,504",110,26045,"Even as he tries to keep the student council president out of trouble, Vice President Chiga-kun finds himself being drawn to the president's strength and power. Chiga-kun wonders how he, being such an intelligent individual, can be so unwillingly taken with a boy who is so country and simple... (Source: Aarinfantasy)","['Adaptation (Manga) Seitokaichou ni Chuukoku', '']",Seitokaichou ni Chuukoku,"Hey Class President, High-School Love, Highschool Love",,,['School'],,,,
139,かのこん ～真夏の大謝肉祭～,Kanokon: The Great Midsummer Carnival,['OVA'],2,Finished Airing,"Oct 5, 2009 to Oct 12, 2009",,,"None found,",['Media Blasters'],['Xebec'],['Light novel'],"['Romance', 'Ecchi']",,25 min. per ep.,R+ - Mild Nudity,6.52,#6913,#3452,"46,633",31,21980,"With the arrival of summer and the school break, Chizuru, Kota, and the rest of their friends are lazily enjoying the warm weather. Chizuru flirts with Kota, Kota gets embarrassed, and Nozomu gets in the way. Tayura pines after Akane, Akane rebuffs Tayura, and a sexy good time ensues. The status quo isn't quite the same since the fox snared her prey, but the timeless boy-meets-girl tale lingers on. (Source: Media Blasters)","['Prequel (TV) Kanokon', '']",Kanokon: Manatsu no Dai Shanikusai,"Kanokon R, Kanokon OVA",,,,,,,
140,懺さよなら絶望先生 番外地,,['OVA'],2,Finished Airing,"Nov 17, 2009 to Feb 17, 2010",,,['Omnibus Promotion'],"None found,",['Shaft'],['Manga'],,['Shounen'],26 min. per ep.,R - 17+ (violence & profanity),7.76,#1123,#3679,"41,666",35,17262,A new Sayonara Zetsubou Sensei OVA.,"['Prequel (TV) Zan Sayonara Zetsubou Sensei', 'Adaptation (Manga) Sayonara Zetsubou Sensei']",Zan Sayonara Zetsubou Sensei Bangaichi,"Zan Sayonara Zetsubou Sensei OVA, Zan Sayonara Zetsubou Sensei No Man's Land, ZSZSB",,,,,"['Gag Humor', 'Parody', 'School']",['Comedy'],
141,こわれかけのオルゴール,,['OVA'],1,Finished Airing,"Dec 31, 2009",,,['ElectromagneticWave'],"None found,","None found,",Original,"['Drama', 'Sci-Fi', 'Slice of Life']",,28 min.,G - All Ages,7.29,#2868,#3953,"35,889",79,17052,"In 2039, helper androids are widespread as general purpose electronics. Keiichiro lost his family in a traffic accident and retired from his band. One day, he finds an android of an old model in a garbage dump. He takes her home, but after taking her to a repair shop he was told that she couldn't be repaired, so he plans to throw her away. The next day, Keiichiro finds her making breakfast for him. Thus begin the summer days of an android with no memories and a dreamless boy.","['Adaptation (Manga) Kowarekake no Orgel', '']",Kowarekake no Orgel,"Kowarekake no Orgol, Half-Broken Music Box",,,['Music'],,,,
142,アキカン! カン一発!?温泉パニック,Akikan! OVA,['OVA'],1,Finished Airing,"Oct 23, 2009",,,"None found,",['Sentai Filmworks'],"[""Brain's Base""]",['Light novel'],"['Comedy', 'Ecchi']",,23 min.,R+ - Mild Nudity,6.20,#8832,#4628,"25,692",5,13471,"The story revolves around a typical high school boy named Kakeru Daichi and the can of melon juice soda that he bought from a vending machine. The can suddenly transforms into a beautiful but standoffish girl that Kakeru nicknames ""Melon"", and more ""Akikan"" (""empty can"") girls appear. However, Akikan girls need to be infused with carbon dioxide in order to turn into a human. (Source: ANN, edited)",[],Akikan!: Kan Ippatsu!? Onsen Panic,,,,['Anthropomorphic'],,,,
143,フォルト!!,,['OVA'],3,Finished Airing,"Nov 20, 2009 to May 20, 2011",,,"['Cotton Doll', 'Lune-Pictures']","None found,",['T-Rex'],Visual novel,,,29 min. per ep.,Rx - Hentai,7.05,N/A,#4643,"25,529",148,10370,"Shuichi belongs to the tennis club. There are only five members in total, but he enjoys his school life with them. One day, the situation around him starts changing when Shuichi gets injured in an accident. While Ai, one of the members, takes a good care of him, Mio, his younger sister, stays grumpy. In such an ugly situation, a big accident happens which changes the whole situation...","['Sequel (OVA) Fault!! Service: Aratanaru Rival', '']",Fault!!,,,,,,,['Hentai'],
144,AIKa ZERO,,['OVA'],3,Finished Airing,"Jul 6, 2009 to Dec 22, 2009",,,['Omnibus Promotion'],"None found,",['Studio Fantasia'],Original,"['Action', 'Adventure', 'Comedy', 'Ecchi']",,26 min. per ep.,R+ - Mild Nudity,5.86,#10638,#4922,"22,108",40,7602,"Aika's story continues, she is now 19 years-old, 3 years older than in R-16 and 7 younger than in Agent AIKa. Strange phenomena have been occuring at a girls academy. Slowly but persistently the most cute and beautiful girls are joining an internal club, but instead of a sing-in they just get abducted by a strange being that takes control over them by some indecent means. By coincidence Aika was flying-by on her plane when one of this abductions occurred and she was attacked to prevent her from comming closer, but instead of repelling her, she is intrigued about the attack's origin and then the opportunity shows up when her late partners from R-16 decide to investigate those abductions. The story remains full of action and panty flashing that are a must in Aika's series. (Source: ANN)","['Prequel (OVA) AIKa R-16: Virgin Mission', 'Sequel (OVA) AIKa']",AIKa Zero,AIKa: ZERO,,,,,,,
145,“文学少女”今日のおやつ 〜はつ恋〜,,['OVA'],1,Finished Airing,"Dec 26, 2009",,,"['Lantis', 'Pony Canyon', 'Enterbrain', 'Kadokawa Contents Gate', 'T.O Entertainment']","None found,",['Production I.G'],['Light novel'],"['Comedy', 'Fantasy']",,15 min.,PG-13 - Teens 13 or older,6.84,#5117,#5142,"19,953",11,10818,"Short episode bundled with the limited edition release of ""Bungaku Shoujo"" Minarai no, Shoushin.","['Adaptation (Manga) ""Bungaku Shoujo"" to Shi ni Tagari no Pierrot', 'Adaptation (Manga) ""Bungaku Shoujo"" to Ue Kawaku Ghost', 'Adaptation (Light Novel) ""Bungaku Shoujo"" Series', '']","""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi","Bungaku Shoujo OVA, Book Girl OVA, Literature Girl OVA",,,['School'],,,,
146,機動戦士ガンダム00 スペシャルエディション,Mobile Suit Gundam 00 Special Edition,['OVA'],3,Finished Airing,"Oct 27, 2009 to Feb 23, 2010",,,"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']","None found,",['Sunrise'],Original,"['Action', 'Drama', 'Sci-Fi']",,1 hr. 39 min. per ep.,PG-13 - Teens 13 or older,7.52,#1895,#6143,"12,586",27,4466,Condensed version of both the first and second seasons of Gundam 00 featuring some new animated sequences and some partially re-recorded dialogue.,[],Kidou Senshi Gundam 00 Special Edition,"Mobile Suit Gundam 00 Special Edition I: Celestial Being, Mobile Suit Gundam 00 Special Edition II: End of World, Mobile Suit Gundam 00 Special Edition III: Return of World",,,,,"['Mecha', 'Military']",,
147,一緒にHしよっ,,['OVA'],6,Finished Airing,"Dec 20, 2009 to Dec 9, 2011",,,['ChiChinoya'],"None found,","['Studio Boogie Nights', 'Mouse']",Original,,,19 min. per ep.,Rx - Hentai,6.77,N/A,#6499,"10,963",51,3902,"Your childhood friend has no place to spend the night. She asks you if she could stay at your place. You obviously agree. She comes a little drunk and upon seeing that you have no girlfriend and fap only to hentai (tissues), she decides to make you a man. (Source: AniDB)",[],Issho ni H Shiyo,Isshoni H Shiyo,,,,,,['Hentai'],
148,ヒャッコ エクストラ,,['OVA'],1,Finished Airing,"Oct 8, 2009",,,"None found,","None found,",['Nippon Animation'],['Manga'],"['Comedy', 'Gourmet']",,9 min.,PG-13 - Teens 13 or older,6.74,#5676,#6636,"10,440",6,5620,"Kazamatsuri Touma's favourite quiet cafe — where she reads recently bought books — will soon close, so she and Kageyama Torako look for another quiet place for Touma to read. Torako suggests the cake cafe nearby. And as it turns out the two girls really love the European cakes there, and can not resist trying them all out. (Source: AniDB)","['Adaptation (Manga) Hyakko', '']",Hyakko Extra,Hyakko OVA,,,['CGDCT'],,,,
149,今日の５の２宝箱,,['OVA'],1,Finished Airing,"Oct 6, 2009",,,"None found,","None found,",['Xebec'],['Manga'],"['Comedy', 'Ecchi']",['Seinen'],28 min.,PG-13 - Teens 13 or older,7.02,#4305,#6984,"9,268",3,3771,An OVA bundled with the limited edition of the tankobon of the Kyou no Go no Ni manga. The staff and the cast of the OVA are the same as those of the Kyou no Go no Ni TV anime.,"['Prequel (TV) Kyou no 5 no 2 (TV)', '']",Kyou no 5 no 2 (TV): Takarabako,"Kyou no Go no Ni OVA 2, Kyou no Go no Ni (2008) OVA, Today in Class 5-2 (2008) OVA, Today's 5-2 - OAD - Treasure Chest, Kyo no Gononi",,,['School'],,,,
150,感染 淫欲の連鎖,,['OVA'],2,Finished Airing,"Oct 30, 2009 to Dec 25, 2009",,,"None found,","None found,",['Suzuki Mirano'],Visual novel,,,28 min. per ep.,Rx - Hentai,6.32,N/A,#7149,"8,721",11,3089,"Extracurricular club activities are the norm for Japanese schools, but an all-night movie event scheduled at school and in August still sounds strange/unusual, especially considering the tiny size of the Movie Research Club (merely six students). And indeed, the two teachers supporting this novelty have hidden motives/objectives, although also the six students themselves chose to participate in the event for personal/secret reasons... (Source: Forum post by Baldo)","['Sequel (OVA) Kansen 2: Inzai Toshi', '']",Kansen: Inyoku no Rensa,,,,,,,['Hentai'],
151,Tony's ヒロインシリーズ 彼女は花嫁候補生? シンデレラ・コレクション,,['OVA'],2,Finished Airing,"Oct 25, 2009 to Jan 15, 2010",,,['MS Pictures'],['Kitty Media'],['Melissa'],Original,,,29 min. per ep.,Rx - Hentai,6.75,N/A,#7228,"8,524",26,3004,"Shinji's parents have died in an accident years ago, so he has grown up in an orphanage. Now, years later, he gets approached by a maid with the name Zero who claims that Shinji's father was the only son of a millionaire. His grandfather now intends Shinji to inherit his business. Shinji doesn't feel much for inheriting a company from a person he doesn't know, especially since he has plans for his own life and wants to eventually marry his childhood friend Sae. There is only a slight drawback: his grandfather won’t take no for an answer. He did leave an opt-out option though; if Shinji can find a girl with a certain birthmark, he will be given his freedom and won’t have to inherit and lead the company. The only catch is… the birthmark will only appear after the girl climaxes. How will Shinji manage to get out of this deal while still staying true to his childhood love?",[],Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,Candidate For Bride,,,,Candidate for Bride,,['Hentai'],
152,びんかんアスリート,,['OVA'],1,Finished Airing,"Dec 18, 2009",,,"None found,","None found,",['T-Rex'],Visual novel,,,32 min.,Rx - Hentai,6.37,N/A,#7343,"8,199",14,3266,"Shigeru is a university student. He likes to play sports and works at a sports gym part-time. One day, Ayako, a massager, suddenly tells him, ""You've got golden fingers! You must have a special talent for massaging! ""He is taken to a massage room and ordered to give Asaka, a famous beach volleyball player, a massage. He doesn't know what to do, but he gives her a massage. However, she suddenly goes out of the room angrily. He has no idea what's wrong with him, but Ayako says, ""Why don't you get her to reach orgasm?"" and she gives him erotic massage lessons. Like this, his life as a massager begins...",[],Binkan Athlete,,,,,,,['Hentai'],
