,Synonyms,Japanese,English,German,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Spanish,Genre,Demographics
193,Quan Zhi Fa Shi: Q Ban Xiao Ju Chang 2nd Season,全职法师Q版小剧场 第2季,,,,['ONA'],12,Finished Airing,"Sep 15, 2017 to Nov 24, 2017",,,"None found,","None found,","None found,",Novel,,,,2 min. per ep.,PG-13 - Teens 13 or older,6.07,#9543,#17066,497,0,112,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Quanzhi Fashi: Q Ban Xiao Juchang', '']",Quanzhi Fashi: Q Ban Xiao Juchang 2nd Season,,,['Comedy'],
194,"Eagle Talon, The Frogman Show, Himitsukessha",【鷹の爪団】東京コミコン2017の応援団に就任決定！,,,,['ONA'],1,Finished Airing,"Jul 29, 2017",,,"None found,","None found,","None found,",Original,,,,1 min.,G - All Ages,4.99,#13226,#17200,485,0,153,A webisode where the Eagle Talon cast breaks the 4th wall to say that they are the official appointed cheer squad of the 2017 Tokyo Comic Con. They go on to explain what the Comic Con is about and plug their newest film DC Super Heroes vs. Taka no Tsume-dan.,[],Taka no Tsume: Tokyo Comic Con 2017 no Ouendan ni Shuunin Kettei!,['Parody'],,['Comedy'],
195,Sirotan,しろたん しろたんがいっぱい!,,,,['ONA'],24,Finished Airing,"Aug 12, 2017 to Jun 23, 2018",,,"None found,","None found,","None found,",Other,,,['Kids'],1 min. per ep.,G - All Ages,6.24,#8636,#17251,480,1,137,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shirotan: Shirotan ga Ippai!,,,,
196,"DJN, YYY Vol.3 -CLUB EDITION -",DJノブナガ,DJ Nobunaga,,,['ONA'],6,Finished Airing,"Aug 10, 2017 to Sep 8, 2017",,,"None found,","None found,","None found,",Original,,"['Historical', 'Music', 'Samurai']",,1 min. per ep.,G - All Ages,[],#17657,#17824,432,0,,"A promotional short for DJ Nobunaga's YYY event held on August 25th. The music event will feature 4 DJs (Nakata Yasutaka, Kz (livetune +), Tofubeats, and Banvox) and starts at 11pm. The anime short has the four DJs rap about Oda Nobunaga, the historical character, as a tongue-in-cheek nod to DJ Nobunaga presenting this event.",[],DJ Nobunaga,,,,
197,,weaving,Weaving,,,['ONA'],1,Finished Airing,"Aug 15, 2017",,,"None found,","None found,",['dwarf'],Original,,,,55 sec.,G - All Ages,5.69,#11409,#17969,422,1,164,A bejeweled spider weaves a bejeweled web.,[],Weaving,,,['Fantasy'],
198,Butt Detective: Auto Rickshaw Chase in Port Town,おしりたんてい 「みなとまちの トゥクトゥクチェイス」,,,,['ONA'],1,Finished Airing,"Aug 2, 2017",,,"None found,","None found,",['Toei Animation'],Picture book,"['Comedy', 'Mystery']",,['Kids'],5 min.,PG - Children,5.33,#12617,#18300,399,0,139,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,,,,
199,,えのしまんず,,,,['ONA'],10,Finished Airing,"Jul 17, 2017 to Aug 31, 2017",,,['Anime Beans'],"None found,","['Oddjob', 'Kate Arrow']",Original,,,,3 min. per ep.,G - All Ages,[],#17880,#19207,332,0,,"The anime promotes the new Enoshima Aquarium, and is set in Enoshima in the Shonan region. The anime centers on three jellyfish named Mizukurage (moon jellyfish), Akakurage (northern sea nettle), and Pacific sea nettle. All three are frequent visitors of the Enoshima Aquarium to the point of all three having annual passes. (Source: ANN)",[],Enoshimans,,,['Comedy'],
200,,ジンギスカンのジンくん,,,,['ONA'],10,Finished Airing,"Sep 6, 2017 to Nov 8, 2017",,,"['Production I.G', 'Anime Beans']","None found,","None found,",Other,,,,3 min. per ep.,G - All Ages,[],#19039,#19525,312,1,,"The main character is a little sheep-looking mascot from Hokkaido. It is gluttonous, yet calm.",[],Jingisukan no Jin-kun,,,['Comedy'],
201,Cybozu Work Style Anime,アリキリ,The Ant and the Grasshopper,,,['ONA'],4,Finished Airing,"Aug 8, 2017 to Mar 29, 2018",,,"None found,","None found,",['Fanworks'],Other,,,,2 min. per ep.,G - All Ages,[],#16625,#19677,303,0,,"For Cybozu Inc.'s (a Tokyo-based software company that provides web-based groupware services) 20th anniversary they commissioned AriKiri a modern take on ""The Ant and the Grasshopper."" The anime's title is a portmanteau of Ari (ant) and Kirigirisu (grasshopper).",[],AriKiri,,,['Slice of Life'],
202,"Mushi Shinobu, Mushi Ninja",ムシ忍(むしにん),Mushinin,,,['ONA'],13,Finished Airing,"Sep 22, 2017 to Jul 5, 2019",,,"None found,","None found,","None found,",Other,,,['Shounen'],3 min. per ep.,G - All Ages,[],#20479,#19988,286,0,,Bandai's new toy line for boys: Mushinin. It combines bugs (mushi) and ninja (nin). The anime follows the various characters as they train in their ninja arts at a local playground.,[],Mushinin,['Samurai'],,,
203,,ゴハンスキー,,,,['ONA'],10,Finished Airing,"Sep 4, 2017 to Nov 6, 2017",,,['Anime Beans'],"None found,","None found,",['Manga'],,,,3 min. per ep.,G - All Ages,[],#18206,#20622,250,0,,Based on Seino Tooru's nonfiction gourmet essay manga.,[],Gohan Suki,,,['Slice of Life'],
204,,ゴリパパ一家の農業はオモシロイ,,,,['ONA'],1,Finished Airing,"Aug 23, 2017",,,"None found,","None found,","None found,",['4-koma manga'],,,,9 min.,G - All Ages,[],#18230,#20801,241,0,,"The 4-koma manga Gori Papa Ikka serialized in Nihon Nougyou Shinbun (The Japan Agricultural News) reached its 10,000th serialization on May 1, 2017. A short web animation was made in honor of it as well as in honor of the magazine's 90th anniversary.",[],Gori Papa Ikka no Nougyou wa Omoshiroi,,,['Slice of Life'],
205,,Shine Time!,Shine Time!,,,['ONA'],1,Finished Airing,"Jul 9, 2017",,,"None found,","None found,","None found,",Original,,"['Music', 'Super Power']",,2 min.,PG-13 - Teens 13 or older,[],#14261,#21404,207,1,,A short film directed and animated by Weilin Zhang.,[],Shine Time!,,,['Action'],
206,Overlord Mask,霸王面具,,,,['ONA'],3,Finished Airing,"Aug 15, 2017 to ?",,,"None found,","None found,","None found,",Original,"['Horror', 'Supernatural']",,,7 min. per ep.,R - 17+ (violence & profanity),[],#16881,#21604,197,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bawang Mianju,,,,
207,,智趣羊学堂之地球嘉年华,,,,['ONA'],26,Finished Airing,"Jul 19, 2017 to 2017",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Comedy']",,['Kids'],8 min. per ep.,PG - Children,[],#16303,#22001,173,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Zhiqu Yang Xuetang: Yundong Pian', 'Sequel (ONA) Zhiqu Yang Xuetang: Yangyang You Shijie']",Zhiqu Yang Xuetang: Diqiu Jianianhua,,,,
208,"Shaonian Jinyiwei Di Er Ji Xuzhang, The Young Imperial Guards 2nd Season Prologue",少年锦衣卫 第二季序章,,,,['ONA'],1,Finished Airing,"Sep 28, 2017",,,"None found,","None found,","None found,",Original,"['Action', 'Mystery']","['Historical', 'Martial Arts']",,15 min.,PG-13 - Teens 13 or older,[],#14055,#22907,139,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Shaonian Jinyiwei', 'Sequel (ONA) Shaonian Jinyiwei 2nd Season']",Shaonian Jinyiwei 2nd Season Xuzhang,,,,
209,,逢魔ヶパレヱド,O-Maga Parade,,,['ONA'],1,Finished Airing,"Sep 18, 2017",,,"None found,","None found,","None found,",Original,,,,2 min.,PG-13 - Teens 13 or older,[],#20913,#23125,133,1,,"The sky to the west is dyed in amber, and the sky to the east is a halo. Something is coming to the city from the depths of the other end. (Source: Official Website, translated)",[],Oumaga Parade,,,['Supernatural'],
210,,龙骑侍,,,,['ONA'],1,Finished Airing,"Jul 23, 2017",,,"None found,","None found,","None found,",Original,,,,13 min.,PG-13 - Teens 13 or older,[],#19851,#23444,124,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Long Qi Shi Episode 0,,,['Fantasy'],
211,,时弦,Time of Chord,,,['ONA'],1,Finished Airing,"Aug 18, 2017",,,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,,1 hr. 2 min.,R - 17+ (violence & profanity),[],#14196,#23811,115,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shi Xian,,,,
212,,拔念,,,,['ONA'],2,Finished Airing,"Sep 22, 2017 to Sep 18, 2018",,,"None found,","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,,17 min. per ep.,PG-13 - Teens 13 or older,[],#16701,#23923,113,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ba Nian,,,,
213,,拇指鸡,,,,['ONA'],12,Finished Airing,"Jul 26, 2017 to Oct 24, 2017",,,"None found,","None found,","None found,",Original,,,,1 min. per ep.,PG-13 - Teens 13 or older,[],#20492,#24213,107,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Muzhi Ji,['Anthropomorphic'],,['Comedy'],
214,,鱼老板の日常,,,,['ONA'],67,Finished Airing,"Aug 25, 2017 to Aug 14, 2018",,,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,,1 min. per ep.,G - All Ages,[],#16133,#24493,102,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yu Laoban No Richang,['Anthropomorphic'],,,
215,,看个球,A Ball,,,['ONA'],17,Finished Airing,"Aug 11, 2017 to Dec 1, 2017",,,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,,4 min. per ep.,PG - Children,[],#19289,#24725,98,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kan Ge Qiu,['Anthropomorphic'],,,
216,"Taichi Panda, Taiji Xiongmao",太极熊猫,,,,['ONA'],10,Finished Airing,"Aug 3, 2017 to Oct 5, 2017",,,"None found,","None found,","None found,",Game,"['Adventure', 'Fantasy']",,,12 min. per ep.,G - All Ages,[],#14678,#24895,96,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Taichi  Xiongmao,,,,
217,,天天成长记,Growing Up,,,['ONA'],13,Finished Airing,"Jul 28, 2017 to Oct 20, 2017",,,"None found,","None found,","None found,",Unknown,,,['Kids'],12 min. per ep.,PG - Children,[],#14872,#24898,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Tiantian Chengzhang Ji 2nd Season', '']",Tiantian Chengzhang Ji,,,,
218,,雨之歌,The Song of Rain,,,['ONA'],1,Finished Airing,"Sep 15, 2017",,,"None found,","None found,",['Hezmon Animation'],Other,,,,9 min.,G - All Ages,[],#16143,#25008,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yu Zhi Ge,['Historical'],,['Drama'],
219,,聪明的顺溜之特殊任务,,,,['ONA'],10,Finished Airing,"Aug 1, 2017 to 2017",,,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Sci-Fi']",,,13 min. per ep.,PG-13 - Teens 13 or older,[],#17426,#25287,91,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Congming De Shunliu: Teshu Renwu,['Military'],,,
220,,无聊诗社,,,,['ONA'],15,Finished Airing,"Jul 17, 2017 to ?",,,"None found,","None found,","None found,",Unknown,,,,4 min. per ep.,G - All Ages,[],#15395,#25451,88,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Wuliao Shi She 2nd Season', '']",Wuliao Shi She,,,['Comedy'],
221,,我的冒险世界 第二季,,,,['ONA'],16,Finished Airing,"Jul 7, 2017 to ?",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy']",,,11 min. per ep.,G - All Ages,[],#15300,#25739,84,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Wo de Maoxian Shijie', '']",Wo de Maoxian Shijie 2nd Season,,,,
222,Fashit,兔潮帮,,,,['ONA'],10,Finished Airing,"Sep 29, 2017 to Dec 15, 2017",,,"None found,","None found,","None found,",Original,,,,2 min. per ep.,PG-13 - Teens 13 or older,[],#15035,#25804,83,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tu Chao Bang,,,['Comedy'],
223,,ウソップ物語,,,,['ONA'],3,Finished Airing,"Jul 27, 2017 to Aug 10, 2017",,,"None found,","None found,","None found,",Original,,,,5 min. per ep.,PG-13 - Teens 13 or older,[],#15169,#25805,83,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Usopp Monogatari,['Parody'],,['Comedy'],
224,"KonoSuba: God's Blessing on This Wonderful World! Second Season OVA, Kono Subarashii Sekai ni Shukufuku wo! 2 OVA",この素晴らしい世界に祝福を！2 この素晴らしい芸術に祝福を！,KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!,,,['OVA'],1,Finished Airing,"Jul 24, 2017",,,"['Half H.P Studio', 'Nippon Columbia']",['Discotek Media'],['Studio Deen'],['Light novel'],"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody']",,28 min.,PG-13 - Teens 13 or older,8.01,#652,#645,"390,087",747,236261,"On one noteworthy day in the Adventurer's Guild, Kazuma Satou encounters someone unexpected—a fan of his named Ran. Surprised that he even has a fan, Kazuma attempts to play it cool to impress her. Unfortunately for him, the guild's receptionist arrives with a request to defeat a giant golem guarding some ancient ruins, and Kazuma accepts only to keep Ran's admiration. Upon Kazuma and his party's successful return from the ruins, Kazuma continues to shamelessly brag to Ran. Capitalizing on his desperation, the receptionist approaches him with another quest that requires him to return to the same ruins. Hoping to find valuable treasures, Kazuma once again convinces his party to join him—but this time, he may be biting off more than he can chew. [Written by MAL Rewrite]",[],Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,,,,
225,"The Magician's Bride, Mahoyome",魔法使いの嫁 星待つひと,The Ancient Magus' Bride: Those Awaiting a Star,The Ancient Magus' Bride: Those Awaiting a Star,The Ancient Magus' Bride: Those Awaiting a Star,['OVA'],3,Finished Airing,"Sep 10, 2016 to Sep 9, 2017",,,"['Production I.G', 'flying DOG']",['Crunchyroll'],['Wit Studio'],['Manga'],"['Drama', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.10,#525,#894,"290,764",754,130603,Angelica sends Chise some magic supplies including a present. The present turns out to be a book Chise read in her childhood. Elias asks Chise to tell him the story behind the book. Chise tells him about Miura-san and the mysterious library she found in the forest as a child. [Written by MAL Rewrite],"['Adaptation (Manga) Mahoutsukai no Yome', '']",Mahoutsukai no Yome: Hoshi Matsu Hito,['Urban Fantasy'],The Ancient Magus' Bride: Those Awaiting a Star,,
