,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Themes,Demographic,Spanish,Theme,Genre,Demographics
123,"Tales of Symphonia 2, Tales of Symphonia The Animation: Tethe'alla Chapter",テイルズ オブ シンフォニア THE ANIMATION テセアラ編,,['OVA'],4,Finished Airing,"Mar 25, 2010 to Feb 25, 2011",,,"None found,",['Discotek Media'],['ufotable'],Game,"['Action', 'Adventure', 'Fantasy']",43 min. per ep.,PG-13 - Teens 13 or older,7.44,#2204,#4146,"32,803",75,14044,"The second arc of Tales of Symphonia that takes place in the flourishing world of Tethe'alla. This OVA takes place up to two-thirds of the game, prior to the Derris-Kharlan arc.","['Prequel (OVA) Tales of Symphonia The Animation: Sylvarant-hen', 'Sequel (OVA) Tales of Symphonia The Animation: Sekai Tougou-hen']",Tales of Symphonia The Animation: Tethe'alla-hen,,,,,,['Martial Arts'],,
124,"Haiyore! Nyaruko-san, Haiyoru! Nyarl-ani",這いよる!ニャルアニ,Haiyoru! Nyaruani,['OVA'],9,Finished Airing,"Mar 17, 2010",,,['SoftBank Creative'],"None found,",['DLE'],['Light novel'],"['Comedy', 'Sci-Fi']",2 min. per ep.,PG-13 - Teens 13 or older,6.28,#8415,#4186,"31,937",25,12798,"Animated Flash shorts based on the light novel series ""Haiyore! Nyaruko-san."" In these shorts, Nyarlko, an anthropomorphized female version of Nyarlathotep from the Cthulhu Mythos, is constantly being told off by Mahiro, a normal human boy, for all the crazy or stupid things she does. In one of the shorts, Nyarlko is drawing a cover design for a body pillow. It turns out that the pillow's subject is a half-dressed Mahiro in what appears to be a hot and heavy scene with Nyarlko. Naturally, Mahiro proceeds to stab Nyarlko in the hand with a fork and threatens to kill her if she releases the pillow design. Other shorts revolve around various gags and occasionally feature Cthuko, an anthropomorphized female version of Cthugha, who's madly in love with Nyarlko.","['Adaptation (Manga) Haiyore! Nyaruko-san', 'Adaptation (Light Novel) Haiyore! Nyaruko-san']",Haiyoru! Nyaruani,,,,,Haiyoru! Nyaruani (ONA),['Parody'],,
125,Love Pistols,セックス・ピストルズ,,['OVA'],2,Finished Airing,"Mar 26, 2010 to Apr 27, 2011",,,['Frontier Works'],"None found,",['Twilight Town'],['Manga'],"['Boys Love', 'Comedy', 'Drama', 'Supernatural', 'Erotica']",33 min. per ep.,R+ - Mild Nudity,6.52,N/A,#4233,"30,991",81,16135,"An average boy named Norio is suddenly getting a lot of unwanted romantic attention. A fall down the stairs into the arms of a handsome stranger sets off the beginnings of an explanation, and it is one Norio never could have possibly imagined. Soon a whole new world opens up for Norio revealing a secret society of special people evolved from animals other than monkeys. Norio turns out to be a particularly rare breed and his DNA is in high demand. Now that he's suddenly the prey, it'll take much effort to survive in this modern jungle. This story revolves around a high school boy who discovers that he is part of a select group of humans who did not evolve from monkeys, but various animals such as leopards and black bears. (Source: ANN)","['Adaptation (Manga) Sex Pistols', '']",Sex Pistols,,,,,,,,
126,One Piece Recap OVA,ワンピース,One Piece: Romance Dawn Story - Recapping the TV Series So Far,['OVA'],1,Finished Airing,"Mar 17, 2010",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",29 min.,PG-13 - Teens 13 or older,7.13,#3771,#4848,"23,020",16,9474,A recap OVA summarizing the ten-year TV series up to the Impel Down arc.,[],One Piece Recap,,,,['Shounen'],,,,
127,"Isshoni Training: Sleeping with Hinako, Isshoni Sleeping: Sleeping with Hinako",いっしょにすりーぴんぐ,,['OVA'],1,Finished Airing,"Feb 11, 2010",,,['Primastea'],['Maiden Japan'],['Studio Hibari'],Original,,49 min.,PG-13 - Teens 13 or older,4.41,#13682,#5019,"21,238",42,10909,"Hinako returns to our TV screens, this time showing us how to sleep.",[],Issho ni Sleeping: Sleeping with Hinako,Im Bett mit Hinako,Une Nuit avec Hinako,,,,,['Ecchi'],
128,"Mudadumo Naki Kaikaku, Mudatsumo, Reform without Wasted Draws",ムダヅモ無き改革,,['OVA'],3,Finished Airing,"Feb 26, 2010",,,['Studio Mausu'],"None found,",['TYO Animations'],['Manga'],,8 min. per ep.,R - 17+ (violence & profanity),6.89,#4895,#5825,"14,442",35,6611,"Global political figures such as The Pope, Kim Jong Il, George W. Bush and recent Japanese Prime Ministers play riichi mahjong against each other.","['Adaptation (Manga) Mudazumonaki Kaikaku', '']",Mudazumo Naki Kaikaku: The Legend of Koizumi,,,"['Parody', 'Strategy Game']",['Seinen'],,,['Comedy'],
129,,課長の恋,,['OVA'],1,Finished Airing,"Mar 26, 2010",,,['DAX Production'],"None found,",['Panda Factory'],['Manga'],"['Boys Love', 'Comedy', 'Erotica']",30 min.,R+ - Mild Nudity,6.09,N/A,#5880,"14,099",21,6501,The story centers on a manager named Odakara Kazuhiko who has spent all 33 years of his life without a girlfriend. An encounter with a new employee named Harada makes Odakara realize that he is gay.,"['Adaptation (Manga) Kachou no Koi', '']",Kachou no Koi,,,,,,,,
130,Discipline Rei,DISCIPLINE 零,,['OVA'],2,Finished Airing,"Jan 29, 2010 to Jun 25, 2010",,,"['White Bear', 'Mediabank']","None found,",['Studio 9 Maiami'],Visual novel,,28 min. per ep.,Rx - Hentai,6.54,N/A,#6098,"12,789",47,5000,"Based on the game by Active. The hit series Discipline is revived with this new original story set prior to the coming of Hayami Takuro, protagonist of the first series. Morimoto Leona and Otokawa Saori are newly arrived boarding students at St. Alcadia Academy. Morimoto Leona desires to subjugate every person within the school, severely punishing those who are of no use to her. Even the teachers are not spared. Fellow boarders Yuuki, Ruri and Maiko, who are oblivious of the situation, fall prey to the limitless sexual desires of the male students.","['Sequel (OVA) Discipline', '']",Discipline Zero,,,,,,,['Hentai'],
131,"Space Pirate Sara, Space Bandit Sarah, Space Pirates Sala",宇宙海賊サラ,,['OVA'],4,Finished Airing,"Apr 26, 2008 to Feb 20, 2010",,,['Pixy'],"None found,",['Anime Antenna Iinkai'],Visual novel,"['Sci-Fi', 'Supernatural', 'Hentai']",27 min. per ep.,Rx - Hentai,6.80,N/A,#6138,"12,599",112,5031,"Sarah is a most terrible pirate knight who dances her way around the galaxy empire that has been ravaged by war. In the galaxy ruled by a number of power-hungry rival warlords, an evil sadistic web is woven around Sarah, who is slowly guided down to her destruction. When the silver knight Sylia comes across the evil aristocrats who have run the gamut of corruption in the galaxy and the slave traders of darkness, the demonic twins, a desperate predicament is visited upon Sarah!! (Source: dlsite)","['Sequel (Special) Uchuu Kaizoku Sara Special', 'Adaptation (Light Novel) Uchuu Kaizoku Sara: Shimai Kishi no Eiyuu Choukyou']",Uchuu Kaizoku Sara,,,,,,,,
132,Oppai no Ouja 48 Nanimo Kangaezu Me no Mae no Oppai Zenbu Shabure!,おっぱいの王者48,King of Breasts,['OVA'],2,Finished Airing,"Mar 19, 2010 to Jul 16, 2010",,,"['Milky Animation Label', 'MS Pictures', 'OLE-M']",['SoftCel Pictures'],['T-Rex'],Visual novel,,28 min. per ep.,Rx - Hentai,6.96,N/A,#6491,"11,013",46,4013,"The other day, when I was reading an adult book, I thought, ""I can tell whose breasts they are by just looking at them. Well, am I a king of oppai?"" However, there was no way to prove it.... But one day, I receive a letter and it includes a bunch of free sex tickets! Also, the reverse side of each ticket has the photo of someone's breasts. When I'm confused, a girl, Nil, appears in front of me. According to her, I'm qualified to take part in a game. It seems the tickets aren't fake. My mission is to look for a girl who's got the same breasts printed on the ticket. Like this, my search for oppai begins.... (Source: ErogeShop)","['Adaptation (Light Novel) Oppai no Ouja 48', '']",Oppai no Ouja 48,,,,,,,['Hentai'],
133,,町ぐるみの罠～白濁にまみれた肢体～,,['OVA'],4,Finished Airing,"Feb 26, 2010 to Sep 26, 2014",,,"None found,","None found,",['PoRO'],Visual novel,,29 min. per ep.,Rx - Hentai,6.47,N/A,#6637,"10,431",33,3495,"Lewd eyes from all directions... Atsuko has just moved to a town to work as a teacher. She looks forward to her new life there, but what awaits her is... Yes, she gradually gets involved in a storm of sexual assaults planned by the everyone in town... (Source: ErogeShop)","['Adaptation (Light Novel) Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai - Atsuko-hen', 'Adaptation (Light Novel) Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai - Yui-hen', 'Adaptation (Light Novel) Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai - Houkago no Mesu Kyoushi', '']",Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,,,,,,,['Hentai'],
134,,殻ノ少女,Girl in the Shell,['OVA'],2,Finished Airing,"Jan 15, 2010 to Oct 15, 2010",,,"['Milky Animation Label', 'MS Pictures', 'Innocent Grey']",['Kitty Media'],['Flavors Soft'],Visual novel,"['Mystery', 'Hentai']",27 min. per ep.,Rx - Hentai,5.65,N/A,#7425,"7,877",20,2784,"Reiji is a private detective. One day, he receives a strange offer from a girl, ""Please look for... me. True me."" At that time, a series of abnormal murder cases happen and Reiji is offered to investigate it as well. There is a girls' high school Yukari, Reiji's younger sister, goes and two female students are missing. Tokio, vice principal of the school, offers Reiji to search for them. As a result, Reiji receives three offers at the same time. To collect information, he starts working at the school in disguise and meets Toko, who asked him to look for real her before. ""Hi, nice to see you again, sir."" The killing never stops.... A spiral of tragedy.... What breaks through this tragic condition might be a girl's smile.... (Source: Himeya Shop)","['Prequel (OVA) Cartagra: Tsuki Gurui no Yamai', '']",Kara no Shoujo,,,,,,,,
135,,姦染2～淫罪都市～,,['OVA'],2,Finished Airing,"Feb 26, 2010 to Jun 25, 2010",,,"None found,","None found,",['Suzuki Mirano'],Visual novel,,29 min. per ep.,Rx - Hentai,6.30,N/A,#7956,"6,695",5,2346,"Kansen 2 (like the first episode) takes place during the initial outbreak of the Unknown virus epidemic, but the protagonists here have a much harder lot because they are stuck in the middle of a contaminated city immediately after its destruction by a mysterious cataclysm. Stalked by hordes of infected maniacs, Hiroshi Ookura and his friends seek safety inside a mostly intact shopping mall, but madness and death are everywhere... (Source: VNDB)","['Prequel (OVA) Kansen: Inyoku no Rensa', 'Sequel (OVA) Kansen 3: Shuto Houkai']",Kansen 2: Inzai Toshi,,,,,,,['Hentai'],
136,,義母散華,Step MILF,['OVA'],2,Finished Airing,"Feb 12, 2010 to May 14, 2010",,,['Digital Works'],"None found,",['Y.O.U.C'],Visual novel,,26 min. per ep.,Rx - Hentai,5.78,N/A,#8094,"6,393",18,2352,"Tomonori is a university student. His mother passed away two years ago, but his father, Seiichi, soon got remarried to Hanae. He now happily lives with Seiichi, Hanae, and Marie, Hanae's daughter. But one day, he gets to know the fact that Seiichi had been committing adultery with Hanae. ""He betrayed my mother.... Ok, I'll destroy everything around him! I'll steal his wife first."" His devotion to Hanae has got crooked and his revenge starts though he knows it'll put his family into misery and he'll never be able to turn back.... (Source: ErogeShop)",[],Haha Sange,,,,,,,['Hentai'],
137,"The Secret Face of My Wife, Watashi no Shiranai Tsuma no Kao",私の知らない妻（メス）の貌,,['OVA'],1,Finished Airing,"Jan 29, 2010",,,['Mary Jane'],"None found,",['Studio Eromatick'],Visual novel,,30 min.,Rx - Hentai,6.07,N/A,#8254,"6,090",16,2127,"Masato lives a happy life with his wife, Ichika. But one day, a disc is sent to him. The disc contains some videos of Ichika having sex with someone. He can't turn his face away from it.... A few days later, another disc is sent to him.... The disc contains all of Ichika's sex history.... A man finally appears in front of Masato.... What does Masato think about her indecent past experiences...? What will happen to them in the end...? (Source: ErogeShop)","['Adaptation (Light Novel) Watashi no Shiranai Mesu no Kao', '']",Watashi no Shiranai Mesu no Kao,,,,,,,['Hentai'],
138,,乙女恥曝遊戯,,['OVA'],2,Finished Airing,"Jan 29, 2010 to Mar 26, 2010",,,"None found,","None found,",['Suzuki Mirano'],Visual novel,,29 min. per ep.,Rx - Hentai,6.34,N/A,#8396,"5,865",13,1914,"Kaoru is a high school student. He has a childhood friend, Nanao, at the same school. She has been giving him sexually insulting orders in front of other students and he has always obeyed them. But one day, his patience runs out and decides to take revenge on her. While he still plans it, he accidentally witnesses Mayu, his classmate, shoplifting. He makes up his mind to use Mayu as his pawn... (Source: ErogeShop)",[],Otome Chibaku Yuugi,,,,,,,['Hentai'],
139,Shin Koihime Musou: Otome Ryouran Sangokushi Engi - Live Revolution,真恋姫†無双 LIVE Revolution,,['OVA'],1,Finished Airing,"Mar 17, 2010",,,['Marvelous Entertainment'],"None found,",['Doga Kobo'],Visual novel,,22 min.,PG-13 - Teens 13 or older,6.49,#7128,#8490,"5,736",2,2075,Shin Koihime†Musou characters sing theme songs on stage at a live event.,[],Shin Koihime†Musou: Live Revolution,,,"['Idols (Female)', 'Music']",,,,['Ecchi'],
140,QMA,クイズマジックアカデミー ～オリジナルアニメーション2～,,['OVA'],1,Finished Airing,"Feb 11, 2010",,,['Konami Digital Entertainment'],"None found,",['AIC PLUS+'],Game,"['Action', 'Comedy', 'Fantasy']",29 min.,PG-13 - Teens 13 or older,5.97,#10058,#8530,"5,677",3,2525,"Following the destruction of the magical floating device from OVA 1, the Magic Academy falls to earth, but unfortunately lands on and breaks a demon seal, releasing hundreds of ancient demons into the forest around the academy. The teachers are barely keeping the demons away and are desperately searching for the pieces of the floating device, so to earn more magic stones, all of the students from Amelia's class decide to leave the academy (even though they were told not to) to find the missing pieces. (Source: ANN)","['Prequel (OVA) Quiz Magic Academy: The Original Animation', '']",Quiz Magic Academy: The Original Animation 2,,,,,,['School'],,
141,The Invisible Stud Returns,透明人間R,,['OVA'],2,Finished Airing,"Mar 12, 2010 to Jun 11, 2010",,,['Digital Works'],"None found,",['Y.O.U.C'],Original,,27 min. per ep.,Rx - Hentai,6.37,N/A,#8813,"5,195",7,2257,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (OVA) Toumei Ningen (OVA)', '']",Toumei Ningen R,,,,,,,['Hentai'],
142,,真章 幻夢館,,['OVA'],4,Finished Airing,"Mar 20, 2010 to Sep 20, 2010",,,['ChiChinoya'],"None found,","None found,",Visual novel,,15 min. per ep.,Rx - Hentai,6.39,N/A,#8878,"5,084",9,1550,"Kido is a private detective. One day, he receives a job offer. It is just to guard his client. He once tries to refuse it, but Mei, Kido's partner, tells him to accept it. Kido reluctantly accepts the offer and visits the client's house. There lives Ayano, a daughter of the client, Shibata, a butler, Imada, a janitor, Nozomi, a live-in maid, and Kaoru, Ayano's home tutor. Kido asks Shibata what's his job, but he just gives a vague answer. He doesn't know what to do, but he gradually gets to know the secret of the family.... (Source: ErogeShop)","['Prequel (OVA) Genmukan', '']",Shinshou Genmukan,,,,,,,['Hentai'],
143,Isshoni Ecchi,いっしょにエッチ,,['OVA'],1,Finished Airing,"Feb 26, 2010",,,['Pink Pineapple'],"None found,",['G-Lam'],Original,,31 min.,Rx - Hentai,5.84,N/A,#9094,"4,746",12,1567,"After answering the summons of Momoka, the school nurse, the protagonist is forced to engage in various sexual acts with her. Later, the protagonist accidentally witnesses Momoka's younger sister, Maron, masturbating. He is discovered and Maron counterattacks by stripping him and giving hand and foot jobs. One thing leads to another and he ends up taking her virginity. Finally, the three of them go to a public bathhouse and end up in a threesome play.",[],Issho ni Ecchi,,,,,,,['Hentai'],
144,,ぼく、オタリーマン。,,['OVA'],1,Finished Airing,"Jan 29, 2010",,,['Liverpool'],"None found,","['Panda Factory', 'Studio PuYUKAI']",['Manga'],"['Comedy', 'Slice of Life']",35 min.,PG-13 - Teens 13 or older,6.06,#9583,#9215,"4,564",2,2354,"Boku, Otary-man (otaku + salaryman) is a autobiographical manga of the author Yoshitani, who is also working as a system engineer. It's about a slice of life of an office worker, who is a little bit otaku.","['Adaptation (Manga) Boku, Otaryman', '']","Boku, Otaryman.",,,,['Seinen'],,['Otaku Culture'],,
145,"Best of Ookiku Furikabutte: Natsu no Score-book, Ookiku Furikabutte Recap OVA, Oofuri, Swing Big!",おおきく振りかぶって,Big Windup!,['OVA'],2,Finished Airing,"Mar 24, 2010",,,"None found,","None found,",['A-1 Pictures'],['Manga'],"['Comedy', 'Sports']",1 hr. 30 min. per ep.,G - All Ages,7.14,#3697,#9407,"4,276",4,1198,Ookiku Furikabutte recap OVA where the TV series has been reassembled into two 90 minute episodes.,[],Ookiku Furikabutte: Natsu no Scorebook,,,,,,['Team Sports'],,
146,,麗辱の館,House of 5 Lusts,['OVA'],2,Finished Airing,"Jan 15, 2010 to Apr 9, 2010",,,['Digital Works'],"None found,",['Y.O.U.C'],Visual novel,,27 min. per ep.,Rx - Hentai,6.04,N/A,#9432,"4,241",6,1271,Based on a game by CLOCKUP.,[],Reijoku no Yakata,,,,,,,['Hentai'],
147,,殿といっしょ,,['OVA'],1,Finished Airing,"Mar 25, 2010",,,['Frontier Works'],"None found,",['Gathering'],['4-koma manga'],,37 min.,PG-13 - Teens 13 or older,6.50,#7048,#9546,"4,089",8,1897,Comedy parodying famous samurai generals and historical events.,"['Adaptation (Manga) Tono to Issho', '']",Tono to Issho,,,"['Historical', 'Parody', 'Samurai']",['Seinen'],,,['Comedy'],
148,,装甲騎兵ボトムズ 幻影篇,Armored Trooper Votoms: Phantom Arc,['OVA'],6,Finished Airing,"Mar 26, 2010 to Oct 27, 2010",,,"None found,","None found,",['Sunrise'],Original,"['Action', 'Drama', 'Sci-Fi']",24 min. per ep.,PG-13 - Teens 13 or older,6.69,#5980,#10034,"3,510",1,1590,"For their silver anniversary, Vanilla and Coconna return to Uoodo along with Gotho in the hopes of reuniting with Chirico. Once there they find a red shouldered AT at the Battling arena.","['Prequel (OVA) Soukou Kihei Votoms: Koei Futatabi', '']",Soukou Kihei Votoms: Genei-hen,,,"['Mecha', 'Military']",,,,,
149,"Ashiaraiyashiki no Junin-tachi, Ashiaraiyashiki no Juunin Tachi",足洗邸の住人たち。,,['OVA'],1,Finished Airing,"Mar 25, 2010",,,['Studio NOIX'],"None found,",['GARDEN LODGE'],['Manga'],"['Action', 'Fantasy', 'Supernatural']",6 min.,PG-13 - Teens 13 or older,4.89,#13333,#10727,"2,847",2,998,"More than twenty years ago, an evil summoner committed ""Great Summon"". One third of human beings were killed, and devils and monsters invaded the Earth. One day, a painter, Tamura Fukutaro, moves into an apartment house called ""Ashiaraiyashiki"" and gets involved in the troubles of his non-human neighbors. It's the beginning of a severe battle among gods, devils and the ruler ""The Central"".","['Adaptation (Manga) Ashiaraiyashiki no Juunin-tachi.', '']",Ashiaraiyashiki no Juunin-tachi.,,,,['Seinen'],,,,
150,La / Radio Noise * Planet,ラ/ラジオノイズ＊プラネット,,['OVA'],1,Finished Airing,Jan 2010,,,"None found,",['Sentai Filmworks'],"None found,",Original,"['Adventure', 'Sci-Fi']",2 min.,PG-13 - Teens 13 or older,5.75,#11168,#13845,"1,118",1,489,"A planet with 6 inhabitants only. In order to match the tuning of the radio, the main character walks around and meets the 5 other inhabitants. A strange SF short animation.",[],Ra/Radio Noise*Planet,,,,,,['Psychological'],,
151,,腐女子の品格,,['OVA'],1,Finished Airing,"Feb 26, 2010",,,"None found,","None found,",['Panda Factory'],['Manga'],,30 min.,PG-13 - Teens 13 or older,6.12,#9249,#14032,"1,069",0,335,"Fujyoko is a 24 year old office worker. She admires her fashionable senpai Takayo, but one day she meets her at a doujinshi event.",[],Fujoshi no Hinkaku,,,,,,,['Slice of Life'],
152,,革命の若き空,,['OVA'],1,Finished Airing,Mar 2010,,,['Shinano Kikaku'],"None found,","None found,",Unknown,,50 min.,G - All Ages,6.29,#8349,#15470,710,0,227,The life of the French poet André Marie Chénier during the period of radical social and political upheaval in France.,[],Kakumei no Wakaki Sora,,,,,,['Historical'],['Drama'],
153,"The Vanishment of Haruhi Suzumiya, Suzumiya Haruhi no Syoshitsu, Haruhi Movie",涼宮ハルヒの消失,The Disappearance of Haruhi Suzumiya,['Movie'],1,Finished Airing,"Feb 6, 2010",,,"['Kadokawa Shoten', 'Animation Do']","['Funimation', 'Bandai Entertainment']",['Kyoto Animation'],['Light novel'],"['Award Winning', 'Mystery', 'Sci-Fi', 'Supernatural']",2 hr. 41 min.,PG-13 - Teens 13 or older,8.59,#101,#367,"627,514","13,836",319041,"On a cold December day, Kyon arrives at school prepared for another outing with his fellow SOS Brigade members. However, much to his surprise, he discovers that almost everything has changed completely: Haruhi Suzumiya and Itsuki Koizumi are nowhere to be found; Mikuru Asahina does not recognize him at all; Yuki Nagato is a regular human; and Ryouko Asakura has mysteriously returned. Although he is no stranger to the supernatural, Kyon is disturbed by this odd turn of events and decides to investigate on his own. Finding himself to be the only person that is aware of the previous reality, Kyon is now faced with a difficult choice: to finally live the normal life he has always wanted, or uncover a way to turn back the hands of time and restore his chaotic yet familiar world. [Written by MAL Rewrite]","['Prequel (TV) Suzumiya Haruhi no Yuuutsu (2009)', 'Adaptation (Manga) Suzumiya Haruhi no Yuuutsu', 'Adaptation (Light Novel) Suzumiya Haruhi Series', '']",Suzumiya Haruhi no Shoushitsu,Das Verschwinden der Haruhi Suzumiya der Film,La Disparition de Haruhi Suzumiya la Film,,,,['School'],,
154,"Gekijouban Fate/Stay Night: Unlimited Blade Works, Fate/stay night Movie, Fate/stay night UBW",劇場版 Fate/stay night UNLIMITED BLADE WORKS,Fate/stay night: Unlimited Blade Works,['Movie'],1,Finished Airing,"Jan 23, 2010",,,"['Geneon Universal Entertainment', 'Frontier Works', 'TBS', 'KlockWorx', 'Notes', 'CREi']",['Sentai Filmworks'],['Studio Deen'],Visual novel,"['Action', 'Fantasy']",1 hr. 45 min.,R - 17+ (violence & profanity),7.39,#2429,#1106,"235,456",904,125741,"In Fuyuki City, the Fifth Holy Grail War is about to commence a lengthy battle of blood, death, and misery. High school student Rin Toosaka has trained her entire life for this moment—to become a magus capable of being a Master in the war. Summoning her Servant known as Archer, Rin finally sets foot into the battle. Discovering that one of her acquaintances, Shirou Emiya, is drawn into the war as well, Rin offers to form an alliance for the time being. And as the two of them grow closer, Rin begins to learn more about Shirou's fate and ideals. Nevertheless, her goal remains the same: to win the all-powerful relic that can fulfill the wishes of those who are victorious after the war—the Holy Grail. [Written by MAL Rewrite]","['Prequel (TV) Fate/Zero 2nd Season', 'Adaptation (Manga) Fate/stay night: Unlimited Blade Works']",Fate/stay night Movie: Unlimited Blade Works,Fate/stay night der Film: Unlimited Blade Works,Fate/stay night le Film: Unlimited Blade Works,,,Fate stay night la Película: Unlimited Blade Works,['Urban Fantasy'],,
155,Higashi no Eden: Gekijouban II Paradise Lost,東のエデン 劇場版II Paradise Lost,Eden of The East the Movie II: Paradise Lost,['Movie'],1,Finished Airing,"Mar 13, 2010",,,"['Dentsu', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment', 'Fonishia']",['Funimation'],['Production I.G'],Original,"['Mystery', 'Romance', 'Sci-Fi', 'Suspense']",1 hr. 32 min.,PG-13 - Teens 13 or older,7.55,#1764,#1653,"149,219",124,83109,"As one of the 12 Seleção that needs to save the country in order to win a game, Akira Takizawa decided to become the ""King of Japan."" With that in mind, after his return from the U.S.A., the remaining Seleção will also need to follow up on their own plans as they strive to outdo each other. Saki Morimi and the other members of the ""Eden of the East"" are under suspicion of being terrorists, but they still do everything they can to help Takizawa reach his goal and unravel the secrets of his past, as the last fight between the Seleção begins. [Written by MAL Rewrite]","['Prequel (Movie) Higashi no Eden Movie I: The King of Eden', 'Adaptation (Light Novel) Shousetsu Higashi no Eden Gekijouban']",Higashi no Eden Movie II: Paradise Lost,Eden of the East: Das Verlorene Paradies,Eden of the East: Paradise Lost,"['Adult Cast', 'Psychological']",,,,,
156,"Eve's Time, Eve no Jikan 1st Season Complete Edition, Gekijouban Eve no Jikan",イヴの時間,Time of Eve,['Movie'],1,Finished Airing,"Mar 6, 2010",,,"['Directions', 'Code']","['AnimEigo', 'NYAV Post', 'Pied Piper']",['Studio Rikka'],Original,"['Sci-Fi', 'Slice of Life']",1 hr. 46 min.,PG-13 - Teens 13 or older,7.96,#723,#1870,"127,579",585,57239,"In the Japan of the future, employing androids for various purposes is nothing out of the ordinary. However, treating androids on the same level as humans is frowned upon, and there is constant paranoia surrounding the possibility of robots defying humans, their masters. Those who appear too trustworthy of their androids are chided and labeled ""dori-kei,"" or ""android-holics."" High school student Rikuo Sakisaka notices when his house droid, Sammy, starts behaving curiously—she has been leaving the house without his instruction. When he inspects the movement logs in her database, a cryptic line grabs his attention: ""Are you enjoying the time of EVE?"" Accompanied by his friend Masakazu Masaki, Rikuo tracks the whereabouts of his houseroid to a cafe called Time of Eve, where it is forbidden for customers to display prejudice against one another. The cafe, Rikuo realizes, is frequented by both man and machine, with no evidence to tell either apart. Each customer—from the cheerful Akiko, to a robot dangerously close to breaking down—has their own story and challenges to overcome. While Rikuo tries to reveal Sammy's intentions, he begins to question the legitimacy of the fear that drives humans to regard androids as nothing more than mere tools. [Written by MAL Rewrite]",[],Eve no Jikan (Movie),Time of Eve: The Movie,,,,,,,
157,"Yugioh, Yu-Gi-Oh! The Movie: Ultra Fusion! Bonds Over Time and Space, Yu-Gi-Oh! 10th Anniversary Special, 10th Anniversary Gekijouban, Yu-Gi-Oh! The Movie: Super Fusion! Bonds That Transcend Time, Yu-Gi-Oh! Bonds Beyond Time",劇場版 遊☆戯☆王 ～超融合! 時空を越えた絆～,Yu-Gi-Oh! 3D: Bonds Beyond Time,['Movie'],1,Finished Airing,"Jan 23, 2010",,,"['TV Tokyo', 'Nihon Ad Systems']","['4Kids Entertainment', 'Flatiron Film Company']",['Gallop'],['Manga'],,49 min.,PG-13 - Teens 13 or older,7.14,#3720,#3283,"51,054",85,31528,"While riding with Jack Atlas and Crow Hogan, Yuusei Fudou's Stardust Dragon is captured by Paradox, a mysterious Turbo Duelist from the future, during a Turbo Duel and turned into a Sin Monster. With the help of the Crimson Dragon, Yuusei chases after Paradox as he enters a time slip, ending up in the past. During this time, Paradox duels against Jaden Yuki, who is still able to use the powers of Yubel and The Supreme King. However, by this time Paradox had also captured Cyber End Dragon and Rainbow Dragon and overwhelms Jaden. He is saved thanks to Yuusei and the Crimson Dragon. Jaden informs Yuusei of Paradox's true intentions. By stealing various monsters from across time and turning them dark, he plans to kill Maximillion Pegasus, the creator of Duel Monsters, preventing the game from being created and causing the events of all three series to never happen. Yuusei and Jaden agree to pursue Paradox, which leads them to the past and causes a meeting with the King of Games, Yuugi Mutou. However, by the time Yuusei and Jaden arrive, Paradox had already attacked his time, supposedly killing both Pegasus and Yuugi's grandpa, and had also managed to steal Blue-Eyes White Dragon and Red-Eyes Black Dragon. After explaining everything to Yuugi, he agrees to fight with Yuusei and Jaden against Paradox in the ultimate three-on-one duel to free the trapped monsters and save both the world and time itself before it's too late. (Source: Wikipedia)",[],Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,Yu-Gi-Oh! Bonds Beyond Time,,"['Strategy Game', 'Time Travel']",['Shounen'],,,['Adventure'],
