,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
142,Yong Sheng 2nd Season,永生 之十年之约,Immortality 2nd Season,['ONA'],12,Finished Airing,"Jul 8, 2023 to Sep 16, 2023",,,['bilibili'],"None found,",['Oriental Creative Color'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,7.59,#1632,#12189,"1,818",9,741,"In the majestic fantasy world, how does the protagonist Fang Han traverse the world with his own strength. Relying on an unyielding stubbornness to break through the mysteries of supernatural powers, and forge the physical body into an immortal body. There are endless novel magic weapons, and the brand-new prosperity of the Three Realms of Immortals, Demons and Fans will be opened by the protagonist in turn. It will take you to experience the fantasy demeanor of the immortal sect, demons, gods, kings and emperors. The protagonist will also experience the love and hatred in the world, the entanglement of grievances and resentments, and the disputes between immortals and demons. Finally lead you on the road to the top king. (Source: bilibili)","['Prequel (ONA) Yong Sheng', 'Sequel (ONA) Yong Sheng: Qizhuang Shanhe']",Yong Sheng: Shi Nian Zhi Yue,,['Martial Arts'],,,,
143,,凡人修仙传 星海飞驰篇 序章,A Record of Mortal's Journey to Immortality: Speeding in the Sea of Stars,['ONA'],4,Finished Airing,"Jul 30, 2023 to Aug 20, 2023",,,['bilibili'],"None found,","['Original Force', 'Wonder Cat Animation']",Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,23 min. per ep.,PG-13 - Teens 13 or older,7.81,#1018,#12186,"1,825",9,838,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Fanren Xiu Xian Chuan 2nd Season', 'Sequel (ONA) Fanren Xiu Xian Chuan 3rd Season']",Fanren Xiu Xian Chuan: Xinghai Feichi Pian Xuzhang,,,,,,
144,,修罗武神,Martial God Asura,['ONA'],16,Finished Airing,"Sep 26, 2023 to Nov 21, 2023",,,['Tencent Penguin Pictures'],"None found,","['Original Force', 'Rocen']",Novel,"['Action', 'Fantasy']",,,16 min. per ep.,PG-13 - Teens 13 or older,7.52,#1875,#12345,"1,717",12,546,"One night, a mysterious and unexplained phenomenon occurs in the nine provinces. Five years later Chu Feng, a regular outer disciple of the Azure Dragon School, awakens one of the mysterious nine lightning beasts. And discovers an egg sealed inside him. From there we follow Chu Feng on his path of cultivation. (Source: Novel Updates)",[],Xiuluo Wu Shen,,['Martial Arts'],,,,
145,"逆天邪神3D, Nitian Xie Shen (2023), Nitian Xie Shen",逆天邪神,Against the Gods (2023),['ONA'],30,Finished Airing,"Sep 23, 2023 to Mar 30, 2024",,,"['iQIYI', 'High Energy Studio']","None found,",['Foch Film'],Web novel,"['Action', 'Fantasy']","['Historical', 'Martial Arts']",,21 min. per ep.,PG-13 - Teens 13 or older,7.80,#1044,#12360,"1,706",17,664,"The story is about Yun Che, the main character, who is cornered by his enemies at Cloud's End Cliff on the Azure Cloud Continent.",[],Ni Tian Xieshen,,,,,,
146,"Kanojo, Okarishimasu Puchi 3, Rent-a-Girlfriend Chibi 3, Okarishimasu Mini Anime 3","彼女, お借りします ぷち 3",Rent-a-Girlfriend Petit 3rd Season,['ONA'],14,Finished Airing,"Sep 9, 2023 to Oct 11, 2023",,,"None found,","None found,",['AQUA ARIS'],['Manga'],,,,1 min. per ep.,PG-13 - Teens 13 or older,5.80,#10924,#12441,"1,676",3,498,"Mini anime for the third season of Kanojo, Okarishimasu.","['Prequel (ONA) Kanojo, Okarishimasu Petit 2nd Season', '']","Kanojo, Okarishimasu Petit 3rd Season",['Comedy'],,,,,
147,,暴食のベルセルク ミニ,Berserk of Gluttony Mini,['ONA'],6,Finished Airing,"Sep 27, 2023 to Nov 1, 2023",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],,,,2 min. per ep.,PG-13 - Teens 13 or older,5.72,#11284,#12522,"1,633",2,395,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Boushoku no Berserk Mini,['Comedy'],,,,,
148,"Xiaolu He Xiaolan, Green and Blue, 小绿和小蓝 魔王篇, Xiao Lu He Xiao Lan: Mo Wang Pian",小绿和小蓝 第二季,Beryl and Sapphire 2nd Season,['ONA'],12,Finished Airing,"Jul 12, 2023 to Sep 20, 2023",,,['bilibili'],"None found,",['Big Firebird Culture'],['Web manga'],"['Boys Love', 'Comedy', 'Drama', 'Fantasy']",,,8 min. per ep.,PG-13 - Teens 13 or older,6.92,#4729,#12555,"1,612",3,228,The second season of Xiao Lu He Xiao Lan.,"['Prequel (ONA) Xiao Lu He Xiao Lan', 'Sequel (ONA) Xiao Lu He Xiao Lan 3rd Season']",Xiao Lu He Xiao Lan 2nd Season,,,,,,
149,,仙武传 第二季,Legend of Xianwu 2nd Season,['ONA'],156,Currently Airing,"Sep 24, 2023 to ?",,,"['Youku', 'Dongyao Dongman', 'Shuiniu Dongman']","None found,",['Xiaoming Taiji'],Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,20 min. per ep.,PG-13 - Teens 13 or older,7.50,#1976,#12697,"1,539",15,411,"Ye Chen, the outcast disciple, is banished from the sect and becomes homeless. Through a series of coincidences, he receives a True Flame and once again steps on the path of cultivation. This is a world where demons and deities co-exist and an era where all realms in the world are overrun by chaos. Ye Chen's journey to defying heaven begins, and after going through all kinds of trials and tribulations, he finally reaches the pinnacle of cultivation. (Source: Youku)","['Prequel (ONA) Xian Wu Chuan', '']",Xian Wu Chuan 2nd Season,,,,,,
150,,好きな子がめがねを忘れた ショートアニメ,The Girl I Like Forgot Her Glasses Short Episode,['ONA'],4,Finished Airing,"Jul 31, 2023 to Sep 24, 2023",,,"None found,","None found,",['GoHands'],['Manga'],,"['Love Status Quo', 'School']",['Shounen'],46 sec. per ep.,PG-13 - Teens 13 or older,6.04,#9719,#12689,"1,546",2,450,Suki na Ko ga Megane wo Wasureta short anime streamed online and included with exclusive bonus episodes in the Blu-ray release of the show.,[],Suki na Ko ga Megane wo Wasureta Short Episode,['Comedy'],,,,,
151,"Anhe Zhuan, Legend Of Assassin, Tales of The Killers Organization Called Dark River, Shao Nian Ge Xing Wai Chuan: An He Chuan, Shaonian Gexing Wai Chuan: Anhe Chuan, An He Chuan, 少年歌行外传, 暗河传",少年歌行外传：暗河传,Tales Of Dark River,['ONA'],12,Finished Airing,"Aug 2, 2023 to Oct 11, 2023",,,['Youku'],"None found,",['Passion Paint Animation'],Web novel,"['Action', 'Adventure', 'Mystery']","['Historical', 'Martial Arts']",,19 min. per ep.,PG-13 - Teens 13 or older,6.91,#4794,#13028,"1,386",5,332,"Anhe, the most mysterious killer organization in the world, is composed of the three surnames Su, Xie, and Mu. Everyone was poisoned, and their lives were at stake. After learning the news, the three forces of the Anhe River took the opportunity to launch a rebellion. Su Muyu, as the leader of Spider Shadow's guard group, brought in Bai Hehuai, the genius doctor of Medicine King Valley, to heal the elders, while repelling the killers and protecting the elder Zhouquan. At this time, his friend Su Changhe in Anhe, but on behalf of the Su family joined the operation to assassinate the patriarch. (Source: Youku, translated)","['Sequel (ONA) Anhe Zhuan Part 2', '']",Anhe Zhuan,,,,,,
152,,悲劇の元凶となる最強外道ラスボス女王は民の為に尽くします。ミニ,The Most Heretical Last Boss Queen: From Villainess to Savior Mini Anime,['ONA'],12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],,"['Isekai', 'Villainess']",['Josei'],2 min. per ep.,PG-13 - Teens 13 or older,5.94,#10225,#13031,"1,394",2,314,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu. Mini,['Fantasy'],,,,,
153,,《崩坏：星穹铁道》：「玄黄」,Honkai: Star Rail - Ichor of Two Dragons,['ONA'],1,Finished Airing,"Aug 29, 2023",,,"None found,","None found,","['Red Dog Culture House', 'miHoYoAnime']",Game,"['Action', 'Fantasy', 'Sci-Fi']",,,5 min.,PG-13 - Teens 13 or older,7.49,#1994,#12999,"1,404",4,719,"In the Year 4800 of the Star Calendar, the five lineages of the Vidyadhara made alliance on the Yuque, putting their sacred vow into writing. ""This oath shall remain unbroken, standing stronger than even earth and steel."" — History of the Xianzhou: Exodus of the Five Dragons In the Year 7379 of the Star Calendar, the Imbibitor Lunae Dan Feng caused turmoil that threatened the sacred wood. The Cloud Knights joined forces with the Vidyadhara Preceptors to assault him. — History of the Xianzhou: Cloud Knights War Records ""Noble successor of the Azure Dragon, bearer of divine blessings from the heavens. Traversing clouds and bestowing rain, shaping forms as the world's essence beckons."" He dreamed of shouldering his responsibilities, performing the ritual dance gracefully, and sealing the Ambrosial Arbor. He dreamed of stepping into a battlefield where sharp blades and arrows fell like rain, and meted out punishment from the sky. He dreamed of being chained between jade pillars, pierced by long nails, sealed in darkness. He dreamed of wandering aimlessly in the darkness, chased by lurking shadows. In all the dreams, he was a dragon, a hero, a sinner, but never a person with love, hatred, sorrow, or joy like everyone else in this world. (Source: YouTube)",[],Benghuai: Xing Qiong Tiedao - Xuanhuang,,,,,,
154,,私の推しは悪役令嬢。レイとクレアに一問一答 〜異世界で聞いてみた〜,I'm in Love with the Villainess Mini Anime,['ONA'],6,Finished Airing,"Aug 25, 2023 to Sep 9, 2023",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],"['Comedy', 'Fantasy']",,,2 min. per ep.,PG-13 - Teens 13 or older,5.87,#10572,#13078,"1,373",3,389,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Watashi no Oshi wa Akuyaku Reijou. Mini Anime,,['School'],,,,
155,Mashle: Picture Drama,マッシュ・バーンデッドたちと寮生活[スクールライフ],Mashle: Magic and Muscles Picture Drama,['ONA'],13,Finished Airing,"Aug 13, 2023 to Oct 27, 2023",,,"None found,","None found,",['AQUA ARIS'],['Manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,6.63,#6328,#13002,"1,403",4,447,Picture drama episodes released online and later included in the BD/DVDs.,[],Mash Burnedead-tachi to School Life,['Comedy'],,,,,
156,Yoru wa Neko to Issho x Gamera: Rebirth,大怪獣ガメニャ襲来,Nights with a Cat x Gamera: Rebirth,['ONA'],1,Finished Airing,"Sep 6, 2023",,,"None found,","None found,",['Studio PuYUKAI'],['Web manga'],,,,1 min.,G - All Ages,6.46,#7352,#13496,"1,228",0,640,Special episode of Yoru wa Neko to Issho promoting Gamera: Rebirth.,[],Daikaijuu Gamenya Shuurai,['Comedy'],['Pets'],,,,
157,,独步万古,Glorious Revenge of Ye Feng,['ONA'],40,Finished Airing,"Sep 29, 2023 to Feb 6, 2024",,,['Youku'],"None found,",['Suoyi Technology'],Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,11 min. per ep.,PG-13 - Teens 13 or older,7.05,#4138,#13583,"1,194",5,358,"The protagonist genius, Ye Feng, was betrayed and attacked by his senior, and other evildoers, after he refines the Divine Realm pill that would lead him towards Supreme Realm. He managed to fend off and consume the pill, yet finds himself inhabiting the body of his descendant, who bears his name after 500 years later. He pledge to save his current lineage and seeks vengeance, Yefeng embarked on the path of cultivation again, practicing hard and improving while exploring the mystery of the way of heaven.","['Sequel (ONA) Dubu Wangu 2nd Season', '']",Dubu Wangu,,,,,,
158,,有药2,Are You OK? Season 2,['ONA'],24,Finished Airing,"Sep 27, 2023 to Feb 7, 2024",,,['iQIYI'],"None found,","['Shengying Animation', 'High Energy Studio']",Web novel,"['Comedy', 'Drama', 'Fantasy']","['Historical', 'Time Travel']",,24 min. per ep.,PG-13 - Teens 13 or older,7.05,#4170,#13703,"1,158",3,133,"This story takes place in ancient Liang, where many locals, upon their deaths, have their bodies inhabited by souls from 2,000 years in the future, transforming into time travelers. These time travelers bring advanced experiences and knowledge to Liang, simultaneously raising suspicions and concerns among the reigning emperor. Amidst the changing tides, a time traveler named Lou Zhu, who advocates for peace, forms a deep bond with Zuo Yunqi, a native member of a prominent family, and attempts to find a path to progress and coexistence for all. However, tensions between the imperial court and radical time travelers escalate rapidly. In an explosive incident, Lou Zhu becomes entangled to prevent mutual destruction but tragically gets buried under a collapsing mountain, and his fate remains uncertain. Half a year passes in the blink of an eye. Seizing the opportunity presented by the major explosion, the emperor orders the eradication of all time travelers, while a radical time traveler organization called the ""Pioneers,"" led by Jiao Jiaoran, seeks to use the upheaval to overthrow the imperial authority and gain an advantage in warfare through the use of modern weaponry. Both sides share a common focus—the legendary Lou Zhu, who is said to be recovering from injuries in the martial arts community.","['Prequel (ONA) You Yao', '']",You Yao 2,,,,,,
159,Matchless Emperor,盖世帝尊,The Galaxy Emperor,['ONA'],52,Finished Airing,"Jul 30, 2023 to Jan 21, 2024",,,"['Youku', 'Dongyao Dongman']","None found,",['Xiaoming Taiji'],Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,12 min. per ep.,PG-13 - Teens 13 or older,6.76,#5582,#14000,"1,065",4,283,"In ancient times, saints fought for hegemony. A young man known as the ""Sleeping God"" turned out to be a blessing in disguise and opened up a heaven-defying skill. From then on, a genius with unparalleled physical strength dominated the world, slashed the stars with his sword, and thousands of geniuses crawled and trembled under his feet. In a world where heroes are rising, I am the only one who dominates. (Source: Youku, translated)",[],Gaishi Dizun,,,,,,
160,"Youjo Shachou 2nd Season, Cute Executive Officer 2nd Season",幼女社長 R,Cute Executive Officer R,['ONA'],13,Finished Airing,"Jul 1, 2023 to Sep 23, 2023",,,"['Magic Capsule', 'Fabtone']","None found,",['Project No.9'],['Manga'],,,,3 min. per ep.,PG-13 - Teens 13 or older,[],#16097,#14116,"1,040",1,,Sequel of Youjo Shachou.,"['Prequel (ONA) Youjo Shachou', '']",Youjo Shachou R,['Comedy'],['Workplace'],,,,
161,,真阳武神,Soul of Light,['ONA'],14,Finished Airing,"Jul 10, 2023 to Oct 2, 2023",,,['Youku'],"None found,",['Wonder Cat Animation'],Web novel,"['Action', 'Fantasy']","['Historical', 'Martial Arts']",,20 min. per ep.,PG-13 - Teens 13 or older,6.79,#5398,#14102,"1,040",2,306,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Zhen Yang Wushen,,,,,,
162,"Seirei Gensouki Mini Anime 2, Celia-sensei's Exciting Magical Classroom 2, Instructor Celia's Exciting Magical Classroom 2",精霊幻想記』セリア先生のわくわくまじかる教室season2,,['ONA'],18,Finished Airing,"Aug 4, 2023 to Apr 19, 2024",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],"['Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",,1 min. per ep.,PG-13 - Teens 13 or older,5.89,#10511,#14056,"1,058",0,285,Informational mini anime posted on the anime's official Twitter and HJ Bunko/HJ Novel's official YouTube channel.,"['Prequel (ONA) Celia-sensei no Wakuwaku Magical Kyoushitsu', '']",Celia-sensei no Wakuwaku Magical Kyoushitsu Season 2,,,,,,
163,,九辰风云录,Legend of Yang Chen,['ONA'],40,Finished Airing,"Jul 11, 2023 to Nov 21, 2023",,,['Youku'],"None found,",['Ruo Hong Culture'],Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,10 min. per ep.,PG-13 - Teens 13 or older,6.77,#5506,#14237,"1,004",4,321,"Yang Chen, the grandson of the Patriarch of the Yang Mansion, was ridiculed by the people in the mansion because he had not awakened his Dao Soul for a long time. In desperation, he breaks through himself to awaken the Dao Soul and Qi Ling Huangyu, and realizes that the crowd headed by his uncle is forcing Grandpa to give up the position of Patriarch. Afterwards, Yang Chen decided to improve his strength to protect his family, and went to Youyun Mountain alone to find medicine. In the end, everyone's conspiracy was broken and the position of Patriarch was kept. (Source: Youku)",[],Jiu Chen Fengyun Lu,,,,,,
164,"Fallen Mystic Master, Duoxuanshi, Fallen Taoist Master, The Fallen Spirit Master, 堕玄师动画, 堕玄师之觉醒",堕玄师,The Fallen Master,['ONA'],15,Finished Airing,"Jul 4, 2023 to Oct 3, 2023",,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures']","None found,",['Medo'],['Web manga'],"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,20 min. per ep.,PG-13 - Teens 13 or older,6.75,#5603,#14596,905,2,246,"Chu Yue, the ace of the modern Z organization, was framed to death, and under the guidance of the system's Nine Desolation Mirror, his soul traveled to the Nine Desolation World, and under the system's mandatory tasks, he continued to practice and become stronger in order to survive. While performing system tasks and practicing adventures, Chu Yue discovered the shocking secrets hidden in the original owner of the body he was wearing. As Chu Yue unearthed more and more secrets about the original owner of the body, he unexpectedly discovered that he was not the only host of the Nine Desolation Mirror System, but there were other hosts of the Nine Desolation Mirror System in the Nine Desolation World. (Source: WeTV)","['Prequel (ONA) Duo Xuan Shi: Qian Qing Pian', '']",Duo Xuan Shi,,,,,,
