,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
212,The Solitary Castle in the Mirror,かがみの孤城,Lonely Castle in the Mirror,['Movie'],1,Finished Airing,"Dec 23, 2022",,,"['Production I.G', 'Aniplex', 'Yomiuri Telecasting', 'Shochiku', 'Nippon Television Network', 'Sapporo Television Broadcasting', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'Chukyo TV Broadcasting', 'Hiroshima Television', 'Fukuoka Broadcasting System', 'Poplar Publishing']",['GKIDS'],['A-1 Pictures'],Novel,"['Drama', 'Fantasy', 'Mystery']",,,1 hr. 56 min.,PG-13 - Teens 13 or older,7.53,#1847,#3969,"35,512",133,10610,"In a tranquil neighborhood of Tokyo, seven students are avoiding going to school—hiding in their darkened bedrooms, unable to face their family and friends—until the moment they find the mirrors in their bedrooms are shining. At a single touch, they are pulled from their lonely lives into a wondrous castle straight out of a Grimm's fairy tale. This whimsical place, oddly lacking in food and running water but full of electrical sockets, is home to a petulant girl in a mask, named Wolf Queen and becomes their playground and refuge during school hours. Hidden within the walls, they're told there's a key that will grant one wish, as well as a set of clues to find it. But there's a catch: the key must be found by the end of the school year and they must leave the premises by five o'clock each day or else suffer a fatal end. As time passes, a devastating truth emerges: only those brave enough to share their stories will be saved. And so they begin to unlock each other's stories: how a boy is showered with more gadgets than love; how another suffers a painful and unexplained rejection, and how a girl lives in fear of her predatory stepfather. As they struggle to abide by the rules of the game, a moving story unfolds, of seven characters trapped in a cycle of misunderstanding and loneliness, who are ultimately set free by the power of friendship, empathy, and sacrifice. (Source: Erewhon Books, edited)","['Adaptation (Manga) Kagami no Kojou', 'Adaptation (Novel) Kagami no Kojou']",Kagami no Kojou,,,,,,
213,Wataten! An Angel Flew Down to Me,私に天使が舞い降りた! プレシャス・フレンズ,Wataten! An Angel Flew Down to Me: Precious Friends,['Movie'],1,Finished Airing,"Oct 14, 2022",,,"['AT-X', 'flying DOG', 'Kadokawa Media House', 'Ichijinsha', 'Kadokawa', 'Kadokawa Animation', 'Sony Music Solutions']","None found,",['Doga Kobo'],['4-koma manga'],,,,1 hr. 6 min.,PG-13 - Teens 13 or older,7.55,#1752,#4744,"24,149",73,7081,"Hana, Hinata, Noa, Koyori, and Kanon are always good friends. Today, they are having a friendly sweets party at home with Miyako's homemade sweets! The flower-shaped cookies look just like the hair ornaments worn by Hana. The hair ornament was a precious treasure that Hana received from her grandmother when she was little, and everyone was intrigued by the story. And as ""practice for the school trip,"" they decide to go visit Hana's grandmother's house...! The ""first"" outing for everyone is about to begin. (Source: Crunchyroll News)","['Prequel (TV) Watashi ni Tenshi ga Maiorita!', '']",Watashi ni Tenshi ga Maiorita! Precious Friends,['Comedy'],['CGDCT'],,,,
214,Break of Dawn,ぼくらのよあけ,,['Movie'],1,Finished Airing,"Oct 21, 2022",,,"['GAGA', 'Avex Pictures', 'Sonilude']","None found,",['Zero-G'],['Manga'],"['Drama', 'Sci-Fi']",,['Seinen'],2 hr.,PG-13 - Teens 13 or older,6.18,#8927,#8112,"6,347",14,363,"In 2038, Yuuma Sawatari is an elementary school kid who loves everything about space and astronomy. He was initially excited when his parents bought a robot called Nanako, but he was disappointed when he learned that she was basically just a boring housekeeping robot. However, when he does finally try to talk to her about space, something strange happens. Her system crashes and is taken over by what claims to be a marooned alien ship! The alien ship wants Yuuma's help to get back to space! (Source: MangaHelpers)","['Adaptation (Manga) Bokura no Yoake', '']",Bokura no Yoake,,,,,,
215,,「ソードアート・オンライン -フルダイブ-」オープニング映像,Sword Art Online: Full Dive - Opening Video,['Movie'],1,Finished Airing,"Nov 6, 2022",,,['A-1 Pictures'],"None found,",['Studio Gram'],['Light novel'],,,,1 min.,PG-13 - Teens 13 or older,6.82,#5238,#9111,"4,700",5,1571,"Opening video for the ""Sword Art Online -FULLDIVE-"" event which took place at the Tokyo Garden Theater. This memorial event was to celebrate 10 years of the Sword Art Online anime, with an original story by Reki Kawahara performed by the anime's seiyuus via live voice drama and musical guest performances by artists involved with the anime's music throughout the decade. The animation shows the main characters of the Aincrad Arc right before they put on the NerveGear and begin their fateful adventure in the Sword Art Online game. (Source: Anime News Network, edited)",[],Sword Art Online: Full Dive - Opening Eizou,['Fantasy'],['Video Game'],,,,
216,Kame-abara,カメの甲羅はあばら骨,A Turtle's Shell Is a Human's Ribs,['Movie'],1,Finished Airing,"Oct 28, 2022",,,"None found,","None found,",['TypeZero'],Other,,"['Delinquents', 'School']",,1 hr. 7 min.,PG-13 - Teens 13 or older,[],#16782,#13755,"1,137",5,,"Kameda Kamerou is a normal second-year high school student who leads a dull school life. His true feelings are hidden behind his ribs. One day, the news that his best friend, Kaerugawa Erutaka, helped others spread quickly and caught the attention of a high-ranking group, including the school's superstar, Raionji Raiou, who is aiming to become the student council president. Kaerugawa suddenly joins them, and Kameda is tormented by jealousy and an inferiority complex. How will their friendship go? And on the day of the student council election, a session of ""bone-to-bone collision"" begins?! When the bones change, the world changes. This is a story of conflict and growth between certain high school students and ribs. (Source: Official website, edited)",[],Kame no Koura wa Abarabone,,,,,,
217,,ETERNITY,Eternity,['Movie'],1,Finished Airing,"Dec 10, 2022",,,"None found,","None found,",['Mirai Film'],Original,,,,21 min.,G - All Ages,5.51,#12082,#16801,523,1,151,A 21-minute journey through space that repeats creation and expansion.,[],Eternity,['Avant Garde'],,,,,
218,,春になったら こぐまのユーゴ物語,"When Spring Comes The Story of Yugo, A little Bear. (Movie)",['Movie'],1,Finished Airing,"Oct 28, 2022",,,"None found,","None found,",['Tomoyasu Murata Company'],Unknown,,"['Anthropomorphic', 'Iyashikei']",,18 min.,G - All Ages,[],#21069,#18384,390,1,,"In the spring of 2020, Yugo's Grandmother travels from the countryside to finally spend some quality time with Yugo. The two see a ""comedy show"" in the park together and later that night, Yugo has a good time telling his family about his day out. However, the next day Covid-19 restrictions are put in place in town and Yugo is stuck at home. Then, he learns that his grandmother is not feeling well. At first, Yugo patiently waits at home for things to return to normal, but eventually he gets bored and silently slips out of the house…",[],Haru ni Nattara Koguma no Yugo Monogatari (Movie),['Slice of Life'],,,,,
219,,熱帶複眼,Compound Eyes of Tropical,['Movie'],1,Finished Airing,"Nov 2, 2022",,,"None found,","None found,","None found,",Original,"['Avant Garde', 'Award Winning', 'Drama']",,,17 min.,None,[],#18853,#19659,303,0,,"The film is inspired by the costumes of folk art performers at Taiwan's ceremonial festivals. Adapted from the Southeast Asian folktale The Mousedeer Crosses River, it integrates similar folktale narratives from different countries to create animated puppet dancers. (Source: Goldenhorse)",[],Redai Fuyan,,,,,,
220,,きらめけ！VIVACIOUS DASH♡ アニメ版,,['Movie'],1,Finished Airing,"Dec 9, 2022",,,"None found,","None found,","None found,",Other,,"['Idols (Female)', 'Music', 'School']",,Unknown,None,[],#16963,#19920,287,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kirameke! Vivacious Dash♡,['Drama'],,,,,
221,,映画かいけつゾロリ　ラララ♪スターたんじょう,,['Movie'],1,Finished Airing,"Dec 9, 2022",,,"None found,","None found,","['Ajia-do', 'Bandai Namco Pictures']",Book,"['Adventure', 'Comedy']",,['Kids'],1 hr. 10 min.,PG - Children,[],#16721,#21026,226,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kaiketsu Zorori Movie: Lalala♪ Star Tanjou,,,,,,
222,,ガディガルズ,,['Movie'],1,Finished Airing,"Oct 14, 2022",,,['DAX Production'],"None found,",['Kachidoki Studio'],['Web manga'],,,,1 hr. 19 min.,PG-13 - Teens 13 or older,[],#20911,#21749,187,0,,"Three amazing girls--the far-too-strong Silvia, the gun-totin', bullet-blastin' Laurie, and the scientific magical girl Fumi--have formed the Guardy Girls, a brand new team of heroes! They're faced with a rogues gallery of wacky, off-kilter villains--and fellow do-gooders, too! It's a grand way to kick off the Girls' daunting, amazing dream of a hero run! (Source: Official YouTube upload)",[],Guardy Girls,['Action'],,,,,
223,,신비아파트 극장판 차원도깨비와 7개의 세계,Shinbi's Haunted House: The Dimension Ghost and the Seven Worlds,['Movie'],1,Finished Airing,"Dec 14, 2022",,,['CJ ENM'],"None found,",['Studio BAZOOKA'],Original,,,['Kids'],1 hr. 43 min.,G - All Ages,[],#14400,#21766,186,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sinbi Apartment Movie: Chawondokkaebiwa 7 Gaeui Segye,['Fantasy'],,,,,
224,,핑크퐁 시네마 콘서트 2 : 원더스타 콘서트 대작전,Pinkfong Sing-Along Movie 2: Wonderstar Concert,['Movie'],1,Finished Airing,"Dec 21, 2022",,,['Pinkfong'],"None found,","None found,",Unknown,,"['Anthropomorphic', 'Music']",['Kids'],1 hr. 15 min.,PG - Children,[],#18556,#23032,134,0,,"Wonderville's favorite problem-solving duo, Pinkfong and Hogi, assembles a group of friends to produce their first-ever live concert. The crew must learn to come together as a team and compromise as they create the ultimate interactive experience with sing-along lyrics and matching choreography. Pinkfong Sing-Along Movie 2: Wonderstar Concert is a sequel to the movie Pinkfong & Baby Shark’s Space Adventure (2020), filled with Pinkfong's most beloved songs, including the global mega-hit, Baby Shark! (Source: Fathom Events)","['Prequel (Movie) Pinkfong Cinema Concert: Ujudaetamheom', 'Sequel (Movie) Pinkfong Cinema Concert 3: Gingerbread Man-eul Jab-ala']",Pinkfong Cinema Concert 2: Wonderstar Concert Daejagjeon,,,,,,
225,,西游记之七十二变,A Wiz named WuKong,['Movie'],1,Finished Airing,"Dec 30, 2022",,,"None found,","None found,","None found,",Novel,"['Action', 'Adventure', 'Fantasy']",,['Kids'],1 hr. 29 min.,G - All Ages,[],#15447,#23664,118,0,,"In order to save Mount Huaguo, which has no rain all year round, Sun Wukong goes alone to the Three Stars Cave to learn the infinite changes of immortal arts from Bodhi the Elder. Meanwhile, the Dragon King of the East Sea is secretly developing a drug to take revenge on the Heavenly Court. This drug will allow him to control the consciousness of its victim and turns them into a ruthless killer. After Sun Wukong and his classmates discover the Dragon King's plot, they decide to work together to try and stop him. (Source: TMDB)",[],Xi You Ji: Qi Shi Er Bian,,['Martial Arts'],,,,
226,,孫行者傳,Legend of Sun Walker,['Movie'],1,Finished Airing,"Oct 14, 2022",,,"None found,","None found,",['Digital Frontier'],Novel,"['Action', 'Adventure', 'Fantasy']",,,1 hr. 35 min.,None,[],#14603,#23795,115,0,,"Sun Walker and his partners are blocked in Flaming Mountain and need the plantain fan of Princess Raksasi to put out the fire of the Flaming Mountain so that they're able to continue the journey of retrieving original Buddhist scriptures. However, a few years ago, Sun Walker, with the force of Bodhisattva Guanyin, subdued Red Boy, the son of Princess Raksasi and Bull-demon King, which leads to a series of confrontations between them later. (Source: The Film Catalogue)",[],Sun Xingzhe Chuan,,['Mythology'],,,,
227,,극장판 검정고무신: 즐거운 나의 집,Black Rubber Shoes The Movie: My Happy Home,['Movie'],1,Finished Airing,"Oct 6, 2022",,,"None found,","None found,","None found,",['Manga'],,,['Kids'],1 hr. 19 min.,PG - Children,[],#20804,#24703,98,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Geugjangpan Geomjeong-gomusin: Jeulgeoun Naui Jib,['Comedy'],,,,,
228,,我是霸王龙,The Tyrannosaurus Rex,['Movie'],1,Finished Airing,"Oct 1, 2022",,,"None found,","None found,","None found,",Original,"['Action', 'Adventure']",,,1 hr. 20 min.,G - All Ages,[],#15316,#25243,90,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wo Shi Bawang Long,,['Historical'],,,,
229,"Pororo, Get Rid of the Virus!",뽀로로와 친구들 극장판 바이러스를 없애줘!,Pororo and Friends: Virus Busters,['Movie'],1,Finished Airing,"Dec 1, 2022",,,"None found,","None found,",['Ocon Studio'],Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 3 min.,G - All Ages,[],#18646,#26771,71,0,,"When a virus inside Pororo's video game escapes his tablet and causes trouble in the real world, the brave penguin and his friends jump to the rescue. (Source: Netflix)",[],Pororo-wa Chingudeul Geugjangpan Baileoseuleul Eobs-aejwo!,,['Anthropomorphic'],,,,
230,,新大头儿子和小头爸爸5：我的外星朋友,,['Movie'],1,Finished Airing,"Oct 1, 2022",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy', 'Sci-Fi']",,['Kids'],1 hr. 21 min.,G - All Ages,[],#15718,#27921,47,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xin Datou Er Zi He Xiao Tou Baba 5: Wo de Wai Xing Pengyou,,,,,,
231,,호동왕자와 락랑공주,,['Movie'],Unknown,Currently Airing,Dec 2022 to ?,,,"None found,","None found,",['SEK Studios'],Unknown,,,,45 min.,PG-13 - Teens 13 or older,[],#21229,#27931,47,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hodong Wangjawa Laglang Gongju (2022),['Drama'],['Historical'],,,,
232,,トニカクカワイイ ~制服~,Tonikawa: Over The Moon For You - Uniform,['Special'],1,Finished Airing,"Nov 22, 2022",,,"['Shogakukan-Shueisha Productions', 'Warner Bros. Japan', 'KlockWorx', 'Shogakukan', 'Crunchyroll']","None found,",['Seven Arcs'],['Manga'],"['Comedy', 'Romance']",,['Shounen'],22 min.,PG-13 - Teens 13 or older,7.72,#1242,#2196,"102,148",356,46327,Special episode of Tonikaku Kawaii released Fall 2022.,"['Prequel (OVA) Tonikaku Kawaii: SNS', 'Sequel (TV) Tonikaku Kawaii 2nd Season', 'Adaptation (Manga) Tonikaku Kawaii', '']",Tonikaku Kawaii: Seifuku,,,,,,
233,,異世界迷宮でハーレムを,Harem in the Labyrinth of Another World Specials,['Special'],2,Finished Airing,"Nov 25, 2022 to Dec 23, 2022",,,"['Movic', 'AT-X', 'Docomo Anime Store', 'Crunchyroll', 'Kadokawa Media House', 'Kadokawa', 'Shufunotomo']","None found,",['Passione'],['Light novel'],"['Fantasy', 'Erotica']",,,4 min. per ep.,R+ - Mild Nudity,6.65,N/A,#4245,"30,767",118,11547,Sex scenes that were cut from the main anime.,[],Isekai Meikyuu de Harem wo Specials,,['Isekai'],,,,
234,Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,メイドインアビス 烈日の黄金郷「パパといっしょ」,Made in Abyss: The Golden City of the Scorching Sun - Together with Papa,['Special'],1,Finished Airing,"Oct 26, 2022",,,"None found,","None found,",['Kinema Citrus'],['Manga'],,,,6 min.,PG-13 - Teens 13 or older,7.21,#3292,#5560,"16,253",35,5158,Bonus mini anime included in the first Made in Abyss: Retsujitsu no Ougonkyou Blu-ray/DVD BOX volume.,[],Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,['Fantasy'],,,,,
235,Pocket Monsters: Harukanaru Aoi Sora,ポケットモンスター 遥かなる青い空,Pokémon: Distant Blue Sky!,['TV Special'],1,Finished Airing,"Dec 23, 2022",,,['TV Tokyo'],['The Pokemon Company International'],['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,7.25,#3124,#7772,"7,038",7,3367,A one-episode story depicting the encounter between the mysterious boy Haruto and Satoshi. (Source: Translated from official Twitter account),[],Pokemon (2019): Harukanaru Aoi Sora,,,,,,
