,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Demographics
160,"Xing Wu Shen Jue, Star Martial God Technique",星武神诀,,,,,['ONA'],40,Finished Airing,"Jan 28, 2021 to May 30, 2021",,,['iQIYI'],"None found,",['Ruo Hong Culture'],Web novel,"['Action', 'Fantasy']",,,7 min. per ep.,PG-13 - Teens 13 or older,7.00,#4401,#10501,"3,027",15,859,"In the whole world there lays twelve paths to climb the Tower of God, and in legends these twelve pathways leads toward legendary road of immortality. However these paths in the Tower of God, are far too long, without end. In ancient times there once were many types of martial art, sadly the world underwent terrible changes, and only three were left: Flame, Dragon and Star Martial Arts. Generations of experts of those three martial arts are searching for road of immortality. Star Martial Arts practitioner on his journey of lifetime, with young beauties on the side, plans to become Highest God. (Source: Novelupdates)","['Sequel (ONA) Xing Wushen Jue 2nd Season', '']",Xing Wushen Jue,,['Martial Arts'],
161,,幸せなら肉を盛ろう!ジアニメーション,,,,,['ONA'],1,Finished Airing,"Feb 24, 2021",,,"None found,","None found,","None found,",['Manga'],,,,13 min.,Rx - Hentai,5.55,N/A,#10567,"2,971",19,1351,"After her physical exam made her realize that maybe she has gotten a little too big, a girl decides to go on a diet! Maybe her boyfriend can help her out with it... (Source: hanime)","['Adaptation (One-shot) Shiawase nara Niku wo Morou!', '']",Shiawase nara Niku wo Morou! The Animation,['Hentai'],,
162,,S家に嫁いだM嬢の日常,,,,,['ONA'],2,Finished Airing,"Mar 12, 2021 to Mar 19, 2021",,,['BOMB! CUTE! BOMB!'],"None found,","None found,",Other,,,,15 min. per ep.,Rx - Hentai,5.45,N/A,#11205,"2,459",6,821,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],S-ke ni Totsuida M-jou no Nichijou,['Hentai'],,
163,,一番くじ 夏目友人帳 ニャンコ先生と花しらべ,,,,,['ONA'],1,Finished Airing,"Mar 12, 2021",,,"['Nihon Ad Systems', 'Ai Addiction', 'Bandai Spirits']","None found,",['Shuka'],['Manga'],,,,2 min.,G - All Ages,6.65,#6203,#11452,"2,286",3,767,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,['Slice of Life'],,
164,,迷情,,,,,['ONA'],Unknown,Currently Airing,"Feb 26, 2021 to ?",,,"None found,","None found,",['Poly Animation'],Original,,,,11 min.,Rx - Hentai,5.45,N/A,#11491,"2,258",10,682,"One day, a beautiful girl at school, Otsuki Roonue (17), was attacked by two thugs while on a date with her boyfriend, Hoshikai Singhai (17). Her resistance is in vain and Hoshikai, who tried to protect Otsuki, is stabbed and falls into the sea of blood. When the remaining Otsuki is about to be raped, the school principal's son, Oborozuki (16), appears. With his help, Otsuki's chastity is protected, and Hoshikai's life is saved. However, Oborozuki did not intend to help them for free. Instead, he threatened Otsuki on the condition of ""being his woman for a week"", and Obiyue had no choice but to agree to him. But there were conditions for this help. That is, Otsuki will become Oborozuki's woman for a week. Otsuki agrees in order to get out of her predicament, and above all to help Hoshikai. After school, with Hoshikai in the hospital, Otsuki is called to meet with Oborozuki. She begs to release her from the agreement but discovers how eager he is to take over her body. (Source: AniDB)",[],Meijyou,['Hentai'],,
165,,異能のアイシス ESP & HIGH SCHOOL DETECTIVE,AICis the Supernatural,,,,['ONA'],15,Finished Airing,"Feb 13, 2021 to Jun 12, 2021",,,"None found,","None found,","None found,",Original,"['Mystery', 'Supernatural']",,,11 min. per ep.,PG-13 - Teens 13 or older,5.96,#10125,#11665,"2,149",10,191,"The anime is set in the fictional Geso ward in Tokyo, a school city where an app called ""AICis"" is becoming popular. Those who get the app are given supernatural powers, which they use to pursue their own selfish desires, leading to many occurrences of violence and other incidents. The story focuses on a group of detectives who solve cases related to power wielders. (Source: ANN)",[],Inou no AICis: ESP & High School Detective,,['School'],
166,"Fox Spirit Matchmaker 11th Season, Little Foxspirit Matchmaker Season 11, Enmusubi no Youko-chan",狐妖小红娘 两生花,,,,,['ONA'],12,Finished Airing,"Mar 26, 2021 to Jun 4, 2021",,,"None found,","None found,","['Haoliners Animation League', 'Garden Culture']",['Manga'],"['Comedy', 'Drama', 'Romance', 'Supernatural']",,,18 min. per ep.,PG-13 - Teens 13 or older,6.67,#6113,#11780,"2,069",9,407,The eleventh season of Huyao Xiao Hongniang.,"['Prequel (ONA) Huyao Xiao Hongniang: Mu Tiancheng', 'Sequel (ONA) Huyao Xiao Hongniang: Wu Mu']",Huyao Xiao Hongniang: Liang Shenghua,,['Historical'],
167,"Zhen Dao Ge: Qian li bu Liu Xing, 枕刀歌: 千里不留行",枕刀歌,,,,,['ONA'],12,Finished Airing,"Feb 5, 2021 to Apr 16, 2021",,,['Infinity Animations'],"None found,","None found,",Original,"['Action', 'Adventure']",,,17 min. per ep.,PG-13 - Teens 13 or older,6.77,#5481,#12223,"1,792",9,400,"Zhen Dao Ge tells a revenge story about the homeless young man He Fangzhi, whose family was betrayed by his own people while they were migrating, and was brutally murdered. The male protagonist, He Fangzhi, pretended to be dead and escaped a scene. After the massacre, He practiced an extraordinary martial arts in Shuzhong and determined to avenge his family. With a fan and a place name that showed the clues of the enemy, He embarked on the road of revenge. (Source: XRENDER)","['Sequel (ONA) Zhen Dao Ge: Chenshi Hang', '']",Zhen Dao Ge,,['Martial Arts'],
168,,爱在西元前 第二季,Immemorial Love For You 2nd Season,,,,['ONA'],16,Finished Airing,"Feb 14, 2021 to May 9, 2021",,,"None found,","None found,",['Taikong Works'],Music,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",,,14 min. per ep.,PG-13 - Teens 13 or older,6.55,#6782,#12379,"1,701",37,161,Second season of Ai Zai Xiyuan Qian.,"['Prequel (ONA) Ai Zai Xiyuan Qian', '']",Ai Zai Xiyuan Qian 2nd Season,,,
169,Mr. Osomatsu White Day Shorts,チョコ松さん～ホワイトデー編～,,,,,['ONA'],3,Finished Airing,"Mar 13, 2021 to Mar 15, 2021",,,"None found,","None found,",['Pierrot'],Other,,,,4 min. per ep.,PG-13 - Teens 13 or older,6.03,#9752,#12457,"1,669",9,230,Original specials aired exclusively on pay-per-view dTV channel.,"[""Prequel (ONA) Chocomatsu-san: Valentine's Day-hen"", '']",Chocomatsu-san: White Day-hen,['Comedy'],['Parody'],
170,Mr. Osomatsu Valentine's Day Shorts,チョコ松さん～バレンタインデー編～,,,,,['ONA'],3,Finished Airing,"Feb 13, 2021 to Feb 15, 2021",,,"None found,","None found,",['Pierrot'],Other,,,,4 min. per ep.,PG-13 - Teens 13 or older,5.96,#10108,#12483,"1,652",4,338,Original specials aired exclusively on pay-per-view dTV channel.,"['Sequel (ONA) Chocomatsu-san: White Day-hen', '']",Chocomatsu-san: Valentine's Day-hen,['Comedy'],['Parody'],
171,,『RabbiTube』クリエイターにチャレンジ！,,,,,['ONA'],16,Finished Airing,"Jan 24, 2020 to Dec 5, 2021",,,['Bandai Namco Online'],"None found,",['DandeLion Animation Studio'],Game,,,,9 min. per ep.,G - All Ages,7.14,#3708,#12588,"1,593",10,507,Short videos are released each month on YouTube to celebrate the character's birthdays.,[],RabbiTube: Creator ni Challenge!,['Comedy'],['Idols (Male)'],
172,The Legendary Monster Emperor,万界奇缘,Incomparable Demon King,,,,['ONA'],40,Finished Airing,"Feb 17, 2021 to Apr 16, 2021",,,['iQIYI'],"None found,",['Ruo Hong Culture'],Novel,,,,7 min. per ep.,PG-13 - Teens 13 or older,6.61,#6444,#12618,"1,577",6,503,"Lin Feng was an orphan outside Liuxian City. There's a forest of crying ghosts in Wu Village. According to legend, there was a ghost and a forbidden place in W Village. One day Lin Feng accidentally broke in and found an ice coffin in the cave, which contained a beautiful woman. Lin Feng accidentally opened the ice chest to wake Ying Taiyue. After Ying Taiyue awoke, she accidentally discovered that Lin Feng could actually deposit the Sacred Goods of the Hongmeng Demon Race which caused Lin Feng to swallow the Hongmeng Demon Type, and then leave. From then on, Lin Feng's body began to change. Hongmeng's demons sprout on Lin Feng's body and cultivate cute spiritual shoots. Strange things also happen in Wu Village. Lin Feng who has great power will do something in the face of that strangeness. What kind of decision will Lin Feng make?",[],Wan Jie Qi Yuan,['Fantasy'],['Martial Arts'],
173,,2.43ミニアニメ inside story,,,,,['ONA'],10,Finished Airing,"Jan 9, 2021 to Mar 13, 2021",,,"None found,","None found,","None found,",Novel,,,,1 min. per ep.,PG-13 - Teens 13 or older,5.22,#12858,#12630,"1,573",2,369,"Mini anime where Kuroba introduces Monshiro Town to Haijima, who has returned to Fukui for the first time in a while, released on the official Twitter.",[],2.43 Mini Anime: Inside Story,['Comedy'],,
174,,唯我独神,I Am The only God,,,,['ONA'],50,Finished Airing,"Feb 4, 2021 to Jul 19, 2021",,,['Tencent Penguin Pictures'],"None found,",['Ruo Hong Culture'],Novel,"['Action', 'Fantasy']",,,9 min. per ep.,PG-13 - Teens 13 or older,6.14,#9150,#12679,"1,548",5,382,"Ning Chen, a Haoyue guard of the empire's first princess, has never been able to develop his cultivation skills until he awakens a special ability that allows him to devour metals. This greatly increases his cultivation speed to levels beyond those of regular cultivators, much to their disbelief. As a guard for the empire, he constantly removes usurpers from the imperial capital, quelling rebellions as they form. In order to maintain peace and support his princess, Ning Chen must find ways to further increase his cultivation levels to take down the enemies that stand in his way. [Written by MAL Rewrite]",[],Wei Wo Du Shen,,,
175,,2.43ミニアニメ 福井弁講座,,,,,['ONA'],8,Finished Airing,"Jan 7, 2021 to Feb 26, 2021",,,"None found,","None found,","None found,",Novel,,,,1 min. per ep.,PG-13 - Teens 13 or older,5.18,#12937,#12928,"1,436",5,354,"Mini anime about the Fukui dialect, released on the Official Twitter.",[],2.43 Mini Anime: Fukui-ben Kouza,['Comedy'],,
176,I Am A Great God 2nd Season,我是大神仙 第二季,Da Shen Xian 2nd Season,,,,['ONA'],16,Finished Airing,"Feb 25, 2021 to Jun 10, 2021",,,['Tencent Animation & Comics'],"None found,",['CG Year'],['Web manga'],"['Action', 'Fantasy']",,,20 min. per ep.,PG-13 - Teens 13 or older,6.98,#4458,#12956,"1,417",4,566,Second season of Wo Shi Da Shen Shan.,"['Prequel (ONA) Wo Shi Da Shenxian', 'Sequel (ONA) Wo Shi Da Shenxian 3rd Season']",Wo Shi Da Shenxian 2nd Season,,['Martial Arts'],
177,,With All Our Hearts,,,,,['ONA'],1,Finished Airing,"Jan 6, 2021",,,"None found,","None found,","None found,",Original,,,,4 min.,G - All Ages,6.60,#6508,#12951,"1,421",3,594,"Kanazawa College of Art is scheduled to move to a new campus in 2023. In December 2020, the short animation ""With All Our Hearts"" was completed with the aim of publicizing the new campus. This work was created by Hiromasa Yonebayashi, an animation director who studied at the College and also a visiting professor, collaborating with 20 students. It is an original story directed by Yonebayashi based on the images and ideas that the students had in mind. (Source: Official website)",[],With All Our Hearts,['Fantasy'],['Visual Arts'],
178,,雨宮さん,,,,,['ONA'],3,Finished Airing,"Mar 9, 2021 to Aug 27, 2021",,,"None found,","None found,","None found,",Other,,,,1 min. per ep.,G - All Ages,6.43,#7543,#12980,"1,411",1,488,New anime shorts posted on Keiichi Arawi's YouTube channel about the titular Amemiya-san.,"['Adaptation (Manga) Amemiya-san', '']",Amemiya-san,['Comedy'],,
179,,ましろのおと ミニ,,,,,['ONA'],33,Finished Airing,"Jan 15, 2021 to Jun 21, 2021",,,['IMAGICA Lab.'],"None found,",['AQUA ARIS'],['Manga'],,,,1 min. per ep.,PG-13 - Teens 13 or older,5.70,#11387,#13096,"1,364",1,267,Mini Mashiro no Oto anime released on the official Twitter account.,[],Mashiro no Oto Mini,['Slice of Life'],,
180,Lord of the Universe 3rd Season,万界神主 第三季,,,,,['ONA'],208,Finished Airing,"Mar 17, 2021 to Mar 4, 2023",,,"['Tencent Penguin Pictures', 'Liu Cong Animation']","None found,",['Ruo Hong Culture'],['Web manga'],"['Adventure', 'Fantasy']",,,9 min. per ep.,PG-13 - Teens 13 or older,6.72,#5811,#13315,"1,285",9,343,Third season of Wan Jie Shen Zhu.,"['Prequel (ONA) Wan Jie Shen Zhu 2nd Season', '']",Wan Jie Shen Zhu 3rd Season,,,
181,,イド：インディード,,,,,['ONA'],12,Finished Airing,"Jan 8, 2021 to Mar 26, 2021",,,"None found,","None found,",['NAZ'],Original,,,,2 min. per ep.,PG-13 - Teens 13 or older,5.50,#12121,#13272,"1,305",0,296,"It is a comedic spin-off of Id:Invaded, depicting ""chibi"" style versions of characters in a series of fourth-wall breaking skits. (Source: Id:Invaded Wiki)",[],Id:Indeed,['Comedy'],,
182,,流星幻剑,Meteor Magic Sword,,,,['ONA'],60,Finished Airing,"Jan 28, 2021 to Aug 12, 2021",,,['Tencent Penguin Pictures'],"None found,",['Suoyi Technology'],Novel,"['Action', 'Fantasy']",,,12 min. per ep.,PG-13 - Teens 13 or older,5.82,#10838,#13366,"1,267",10,208,"Twenty years after the war between immortals and demons, the Three Realms have reached a state of delicate balance. It was at this time that the young man Ye Bugui, who was carrying an important secret, broke free from the protection of the Sword Spirit Island and appeared in front of everyone. His appearance broke the balance and the conspiracy that had lain dormant since the end of the war resurfaced. While trying to protect the world, Ye Bugui is aware of his own destiny. His life journey is full of dangers, with people joining and leaving him along the way. The meaning behind his name, ""Bu Gui"" - ""no return"", may just be his fate. (Source: Anilist)",[],Liu Xing Huan Jian,,,
183,,魁拔之殊途,,,,,['ONA'],7,Finished Airing,"Jan 17, 2021 to Feb 21, 2021",,,['Tencent Penguin Pictures'],"None found,",['Vasoon Animation'],Novel,"['Adventure', 'Fantasy']",,,22 min. per ep.,None,6.22,#8710,#13474,"1,232",18,175,"The story takes place in Lingshan, where a group of ""hopeless"" people are gathered on the earth. Most of them are poor, vicious, or extremely evil, abandoned by the society in Lingshan. This is where the fourth generation of Kuiba Mi Lin was born. The Heavens struggled to find Kuiba to no avail. In order to eliminate Kuiba, the Heavens determined to blast Lingshan into the ground. Mi Lin rose from the predicament, and his spirit gradually awakened souls with flesh and blood in Lingshan. Mi Lin led the Lingshan Army to sweep across the world, against the Heavens, and became the overlord of the world. (Source: Tencent, translated)",[],Kuiba Zhi Shu Tu,,,
184,,年賀状２０２１（無限正月）,,,,,['ONA'],1,Finished Airing,"Jan 2, 2021",,,"None found,","None found,","None found,",Original,,,,2 min.,G - All Ages,5.51,#12093,#13494,"1,228",1,510,A short animation by Arawi Keiichi to celebrate the New Year.,[],Nengajou 2021: Mugen Shougatsu,['Slice of Life'],['Music'],
