,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Synonyms,Theme,Demographics
69,ポケットモンスター サン＆ムーン,Pokémon the Series: Sun & Moon,Pokémon Die TV-Serie: Sonne und Mond Staffel 20,Pokémon Serie: Sol y Luna Temporada 20,Pokémon La Serie: Soleil et Lune Saison 20,['TV'],146,Finished Airing,"Nov 17, 2016 to Nov 3, 2019",['Fall 2016'],Sundays at 18:00 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions']",['The Pokemon Company International'],['OLM'],Game,,"['School', 'Strategy Game']",['Kids'],24 min. per ep.,PG - Children,6.95,#4611,#1922,"122,068",595,65600,"After his mother wins a free trip to the islands, Pokémon trainer Satoshi and his partner Pikachu head for Melemele Island of the beautiful Alola region, which is filled with lots of new Pokémon and even variations of familiar faces. Eager to explore the island, Satoshi and Pikachu run wild with excitement, quickly losing their way while chasing after a Pokémon. The pair eventually stumbles upon the Pokémon School, an institution where students come to learn more about these fascinating creatures. At the school, when he and one of the students—the no-nonsense Kaki—have a run-in with the nefarious thugs of Team Skull, Satoshi discovers the overwhelming might of the Z-Moves, powerful attacks originating from the Alola region that require the trainer and Pokémon to be in sync. Later that night, he and Pikachu have an encounter with the guardian deity Pokémon of Melemele Island, the mysterious Kapu Kokeko. The Pokémon of legend bestows upon them a Z-Ring, a necessary tool in using the Z-Moves. Dazzled by their earlier battle and now in possession of a Z-Ring, Satoshi and Pikachu decide to stay behind in the Alola Region to learn and master the strength of these powerful new attacks. Enrolling in the Pokémon School, Satoshi is joined by classmates such as Lillie, who loves Pokémon but cannot bring herself to touch them, Kaki, and many others. Between attending classes, fending off the pesky Team Rocket—who themselves have arrived in Alola to pave the way for their organization's future plans—and taking on the Island Challenge that is necessary to master the Z-Moves, Satoshi and Pikachu are in for an exciting new adventure. [Written by MAL Rewrite]","['Prequel (TV) Pokemon XY&Z', 'Sequel (TV) Pokemon (2019)']",Pokemon Sun & Moon,"['Action', 'Fantasy']","Pocket Monsters Sun & Moon, Pokémon Sun & Moon",,
70,ダイヤのA[エース] actII,Ace of Diamond Act II,Ace Of Diamond: Act II,Ace of the Diamond Act II,Ace of Diamond Act II,['TV'],52,Finished Airing,"Apr 2, 2019 to Mar 31, 2020",['Spring 2019'],Tuesdays at 17:55 (JST),"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production']","None found,",['Madhouse'],['Manga'],['Sports'],"['School', 'Team Sports']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.27,#314,#2294,"95,213","1,039",47864,"The hallowed ground of Koshien Stadium is the ""field of dreams,"" where the ambitions of high school baseball players come true. After emerging victorious in the autumn tournament last year, Seidou High School baseball's team has finally earned the right to compete there for the first time in seven years. Beyond the spring tournament looms the battle to decide who is the best team in the nation — the Summer Koshien. With the third-year players due to retire after the summer tournament, the team has to integrate the experience of the seniors and the potential of the newcomers to overcome familiar and new opponents alike and win the coveted national title. Meanwhile, pitcher Eijun Sawamura is as determined as ever to earn jersey No. 1 and seize the position of ""ace"" from his persistent rival, Satoru Furuya. As the team prepares for their greatest challenge yet, Sawamura and Furuya carry on their struggle to lead their team to glory and become the star of the game: the true ""Ace of the Diamond."" [Written by MAL Rewrite]","['Prequel (TV) Diamond no Ace: Second Season', 'Sequel (TV) Diamond no Ace: Act II (Zoku-hen)', 'Adaptation (Manga) Diamond no Ace Act II', '']",Diamond no Ace: Act II,,Daiya no Ace: Act II,,
71,クレヨンしんちゃん,Shin Chan,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],,,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2400,"88,013","1,330",42170,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,"['Comedy', 'Ecchi']",,['School'],
72,ゲゲゲの鬼太郎 (2018),GeGeGe no Kitaro,GeGeGe no Kitaro,GeGeGe no Kitaro (2018),GeGeGe no Kitaro,['TV'],97,Finished Airing,"Apr 1, 2018 to Mar 29, 2020",['Spring 2018'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']","None found,",['Toei Animation'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.22,#3259,#3192,"53,594",158,12187,"Nearly twenty years into the 21st century, people have forgotten the existence of youkai. When a number of unexplainable phenomena plague adults of the human world with confusion and chaos, thirteen-year-old Mana writes a letter to the Youkai Post in search of answers, only to be greeted by Gegege no Kitarou... (Source: Crunchyroll)","['Adaptation (Manga) GeGeGe no Kitarou', '']",Gegege no Kitarou (2018),"['Comedy', 'Horror', 'Supernatural']",Spooky Kitaro,['Mythology'],
73,あんさんぶるスターズ！,,,,,['TV'],24,Finished Airing,"Jul 7, 2019 to Dec 22, 2019",['Summer 2019'],Sundays at 22:30 (JST),"['Frontier Works', 'Movic', 'Happy Elements', 'Bandai Namco Arts']",['Funimation'],['David Production'],Game,,"['Idols (Male)', 'Music', 'School']",,23 min. per ep.,PG-13 - Teens 13 or older,6.94,#4650,#3301,"50,589",685,13643,"Yumenosaki Academy has been home to the best boy idols of different generations. Holding immense influence over the school, its student council maintains the status quo by enforcing old traditions with an iron fist. Transfer student Anzu winds up attending as the very first member in the production course, making her the sole female student in the entire school. There, she meets Subaru Akehoshi, Hokuto Hidaka, Mao Isara, and Makoto Yuuki—her classmates and members of the idol unit ""Trickstar."" The academy holds Dream Idol Festivals—stage battles that put its students' singing and dancing skills against each other, with the audience voting on the winner. Winning these ""DreFes"" guarantees the members of the idol unit various privileges and prestige. However, with the student council intervening and punishing everyone involved in an unsanctioned DreFes, the members of Trickstar find that they can no longer sit around and let it continue. Alongside Anzu as their producer, they plot to become the revolutionaries of the academy. [Written by MAL Rewrite]","['Sequel (Movie) Ensemble Stars!! Road to Show!!', 'Adaptation (Manga) Ensemble Stars!', 'Adaptation (Light Novel) Ensemble Stars!', 'Adaptation (Manga) Ensemble Stars!: Ready for Star']",Ensemble Stars!,,Enstars,,
74,ドラえもん (2005),,,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],,,,25 min.,PG - Children,7.72,#1247,#4999,"21,403",239,9584,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),"['Comedy', 'Sci-Fi']",,['Anthropomorphic'],"['Kids', 'Shounen']"
75,ぐでたま,The Lazy Egg,,,,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,,,['Kids'],1 min. per ep.,G - All Ages,6.62,#6398,#5996,"13,397",60,2721,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,"['Comedy', 'Gourmet']",,,
76,スター☆トゥインクルプリキュア,Star☆Twinkle Pretty Cure,,,,['TV'],49,Finished Airing,"Feb 3, 2019 to Jan 26, 2020",['Winter 2019'],Sundays at 08:30 (JST),"['TV Asahi', 'Echoes']","None found,",['Toei Animation'],Original,['Action'],,,24 min. per ep.,G - All Ages,7.54,#1807,#6010,"13,333",209,4695,"Hikaru Hoshina is an energetic middle school student with a love for space and the occult. As she draws constellations in her notebook, a small and fluffy creature suddenly appears from it! The creature, which she names Fuwa, turns out to be an alien with the ability to create warp holes. When Fuwa's companions, the aliens Lala Hagoromo and Prunce, arrive on Earth, they declare that they are searching for the Precure, legendary warriors who will save the universe. But an organization known as the Notraiders soon follows and attacks, intending to capture Fuwa and its power. Overcome by a desire to protect Fuwa, Hikaru finds herself transforming into ""Cure Star,"" one of the Precure that Lala and the others have been searching for! It is now up to Hikaru and the rest to fend off the Notraiders' onslaught, discover the rest of the Precure, and find the Star Color Pens, artifacts that will awaken the 12 Star Princess who keep the universe in balance. [Written by MAL Rewrite]","['Adaptation (Manga) Star☆Twinkle Precure', '']",Star☆Twinkle Precure,,,['Mahou Shoujo'],
77,ベイブレードバーストGT (ガチ),Beyblade Burst Rise,Beyblade Burst Rise,Beyblade Burst Rise,Beyblade Burst Rise,['TV'],52,Finished Airing,"Apr 5, 2019 to Mar 27, 2020",['Spring 2019'],Fridays at 16:00 (JST),"['TV Tokyo', 'd-rights', 'ADK Emotions']",['ADK Emotions NY Inc.'],['OLM'],['Manga'],,,['Kids'],14 min. per ep.,PG - Children,6.26,#8500,#6309,"11,720",55,6022,"Legendary Blader Valt Aoi has been training the next generation of elite Bladers at Spain’s BC Sol. One day, rookie Blader Koryu Drum witnesses Valt unleashing his newly evolved Gachi Bey, Slash Valkyrie. To Drum's surprise, Valkyrie radiates a golden light as it rockets around the stadium. Inspired by the limitless possibilities of this “Gold Turbo” state, Drum seeks to achieve the same bond with his Bey, Dragon. Here begins the story of Dante and Dragon’s rise to the peak of the Blading world. (Source: USA Beyblade Burst Website)","['Prequel (TV) Beyblade Burst Chouzetsu', 'Sequel (ONA) Beyblade Burst Sparking']",Beyblade Burst Gachi,"['Action', 'Adventure', 'Sci-Fi']",Beyblade Burst GT,,
78,サザエさん,Mrs. Sazae,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],,,,24 min.,G - All Ages,6.14,#9131,#7128,"8,793",39,1934,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,"['Comedy', 'Slice of Life']",,,
79,爆丸バトルプラネット,Bakugan: Battle Planet,,,,['TV'],50,Finished Airing,"Apr 1, 2019 to Jan 19, 2020",['Spring 2019'],Mondays at 17:55 (JST),"['TV Tokyo', 'Nelvana']","None found,",['TMS Entertainment'],Original,,,,24 min. per ep.,PG - Children,5.52,#12038,#7314,"8,244",21,3687,"The series follows pre-teens Dan Kouzo, Shun Kazami, Wynton Styles, Lia Venegas, and their dog Lightning. They are known as the ""Awesome Ones"" and make videos on the website ViewTube. Eventually, they stumble across a race of battling biomechanical creatures called Bakugan. They soon befriend the Bakugan and begin to battle each other with them, all while defending their neighborhood from thugs who use the Bakugan for malicious purposes. (Source: Wikipedia)","['Sequel (TV) Bakugan: Armored Alliance', '']",Bakugan: Battle Planet,"['Action', 'Fantasy']",,['Strategy Game'],
80,忍たま乱太郎,,,El Ninja Boy Rantaró,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],['Comedy'],,['Kids'],10 min.,G - All Ages,7.08,#4017,#7386,"8,011",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",,
81,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],['Comedy'],,['Shoujo'],23 min.,G - All Ages,7.34,#2628,#7919,"6,760",62,2180,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,Maruko-chan,['School'],
