,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Demographics
112,,ぼのぼの,Bono Bono,Bono Bono,Bono Bono,Bono Bono,['TV'],Unknown,Currently Airing,"Apr 2, 2016 to ?",['Spring 2016'],Saturdays at 04:52 (JST),"['Fuji TV', 'Glovision']","None found,",['Eiken'],['4-koma manga'],,,,5 min.,G - All Ages,6.37,#7885,#10237,"3,281",19,759,"Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more. Enjoy the easygoing days and minor misadventures of Bonobono and his friends! (Source: Fuji Creative)","['Adaptation (Manga) Bonobono', 'Adaptation (Manga) Bono-chan']",Bonobono (TV 2016),"['Comedy', 'Slice of Life']",['Anthropomorphic'],
113,Young Ashibe: Go! Go! Goma-chan,少年アシベ GO！GO！ゴマちゃん,,Shonen Ashibe Go! Go! Goma-chan,Shonen Ashibe Go! Go! Goma-chan,Shônen Ashibe Go! Go! Goma-chan,['TV'],32,Finished Airing,"Apr 5, 2016 to Feb 21, 2017",['Spring 2016'],Tuesdays at 18:45 (JST),"None found,","None found,","['Bridge', 'Husio Studio']",['4-koma manga'],,,['Seinen'],9 min. per ep.,G - All Ages,6.14,#9130,#10490,"3,053",8,987,Shounen Ashibe follows the daily life of first-grader Ashibe Ashiya and his spotted seal pet Goma-chan. (Source: MAL News),"['Sequel (TV) Shounen Ashibe: Go! Go! Goma-chan 2', 'Adaptation (Manga) Shounen Ashibe', 'Adaptation (Manga) Shounen Ashibe: Go! Go! Goma-chan', '']",Shounen Ashibe: Go! Go! Goma-chan,"['Comedy', 'Slice of Life']",['Pets'],
114,,おじゃる丸,Prince Mackaroo,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,,,['Kids'],10 min.,G - All Ages,6.39,#7750,#11554,"2,224",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,
115,,신비아파트 : 고스트볼의 비밀,The Haunted House: The Secret of the Ghost Ball,,La Casa Embrujada: El Secreto de la Bola Fantasma,,['TV'],24,Finished Airing,"Jul 20, 2016 to Jan 18, 2017",['Summer 2016'],Unknown,['CJ ENM'],"None found,",['Studio BAZOOKA'],Original,,,['Kids'],24 min. per ep.,G - All Ages,6.82,#5230,#11911,"1,995",19,951,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries. (Source: Netflix)","['Prequel (TV Special) Sinbi Apartment 444ho', 'Sequel (TV) Sinbi Apartment: Ghost Ball X-ui Tansaeng']",Sinbi Apartment: Ghost Ball Bimil,"['Mystery', 'Supernatural']",,
116,,デュエル・マスターズVSRF,Duel Masters Versus Revolution Final,,,,['TV'],51,Finished Airing,"Apr 3, 2016 to Mar 26, 2017",['Spring 2016'],Sundays at 08:30 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Studio Hibari']","None found,",['Ascension'],Original,,,['Kids'],24 min. per ep.,PG-13 - Teens 13 or older,5.56,#11945,#12142,"1,861",5,430,"It is the sequel of Versus Revolution, continuing the chain of events after the battle between the Invaders and Revolutionary. It is also the last season and conclusion of the Versus saga in the anime The 'V' mark that was once on Katta Kirifuda's forehead hides a mysterious force. However, the power was sealed off. Even though the impact of removing the seal does not do much, but Hamukatsu starts to talk! Plus more hamsters that are like Hamukatsu starts to appear! They were then told about a secret organization, the ""Rare Killers"", with the members being transfer students of the school! What is the mystery of the hamsters like Hamukatsu and who exactly are the Rare Killers? The final battle is about to start! (Source: Duel Masters Wikia)","['Prequel (TV) Duel Masters VSR', 'Sequel (TV) Duel Masters (2017)']",Duel Masters VSRF,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,
117,Battle Spirits Season 9,バトルスピリッツ ダブルドライブ,,,,,['TV'],51,Finished Airing,"Apr 6, 2016 to Mar 29, 2017",['Spring 2016'],Wednesdays at 17:55 (JST),"None found,","None found,",['Bandai Namco Pictures'],Card game,['Fantasy'],,,24 min. per ep.,PG - Children,5.72,#11283,#12224,"1,801",3,395,"Shunta Mogami loves the Battle Spirits game. One day he is transported by a light from a Battle Spirits card to Spirits World, the origin of all Battle Spirits. He meets a girl named Eto, who claims to have summoned him to Spirits World in order to prevent its destruction at the hands of the revived Evil God-King, who once plotted the destruction of Spirits World before being defeated and sealed away. Together with the confident, green-deck-wielding Yoku Albatrosa, who also came from another world, Shunta sets out to find the twelve God-Kings whose power originally sealed the Evil God-King. (Source: ANN)",[],Battle Spirits: Double Drive,,['Strategy Game'],
118,Kamiusagi Rope 4,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,,,,['TV'],Unknown,Currently Airing,"Nov 16, 2012 to ?",['Fall 2012'],Not scheduled once per week,"None found,","None found,","None found,",Original,,,,2 min.,G - All Ages,[],#19286,#13297,"1,296",0,,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.","['Prequel (Movie) Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?', '']",Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,"['Comedy', 'Slice of Life']",,
119,Hana Kappa,はなかっぱ,,,,,['TV'],Unknown,Currently Airing,"Mar 29, 2010 to ?",['Spring 2010'],Not scheduled once per week,"['Group TAC', 'TOHO animation']","None found,","['Xebec', 'OLM']",Picture book,['Comedy'],,['Kids'],10 min.,PG - Children,6.00,#9916,#14255,"1,003",0,171,Story about Kappa with flowers on their heads.,[],Hanakappa,,,
120,,しあわせ配達おみくじタネコ,,,,,['TV'],Unknown,Currently Airing,"Mar 26, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Kachidoki Studio'],Original,['Comedy'],,,Unknown,None,[],#14196,#14341,980,4,,"The story centers around a cat who answers people's wishes and delivers happiness. (""Tane"" and ""neko"" are the Japanese words for ""seed"" and ""cat,"" respectively.) (Source: ANN)",[],Shiawase Haitatsu Taneko,,,
121,Ahare! Meisaku-kun,あはれ! 名作くん,Aware! Meisaku-kun,,,,['TV'],230,Finished Airing,"Apr 8, 2016 to Mar 4, 2022",['Spring 2016'],Fridays at 18:20 (JST),"None found,","None found,",['Pie in the sky'],Original,['Comedy'],"['Parody', 'School']",['Kids'],5 min. per ep.,G - All Ages,6.11,#9319,#14431,951,1,213,"A long, long time ago, there was a prestigious school called ""Ryuuguu Elementary School"" that produced many masterpiece characters. One day, an ordinary boy named Meisaku Matsuda enrolled at the school. Little did he know that the place for learning was filled with crazy characters like Sweets, the energetic idiot; Musubi, a rice ball who gets angry when called ""onigiri""; Nokio, a narcissistic self-proclaimed robot; and Bolt, who's clearly faster than a rabbit. Surrounded by such unique characters, will Meisaku be able to graduate as a splendid masterpiece character? (Source: Anime News Network)",[],Aware! Meisaku-kun,,,
122,Clamployee,朝だよ！貝社員,,,,,['TV'],744,Finished Airing,"Apr 4, 2016 to Mar 29, 2019",['Spring 2016'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,['Comedy'],,,44 sec. per ep.,G - All Ages,5.59,#11848,#14705,888,2,159,The series follows a variety of employed shellfish who exhibit selfish or odd personality traits. (Source: LiveChart),[],Asa da yo! Kaishain,,['Workplace'],
123,,CoCO & NiCO,,,,,['TV'],39,Finished Airing,"Apr 8, 2016 to Feb 3, 2017",['Spring 2016'],Fridays at Unknown,"['Sony Music Entertainment', 'MMDGP', 'Tokyo MX']","None found,",['Kachidoki Studio'],Original,['Comedy'],,['Kids'],1 min. per ep.,G - All Ages,[],#17392,#14939,826,2,,"CoCO and her sister NiCO are under training to become graceful and elegant cat princesses. They are watched over and trained by the strict but caring Lady Oppenheimer. CoCO and NiCO keeps Lady Oppenheimer quite busy as they try their best to learn the ways of a princess, and have fun with a little mischief along the way. (Source: Japan International Broadcasting)",[],CoCO & NiCO,,,
124,,カミワザ・ワンダ,,,,,['TV'],47,Finished Airing,"Apr 23, 2016 to Mar 25, 2017",['Spring 2016'],Saturdays at 07:00 (JST),['TBS'],"None found,",['TMS Entertainment'],Original,['Sci-Fi'],,['Kids'],24 min. per ep.,PG - Children,[],#19287,#15444,713,0,,"The story is set in a world where every event has been turned into programs, and mysterious monsters known as ""Promin"" maintain the world. However, many Promin who have turned into bugs known as ""Bugmin"" are responsible for many of the world's real-life bugs. Left alone, they may eventually turn into a big problem. The boy Yuuto encounters the space dog Wanda, and the pair use a camera-like device and key items to capture Bugmin. Promin themselves are able to do things like ""accelerate objects,"" ""spew fire,"" or ""create objects,"" through an ability known as ""Kamiwaza"" (miracle), and are able to fend off Bugmin with it. At first, the Bugmin only cause small, bothersome things, but it will soon elevate into a global scale threat. Can one boy and one dog save the world? (Source: ANN)",[],Kamiwaza Wanda,,,
125,,しまじろうのわお!,,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,,,['Kids'],8 min.,G - All Ages,[],#14228,#15589,688,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,"['Adventure', 'Comedy', 'Fantasy']",,
126,"Turning Mecard Wing, 터닝메카드 Wing",터닝메카드 W,Turning Mecard W,,,,['TV'],26,Finished Airing,"May 19, 2016 to Nov 17, 2016",['Spring 2016'],Thursdays at 17:30 (JST),"None found,","None found,","None found,",Unknown,['Adventure'],"['Mecha', 'Racing', 'Strategy Game']",['Kids'],28 min. per ep.,PG - Children,6.14,#9135,#15809,653,2,199,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Turning Mecard', 'Sequel (TV) Turning Mecard W Season 2']",Turning Mecard W,,,
127,,なめこ～せかいのともだち～,,,,,['TV'],26,Finished Airing,"Apr 10, 2016 to Feb 12, 2017",['Spring 2016'],Sundays at 17:00 (JST),"['Zexcs', 'BeeWorks']","None found,",['Studio Deen'],Game,['Comedy'],,['Kids'],3 min. per ep.,G - All Ages,[],#20544,#15929,635,1,,Nameko Forest gathers nameko from all over the world. They form the Nameko Universal Ranger (NUR) to convey the charm of the forest. It's an everyday life of inviting new nameko with unique personalities to the forests. What incident will happen today?,[],Nameko: Sekai no Tomodachi,,,
128,,ふりぃきぃ～はいすく～る,Freaky Highschool,,,,['TV'],69,Finished Airing,"Jun 10, 2016 to Sep 29, 2017",['Summer 2016'],Fridays at 02:05 (JST),"None found,","None found,","None found,",Original,['Horror'],,,Unknown,PG - Children,[],#18006,#16421,569,0,,A cutesy horror anime. Everyone in town is monster but they're living their lives like normal while attending high school.,[],Freaky Highschool,,['School'],
129,Rice Monster Pap,ごはんかいじゅうパップ,,,,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,,,['Kids'],30 sec.,G - All Ages,[],#18205,#16436,567,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,"['Action', 'Comedy']",,
130,PJ Berry no Mogu Mogu Munya Munya,PJベリーのもぐもぐむにゃむにゃ,,,,,['TV'],20,Finished Airing,"Aug 19, 2016 to Mar 9, 2017",['Summer 2016'],Unknown,['Fuji TV'],"None found,",['Doga Kobo'],Game,['Comedy'],,,1 min. per ep.,G - All Ages,[],#21061,#16552,553,0,,"Fuji TV announced that it will air a new series of anime shorts based on the Parappa the Rapper video game franchise. The new anime will center on the P.J. Berri character. Each episode is about 96 seconds long. The anime celebrates both the 20th anniversary of the game and the 15th anniversary of the anime series. (Source: US Anime Direct, edited)","['Sequel (TV) PJ Berri no Mogumogu Munyamunya Season 2', '']",PJ Berri no Mogumogu Munyamunya,,,
131,Yowamon,よわむしモンスターズ,,,,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#16128,#16778,527,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,,,
132,,텔레몬스터,Telemonster,,,,['TV'],52,Finished Airing,"Feb 28, 2016 to Jul 9, 2017",['Winter 2016'],Unknown,"None found,","None found,",['Studio Gale'],Original,['Adventure'],,,2 min. per ep.,PG - Children,[],#14791,#17022,504,0,,"Korean Animation about the monsters Eerie, Rock-G, Popo, and Yossi and the adventures they go on each day!",[],Telemonster,,,
133,,えほん寄席,,,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,['Horror'],"['Historical', 'Performing Arts']",['Kids'],5 min. per ep.,PG - Children,[],#17863,#17183,487,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,,
134,"GuraP & Rodeo 2nd Season, GraP & RodeO 2nd Season",ぐらP&ろで夫II,,,,,['TV'],27,Finished Airing,"Jul 1, 2016 to Dec 30, 2016",['Summer 2016'],Fridays at 21:55 (JST),['Lantis'],"None found,",['Pie in the sky'],Original,['Comedy'],,,2 min. per ep.,PG-13 - Teens 13 or older,[],#18242,#17385,467,2,,2nd Season of Gra-P & Rodeo.,"['Prequel (TV) Gra-P & Rodeo', '']",Gra-P & Rodeo II,,['Music'],
135,,ミカンせいじん現わる,,,,,['TV'],58,Finished Airing,"Aug 26, 2016 to Sep 29, 2017",['Summer 2016'],Fridays at 01:25 (JST),"None found,","None found,","None found,",Other,['Comedy'],,,20 sec. per ep.,G - All Ages,[],#20239,#17428,464,2,,"The story centers on the titular Mikan Seijin (Orange Alien), who appears from Local 3 (an orange planet in a higher dimension) with plans of invading the Earth. (Source: ANN)",[],Mikan Seijin Arawaru,,,
136,,オトナの一休さん,,,,,['TV'],13,Finished Airing,"Jun 6, 2016 to Dec 28, 2016",['Summer 2016'],Wednesdays at 20:45 (JST),['NHK'],"None found,","None found,",Unknown,['Comedy'],,,5 min. per ep.,PG-13 - Teens 13 or older,[],#20906,#17684,444,2,,"An adult comedy series following the life of Ikkyuu, a monk.","['Sequel (TV) Otona no Ikkyuu-san 2nd Season', '']",Otona no Ikkyuu-san,,['Historical'],
137,,ともだち8にん,,,,,['TV'],398,Finished Airing,"Mar 28, 2011 to Jan 5, 2019",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Egg'],Original,['Comedy'],,['Kids'],1 min. per ep.,G - All Ages,[],#14949,#17784,436,0,,"A series oriented to three-year-old children, showing the everydays of 9 characters, each of them having a distinct feature. Children will recognize characters and situations from their own life. Sometimes through conflicts, sometimes through encouragement, they will find everyone's place in the world. The story conveys messages such as ""Nobody's alone"", ""It's good to be different"" and the importance of being connected with others, in a fun way. (Source: Official site)",[],Tomodachi 8-nin,,,
138,"Kobito Zukan, Chobitto Dukan",ちょびっとづかん,,,,,['TV'],52,Finished Airing,"Jul 7, 2016 to Jun 29, 2017",['Summer 2016'],Sundays at 20:55 (JST),"None found,","None found,",['Kachidoki Studio'],Picture book,['Fantasy'],,['Kids'],4 min. per ep.,PG - Children,[],#17310,#18039,417,0,,Based on a picture book series launched in 2006 about creatures that are neither insects nor plants. (Source: ANN),[],Chobitto Zukan,,,
139,,パッコロリン,Pakkororin,,,,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#20936,#18315,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,
140,,꼬마버스 타요 4,Tayo the Little Bus Season 4,Tayo Der Kleine Bus Staffel 4,Tayo El Pequeño Autobús 4,,['TV'],26,Finished Airing,"Aug 31, 2016 to Nov 24, 2016",['Summer 2016'],Not scheduled once per week,"None found,","None found,","['Iconix Entertainment', 'Studio Gale']",Original,,,['Kids'],11 min. per ep.,PG - Children,5.61,#11751,#18685,366,0,138,The fourth season of Kkoma Bus Tayo.,"['Prequel (TV) Kkoma Bus Tayo 3', 'Sequel (TV) Kkoma Bus Tayo 5']",Kkoma Bus Tayo 4,,['Racing'],
141,,파워배틀 와치카 시즌 2,Power Battle Watch Car,,Watchcar Temporada 2,,['TV'],13,Finished Airing,"Aug 23, 2016 to Nov 15, 2016",['Summer 2016'],Unknown,"None found,","None found,",['SAMG Entertainment'],Original,,,['Kids'],26 min. per ep.,G - All Ages,5.91,#10404,#19005,344,0,122,The second season of Power Battle Watch Car.,"['Prequel (TV) Power Battle Watch Car', 'Sequel (Movie) Power Battle Watch Car: Watch Gamyeon-ui Yeogseub']",Power Battle Watch Car Season 2,,['Racing'],
142,Mzmz18,ムズムズエイティーン,,,,,['TV'],20,Finished Airing,"May 3, 2016 to Jan 14, 2017",['Spring 2016'],Unknown,"None found,","None found,","None found,",Original,['Slice of Life'],,,2 min. per ep.,G - All Ages,[],#20497,#19188,333,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Muzumuzu Eighteen,,,
143,Dan Dan Xiaozi,캡슐보이,Capsule Hero,,,,['TV'],26,Finished Airing,"May 15, 2016 to Dec 2, 2016",['Spring 2016'],Fridays at 14:30 (JST),"None found,","None found,","None found,",Original,['Sci-Fi'],,['Kids'],24 min. per ep.,G - All Ages,[],#17139,#19777,295,0,,6.5-centimeter tall Degirdians fall to Earth in their spacecraft while chasing fugitives. Their spaceship transforms into a capsule toy stand near a toy store and a human boy accidentally takes home one of the aliens thinking it's a capsule toy. They befriend a human boy and try to figure out a way to get home all while fighting off the evil alien.,"['Sequel (TV) Capsule Boy 2: Ujuleul Jikyeola', '']",Capsule Boy,,,
144,The Sound of Heart: Season 1,마음의 소리 시즌 1,The Sound of Your Heart,,,,['TV'],26,Finished Airing,"Jul 19, 2016 to Dec 27, 2016",['Summer 2016'],Sundays at Unknown,"None found,","None found,","None found,",['Web manga'],,,,Unknown,PG-13 - Teens 13 or older,[],#19912,#20462,260,1,,"While it may seem like a mere depiction of everyday life, The Sound of Your Heart is a comedy filled to the brim with wit, sarcasm, and parody. It gives no regard for the probable or realistic- it is a series of absurd situations that is sure to get a laugh out of every reader willing to suspend their sense of reality. (Source: LINE Webtoon)","['Sequel (TV) Ma-eum-uisoli Season 2', 'Adaptation (Manhwa) The Sound of Your Heart']",Ma-eum-uisoli,"['Comedy', 'Slice of Life']",,
145,,깨미탐험대,Kemy Expedition,,,,['TV'],26,Finished Airing,"Jun 13, 2016 to Dec 12, 2016",['Summer 2016'],Unknown,"None found,","None found,","None found,",Original,['Adventure'],,['Kids'],23 min. per ep.,G - All Ages,[],#19369,#20770,242,0,,"A season of Kemy, where the gang goes on expeditions to explore nature. This season is similar to the original Kemy Lang Buka Chaka where some of the footage is live action nature. Still, Buka and Chaka do not reprise their roles in this season either.","['Prequel (TV) Kemy', '']",Kemy Tamheomdae,,,
146,"Sophie Ruby, Sopilubi",소피루비,,,,,['TV'],52,Finished Airing,"Aug 30, 2016 to Aug 20, 2017",['Summer 2016'],Unknown,"None found,","None found,","None found,",Unknown,['Comedy'],,['Kids'],12 min. per ep.,G - All Ages,[],#14453,#21443,206,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Kkum-ui Wang-gug SofyRuby', '']",SofyRuby,,,
147,,新葫蘆兄弟,Calabash Brothers Ⅱ,,,,['TV'],52,Finished Airing,"Jul 6, 2016 to Jul 11, 2017",['Summer 2016'],Unknown,"None found,","None found,",['Shanghai Animation Film Studio'],Original,,,['Kids'],11 min. per ep.,PG - Children,[],#15748,#22176,168,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hulu Xiongdi', '']",Xin Hulu Xiongdi,,,
148,"Huoxian Zhan Jing, 火线战警",강철소방대 파이어로보,Steel Fire Brigade Fire Robo,,,,['TV'],26,Finished Airing,"Aug 29, 2016 to Feb 20, 2017",['Summer 2016'],Unknown,"None found,","None found,",['Studio Button'],Original,,,['Kids'],24 min. per ep.,PG - Children,[],#14591,#22131,170,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Steel Fire Brigade Fire Robo,"['Action', 'Sci-Fi']",['Mecha'],
149,,翻开这一页,Story in the Book,,,,['TV'],49,Finished Airing,"Oct 3, 2014 to Sep 13, 2017",['Fall 2014'],Unknown,"None found,","None found,","None found,",Original,,"['Historical', 'School']",['Kids'],13 min. per ep.,G - All Ages,[],#17911,#22260,165,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fan Kai Zhe Yi Ye,,,
150,,다이노코어,DinoCore,,,,['TV'],13,Finished Airing,"Aug 26, 2016 to Nov 18, 2016",['Summer 2016'],Unknown,"None found,","None found,","None found,",Unknown,['Action'],,['Kids'],11 min. per ep.,PG - Children,[],#17643,#22494,152,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) DinoCore Season 2', '']",DinoCore,,['Mecha'],
151,,헬로 카봇 시즌4,,,,,['TV'],26,Finished Airing,"Jul 16, 2016 to Feb 11, 2017",['Summer 2016'],Unknown,"None found,","None found,","None found,",Original,['Action'],"['Mecha', 'Racing']",['Kids'],12 min. per ep.,PG - Children,[],#18505,#23501,123,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 3', 'Sequel (TV) Hello Carbot Season 5']",Hello Carbot Season 4,,,
152,Tawawa on Monday,月曜日のたわわ,Tawawa on Monday,,,,['ONA'],12,Finished Airing,"Oct 10, 2016 to Dec 26, 2016",,,"['NBCUniversal Entertainment Japan', 'i0+']","None found,",['PINE JAM'],['Web manga'],,,,4 min. per ep.,PG-13 - Teens 13 or older,6.40,#7715,#1545,"162,963",348,59758,"Oniisan, a typical salaryman, has the weekly duty of protecting high school student Ai-chan from gropers by escorting her during their Monday morning train commutes. Despite the short time Oniisan and Ai-chan spend together, they manage to bond and learn more about each other's lives. To help Oniisan get through his Monday blues, Ai-chan gives him small presents as motivation. Ai-chan and many other girls—who all share a certain attractive trait—lighten up the Mondays of their male friends and colleagues for the long week ahead. [Written by MAL Rewrite]","['Sequel (ONA) Getsuyoubi no Tawawa 2', 'Adaptation (Manga) Getsuyoubi no Tawawa']",Getsuyoubi no Tawawa,"['Slice of Life', 'Ecchi']",,
153,Pocket Monsters Generations,ポケモンジェネレーションズ,Pokémon Generations,,Pokémon Generaciones,,['ONA'],18,Finished Airing,"Dec 9, 2016 to Feb 2, 2017",,,"None found,",['The Pokemon Company International'],['OLM'],Game,,,['Kids'],4 min. per ep.,PG - Children,7.48,#2025,#2974,"61,684",91,36601,"Pokémon Generations revisits each generation of the Pokémon video game series to shed new light on some timeless moments. From the earliest days in the Kanto region to the splendor of the Kalos region, go behind the scenes and witness Pokémon history with new eyes! (Source: Official site)",[],Pokemon Generations,"['Action', 'Adventure', 'Fantasy']",['Strategy Game'],
154,Koro Teacher Quest 2016,殺せんせーQ[クエスト]!,Koro Sensei Quest!,Assassination Classroom: Koro Sensei Quest,Koro Sensei Quest!,Koro Sensei Quest!,['ONA'],12,Finished Airing,"Dec 23, 2016 to Mar 10, 2017",,,"None found,",['Funimation'],['Lerche'],['Manga'],['Comedy'],,['Shounen'],10 min. per ep.,PG-13 - Teens 13 or older,7.02,#4304,#3155,"54,718",51,26910,"One day, class 3-E of Kunugigaoka Magic School receives a special mission: to kill their homeroom teacher, the Demon King Koro-sensei. To increase their chances of succeeding, the class searches for the three most powerful warriors—Karma Akabane, Itona Horibe, and Ritsu—who later join their company. Even with their help, accomplishing the mission becomes an insurmountable task as they are not the only ones after the Demon King's life. Koro-sensei Quest! tells the comedic adventures of Nagisa Shiota and class 3-E as chibi magical students. Trained by none other than their very target, the students encounter challenging, yet hilarious situations all through the perilous mission of defeating the Demon King. [Written by MAL Rewrite]","['Adaptation (Manga) Koro-sensei Q!', '']",Koro-sensei Quest!,,,
155,,【神撃のバハムート GENESIS】 Short story,Rage of Bahamut: Genesis - Short Story,,,,['ONA'],2,Finished Airing,"Dec 28, 2016 to Feb 20, 2017",,,['Cygames'],"None found,",['MAPPA'],Game,,,,9 min. per ep.,PG-13 - Teens 13 or older,7.12,#3808,#4377,"29,037",12,11135,"The first short story focuses on Favaro and Kaiser between the events of the first and second series as they visit Favaro's home village. The second short story shows Kaiser as a knight commander sparring with Jeanne, and sharing the reasons they remained as Orleans Knights in the aftermath of the final battle against Bahamut.","['Prequel (TV) Shingeki no Bahamut: Genesis', 'Sequel (TV) Shingeki no Bahamut: Virgin Soul']",Shingeki no Bahamut: Genesis - Short Story,"['Action', 'Adventure', 'Fantasy']",,
156,Elsword: El Lady,엘소드 엘의 여인,,,,,['ONA'],12,Finished Airing,"Dec 10, 2016 to Jan 5, 2018",,,"None found,","None found,",['DR Movie'],Game,,,,13 min. per ep.,PG-13 - Teens 13 or older,5.93,#10284,#4785,"23,808",82,5694,Nexon recently announced an anime called Elsword: El Lady and will be done by DR Movie and written by NZ. Nothing else has been announced.,[],Elsword: El-ui Yeoin,"['Action', 'Fantasy']",,
157,"How to Steal 55 Kisses,  Bringing Back Home Mr. Perfect, Taking Everybody's Husband Home",国民老公带回家,,,,,['ONA'],12,Finished Airing,"Oct 3, 2016 to Dec 12, 2016",,,"['bilibili', 'Tencent Penguin Pictures', 'China Literature Limited']","None found,",['B.CMAY PICTURES'],Novel,,,,11 min. per ep.,PG-13 - Teens 13 or older,5.99,#9976,#4888,"22,496",78,5161,"Lu Jin Nian and Qiao An Hao are a newly married couple—unfortunately, neither of them are willing participants. Now husband and wife, Qiao An Hao establishes a few ground rules: no one can know that they are married, their cohabitation is top-secret information, and under no circumstances is Lu Jin Nian permitted to touch her. As a result, their marriage remains strictly superficial. Behind their broken union, however, there is a long and complicated history. A chance encounter while seeking shelter from the rain led to the lives of Lu Jin Nian and Qiao An Hao getting intertwined. But as fate would have it, the date also marked the moment Qiao An Hao's sister fell madly in love with the stoic and mysterious Lu Jin Nian. With emotional stakes flying high, the years leading up to this marriage have been long and complicated—but never boring. And even now, despite their long-standing friendship, the newlyweds are no closer to understanding each other. [Written by MAL Rewrite]","['Sequel (ONA) Guomin Laogong Dai Huijia 2nd season', 'Adaptation (Manhua) Guomin Laogong: Touwen 55-ci']",Guomin Laogong Dai Huijia,"['Drama', 'Romance']",['School'],
