,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genres,Theme,Demographics
10,3D彼女 リアルガール,Real Girl,,,,['TV'],12,Finished Airing,"Apr 4, 2018 to Jun 20, 2018",['Spring 2018'],Wednesdays at 01:59 (JST),"['VAP', 'Nippon Television Network', 'DeNA']",['Sentai Filmworks'],['Hoods Entertainment'],['Manga'],['Romance'],"['Otaku Culture', 'School']",['Shoujo'],22 min. per ep.,PG-13 - Teens 13 or older,6.86,#5025,#713,"357,479","1,644",176517,"For Hikari Tsutsui, life within the two-dimensional realm is much simpler. Socially inept and awkward, he immerses himself in video games and anime, only to be relentlessly ridiculed and ostracized by his classmates. Sharing his misery is Yuuto Itou, his only friend, who wears cat ears and is equally obsessed with the world of games. After being forced to clean the pool as punishment for arriving late, Tsutsui meets Iroha Igarashi, but he attempts to steer clear of her, as her notoriety precedes her. Brazenly blunt, loathed by female classmates, and infamous for messing around with boys, Tsutsui believes that getting involved with her would cause nothing but problems. 3D Kanojo: Real Girl is a story revolving around these two outcasts—a boy full of emotions he has never experienced before, struggling to lay them bare, and a girl who strives to break him out of his shell. [Written by MAL Rewrite]","['Sequel (TV) 3D Kanojo: Real Girl 2nd Season', 'Adaptation (Manga) Real Girl']",3D Kanojo: Real Girl,3D Girlfriend,,,
11,多田くんは恋をしない,Tada Never Falls in Love,,,,['TV'],13,Finished Airing,"Apr 5, 2018 to Jun 28, 2018",['Spring 2018'],Thursdays at 21:00 (JST),"['AT-X', 'Docomo Anime Store', 'BS11', 'Kadokawa']",['Sentai Filmworks'],['Doga Kobo'],Original,,"['School', 'Visual Arts']",,23 min. per ep.,PG-13 - Teens 13 or older,7.57,#1677,#833,"311,904","1,405",135734,"Love has never really been a concern for Mitsuyoshi Tada, and as the aspiring photographer enters his second year of high school, it truthfully could not be further from his mind. However, things just might change after he meets a bright and bubbly foreigner named Teresa Wagner while he was taking pictures of a cherry blossom tree. Nevertheless, after she asks him to photograph her, the two soon separate, only to meet each other again twice more that same day. Finding Teresa just as she is caught in a sudden downpour, Tada invites her to his family's coffee shop to dry off. There, she explains that she was separated from her traveling companion, a no-nonsense redhead named Alexandra ""Alec"" Magritte. When Alec reunites with Teresa shortly after, they say their goodbyes, expecting to part ways for good—but the two unexpectedly show up as transfer students in his class the next day. Teresa and Alec quickly get used to their lives at Koinohoshi High School and decide to join Tada in the photography club, along with his narcissistic friend Kaoru Ijuuin, the idol-obsessed Hajime Sugimoto, the serious class rep Hinako Hasegawa, and the dog-like Kentarou Yamashita. With these two peculiar additions to his equally eccentric group of friends, Tada's second year of high school is about to get even livelier, and he might need to start rethinking his approach to love. [Written by MAL Rewrite]",[],Tada-kun wa Koi wo Shinai,"Tada Doesn't Fall in Love, TadaKoi","['Comedy', 'Romance']",,
12,デビルズライン,Devils' Line,Devils' Line,,Devils' Line,['TV'],12,Finished Airing,"Apr 7, 2018 to Jun 23, 2018",['Spring 2018'],Saturdays at 23:30 (JST),"['Kodansha', 'King Records']",['Sentai Filmworks'],['Platinum Vision'],['Manga'],,"['Adult Cast', 'Vampire']",['Seinen'],23 min. per ep.,R - 17+ (violence & profanity),6.83,#5183,#918,"281,269","1,734",118378,"Vampires walk among society, existing as part of its underbelly. They do not require blood to survive, but extreme emotions can immensely increase their bloodlust, turning them into uncontrollable monsters. Tsukasa Taira, a 22-year-old university student, learns of the existence of vampires when her longtime friend reveals himself to be one of them after a tense confrontation with Yuuki Anzai—a human and vampire hybrid. Her friend is arrested, and Tsukasa soon finds herself drawn to Anzai, who reluctantly reciprocates her feelings. However, this unconventional romance may prove too difficult to maintain, as Anzai struggles to contain the part of him that wishes to devour Tsukasa. [Written by MAL Rewrite]","['Sequel (OVA) Devils Line: Anytime Anywhere', 'Adaptation (Manga) Devils Line']",Devils Line,,"['Action', 'Drama', 'Romance', 'Supernatural']",,
13,TVアニメ「ペルソナ５」,Persona 5 the Animation,Persona 5 The Animation,Persona 5 The Animation,Persona 5 The Animation,['TV'],26,Finished Airing,"Apr 8, 2018 to Sep 30, 2018",['Spring 2018'],Sundays at 00:30 (JST),"['Aniplex', 'A-1 Pictures', 'Movic', 'Atlus', 'Sammy', 'Sonilude']",['Aniplex of America'],['CloverWorks'],Game,['Action'],"['School', 'Super Power']",,24 min. per ep.,R - 17+ (violence & profanity),6.44,#7483,#968,"267,891",985,103060,"Ren Amamiya, a new transfer student at Shujin Academy, is sent to Tokyo to live with his family friend Sojiro Sakura after wrongly being put on probation for defending a woman from sexual assault. While on the way to attend his first day at his new school, Ren notices a strange app has appeared on his phone, transferring him to a world known as the Metaverse, which contains people's ""shadows"": distorted depictions of their true selves. In the Metaverse, he awakens his Persona, a power from deep within that gives him the strength to fight the shadows. With the help of similarly troubled students, he forms the Phantom Thieves of Hearts, attempting to save people from their sinful desires by ""taking their heart,"" making evildoers regret their actions and turn over a new leaf. The group's reputation continues to grow explosively, bringing along fame both positive and negative. However, during the peak of their popularity, Ren gets captured and taken into custody. Here, he wakes up to a harsh interrogation, but this is cut short by the arrival of Sae Niijima—a prosecutor seeking answers. Just how will she react to his story, and what will become of the Phantom Thieves? [Written by MAL Rewrite]","['Sequel (TV Special) Persona 5 the Animation TV Specials', 'Adaptation (Manga) Persona 5']",Persona 5 the Animation,"P5A, Persona 5 the Anime",,,
14,魔法少女サイト,Magical Girl Site,Magical Girl Site,Magical Girl Site,Magical Girl Site,['TV'],12,Finished Airing,"Apr 7, 2018 to Jun 23, 2018",['Spring 2018'],Saturdays at 01:55 (JST),"['Sotsu', 'Avex Pictures']",['Sentai Filmworks'],['production doA'],['Manga'],,"['Gore', 'Mahou Shoujo', 'Psychological']",,24 min. per ep.,R - 17+ (violence & profanity),6.52,#6930,#1033,"249,638","1,360",102346,"Every day, Aya Asagiri thinks about killing herself. She is bullied relentlessly at school, and at home, her older brother Kaname physically abuses her to relieve the academic stress put on him by their father. One night, as she lies awake wishing for death, a mysterious website called Magical Girl Site appears on her laptop, promising to give her magical powers. At first, she dismisses it as a creepy prank, but when she finds a magical gun in her shoe locker the next day, she doesn't know what to believe. Deciding to take it with her, she soon runs into her bullies once again. But this time, desperate for anything to save her, she uses the gun—and her assailants are transported to a nearby railroad crossing, where they are run over. Aya's conscience is unable to handle the fact that she murdered two of her classmates with magic, and she desperately tries to understand the situation. However, when she finds herself in trouble again, she is saved by Tsuyuno Yatsumura, a classmate who can use magic to stop time. This duo has a lot to do: not only do they have to fight alongside and against other magical girls, but they also need to uncover the truth behind the website and the apocalyptic event known as ""The Tempest"" that is soon to occur. [Written by MAL Rewrite]","['Adaptation (Manga) Mahou Shoujo Site', '']",Mahou Shoujo Site,,"['Action', 'Drama', 'Horror', 'Suspense']",,
15,あっくんとカノジョ,My Sweet Tyrant,My Sweet Tyrant,My Sweet Tyrant,My Sweet Tyrant,['TV'],25,Finished Airing,"Apr 6, 2018 to Sep 21, 2018",['Spring 2018'],Fridays at 22:30 (JST),"None found,","None found,",['Yumeta Company'],['Manga'],,,['Josei'],3 min. per ep.,PG-13 - Teens 13 or older,6.82,#5241,#1355,"189,108",319,81639,"Despite his incredible bashfulness, Atsuhiro ""Akkun"" Kagari has landed the girl of his dreams: the sweet and loveable Non Katagiri. However, his embarrassment for affectionate acts—from giving compliments to exchanging a kiss—causes him to act harsh and downright mean to Katagiri in their day-to-day lives. But Akkun is still very much a boy in love; he shows his admiration for Katagiri in his own way. From tailing her in order to take her picture to eavesdropping in on her conversations, he ends up stalking his own girlfriend. Luckily enough, Katagiri finds Akkun's actions cute and endearing, and knows he doesn't really mean any of his insults. Even if their close friend, Masago Matsuo, finds their dynamic a little odd, Katagiri loves her sweet tyrant just the way he is. [Written by MAL Rewrite]","['Adaptation (Manga) Akkun to Kanojo', '']",Akkun to Kanojo,Akkun and His Girlfriend,"['Comedy', 'Romance']",['School'],
16,かくりよの宿飯,Kakuriyo: Bed and Breakfast for Spirits,Kakuriyo: Bed & Breakfast for Spirits,Kakuriyo: Bed and Breakfast for Spirits,Kakuriyo: Bed and Breakfast for Spirits,['TV'],26,Finished Airing,"Apr 2, 2018 to Sep 24, 2018",['Spring 2018'],Mondays at 22:30 (JST),"['DLE', 'flying DOG', 'Studio Mausu', 'BS Fuji', 'Tokyo MX', 'NADA Holdings', 'Kadokawa', 'Happinet']",['Funimation'],['Gonzo'],['Light novel'],,"['Adult Cast', 'Isekai', 'Mythology']",,23 min. per ep.,PG-13 - Teens 13 or older,7.54,#1792,#1394,"182,536","1,500",66996,"Abandoned as a child by her mother, Aoi Tsubaki has always had the ability to see ""ayakashi""—spirits from the Hidden Realm. Shirou Tsubaki, her grandfather who shared the same ability, took her under his wing and taught her how to live with the ayakashi in peace. When her grandfather abruptly passes away, the independent Aoi must continue her college career, armed with only her knowledge in cooking as a means of protection against the human-eating spirits. In hopes that the ayakashi will not turn to her or other unknowing humans as a tasty meal, she takes it upon herself to feed the hungry creatures that cross her path. After giving a mysterious ayakashi her lunch, Aoi is transported to the Hidden Realm, where the ayakashi reveals himself to be an ogre-god known as Oodanna, the ""Master Innkeeper."" There, she learns that she was used as collateral for her grandfather's debt of one hundred million yen, and that she must pay the price for her grandfather's careless decision by marrying Oodanna. Aoi valiantly refuses and decides to settle things on her own terms: she will pay off the debt herself by opening an eatery at Oodanna's inn. Kakuriyo no Yadomeshi follows the journey of Aoi as she proceeds to change and touch the lives of the ayakashi through the one weapon she has against them—her delicious cooking. [Written by MAL Rewrite]","['Sequel (TV) Kakuriyo no Yadomeshi 2nd Season', 'Adaptation (Manga) Kakuriyo no Yadomeshi: Ayakashi Oyado ni Yomeiri shimasu.', 'Adaptation (Manga) Kakuriyo no Yadomeshi: Ayakashi Oyado ni Yomeiri shimasu.', 'Adaptation (Novel) Kakuriyo no Yadomeshi']",Kakuriyo no Yadomeshi,,"['Drama', 'Fantasy', 'Gourmet', 'Romance']",,
17,ウマ娘 プリティーダービー,Umamusume: Pretty Derby,Umamusume: Pretty Derby,Umamusume: Pretty Derby,Umamusume: Pretty Derby,['TV'],13,Finished Airing,"Apr 2, 2018 to Jun 18, 2018",['Spring 2018'],Mondays at 00:00 (JST),"['Lantis', 'TOHO animation', 'Kansai Telecasting', 'Cygames']","None found,",['P.A. Works'],Game,['Sports'],"['Anthropomorphic', 'Racing']",,23 min. per ep.,PG-13 - Teens 13 or older,7.30,#2836,#1605,"155,205",648,58327,"Famous racehorses that have left behind worthy legacies, unique as they can be, are reincarnated as horse girls in a parallel world. In this life, they start their journey anew as they continue to race and perhaps relive the success they once lived through. Aspiring to become the best racehorse in Japan, a horse girl named Special Week moves to Tokyo to enroll in the Tracen Academy—an institution that nurtures horse girls like her to become better racers. There, Special Week witnesses the sophisticated running style of Silence Suzuka and is inspired to become a racer like her. Shortly after, Special Week finds herself recruited into Silence Suzuka's team, Spica. From there, she begins her path to the top—one lap at a time. [Written by MAL Rewrite]","['Sequel (TV) Uma Musume: Pretty Derby Season 2', 'Adaptation (Manga) Starting Gate!: Uma Musume Pretty Derby']",Uma Musume: Pretty Derby,,,,
18,こみっくがーるず,,,,,['TV'],12,Finished Airing,"Apr 5, 2018 to Jun 21, 2018",['Spring 2018'],Thursdays at 23:00 (JST),"['Sony Pictures Entertainment', 'Frontier Works', 'Sotsu', 'Houbunsha', 'Chugai Mining', 'Kansai Telecasting', 'BS11', 'My Theater D.D.', 'Good Smile Film']","None found,",['Nexus'],['4-koma manga'],['Slice of Life'],"['CGDCT', 'Otaku Culture']",,23 min. per ep.,PG-13 - Teens 13 or older,7.36,#2543,#1669,"147,549",722,61644,"Kaoruko ""Chaos"" Moeta is a young manga artist who is down on her luck. She wants to draw manga about high school girls, but her storyboards are bland, her art uninspired, and her premises weak. Her concerned, exasperated editor comes up with an idea: push Chaos to be more social. So, by her recommendation, Chaos moves into a dormitory for female manga artists. She soon meets the other residents: Tsubasa Katsuki, a shounen manga artist; Ruki Irokawa, who draws erotic manga popular with women; and Koyume Koizuka, a shoujo artist who, like Chaos, has yet to be serialized. Quickly striking up a friendship with these girls, Chaos finds new inspiration for her manga and continues to grow her creativity. Comic Girls is a showcase of the daily lives of these manga artists. Will Chaos finally be able to make her debut and become serialized? None of the girls know, but they will all do their best to help each other become the best artists they can be. [Written by MAL Rewrite]","['Adaptation (Manga) Comic Girls', '']",Comic Girls,,,,
19,ピアノの森,Forest of Piano,The Piano Forest,El Bosque del Piano,Piano Forest,['TV'],12,Finished Airing,"Apr 9, 2018 to Jul 2, 2018",['Spring 2018'],Mondays at 00:10 (JST),['NHK'],"None found,",['Gaina'],['Manga'],['Drama'],"['Music', 'School']",['Seinen'],25 min. per ep.,PG-13 - Teens 13 or older,7.31,#2802,#1807,"133,009",465,57319,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life. (Source: KEFI)","['Sequel (TV) Piano no Mori (TV) 2nd Season', 'Adaptation (Manga) Piano no Mori']",Piano no Mori (TV),"Piano Forest, The Perfect World of Kai",,,
20,フルメタル・パニック！Invisible Victory,Full Metal Panic! Invisible Victory,,,,['TV'],12,Finished Airing,"Apr 13, 2018 to Jul 18, 2018",['Spring 2018'],Fridays at 20:30 (JST),"['Kadokawa Shoten', 'AT-X', 'KlockWorx', 'Memory-Tech', 'Tokyo MX', 'Bandai Namco Entertainment', 'Hakuhodo', 'Bandai Namco Arts']",['Funimation'],['Xebec'],['Light novel'],['Action'],"['Mecha', 'Military']",,24 min. per ep.,R - 17+ (violence & profanity),7.57,#1698,#2182,"102,767",281,39972,"The boisterous student Kaname Chidori and soldier Sousuke Sagara are enjoying a blissful high school life. However, their peaceful days are disrupted by the threatening terrorist organization Amalgam. Leonard Testarossa, a member of the organization who possesses ""Whispered,"" seeks to procure Kaname and her knowledge. Kaname and Sousuke's battle against Amalgam starts right in their own neighborhood, which eventually takes them on a hunt around the world. From the exotic lands of Laos to the barren Mexican coast, Sousuke must gather intelligence to bring down Amalgam. Meanwhile, Kaname's abilities grow, but so does her frustration as her resolve withers. Caught up in an intense game of hide and seek, as well as strategic plots, the pair try to connect and push beyond their own limits. [Written by MAL Rewrite]","['Prequel (TV) Full Metal Panic! The Second Raid', 'Adaptation (Manga) Full Metal Panic!', 'Adaptation (Manga) Full Metal Panic! Sigma', 'Adaptation (Light Novel) Full Metal Panic!']",Full Metal Panic! Invisible Victory,Full Metal Panic! IV,,,
21,銀河英雄伝説 Die Neue These 邂逅,Legend of the Galactic Heroes: Die Neue These,Legend of the Galactic Heroes: Die Neue These,La Leyenda de los Héroes de la Galaxia: La Nueva Tésis,Les Héros de la Galaxie: Die Neue These,['TV'],12,Finished Airing,"Apr 3, 2018 to Jun 26, 2018",['Spring 2018'],Tuesdays at 21:00 (JST),['Shochiku'],['Funimation'],['Production I.G'],Novel,,"['Adult Cast', 'Military', 'Space']",,25 min. per ep.,R - 17+ (violence & profanity),7.79,#1064,#2371,"89,900",648,36345,"For over a century and a half, two interstellar states have wrested for control of the Milky Way. The Galactic Empire, an absolute monarchy ruled by Kaiser Friedrich IV and an entrenched nobility, seeks to suppress the rebels daring to oppose the inviolable crown. The Free Planets Alliance, a representative democracy led by a corrupt High Council, degenerates as its elected leaders⁠ use war and conflict as a way to win popular support. But this long-standing stalemate between the Empire and the Alliance ends with the rise of two opposing military geniuses. Reinhard von Lohengramm, a minor noble and High Admiral of the Empire through his strategic brilliance and his sister's position as the favored concubine of the Kaiser, dreams of conquering the galaxy and uniting mankind under his iron fist. Meanwhile, Yang Wen-li of the Alliance, an avid historian and reluctant commodore hailed as the Hero of El Facil, uses his tactical prowess to navigate around his leaders' incompetence—and to carve the path to lasting peace. As the war rages on, Reinhard and Yang each strive for their ideals and to secure their place among the stars as the leaders of a new era of galactic heroes. [Written by MAL Rewrite]","['Sequel (Movie) Ginga Eiyuu Densetsu: Die Neue These - Seiran 1', 'Adaptation (Manga) Ginga Eiyuu Densetsu', 'Adaptation (Manga) Ginga Eiyuu Densetsu', 'Adaptation (Novel) Ginga Eiyuu Densetsu']",Ginga Eiyuu Densetsu: Die Neue These - Kaikou,"The Legend of the Galactic Heroes: The New Thesis - Encounter, LotGH","['Drama', 'Sci-Fi']",,
22,ひそねとまそたん,Dragon Pilot: Hisone and Masotan,Drachenflieger,Hisone y Masotan: A Lomos del Dragón,Pilote Dragon: Hisone et Masotan,['TV'],12,Finished Airing,"Apr 13, 2018 to Jun 29, 2018",['Spring 2018'],Fridays at 00:00 (JST),"['Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures']","None found,",['Bones'],Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,7.29,#2864,#2427,"86,767",330,38727,"Seeking to find purpose in her life, Hisone Amakasu enlists in the Japan Air Self-Defense Force (JASDF) and is stationed at Gifu Airbase. During a visit to a part of the base she did not know existed, she stumbles upon the JASDF's largest secret: the Organic Transformed Flyer (OTF), a dragon that has the ability to camouflage itself as an aircraft. After being swallowed up and spit out by the OTF, her commanding officers inform her that this encounter means that she has been chosen to be the next in a long line of Dragon Pilots. Together with her fellow pilot cadets and ""Maso-tan,"" her own OTF, Hisone must overcome her insecurities in order to discover her true potential as a Dragon Pilot and unravel the secrets behind the OTFs. [Written by MAL Rewrite]","['Adaptation (Manga) Hisone to Maso-tan: Nao no Sora', '']",Hisone to Maso-tan,"Hisone & Masotan, Hisone and Maso-tan, HisoMaso","['Award Winning', 'Comedy', 'Drama', 'Fantasy']",['Military'],
23,魔法少女 俺,Magical Girl Ore,Magical Girl Ore,Magical Girl Ore,Magical Girl Boy,['TV'],12,Finished Airing,"Apr 2, 2018 to Jun 18, 2018",['Spring 2018'],Mondays at 22:00 (JST),"['Genco', 'AT-X', 'KlockWorx', 'Crunchyroll', 'My Theater D.D.', 'Fusion Product']",['Discotek Media'],['Pierrot Plus'],['Web manga'],['Comedy'],"['Idols (Female)', 'Magical Sex Shift', 'Mahou Shoujo', 'Parody']",,23 min. per ep.,PG-13 - Teens 13 or older,6.64,#6223,#2429,"86,648",154,27186,"Saki Uno is an average 15-year-old girl with a side hustle as a member of the exceptionally unpopular idol duo Magical Twins. Despite this, she absolutely loves the time she spends with her best friend Sakuyo Mikage as she strives to become closer with her childhood crush, Sakuyo's brother Mohiro. Her peaceful life, however, unravels when she finds a yakuza-looking thug trying to enter her house. Forced to invite him inside, Saki learns that her mother used to be a demon fighting Magical Girl, and that her brutish guest is actually a mascot named Kokoro-chan looking to recruit a replacement. Dumbfounded and skeptical, Saki is hesitant accept the request until Kokoro-chan reveals that Mohiro is a target of some cute, squirrel-tailed demons. Rushing to his side, Saki's overwhelming desire to save Mohiro activates her Love Power, and a daring confession awakens her as a Magical Girl. However, because her body is not suitable for combat, Saki's transformation turns her into a muscle-bound man clad in a pretty dress. Now, as a fully-fledged Magical Girl, Saki must team up with Sakuyo to protect the love of her life from the fluffy, demonic menaces that run rampant in her world. [Written by MAL Rewrite]","['Adaptation (Manga) Mahou Shoujo Ore', '']",Mahou Shoujo Ore,Magical Girl Me,,,
24,キャプテン翼,,Captain Tsubasa,,Captain Tsubasa,['TV'],52,Finished Airing,"Apr 3, 2018 to Apr 2, 2019",['Spring 2018'],Tuesdays at 01:35 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Warner Bros. Japan', 'Shueisha']",['VIZ Media'],['David Production'],['Manga'],['Sports'],,['Shounen'],22 min. per ep.,G - All Ages,7.42,#2284,#2566,"79,124",385,35528,"Captain Tsubasa is the passionate story of an elementary school student whose thoughts and dreams revolve almost entirely around the love of soccer. 11-year-old Tsubasa Oozora started playing football at a very young age, and while it was mostly just a recreational sport for his friends, for him, it developed into something of an obsession. In order to pursue his dream to the best of his elementary school abilities, Tsubasa moves with his mother to Nankatsu city, which is well-known for its excellent elementary school soccer teams. But although he was easily the best in his old town, Nankatsu has a lot more competition, and he will need all of his skill and talent in order to stand out from this new crowd. He encounters not only rivals, but also new friends like the pretty girl Sanae Nakazawa and the talented goalkeeper, Genzo Wakabayashi, who shares the same passion as Tsubasa, and will prove to be a treasured friend in helping him push towards his dreams. Representing Japan in the FIFA World Cup is Tsubasa’s ultimate dream, but it will take a lot more than talent to reach it.","['Sequel (TV) Captain Tsubasa Season 2: Junior Youth-hen', 'Adaptation (Manga) Captain Tsubasa']",Captain Tsubasa (2018),,,['Team Sports'],
25,カリギュラ,Caligula,Caligula,Caligula,Caligula,['TV'],12,Finished Airing,"Apr 8, 2018 to Jun 24, 2018",['Spring 2018'],Sundays at 23:30 (JST),"['Pony Canyon', 'FuRyu']","['Discotek Media', 'Ponycan USA']",['Satelight'],Game,,,,23 min. per ep.,PG-13 - Teens 13 or older,5.98,#10024,#2583,"78,235",109,27045,"What is happiness? Ever the fan of psychology, questions such as this are ones that high school student Ritsu Shikishima likes to ponder as he spends his peaceful days with his friends. His perfect world, however, begins to unravel when he hears a strange voice obscured by static, pleading for help. This voice belongs to μ, a beloved pop idol, whose singing begins to have an adverse effect on the world. Before Ritsu's very eyes, the faces of his friends and family become distorted by glitches as the sound of μ's voice transforms them into Digiheads: berserk monsters bent on the extermination of all those who begin to awaken to the true nature of their existence. Realizing that he is trapped in a virtual world created by μ called Mobius, Ritsu must now gather everyone else who has managed to realize the truth before they are all eliminated. Together, they will use their newfound powers and weapons granted by their emotions—known as the Catharsis Effect—to fight off the mysterious group known as The Ostinato Musicians as they struggle to escape. [Written by MAL Rewrite]",[],Caligula,The Caligula Effect,"['Action', 'Sci-Fi']",,
26,立花館To Lieあんぐる,Love To-LIE-Angle,Love To-LIE-Angle,Love To-LIE-Angle,Love To-LIE-Angle,['TV'],12,Finished Airing,"Apr 4, 2018 to Jun 20, 2018",['Spring 2018'],Wednesdays at 01:00 (JST),"['Ichijinsha', 'Cloud22']","None found,","['Creators in Pack', 'Studio Lings']",['Manga'],,,,3 min. per ep.,R+ - Mild Nudity,5.62,#11726,#2708,"72,932",87,28385,"As Hanabi Natsuno returns home after six years in Tokyo, memories flood into her. As she prepares to start high school, she moves to Tachibanakan, the local dormitory for female students. Upon her arrival, Hanabi stumbles upon a bare naked beauty, and instantly falls head over heels for her. She also reencounters Konomi Fujiwara, her childhood friend who she barely remembers. Hanabi is introduced to the other residence of the dorm and quickly becomes the center of attention. As the girls instantly take to the newcomer and begin shooting for her affection—subtly or obtrusively—Hanabi realizes that it is certainly going to be an interesting school year. [Written by MAL Rewrite]","['Adaptation (Manga) Tachibanakan Triangle', '']",Tachibanakan Triangle,Tachibanakan To Lie Angle,"['Comedy', 'Girls Love', 'Ecchi']",,
27,奴隷区 The Animation,,Doreiku: 23 Slaves,,,['TV'],12,Finished Airing,"Apr 13, 2018 to Jun 29, 2018",['Spring 2018'],Fridays at 01:00 (JST),"['Hakuhodo DY Music & Pictures', 'Futabasha', 'Hakuhodo', 'Kakao Japan', 'Spacey Music Entertainment', 'A-Craft', 'Tohan Corporation']",['Sentai Filmworks'],"['TNK', 'Zero-G']",['Web manga'],,"['Adult Cast', 'High Stakes Game', 'Psychological']",,24 min. per ep.,R - 17+ (violence & profanity),5.93,#10285,#2894,"64,787",80,24454,"Eager to know why her best friend’s boyfriend dumped her for a man, the headstrong Eiya Arakawa suggests a meeting with them. Gathered together at a café, Yuuga Oota agrees to answer Eiya’s questions only if she can correctly ascertain the relationship of a couple sitting across from them, which she does on her first attempt. Amazed by her astounding intellect and intuition, he invites her to a private meeting where he introduces her to the concept of Slave Control Method, or SCM, a retainer-like device that has the ability to turn people into slaves. When two SCM users enter a duel, the devices exert a powerful influence on their brains. Once the duel is over, the SCM amplifies the loser’s sense of obligation and forces them to bend to the will of the winner. Wanting desperately to test his own abilities, Yuuga asks Eiya to act as his insurance in the event that he himself becomes a slave. Granted access to 10 million yen, Eiya’s job is to convince Yuuga’s would-be master to free him from his servitude. Though hesitant at first, Yuuga’s words resonate with her personal yearning for something more from her life, and she agrees to his request. However, when a mysterious organization begins rapidly accruing slaves, Eiya becomes entangled in a game far more dangerous than she ever could have imagined. [Written by MAL Rewrite]","['Adaptation (Manga) Dorei-ku: Boku to 23-nin no Dorei', '']",Dorei-ku The Animation,"Doreiku: Boku to Nijuusannin no Dorei, Dorei-ku: Boku to 23-nin no Dorei, 23 Slaves and Me","['Drama', 'Suspense']",,
